Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Australia,19306.55297,19394.61617,19178.09101,19982.69053,20961.1859,21783.24868,21794.99258,22876.99344,23621.37946,24763.08289,26020.20794,26162.39444,26690.66004,26968.95994,27372.12391,27397.55687,27827.00124,28507.90191,28431.41484,29266.60066,29794.53846,30309.76097,30797.99639,29736.69863,30763.44586,31938.6162,32707.6722,33044.57542,34386.25336,35121.21269,35827.09672,35240.58254,34967.51772,36033.63588,37098.79878,38078.90395,39065.92438,40156.33525,41504.4959,43087.44672,44223.59124,44473.40861,45626.62203,46449.84519,47817.89923,48702.73469,49418.68632,50952.46704,51788.44015,51651.22326,51874.08048,52372.15454,53348.38897,53798.35851,54394.33427,54941.91146,55670.92414
Austria,13087.16419,13736.38139,14014.05817,14500.55146,15286.38506,15715.93444,16486.71914,16856.18813,17518.84565,18554.12112,19514.86919,20421.71402,21563.77416,22493.36816,23340.32739,23317.21338,24427.89849,25658.97855,25625.66542,27044.41704,27512.65801,27402.98697,27934.09006,28811.11659,28827.70418,29534.146,30194.64821,30585.07866,31548.43121,32627.41966,33786.85061,34602.46048,34940.21245,34835.82713,35535.59586,36427.8637,37251.1879,38029.46578,39340.11123,40673.2043,41942.26513,42346.29017,42836.21821,42950.39075,43839.68535,44474.13174,45737.51587,47240.5278,47821.52764,45884.39871,46657.0629,47805.77718,47943.20158,47723.18958,47681.16746,47629.61755,47703.91489
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3118.546587,3049.015995,2324.452977,1760.554651,1394.744209,1216.077917,1219.509349,1277.854124,1392.361194,1482.329773,1633.394435,1781.246395,1955.41315,2158.007171,2357.396026,2949.442818,3923.658154,4851.176909,5262.101356,5639.001689,5842.805784,5770.969703,5820.079847,6078.320649,6122.980489,6117.030862,5858.832866
Bahamas,13895.47356,14632.26375,15364.10725,16147.53902,16993.81322,17913.89351,18696.41303,19652.66412,20499.38984,21576.02241,19743.2904,19544.06189,18438.86962,19435.45621,15863.56386,13244.57173,13641.00402,14571.87907,16274.64652,20078.45801,20912.75556,18565.95545,19370.89384,19629.9391,21941.30625,22543.00428,22521.6356,22787.65679,22919.79838,24046.95056,23248.89367,21868.8773,20635.69851,20315.17827,20595.63138,21170.95313,21782.09916,21984.94658,22776.60968,24111.85775,24748.30797,24958.65497,25134.38113,24298.62379,23997.84777,24305.99067,24429.44575,24312.40063,23314.99417,21951.14664,21921.55906,21710.58999,22050.20215,21748.92669,21355.23104,20748.69613,20568.31515
Bahrain,,,,,,,,,,,,,,,,,,,,,21184.98284,19295.58522,17290.81807,17906.01635,18304.5727,16926.37474,16571.42667,17663.46571,18240.56619,17702.37559,17934.74305,19407.44365,20178.46516,22217.91332,21623.01568,21910.23988,22220.68291,22281.79511,22634.88847,22760.98699,22955.09349,22416.08185,22038.3312,22058.76333,22144.47339,22066.07113,21796.01514,21838.07457,21563.65067,20797.00522,20722.10389,20514.75639,20921.19971,21799.65217,22390.68285,22436.20753,
Bangladesh,370.5941716,382.0047722,391.4891838,378.5599524,407.6331236,401.533416,398.7081568,378.4483267,401.1804457,394.3095963,406.0307092,375.826581,317.7006037,323.0395869,347.9806292,327.1009505,337.602686,337.7132941,351.7077109,358.3477904,351.3761042,366.6663074,364.5382182,368.694026,376.2076611,378.487458,383.8124797,387.7558742,386.7755991,387.6728688,399.4839409,403.753799,416.1805241,426.3094413,433.4123441,445.9189173,456.2377101,466.7725442,480.8688331,493.2552199,509.2934347,525.0721107,535.2467234,550.8628057,570.336736,598.6174259,630.04818,666.4014472,698.564892,725.76626,757.6717572,797.4116804,839.5136872,879.5819661,922.161128,971.641988,1029.578212
Barbados,,,,,,,,,,,,,,,,,,,,,12960.87549,12670.10726,12013.14799,12041.09975,12441.58388,12542.5143,13140.49013,13436.34909,13857.34852,14304.69916,13783.98131,13200.72501,12405.1229,12461.35019,12665.99643,12876.22301,13337.44736,13917.17357,14383.58798,14378.30185,14967.09449,14567.53372,14639.89173,14914.90801,15078.59121,15623.93337,16447.76309,16670.6087,16666.07706,15926.49472,15905.91232,15967.25063,15958.9327,15895.26336,15856.13538,15952.26455,16157.43382
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102.973147,3064.233772,2764.102032,2548.293126,2252.783068,2025.027893,2088.695089,2336.695889,2545.053322,2642.677082,2809.15604,2957.026984,3126.053078,3369.726353,3781.258165,4165.047007,4609.690433,5029.147067,5561.296485,5584.857245,6030.388707,6376.393904,6492.741288,6558.185199,6665.193496,6399.742243,6218.739943
Belgium,13170.56265,13780.39357,14441.03039,14957.20387,15847.02877,16262.92527,16663.23107,17211.71395,17863.18495,18993.61797,20105.22007,20868.51249,21887.74899,23211.40816,24194.8239,23650.72353,24943.03216,25068.24086,25756.61222,26335.91129,27475.99512,27399.98173,27570.49982,27658.67368,28341.26801,28800.82704,29315.34516,29965.99278,31281.7381,32249.59475,33162.34475,33644.98015,34021.65781,33563.04604,34539.50202,35289.19925,35781.57468,37019.44902,37670.2502,38923.16651,40239.86531,40427.18063,40962.85091,41107.65303,42417.84713,43068.72783,43854.86908,45013.07378,44992.61054,43612.15991,44380.23741,44555.36571,44293.67325,44050.04268,44670.37007,45067.82917,45308.23961
Belize,1072.466343,1093.586874,1115.512608,1138.307246,1161.533928,1183.773804,1203.636776,1225.290455,1277.372491,1306.575402,1336.653555,1360.503922,1471.727423,1524.781884,1704.996701,1740.368793,1715.484942,1802.367485,1917.470948,2027.467587,2288.800689,2264.752224,2199.697144,2093.643567,2074.396431,2038.381001,2073.204865,2242.876243,2385.633385,2632.627454,2849.034593,3089.23044,3404.206807,3557.477256,3491.400762,3424.086115,3363.896311,3358.510525,3352.854539,3513.855276,3838.892488,3910.187257,3997.120685,4257.487388,4343.17724,4342.128891,4424.437379,4358.469001,4385.175932,4307.221118,4344.150177,4333.361776,4398.764418,4359.714189,4440.701181,4446.793399,4319.988406
Benin,520.40418,529.2973386,503.5990841,519.130656,544.4277629,563.1464387,572.453223,567.3836287,577.3054949,581.6103742,581.235119,560.1801106,583.0562431,591.0505322,596.6577082,553.9366482,545.1435766,557.932227,550.4265035,571.0725113,593.6195624,635.1174935,631.5271359,587.287626,616.0375005,643.5874763,638.7490428,611.0281364,613.2311803,577.5398833,609.3456238,614.0052941,610.5509018,623.9536552,615.1204456,631.1712235,638.0763307,654.5428116,660.6317814,675.6774816,694.2437489,709.4693622,720.168277,722.6671953,732.3354225,723.1999594,730.2752556,752.2152147,767.0573788,763.1050141,757.6959074,758.5775214,773.1370262,805.9449407,833.6624874,827.8459673,837.3419564
Bermuda,27838.39304,28436.71658,29006.57984,28640.87802,31041.95,31740.63552,35659.16125,39616.14199,39686.95535,40290.56883,42055.03047,43819.35839,44942.91915,45948.83383,46699.09897,48824.50177,52988.74551,55903.55906,56504.09149,57503.21894,61083.45095,62106.1318,58400.28398,59061.16971,58826.95497,57167.10189,60463.90879,62224.89178,64196.23243,63939.81157,63429.27677,61503.63836,61913.77723,63435.47315,63374.76685,65690.96417,66969.93314,69624.43634,71810.38407,73825.18485,79988.35001,84844.73838,83048.80311,85321.24327,86733.37007,87616.38597,91944.87381,94029.60803,94903.19153,89391.21118,88207.32756,86001.17117,81547.85524,79251.78166,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,403.6577262,447.5384197,451.3607718,490.1359042,498.7035029,504.736547,545.5256892,677.5411984,688.1799795,721.2264193,789.2173342,785.9924537,831.0630503,861.1939215,915.4099031,983.2624759,1029.177663,1065.056766,1100.16152,1155.209758,1201.105785,1263.967767,1360.792252,1425.055174,1469.37315,1534.820745,1601.915802,1848.566255,1898.052794,1986.135618,2178.921383,2310.003655,2387.005674,2399.918916,2500.260145,2625.574234,2751.212903
Bolivia,1304.698762,1306.590629,1353.033192,1412.202022,1451.186017,1502.791345,1568.799402,1643.754978,1414.698631,1428.913478,1392.752071,1433.115409,1515.189991,1568.618475,1580.584762,1659.881104,1698.973726,1744.639778,1741.635394,1706.075285,1646.411228,1615.677734,1519.169845,1427.243352,1394.996155,1343.775859,1283.090638,1288.904716,1300.642031,1323.78299,1358.241084,1401.908352,1397.179933,1428.365724,1465.804043,1504.396784,1539.344885,1584.117204,1631.574918,1607.210081,1616.539178,1613.410816,1623.518794,1637.808504,1676.22796,1720.099019,1771.946877,1821.795495,1901.899802,1933.740102,1981.160705,2051.152292,2122.384564,2231.477241,2317.257186,2392.983973,2457.625962
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.5642943,866.9406721,1665.595366,2255.057369,2608.198841,2852.021041,3002.820841,3131.139402,3293.140249,3421.748431,3628.51644,3946.056679,4160.563103,4405.285059,4659.602793,4546.459775,4611.470298,4695.258308,4703.290478,4873.608235,4980.20791,5173.994241,5305.562399
Botswana,390.8297253,405.7986383,422.1720329,435.6898931,453.0789745,466.2621796,481.7858538,495.3852821,531.2139248,592.6713865,672.2273586,818.6845682,1000.809264,1173.45171,1232.455008,1288.411511,1372.390634,1478.521062,1625.449451,1753.756065,1891.409668,1988.884843,2153.104039,2353.797267,2471.157109,2563.033524,2687.317883,2917.436047,3384.480863,3718.485689,3860.008603,4034.260864,4040.426673,4010.787152,4053.436042,4237.567299,4386.851537,4641.80548,4585.739928,4939.598056,4954.77429,4891.914844,5115.899886,5280.215175,5349.002024,5512.811229,5883.899059,6270.47408,6552.776641,5948.853248,6346.156204,6610.331923,6779.393898,7409.421155,7574.282093,7308.611508,7383.325186
Brazil,3424.997089,3668.024485,3747.386263,3670.826297,3690.448686,3697.039012,3745.522529,3824.754313,4150.485267,4438.027725,4706.126393,5108.945626,5586.683824,6216.130816,6617.88359,6798.096714,7287.519095,7443.898645,7504.29602,7824.864356,8339.269119,7788.333546,7653.559562,7225.538359,7439.110811,7860.015578,8314.878921,8445.036995,8276.542522,8391.192292,7986.045873,7966.796468,7796.841831,8027.189384,8319.209024,8547.94116,8598.014959,8750.274058,8644.420843,8554.834439,8778.188141,8776.863719,8924.333528,8910.855624,9309.008195,9495.104939,9761.876402,10245.23081,10658.22531,10540.10877,11224.15408,11559.21227,11671.18294,11912.14676,11866.38892,11322.14668,10826.27143
Brunei,,,,,,,,,,,,,,,45621.36146,43925.2391,50722.60813,54151.70302,55752.53855,66001.5809,59391.95115,46156.22482,46575.77808,45483.63118,44479.35391,42589.6833,40274.33884,39933.75513,39243.01702,37732.37517,37071.7353,37162.5406,37838.32056,36904.47506,37043.18167,37703.79173,37833.36477,36400.03739,35382.14265,35672.33991,35923.40183,36162.97793,36832.26623,37202.35794,36752.04732,36325.12073,37401.05316,36997.80726,35860.38878,34812.71469,35268.10117,36092.09698,35899.03737,34618.97291,33313.83278,32661.85702,31430.96266
Bulgaria,,,,,,,,,,,,,,,,,,,,,3223.80921,3370.529417,3439.028489,3548.132386,3660.069128,3758.340279,3917.515057,4148.59409,4597.475739,4498.552281,4162.815983,3849.186559,3607.793915,3582.856356,3660.402221,3781.903745,3862.281869,3843.122525,4004.263409,3800.874142,4011.09584,4265.560262,4621.504868,4894.781886,5255.179179,5678.047944,6107.706804,6625.028733,7048.445874,6794.656687,6843.263289,7019.178015,7062.137117,7162.994824,7299.552445,7612.024948,7929.492804
"Burkina Faso",232.0863421,238.2505972,249.5010962,243.0304734,245.113701,250.6067555,248.0478338,265.5559405,269.1258198,269.9030409,265.5863509,264.6913949,266.0774678,262.5269509,279.1245881,282.1450508,300.3936188,295.6211714,302.9979967,307.471117,303.0537607,308.6077681,329.9413733,322.8452034,309.0886316,326.878975,343.8601927,334.2236543,344.4441213,342.6843245,331.679996,352.2076605,343.6471719,346.0375401,341.1555077,350.8886288,378.9153239,391.7913251,408.8017687,426.8516605,422.4438086,437.6881943,443.7920449,464.7510453,471.5556577,497.4603966,513.0019257,525.9312205,547.4811408,546.8931582,575.4464527,594.8064045,614.4906813,613.2279513,620.250852,626.3621944,644.0239367
Burundi,214.1369545,181.2176775,193.9532398,198.1222216,206.289436,209.8035062,214.2711365,237.7556026,231.1709214,222.7248131,265.22918,268.6442076,248.6977905,263.2720844,258.4625885,256.5158152,271.8429572,296.556107,286.8181825,284.3611899,279.9589655,306.1015235,295.1747803,298.2041699,290.6602188,315.8728507,316.7423052,324.3796392,330.8669221,326.1822839,329.157781,337.7083512,333.9432189,307.123481,290.3198178,263.2708504,239.0396327,232.5068723,240.6275982,234.68485,228.2475687,227.428111,230.9961542,221.2274825,224.5155532,219.1865502,223.4035903,226.3044415,229.8347014,230.0531709,231.1943256,233.518126,235.7052879,239.3310654,243.1019118,226.5663086,218.2835284
"Cape Verde",,,,,,,,,,,,,,,,,,,,,673.8226401,718.3787301,724.5524212,777.6236288,791.3169562,844.2265261,854.5968411,878.4989475,917.6854241,954.0208394,941.8014247,933.0532367,1008.714364,1067.066345,1237.739756,1377.419608,1496.609674,1624.702966,1787.999121,1946.851397,2179.984807,2185.253822,2257.316672,2310.49442,2505.172505,2639.382638,2813.185404,3202.379264,3378.646197,3300.550986,3312.825985,3405.78186,3403.031082,3389.940004,3369.642709,3364.17997,3452.946212
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.1021679,333.2614204,343.4726326,351.2894661,360.664591,368.8730307,402.8736382,428.5059056,454.0764479,475.0537273,506.7027946,550.0999397,613.2790099,669.0363309,726.4605796,763.6913923,752.9779185,785.6928841,827.9784081,874.1614887,923.7263408,972.9792448,1024.872343,1078.402063
Cameroon,900.573077,892.4465467,900.0592954,913.3775455,924.6737712,921.9338215,942.095226,819.4256693,850.4103136,870.1869554,874.6835482,882.1316519,882.3374807,905.1863533,975.565061,1055.740815,970.1362893,1072.455013,1271.126222,1308.797018,1245.332172,1414.626389,1475.192302,1528.681275,1592.813483,1668.535253,1726.835209,1637.953724,1463.884088,1394.240506,1270.777516,1187.360469,1118.267075,1001.326514,994.642281,1008.67275,1031.29028,1059.033137,1083.482723,1099.610444,1116.829453,1137.625961,1152.855867,1168.175645,1179.614095,1174.725972,1180.165279,1185.741847,1186.927935,1177.13826,1182.869227,1198.833272,1220.424258,1254.192877,1293.631189,1332.684357,1357.067289
Canada,17664.2048,17861.9356,18780.56413,19389.15562,20301.65991,21260.63153,22242.41871,22482.64971,23294.30239,24188.42626,24629.21556,25262.44135,26216.59128,27571.29253,28080.94072,28057.04789,29128.01409,29783.26792,30651.63255,31502.0443,31769.78349,32477.29554,31060.645,31549.8017,33099.37445,34345.61396,34737.27532,35689.03422,36791.75964,36981.27877,36489.26635,35231.02121,35108.51904,35648.47799,36893.98189,37569.46824,37765.73245,38967.9531,40131.70183,41856.04559,43638.28315,43964.95459,44883.8284,45239.81139,46170.9202,47181.56239,48035.03579,48552.69643,48510.56777,46543.7922,47447.47602,48456.96457,48724.2458,49355.09664,50067.04279,50109.87528,50231.8852
"Central African Republic",601.8524935,621.0420386,587.4392459,572.5814943,573.3735078,567.4621068,559.5647762,573.5600641,569.4397794,597.2743938,599.0124017,594.1226076,582.9502232,582.7611618,607.569031,597.3743562,616.0744445,624.962672,617.3692943,586.862677,545.5195985,521.7659292,545.2839645,486.0433304,517.0578228,523.4048094,529.5184735,492.721522,490.990353,490.166814,468.6906735,454.5290783,414.1761251,404.4069491,412.9996415,431.4986709,404.2249521,415.7873116,425.6396801,431.4725411,411.9381743,421.6591988,428.4772286,397.8113269,414.030231,410.4148361,422.4386822,434.2504725,436.0737159,437.6013836,446.4434494,458.3327733,475.6673875,300.4795817,302.5463692,314.9265174,325.7202918
Chad,696.2769275,692.4529851,715.3433022,690.1190826,659.7443148,651.0954092,627.461752,620.7447715,606.5101249,635.7067823,634.1690566,606.1826702,598.845713,535.6654761,549.3280775,585.8694379,591.1450802,592.739632,578.8449034,445.9834835,410.5308597,405.9832957,418.1629404,472.3165788,469.8369163,556.7752984,518.6208328,490.7793233,548.8754417,557.3475967,517.1346399,543.6388358,568.7343432,464.2854963,494.9998681,484.7580877,479.0421251,489.0952615,505.1620853,484.0825587,462.5285998,497.3468034,519.2766504,573.3343744,737.9875274,835.1955417,812.0086003,811.0162819,808.8890039,815.9680472,896.5697341,867.9990632,914.1186511,934.702546,967.1027773,953.5914071,859.6485715
Chile,3806.805729,3918.367037,3986.723236,4127.318878,4140.772497,4089.777077,4451.644575,4514.600589,4579.300856,4663.498273,4656.624327,5000.595728,4861.116667,4537.195933,4568.018745,3913.965055,4000.222991,4350.496587,4615.077416,4928.700804,5242.330136,5499.995724,4819.762115,4507.427992,4618.747802,4726.905668,4899.421795,5128.959203,5413.325325,5851.483445,5947.764828,6309.457648,6904.330444,7247.053536,7498.852089,8051.48659,8479.875279,8987.619522,9254.794789,9100.999171,9469.110468,9666.476055,9852.833928,10141.73198,10754.3066,11249.8679,11833.95202,12285.04838,12588.69122,12268.44115,12860.17764,13518.76508,14109.14333,14551.04442,14701.95389,14907.11639,15019.63297
China,191.7911758,140.9134962,131.9633686,142.0219524,163.9913217,187.2746275,201.5232376,185.0759235,172.9137487,196.7401226,228.3176979,237.8138332,240.8818837,253.7143675,254.2674792,271.5994706,263.2306164,279.3245407,307.766188,326.7683621,347.8874055,361.2247028,387.7455725,423.5934896,481.3645853,538.6908156,578.1840278,635.4945893,695.5990393,713.6895121,730.7724732,787.8674181,888.9109848,1000.611788,1118.499553,1227.55638,1335.362651,1443.774711,1542.064097,1645.98796,1771.741467,1905.610739,2065.718534,2258.912056,2472.586502,2738.205401,3069.304714,3487.84569,3805.025916,4142.038196,4560.512487,4971.544821,5336.060027,5721.693695,6108.238642,6496.623872,6894.464373
Colombia,2213.222868,2260.898617,2313.930034,2310.702465,2390.562774,2390.254415,2443.787179,2472.247446,2556.427094,2648.892091,2759.927008,2852.950852,3000.892712,3131.387818,3238.233221,3237.612663,3317.66718,3377.693197,3581.030083,3688.701544,3753.435274,3752.069906,3702.688418,3677.739594,3718.09646,3751.149747,3887.654308,4013.52856,4093.992537,4152.192811,4319.93045,4336.662684,4472.686276,4497.982343,4679.241776,4841.367135,4862.068052,4951.246421,4904.74819,4629.498032,4764.167747,4774.975609,4825.831999,4945.95797,5139.976626,5312.082352,5596.734741,5910.29238,6048.094531,6078.315455,6250.655044,6592.402325,6789.525501,7051.04027,7291.691868,7446.182401,7525.855468
Comoros,,,,,,,,,,,,,,,,,,,,,873.145314,878.9744608,908.3719281,926.2427111,938.1588602,932.8967132,923.234882,911.2171859,908.4307727,853.8546318,871.2490295,800.3647522,843.6137968,844.1646354,777.1288938,782.9677298,751.9239347,761.462178,751.129339,746.0924069,806.4294733,805.1555286,804.2113184,801.7987558,798.0105715,801.3334599,803.113048,790.3674769,774.6849213,770.9947111,769.1742883,770.3227581,774.4709894,782.5169021,779.8398219,769.477378,768.4389601
"Congo (Kinshasa)",988.9815717,859.7042657,1015.756091,1041.407581,989.4293211,972.4904887,1009.779659,971.7359215,985.1603349,1046.859398,1015.536367,1047.572185,1021.472473,1075.609355,1079.824539,998.1929132,918.8496922,899.5521607,827.3416093,808.0007124,803.944318,802.0870181,778.8895849,770.7660552,793.4574346,776.8432976,792.2173895,791.6405961,772.9495694,739.8737125,668.3274082,589.8889339,507.7164036,422.5040433,391.5077172,381.7178222,367.4346328,338.4118082,325.4139587,304.336648,276.2166828,263.0512686,262.9727975,269.2437809,278.4767862,286.291577,291.9714365,300.2918288,308.6528084,307.1091634,318.0757516,328.7505692,340.7140235,357.5703375,378.7914096,391.7185452,387.4441072
"Congo (Brazzaville)",1429.997717,1510.257922,1547.834681,1446.477612,1461.712085,1474.627081,1454.05876,1444.128046,1511.099468,1579.014394,1630.607353,1704.778086,1795.678683,1884.338585,1971.463209,2060.642542,2018.707732,1785.018714,1844.327781,1967.484583,2248.05661,2567.762905,3081.7655,3168.048201,3292.425959,3162.201649,2864.091644,2791.562687,2764.416797,2760.264009,2713.100796,2703.518517,2699.572611,2600.989006,2391.309895,2418.426311,2452.137633,2368.339706,2387.560867,2260.729416,2364.612491,2387.848205,2430.284707,2383.358693,2395.819189,2503.311603,2573.509417,2447.511193,2496.502589,2595.747235,2737.342365,2751.909533,2782.11138,2806.346926,2922.973336,2925.526819,2798.065624
"Costa Rica",2856.531178,2729.157648,2847.147457,2879.023135,2895.997294,3075.45575,3211.324986,3287.6171,3456.889822,3545.303295,3707.096453,3855.179334,4066.170924,4272.768157,4399.81815,4381.214607,4506.727024,4783.026049,4951.759338,5061.103826,4965.547121,4725.058605,4264.323451,4269.952602,4415.670763,4346.525781,4481.825224,4671.188874,4730.448171,4847.596473,4911.554334,4911.511823,5228.495713,5459.06799,5563.022427,5651.680405,5585.138677,5758.275996,6020.761767,6125.903268,6230.479489,6332.836909,6434.392131,6606.156491,6792.109875,6954.039206,7351.860868,7841.925842,8095.309726,7911.7952,8199.414621,8449.962612,8753.225624,8852.401121,9077.414805,9406.756791,9714.099897
"Ivory Coast",1205.260633,1276.476506,1242.732983,1367.323656,1545.873271,1441.024824,1548.586572,1560.951528,1692.163582,1782.177394,1886.621571,1975.73434,1966.848277,1987.834399,1978.003725,2042.967189,2202.090993,2256.93426,2391.923882,2341.661088,1994.715108,1976.282534,1896.960782,1747.939797,1632.645664,1639.958735,1629.995668,1565.437829,1527.156122,1517.069636,1448.033637,1398.22024,1346.798073,1298.844189,1266.531597,1314.119941,1372.790201,1382.621588,1410.738393,1396.999554,1336.42961,1310.286472,1264.222306,1224.968341,1218.12035,1216.208471,1210.668211,1207.087189,1211.623843,1223.510617,1219.749096,1138.664957,1229.7782,1305.709227,1384.910349,1474.058169,1563.370702
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8475.13577,9322.353211,9772.255862,10111.22395,9900.058663,10570.13958,10898.68699,11470.48382,12108.00265,12605.18848,13121.18082,13755.23844,14476.67596,14778.90575,13704.44434,13505.74586,13899.29101,13636.87214,13529.4148,13517.83487,13853.41908,14372.06583
Cuba,,,,,,,,,,,2249.082583,2399.509563,2472.033799,2514.928001,2501.703622,2703.064484,2818.186697,3034.888483,3209.515298,3222.573487,3048.249291,3630.298942,3937.561083,4133.520809,4438.883602,4480.270013,4447.008183,4297.295314,4409.312176,4394.018907,4225.943975,3745.230527,3289.981998,2784.725497,2790.098674,2844.120537,3051.682842,3121.538767,3112.345295,3291.304494,3473.243494,3572.396058,3613.136357,3741.206408,3949.347798,4385.002484,4908.879332,5261.896726,5475.581071,5550.705973,5676.141403,5824.103628,5985.201531,6133.473727,6182.773703,6444.980113,
