Country,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Pakistan,,,,,,,,,,,,15.19999981,16.1778,17.1556,18.1333,19.1111,20.0889,21.0667,22.0444,23.0222,24,21.7,19.4,17.1,14.8,12.5,14.0667,15.6333,17.20000076,16.7714,16.3429,15.9143,15.4857,15.0571,14.6286,14.19999981,14.26,14.32,14.38,14.44,14.5,14.56,14.62,14.68,14.74,14.80000019,10.5,,,,
Panama,,,,,,,,,,,,,,,7.5,7.1412,6.7824,6.4235,6.0647,5.7059,5.3471,4.9882,4.6294,4.2706,3.9118,3.5529,3.1941,2.8353,2.4765,2.1176,1.7588,1.399999976,1.3818,1.3636,1.3455,1.3273,1.3091,1.2909,1.2727,1.2545,1.2364,1.2182,1.200000048,,,,,,,,
"Papua New Guinea",,,,,,,,,,,,,,,,,,6.300000191,6.2136,6.1273,6.0409,5.9545,5.8682,5.7818,5.6955,5.6091,5.5227,5.4364,5.35,5.2636,5.1773,5.0909,5.0045,4.9182,4.8318,4.7455,4.6591,4.5727,4.4864,4.400000095,6.05,7.7,9.35,11,12.65,14.30000019,,,,,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,0.600000024,0.6333,0.6667,0.7,0.7333,0.7667,0.8,0.8333,0.8667,0.9,0.9333,0.9667,1,1.0333,1.0667,1.100000024,1.3143,1.5286,1.7429,1.9571,2.1714,2.3857,2.599999905,,,,
Peru,,,,,,,,,,,,,,,,,,,1.299999952,1.3857,1.4714,1.5571,1.6429,1.7286,1.8143,1.899999976,1.84,1.78,1.72,1.66,1.600000024,1.475,1.35,1.225,1.100000024,1.08,1.06,1.04,1.02,1,0.9333,0.8667,0.800000012,0.600000024,0.699999988,0.400000006,0.600000024,0.600000024,0.600000024,,
Philippines,,,,,,,,9.899999619,9.4778,9.0556,8.6333,8.2111,7.7889,7.3667,6.9444,6.5222,6.099999905,6.02,5.94,5.86,5.78,5.699999809,6.1,6.5,6.900000095,7.85,8.800000191,9.100000381,8.88,8.66,8.44,8.22,8,7.6,7.2,6.8,6.4,6,6.18,6.36,6.54,6.72,6.900000095,7.0333,7.1667,7.300000191,7.6,7.900000095,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.099999905,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,3.299999952,3.3375,3.375,3.4125,3.45,3.4875,3.525,3.5625,3.599999905,4.300000191,3.900000095,3.5,,,,,,,,,,,,,,
Rwanda,,,,,,,,,,,6.5,6.4063,6.3125,6.2188,6.125,6.0313,5.9375,5.8438,5.75,5.6563,5.5625,5.4688,5.375,5.2813,5.1875,5.0938,5,6.45,7.9,9.35,10.80000019,10.275,9.75,9.225,8.699999809,7.92,7.14,6.36,5.58,4.800000191,4.44,4.08,3.72,3.36,3,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299999952,,,,,,,,,,,,,,,,,
"Saint Thomas and Principe",,,,,,,,,,,,,,,,,,,,,6,5.85,5.7,5.55,5.4,5.25,5.1,4.95,4.8,4.65,4.5,4.35,4.2,4.05,3.900000095,4.85,5.8,6.75,7.7,8.65,9.600000381,10.4,11.19999981,10,8.8,7.6,6.4,5.2,4,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.900000095,3.7091,4.5182,5.3273,6.1364,6.9455,7.7545,8.5636,9.3727,10.1818,10.9909,11.80000019,,,,,,,,,,,
Senegal,,,,,,,,,,,,,,,,,,,,,5.400000095,5.6333,5.8667,6.1,6.3333,6.5667,6.800000191,9.399999619,9,8.6,8.199999809,8.65,9.1,9.55,10,9.74,9.48,9.22,8.96,8.699999809,8.8833,9.0667,9.25,9.4333,9.6167,9.800000191,8.699999809,8.899999619,5.699999809,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.3,4.1,3.9,3.7,3.5,3.6,3.7,3.8,3.900000095,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,2.700000048,2.7667,2.8333,2.9,2.9667,3.0333,3.1,3.1667,3.2333,3.3,3.3667,3.4333,3.5,3.5667,3.6333,3.7,3.7667,3.8333,3.9,3.9667,4.0333,4.1,4.1667,4.2333,4.300000191,,,,
"Sierra Leone",,,,,,,,,,19.70000076,15.1667,10.6333,6.099999905,6.3091,6.5182,6.7273,6.9364,7.1455,7.3545,7.5636,7.7727,7.9818,8.1909,8.399999619,10.19999981,10.34,10.48,10.62,10.76,10.9,11.04,11.18,11.32,11.46,11.60000038,11.32,11.04,10.76,10.48,10.19999981,10.3,10.4,10.5,9.85,9.199999809,9.2667,9.3333,9.399999619,,,
Singapore,,,,,,,,,7.699999809,7.5423,7.3846,7.2269,7.0692,6.9115,6.7538,6.5962,6.4385,6.2808,6.1231,5.9654,5.8077,5.65,5.4923,5.3346,5.1769,5.0192,4.8615,4.7038,4.5462,4.3885,4.2308,4.0731,3.9154,3.7577,3.599999905,,,,,,,,,,,,,,,,
"Solomon Islands",,,,,7.900000095,7.8737,7.8474,7.8211,7.7947,7.7684,7.7421,7.7158,7.6895,7.6632,7.6368,7.6105,7.5842,7.5579,7.5316,7.5053,7.4789,7.4526,7.4263,7.400000095,7.2278,7.0556,6.8833,6.7111,6.5389,6.3667,6.1944,6.0222,5.85,5.6778,5.5056,5.3333,5.1611,4.9889,4.8167,4.6444,4.4722,4.300000191,,,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29999924,18.2833,17.2667,16.25,15.2333,14.2167,13.19999981,13.8,14.4,15,,,,,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299999952,3.52,3.74,3.96,4.18,4.400000095,5,5.6,6.2,6.8,7.400000095,6.725,6.05,5.375,4.699999809,,,,,,,,
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60000038,24.125,23.65,23.175,22.70000076,,,,,,
"Sri Lanka",,,,,,,,,,,,,15.89999962,15.6111,15.3222,15.0333,14.7444,14.4556,14.1667,13.8778,13.5889,13.30000019,14,14.7,15.4,16.1,16.8,17.5,16.4,15.30000019,15.34,15.38,15.42,15.46,15.5,15.3857,15.2714,15.1571,15.0429,14.9286,14.8143,14.69999981,13.25,11.80000019,15,18.2,21.39999962,,,,
"Saint Lucia",,,,,,,,,,,7.5,7.3944,7.2889,7.1833,7.0778,6.9722,6.8667,6.7611,6.6556,6.55,6.4444,6.3389,6.2333,6.1278,6.0222,5.9167,5.8111,5.7056,5.6,5.4944,5.3889,5.2833,5.1778,5.0722,4.9667,4.8611,4.7556,4.65,4.5444,4.4389,4.3333,4.2278,4.1222,4.0167,3.9111,3.8056,3.700000048,,,,
Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.30000019,17.05,18.79999924,18.6,18.4,18.2,18,17.79999924,17.25,16.7,16.15,15.6,15.05,14.5,14.725,14.95,15.175,15.4,15.625,15.85,16.075,16.29999924,,
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.65,6.3,5.95,5.6,5.25,4.900000095,4.925,4.95,4.975,5,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,1.299999952,1.3235,1.3471,1.3706,1.3941,1.4176,1.4412,1.4647,1.4882,1.5118,1.5353,1.5588,1.5824,1.6059,1.6294,1.6529,1.6765,1.700000048,1.9,2.1,2.3,2.5,2.7,2.900000095,2,1.100000024,0.95,0.800000012,1.1,1.4,1.7,2,,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10.2,10.39999962,9.3,8.2,7.1,6,4.900000095,10.30000019,10.30000019,10.30000019,10.30000019,10.30000019,10.30000019,10.7,11.1,11.5,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.39999962,9.399999619,19.39999962,6.099999905,5.900000095,7.3,8.699999809,7.7,6.699999809,5.5,4.300000191,6.1667,8.0333,9.899999619,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,7.900000095,8.02,8.14,8.26,8.38,8.5,7.5333,6.5667,5.599999905,5.18,4.76,4.34,3.92,3.5,3.34,3.18,3.02,2.86,2.700000048,4.900000095,6.599999905,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,6,6.2167,6.4333,6.65,6.8667,7.0833,7.300000191,7,6.699999809,6.5182,6.3364,6.1545,5.9727,5.7909,5.6091,5.4273,5.2455,5.0636,4.8818,4.699999809,5.0333,5.3667,5.7,6.0333,6.3667,6.699999809,,,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69999981,14.30000019,16.85,19.4,21.95,24.5,21.7,18.89999962,16.925,14.95,12.975,11,,,
Togo,,,,,,,,,,,5.5,5.5917,5.6833,5.775,5.8667,5.9583,6.05,6.1417,6.2333,6.325,6.4167,6.5083,6.599999905,7.33,8.06,8.79,9.52,10.25,10.98,11.71,12.44,13.17,13.89999962,14.2,14.5,14.8,15.1,15.4,15.7,16,16.29999924,11.15,6,5.4,4.800000191,5.275,5.75,6.225,6.699999809,,
Tonga,,,,,,,,,,,,,,,,,,,,,1.299999952,1.45,1.6,1.75,1.9,2.05,2.2,2.35,2.5,2.65,2.8,2.95,3.1,3.25,3.4,3.55,3.7,3.85,4,4.15,4.3,4.45,4.6,4.75,4.9,5.05,5.199999809,,,,
"Trinidad and Tobago",,,,,,,,,,,11.69999981,10.9545,10.2091,9.4636,8.7182,7.9727,7.2273,6.4818,5.7364,4.9909,4.2455,3.5,3.6308,3.7615,3.8923,4.0231,4.1538,4.2846,4.4154,4.5462,4.6769,4.8077,4.9385,5.0692,5.199999809,,,,,,,,,,,,,,,,
Tunisia,,,,,,,,,2.099999905,2.2643,2.4286,2.5929,2.7571,2.9214,3.0857,3.25,3.4143,3.5786,3.7429,3.9071,4.0714,4.2357,4.400000095,4.4167,4.4333,4.45,4.4667,4.4833,4.5,5.4,6.3,7.199999809,5.7667,4.3333,2.900000095,2.9833,3.0667,3.15,3.2333,3.3167,3.400000095,3.3,3.2,3.1,3,2.9,2.799999952,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.799999952,3.64,3.48,3.32,3.16,3,2.6833,2.3667,2.05,1.7333,1.4167,1.100000024,1.025,0.95,0.875,0.800000012,0.98,1.16,1.34,1.52,1.700000048,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.099999905,7.1167,7.1333,7.15,7.1667,7.1833,7.199999809,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299999952,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,,,,,,,3.099999905,3.6571,4.2143,4.7714,5.3286,5.8857,6.4429,7,6.6,6.2,5.8,5.4,5,5.2167,5.4333,5.65,5.8667,6.0833,6.300000191,6,5.7,5.4,5.1,4.800000191,,,,,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.199999809,4.25,0.300000012,,,,,,,,,,,,,,
"United Kingdom",,,,,,,,,,,1.399999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"United States",,,,3.099999905,2.9909,2.8818,2.7727,2.6636,2.5545,2.4455,2.3364,2.2273,2.1182,2.0091,1.9,1.7909,1.6818,1.5727,1.4636,1.3545,1.2455,1.1364,1.0273,0.9182,0.8091,0.699999988,0.67,0.64,0.61,0.58,0.55,0.52,0.49,0.46,0.43,0.400000006,0.600000024,0.6667,0.7333,0.800000012,0.725,0.65,0.575,0.5,0.5,0.5,0.5,,,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.1333,2.2667,2.400000095,2.400000095,3,2.7333,2.4667,2.200000048,1.925,1.65,1.375,1.100000024,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69999981,12.9,12.1,11.3,10.5,9.7,8.899999619,7.8,6.7,5.6,4.5,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800000191,6.7182,6.6364,6.5545,6.4727,6.3909,6.3091,6.2273,6.1455,6.0636,5.9818,5.900000095,5.65,5.4,5.15,4.9,4.65,4.400000095,,,
Venezuela,,,,,,,,,,,,,,,,,1.799999952,1.88,1.96,2.04,2.12,2.200000048,3.3667,4.5333,5.699999809,4.5,4.300000191,4,3.799999952,3.799999952,3.799999952,3.799999952,4.400000095,4,3.900000095,4.400000095,4.800000191,5.199999809,5.199999809,4.800000191,4.800000191,5,4.5,4.099999905,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,8.5,9.15,9.8,10.45,11.10000038,10.22,9.34,8.46,7.58,6.699999809,13.5,13.1,12.7,12.3,11.89999962,11.60000038,6.099999905,7.5,8.899999619,10.89999962,11.30000019,10.69999981,9.899999619,10.10000038,9.699999809,7.05,4.400000095,,,,,,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599999905,4.5667,5.5333,6.5,7.4667,8.4333,9.399999619,7.88,6.36,4.84,3.32,1.799999952,2.3,2.8,3.299999952,2.775,2.25,1.725,1.200000048,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,14.30000019,14.92,15.54,16.16,16.78,17.39999962,16.5,16.2833,16.0667,15.85,15.6333,15.4167,15.19999981,14.9625,14.725,14.4875,14.25,14.0125,13.775,13.5375,13.30000019,14.75,16.20000076,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,6.300000191,6.075,5.85,5.625,5.400000095,5.5,5.6,5.699999809,5.8667,6.0333,6.199999809,6.08,5.96,5.84,5.72,5.599999905,5.7167,5.8333,5.95,6.0667,6.1833,6.300000191,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,1.700000048,2.4667,3.2333,4,4.7667,5.5333,6.300000191,6.74,7.18,7.62,8.06,8.5,8.3,8.1,7.9,7.7,7.5,7.300000191,6.425,5.55,4.675,3.799999952,3.099999905,3.15,3.2,3.25,3.299999952,,
