Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Ivory Coast",,,,,,,,,,,33.99002,33.7292,33.4684,33.2076,33.0981,49.196,52.86087,
"Cape Verde",,,,92.8649,99.8601,93.52315,94.4433,95.36339,94.9337,94.5039,94.0742,95.08978,95.88937,97.17514,95.14097,97.96547,103.85421,
Cambodia,,,,,,,,78.03771,80.96638,77.94762,79.1149,80.2822,81.4494,82.6167,83.78397,83.76439,88.11444,
Cameroon,,,,,43.67519,42.35943,47.18412,37.86548,37.22711,51.66484,46.62371,45.94026,45.13172,46.7946,48.4574,50.1203,46.69,
Canada,,,,,,,,,,,,,,97.87196,99.94245,,,
"Central African Republic",,,,,,,,,,,,,,19.08008,,,,
Chad,,,,,,,,12.89788,13.5636,14.2294,14.8952,15.56095,16.84211,18.44881,15.71024,,,
Chile,,,,,,,,,,,,,,,94.77789,94.90822,,
China,,,,,,,,,,,,117.38453,118.9419,120.4992,122.05654,114.17091,105.87234,
"Hong Kong",,,,,,,,,,98.57771,98.23792,93.27068,91.19513,98.46374,96.10024,98.6734,101.32969,
Macau,,,,,,110.03208,95.77718,104.37481,96.38319,95.94919,89.27399,93.15336,95.09683,90.30702,87.31799,90.51724,90.18868,
Colombia,,,,,,96.32368,102.0604,107.7971,113.53379,113.93533,119.07263,118.54783,115.22169,114.53539,109.48855,107.16127,102.0638,
"Congo (Brazzaville)",,,,,,,,64.84772,59.2093,53.5709,47.9325,42.29413,44.2327,46.17131,,,,
"Costa Rica",82.66852,84.7465,86.8244,88.9024,90.98037,90.48638,86.62802,84.19116,88.53826,92.18872,95.11234,94.92326,100.55986,99.39469,97.44447,98.98908,100.61002,
Croatia,,,,,,,,,,,,,,,,96.35268,100.18389,
Cuba,,,,,98.6084,97.11626,98.39138,92.44124,97.46853,92.56371,101.52029,103.19502,102.98036,98.56276,98.37255,107.06867,107.03846,
Curacao,,,,,,,,,,,,,,,104.98008,,,
"Czech Republic",,,,,,,,,,,,,,,100.04013,99.02361,96.7092,
"Congo (Kinshasa)",,,,,,17.58483,20.9354,24.286,27.63653,,,,,,,,,
Denmark,,,,,,,,,,,,,,,100.28817,99.85429,99.23863,
Djibouti,,,,,,20.91952,21.65289,24.10144,28.1207,32.1399,36.15913,36.3275,36.49594,38.25058,37.03622,42.89603,42.28311,42.5601
Dominica,152.73865,135.9375,129.21175,112.92719,98.4081,97.88136,108.92608,94.75177,98.53157,93.4551,94.81947,83.52365,103.78007,110.38251,107.32177,112.1922,117.06263,
"Dominican Republic",,,,,96.63706,97.19043,93.2718,89.3531,85.43445,89.5161,89.49518,82.02928,91.32507,90.0332,89.69506,89.31681,87.34311,
Ecuador,,,,,,,,98.30736,98.37368,96.8459,95.31809,96.9098,98.50157,103.25845,107.05585,106.07858,107.14645,103.64824
Egypt,,,,,,,,,,,,,,,89.12273,95.33629,,
"El Salvador",,,,,88.90659,90.40865,87.81019,89.19511,95.42424,95.9443,97.9922,101.34013,103.07734,101.93922,99.97775,97.27945,92.63976,
"Equatorial Guinea",,,,,,,,,,,,,,,,,50.59787,
Eritrea,,,,,,,,36.99062,44.3077,45.9098,47.51181,41.8882,36.26449,35.7384,35.2122,34.6861,34.15999,
Ethiopia,,,,,,,,,,,,,,,,32.8339,38.19123,
Fiji,,,,,,,,,,105.75801,105.4058,105.0535,104.7013,104.3491,103.99683,106.6993,109.40182,
Georgia,,,,,,,,,,100.00748,105.10471,110.07032,103.67921,107.3048,114.14492,119.32792,124.62913,
Ghana,,,,,,,,,,86.02018,88.0637,90.1072,92.1507,94.19414,97.53933,97.82891,70.62388,101.63532
Greece,,,,,,,,,,,,,,,96.22169,96.17091,,
Grenada,,,,,,,,95.13761,102.24509,105.57157,111.1002,122.01005,111.7683,101.5266,91.28492,91.01382,109.62441,
Guatemala,,,,,,64.2285,66.4315,68.6345,70.83752,74.13658,78.9484,79.16573,82.24562,82.09267,83.69749,82.98832,81.00653,
Guinea,,,,,,,,,36.26658,33.9341,31.6016,29.26907,31.4968,13.94526,19.65004,32.55149,,
"Guinea Bissau",,,,,,,,,,,,39.42922,,,,,,
Guyana,,,,,,,,,,,90.35815,87.0557,83.75322,82.96087,,,,
Honduras,,,,,,,,,,86.25099,90.9143,95.57753,101.59194,102.33288,96.32452,89.90803,91.96355,
Hungary,,,,,,,,,,,,,,,96.24909,96.02706,96.92501,
Indonesia,,,,,,,,,,,,95.88193,98.741,101.6,104.45899,103.39883,98.79276,
Iran,,,,,,,,96.77812,94.34584,97.7785,101.21109,102.2948,103.3786,104.46233,95.79717,97.63262,97.29178,
Iraq,,,,,,67.27146,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,102.07882,103.11069,,
Jamaica,,,,,,,,,,,,,,,79.20042,89.63676,91.12755,
Jordan,,,,,,,,,,,,,,,89.66855,88.00693,,
Kazakhstan,,,,,,103.2025,103.63489,104.2925,104.9501,105.6076,106.26521,105.20482,106.57926,112.6989,106.96363,107.09191,114.27162,104.20268
Kenya,,,,,,,,,,,,,,,,,108.82212,
Kiribati,,,,,,,,,,,,,,,,,114.82618,
Kuwait,,,,99.30534,102.21093,100.8353,99.45968,,,,,,,,,,,
Kyrgyzstan,,,,,,88.98996,93.59339,96.4719,99.35035,94.96637,93.01419,95.42042,94.44241,92.81804,96.13386,99.72899,100.36384,
Laos,,,,,,58.13584,61.0853,64.03484,68.883,70.14059,73.77965,78.32729,85.6294,90.40196,95.22963,96.90665,96.44919,
Latvia,,,,,,,,,,,,,,,,106.9319,106.42073,
Lebanon,,,,,,,,,,83.13267,81.71784,81.80673,76.82322,72.57343,69.16625,67.89827,57.20237,
Lesotho,,,,,91.69144,88.06367,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,44.63459,
Liechtenstein,,,,,,,,,,,,,,94.89796,98.7443,102.59067,,
Lithuania,,,,,,,,,,,,,,,95.30886,99.28176,100.92386,
Luxembourg,,,,,,,,,,,,,,,93.26172,91.03403,,
Madagascar,,,,,,,,,47.00087,47.36826,46.10035,62.71533,59.22986,55.6673,52.10474,58.65526,56.66427,
Malawi,,,,,,,,,,,,,,,,,29.51234,
Malaysia,,,,,,,,,,,,,,,102.9235,101.46512,100.24256,
Maldives,,,,,39.58076,40.19534,45.681,51.1667,56.6525,62.1382,67.6239,73.1096,78.5953,84.081,89.56667,93.16327,,
Mali,,,,,20.06459,23.70479,35.87431,28.8894,21.90441,21.98598,27.82566,28.23456,,,,,,
Malta,,,,,,,,,,,,,,,,104.33011,100.1032,
"Marshall Islands",,,,,,,,,,,,,,74.83333,,,,
Mauritania,,,,21.40008,25.61632,22.10532,22.2016,22.2979,22.3942,22.4904,22.5867,22.683,22.7793,22.8755,22.97182,34.9689,,
Mauritius,,,,,,87.25722,89.32074,90.87085,87.54199,84.80897,84.44421,84.80227,84.87166,87.08661,87.36964,92.99309,87.15236,
Mexico,,,,,,,,,,,,,,,97.4923,104.99913,,
Mongolia,,,,,,97.19486,102.827,108.45923,110.23923,110.8905,111.5418,112.19303,118.59001,129.45631,138.15364,107.05949,97.48408,
Montenegro,,,,,,,,,,,,,,,,,95.14867,
Montserrat,,,,,96,53.84615,118.51852,,,,,,,,,,,
Morocco,,,,,,58.44912,72.68132,74.94698,76.82795,77.76383,74.00401,76.08148,80.57433,84.04283,93.06444,89.50195,92.07874,
Mozambique,,,,,,,,26.84228,31.53022,50.59014,36.35425,43.16671,41.12236,40.4263,39.73029,38.9093,32.78599,
"Burma (Myanmar)",,,,,,79.65784,82.8861,86.11426,87.09898,84.9331,84.16255,83.79648,83.3214,82.8463,82.3711,81.89602,,
Namibia,,,,,,,,,,,,,,85.06479,85.33139,,,
Nepal,,,,,,65.00124,65.41737,66.7507,68.0839,69.4172,70.75052,81.37157,96.591,101.78226,101.50759,102.35523,106.8752,110.1267
"New Zealand",,,,,,,,,,,,,,,96.43324,98.57741,96.65845,
Nicaragua,,,,,,77.23566,78.127,79.01837,82.18823,80.77871,82.7538,84.72889,,,,,,
Niger,,,,9.72903,10.63052,12.80865,11.9289,11.0492,10.16947,13.39242,16.02008,17.84089,20.57252,19.61565,21.74356,23.3108,24.878,
Nigeria,72.412,74.05256,70.0699,71.78399,86.0651,72.21606,75.2605,78.30501,71.99427,64.34927,66.0106,,,,,,,
Niue,,,,,,,,,,,,,,,,,100,
Norway,,,,,,,,,,,,,,,,98.67462,97.86913,
Oman,,,,,86.20483,86.8795,87.55426,88.6415,89.72882,90.60293,95.69249,100.7895,105.88642,103.74508,106.16498,104.76776,107.67489,
Pakistan,,,,,,35.1998,38.99653,42.43433,42.0949,42.26141,42.35886,44.94723,47.48634,49.25215,50.26336,52.99597,50.90257,
"West Bank and Gaza",,,,,98.6586,91.9945,94.18322,91.2017,88.22011,88.95627,90.6832,92.41022,94.06481,91.82098,94.03271,95.15789,92.88072,
Panama,,,,,92.20606,94.78427,103.05567,91.10365,95.87239,98.18226,95.9457,93.70919,98.29788,99.50808,101.22161,98.54039,,
"Papua New Guinea",,,,,,,,,,,,,,63.75351,,,,
Paraguay,,,,,,,,,,,,,,92.71,,,,
Peru,,,,,,,,,,,,,,,95.421,97.53042,101.6147,
Philippines,,,,,,,,,,,,,,,103.62989,,,
Poland,,,,,,,,,,,,,,,97.88569,98.2794,100.8575,
Portugal,,,,,,,,,,,,,,,101.76966,103.4187,105.06782,
"Puerto Rico",,,,,,,,,,,84.38371,76.83833,70.72041,71.79588,82.06209,84.81774,,
Qatar,,,,71.91928,69.55894,72.4076,75.2562,78.10488,89.7122,101.31954,103.0954,100.04744,98.19753,97.56368,94.84484,93.77075,91.87611,
"South Korea",,,,,,,,,,,,,,,108.16653,103.08214,,
Moldova,,,,,,,,,97.84079,99.3812,94.09989,93.93828,93.07572,91.32486,89.97053,91.22927,,
Romania,,,,,,,,,,,,,,,88.72099,88.68582,90.99493,
Rwanda,,,,,,,,,,,46.88569,58.14051,54.90559,57.9437,55.14565,44.91642,53.57997,
"Saint Kitts and Nevis",,,,,99.54128,112.9717,108.5717,104.1717,99.77169,81.59645,99.78495,96.22642,91.19497,104.87288,101.91898,96.34409,94.38445,
"Saint Lucia",,,,,104.51171,103.4045,100.11682,102.89427,102.0956,101.2968,100.49813,92.93893,89.27425,92.35256,94.16393,89.44223,82.22222,
"Saint Vincent and Grenadines",,,,,,,114.5891,114.0036,113.4182,112.8327,96.35666,97.1583,97.96,98.76161,111.97034,113.99132,,
Samoa,,,,,,,,,,,103.84075,109.46828,131.5159,153.5635,175.6112,197.6588,219.70641,
"Saint Thomas and Principe",,,,,,55.96774,60.0524,64.1371,68.2218,72.3065,76.3912,80.4759,84.5606,88.6453,92.73,96.81475,82.9943,86.16
"Saudi Arabia",,,,,,,,,93.28114,94.568,95.8548,97.1417,98.4285,99.7153,101.00218,102.2807,103.5592,
Senegal,,,,,,22.07412,33.04757,31.4736,29.89968,30.6816,31.4634,32.2453,33.02718,38.5173,44.00751,23.31455,38.93119,
Serbia,,,,,,,,,103.58251,104.41989,106.4783,104.23235,98.91844,96.50117,98.72375,97.96895,,
Seychelles,,,,,,,,,,,,,112.42138,111.3693,110.3172,109.26518,113.78764,
"Sierra Leone",,,,,,,,,,,,,,,,,48.0881,
Slovenia,,,,,,,,,,,,,,,98.55422,99.0162,97.52773,
"Solomon Islands",,,,,,,,,,,,,,,,,87.65144,
"South Sudan",,,,,,,,,,,,,,,,,20.49599,
Spain,,,,,,,,95.91602,96.99351,100.50426,,,,,,,,
"Sri Lanka",,,,,,,,,,,,,,,110.13524,,,
Sudan,,,,,,,,,,,,,,54.64831,,,,
Suriname,,,,,,,,101.5148,96.0547,90.59459,94.96842,88.0458,81.12318,75.2197,69.31631,74.91246,79.77273,
Swaziland,,,,,,,,,,,,,73.22238,73.17173,67.10616,74.6503,,
Syria,,,,109.81344,103.60498,103.8503,104.0957,104.341,104.5864,100.17387,103.19441,107.12951,94.798,82.4665,70.13501,,,
Tajikistan,,,,94.23411,91.5644,89.49596,93.4004,97.3049,101.20931,89.58527,88.1666,95.84494,99.81944,99.6967,99.5739,99.45111,95.19403,97.50839
Thailand,,,,,,,,,,,,101.73709,99.7933,97.8495,95.9057,93.96186,90.27562,
"Timor Leste",,,,,,,,,,89.18196,95.42699,94.68317,,,,,,
Togo,,,,44.85632,51.22362,56.03337,53.0327,50.03198,46.77374,46.0248,45.27578,52.42853,53.59023,53.53744,60.30017,59.38442,65.90531,
"Trinidad and Tobago",,,,,92.41478,98.24627,95.5518,92.8573,90.16288,93.6132,97.06355,98.47632,,,,,,
Tunisia,,,,,,,,,,90.57034,89.54233,91.0855,92.6286,94.1717,95.71486,98.48908,96.20445,
Turkey,,,,,,,,,,,,,,,92.4628,89.32927,,
Turkmenistan,,,,,,,,,,,,,,,,80.20294,,
Tuvalu,,,,,,,,,,,,,,,,80.58252,,
Uganda,,,,,,,,,,44.58272,46.8256,49.06851,55.0827,57.0355,58.9882,60.941,62.89373,
"United Arab Emirates",,,,,,92.04697,95.00122,91.29747,86.44486,87.6387,88.8326,90.02642,88.53423,95.06666,99.29738,101.39445,119.42779,
"United Kingdom",,,,,,,,,,,,,,,,,99.26692,
Tanzania,,,,,,,,,,,,,,,,70.57881,,
Uruguay,,,,,,,,,,,,,,,101.50412,103.07242,,
Uzbekistan,,,,,,,,104.32612,105.95334,103.39444,101.39486,96.79071,95.31068,97.14579,96.19238,98.26137,94.95878,95.94244
Vanuatu,,,,,,,,,,,,60.78357,,,,,,
Venezuela,,,,,,,,91.85838,94.84224,94.16794,92.73809,92.9089,92.89945,95.10141,96.58304,98.38562,95.06478,
Vietnam,,,,,,,,,,,,,,,85.6567,106.4769,104.4797,
Yemen,,,,,,,,,,,,45.85287,46.75096,47.62153,,,,
Zambia,,,,,,,,,,,,95.40971,88.9487,82.48776,,,,
Zimbabwe,,,,,,,,,,,,,,,92.52406,,,
