"Data Item",1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"U.S. spending on the basics as a share of personal consumption expenditures",58.52713178,57.489301,57.00164745,56.05749487,57.08061002,57.66990291,58.13953488,58.36012862,57.63473054,57.07620529,57.14285714,57.08274895,57.58323058,56.29213483,55.35535536,54.23572744,53.58333333,55.78655579,57.16049383,57.14285714,57.25490196,57.70031217,57.12230216,56.67425968,56.43776824,56.10671113,56.4746811,55.59646539,55.42378793,54.89864865,54.83464567,54.34258142,53.77192982,53.67667309,53.4379085,53.0155642,52.75022543,52.03911777,51.18249901,51.00466451,50.5707196,49.57542072,49.81455064,49.66207434,49.55939373,48.61587983,47.94732765,47.78299426,47.78726404,47.53190296,46.78829821,45.9876895,45.68258065,45.47470948,44.92893068,44.92034265,44.62849377,44.90753519,44.02509621,43.40733216,42.86907148,42.05614806,41.45750215,40.70261167,40.33996869,40.35224636,39.94623009,39.68793303,39.30620246,39.03947146,38.87109561,38.14999117,38.40013515,38.11838951,37.5468418,37.07990315,36.88609409,36.34458298,35.92943952,35.3499241,35.73575708,35.39334653,35.1014566,34.98181094,34.96989755,34.89640407,34.86978679
