"Data Item",1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
"United Kingdom",11.22559121,11.32899078,11.24271046,11.27356599,11.34777456,11.47420934,11.40372379,11.34629698,11.22196115,11.35954703,11.72127944,11.56967715,11.45399399,11.45042209,11.51729263,11.39684509,11.23736745,10.91731261,10.75460563,10.69548054,10.41322764,10.06982058,9.94,10.18569226,9.986308126,9.73,9.61,9.59,9.6,9.56,9.41,8.94,8.73,8.64,8.75,8.88,8.85,8.97,9.31,9.500858544,9.46,9.08,8.74,8.62,8.74,8.829046447,8.88,9.01,9.05,9.072476317,9.08,9.14,9.07,9.02,9.05,9.1,9.1,9.12,9.01,8.78,8.77
