Country,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Belgium,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.1111,4.2222,4.3333,4.4444,4.5556,4.6667,4.7778,4.8889,5,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,6,,,,,,,,,,,
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.003
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,1.9783,1.9567,1.935,1.9133,1.8917,1.87,1.8483,1.8267,1.805,1.7833,1.7617,1.74
Brazil,,,,,,,,,,,2,2.1667,2.3333,2.5,2.6667,2.8333,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.0175,4.035,4.0525,4.07,4.0875,4.105,4.1225,4.14,4.1575,4.175,4.1925,4.21,4.2275,4.245
Bulgaria,,,,,,,,,,,2,2.1667,2.3333,2.5,2.6667,2.8333,3,3,3,3.1429,3.2857,3.4286,3.5714,3.7143,3.8571,4,3.5,3,2.9446,2.8892,2.8338,2.7783,2.7229,2.6675,2.6121,2.5567,2.5013,2.4458,2.3904,2.335
"Burkina Faso",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
Canada,,3,3.125,3.25,3.375,3.5,3.625,3.75,3.875,4,4.1,4.2,4.3,4.4,4.5,4.6,4.7,4.8,4.9,5,5.1667,5.3333,5.5,5.6667,5.8333,6,,,,,,,,,,,,,,
Chile,,,,,,,,,,2,2.1667,2.3333,2.5,2.6667,2.8333,3,3.25,3.5,3.75,4,4.2,4.4,4.6,4.8,5,5.1667,5.3333,5.5,5.6667,5.8333,6,5.8513,5.7027,5.554,5.4053,5.2567,5.108,4.9593,4.8107,4.662
China,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1.1667,1.3333,1.5,1.6667,1.8333,2,2,2,2,2,2,2.0338,2.0675,2.1013,2.135,2.1688,2.2025,2.2363,2.27
Colombia,,,,,,,,,,,,,,,,,3,3,3.1429,3.2857,3.4286,3.5714,3.7143,3.8571,4,3.8571,3.7143,3.5714,3.4286,3.2857,3.1429,3,3.1323,3.2645,3.3968,3.529,3.6613,3.7935,3.9258,4.058
Croatia,,,,,,,,,,,,,,,,4,3.3333,2.6667,2,2,2,2,2,2,2,2,2,2,2.0949,2.1898,2.2848,2.3797,2.4746,2.5695,2.6644,2.7593,2.8543,2.9492,3.0441,3.139
Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,2.6667,3.3333,4,3.954,3.908,3.862,3.816,3.77,3.724,3.678,3.632,3.586
"Czech Republic",,,,,,,,,,6,4,4.4286,4.8571,5.2857,5.7143,6.1429,6.5714,7,5,5,5,5,5,5,5,5,5,5,5.0708,5.1415,5.2123,5.283,5.3538,5.4245,5.4953,5.566,5.6368,5.7075,5.7783,5.849
Denmark,5,5,5,5,5,5,5,5,5,5,5.2222,5.4444,5.6667,5.8889,6.1111,6.3333,6.5556,6.7778,7,7,7,7,7,7,7,7,7,7,7.1474,7.2948,7.4423,7.5897,7.7371,7.8845,8.0319,8.1793,8.3268,8.4742,8.6216,8.769
"Dominican Republic",,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0796,3.1591,3.2387,3.3183,3.3979,3.4774,3.557
Egypt,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
"El Salvador",,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,2,2,2,2,2,2,2,2.3333,2.6667,3,2.8889,2.7778,2.6667,2.5556,2.4444,2.3333,2.2222,2.1111,2,2.3333,2.6667,3,3.0537,3.1073,3.161,3.2147,3.2683,3.322,3.3757,3.4293,3.483
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.9541,1.9082,1.8622,1.8163,1.7704,1.7245,1.6785,1.6326,1.5867,1.5408,1.4948,1.4489,1.403
Finland,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.1667,4.3333,4.5,4.6667,4.8333,5,5,5,5,5,5.2,5.4,5.6,5.8,6,6.25,6.5,6.75,7,7.0002,7.0004,7.0005,7.0007,7.0009,7.0011,7.0013,7.0015,7.0016,7.0018,7.002
France,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.1111,4.2222,4.3333,4.4444,4.5556,4.6667,4.7778,4.8889,5,5.1429,5.2857,5.4286,5.5714,5.7143,5.8571,6,6,6,6.0186,6.0372,6.0558,6.0743,6.0929,6.1115,6.1301,6.1487,6.1673,6.1858,6.2044,6.223
Georgia,,,,,,,,,,,,,,,,2,1.9167,1.8333,1.75,1.6667,1.5833,1.5,1.4167,1.3333,1.25,1.1667,1.0833,1,1,1.0384,1.0767,1.1151,1.1535,1.1918,1.2302,1.2685,1.3069,1.3453,1.3836,1.422
Germany,,,,,,,,,,4,4.4286,4.8571,5.2857,5.7143,6.1429,6.5714,7,6.5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6.2249,6.4497,6.6746,6.8994,7.1243,7.3491,7.574
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.8,1.6,1.4,1.2,1,,,,,,,,
Greece,,,,,,,,,,,,,,,,,,,5,4.8889,4.7778,4.6667,4.5556,4.4444,4.3333,4.2222,4.1111,4,4.0407,4.0813,4.122,4.1627,4.2033,4.244,4.2847,4.3253,4.366,4.4067,4.4473,4.488
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0435,3.0871,3.1306,3.1741,3.2177,3.2612,3.3047,3.3483,3.3918,3.4353,3.4789,3.5224,3.5659,3.6095,3.653
"Hong Kong",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.85
Hungary,,1,1.2222,1.4444,1.6667,1.8889,2.1111,2.3333,2.5556,2.7778,3,3.1429,3.2857,3.4286,3.5714,3.7143,3.8571,4,1,1.2222,1.4444,1.6667,1.8889,2.1111,2.3333,2.5556,2.7778,3,3.0528,3.1055,3.1583,3.211,3.2638,3.3165,3.3693,3.422,3.4748,3.5275,3.5803,3.633
Iceland,,,,3,3.3333,3.6667,4,4.3333,4.6667,5,5.2222,5.4444,5.6667,5.8889,6.1111,6.3333,6.5556,6.7778,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8,8.0734,8.1467,8.2201,8.2935,8.3668,8.4402,8.5135,8.5869,8.6603,8.7336,8.807
India,,,,,,,,,,1,1.2,1.4,1.6,1.8,2,2.1667,2.3333,2.5,2.6667,2.8333,3,3,3,3,3,3,,,,,,,,,,,,,,
Indonesia,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1.0441,1.0881,1.1322,1.1763,1.2204,1.2644,1.3085,1.3526,1.3966,1.4407,1.4848,1.5289,1.5729,1.617
Iran,,,,,,,,,,,,,,,,,,,,1,1.1429,1.2857,1.4286,1.5714,1.7143,1.8571,2,1.9688,1.9375,1.9063,1.8751,1.8438,1.8126,1.7814,1.7502,1.7189,1.6877,1.6565,1.6252,1.594
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.9511,1.9023,1.8534,1.8045,1.7556,1.7068,1.6579,1.609
Ireland,3,3,3,3,3,3,3,3,3,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.1111,4.2222,4.3333,4.4444,4.5556,4.6667,4.7778,4.8889,5,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,
Italy,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.1111,4.2222,4.3333,4.4444,4.5556,4.6667,4.7778,4.8889,5,4.6667,4.3333,4,3.6667,3.3333,3,3.1798,3.3596,3.5394,3.7192,3.899,4.0788,4.2586,4.4384,4.6182,4.798,4.9778,5.1576,5.3374,5.5172,5.697
Japan,3,2.8889,2.7778,2.6667,2.5556,2.4444,2.3333,2.2222,2.1111,2,2.4,2.8,3.2,3.6,4,4,4,4,4,4,4.2,4.4,4.6,4.8,5,5,5,5,5,5,5.1047,5.2094,5.3141,5.4188,5.5235,5.6282,5.7329,5.8376,5.9423,6.047
Jordan,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.044,1.088,1.132,1.176,1.22,1.264
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.9999,1.9998,1.9997,1.9996,1.9994,1.9993,1.9992,1.9991,1.999
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1.933,1.866,1.799,1.732,1.665,1.598,1.531,1.464,1.397
Latvia,,,,,,,,,,2,2.1667,2.3333,2.5,2.6667,2.8333,3,2.6667,2.3333,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9024,2.8049,2.7073,2.6097,2.5121,2.4146,2.317
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Lithuania,,,,,,,,,,1,1.1429,1.2857,1.4286,1.5714,1.7143,1.8571,2,2,2,2,2,2,2,2,2,2,2,2,2.044,2.088,2.132,2.176,2.22,2.264,2.308,2.352,2.396,2.44,2.484,2.528
Luxembourg,,,,,,,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,
Macau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.248
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2.0065,2.013,2.0195,2.026,2.0325,2.039,2.0455,2.052,2.0585,2.065,2.0715,2.078
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.8333,2.6667,2.5,2.3333,2.1667,2,2.1994,2.3988,2.5981,2.7975,2.9969,3.1963,3.3956,3.595
Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Malta,,,,,,,,,,,2,2.125,2.25,2.375,2.5,2.625,2.75,2.875,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,,,,,,,,,,,,
Mexico,2,2.1111,2.2222,2.3333,2.4444,2.5556,2.6667,2.7778,2.8889,3,3,3,3,3,3,3,3.25,3.5,3.75,4,4.2,4.4,4.6,4.8,5,4.8571,4.7143,4.5714,4.4286,4.2857,4.1429,4,4.032,4.064,4.096,4.128,4.16,4.192,4.224,4.256
Moldova,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.9838,1.9677,1.9515,1.9353,1.9192,1.903,1.8868,1.8707,1.8545,1.8383,1.8222,1.806
Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.716
Netherlands,6,6.1111,6.2222,6.3333,6.4444,6.5556,6.6667,6.7778,6.8889,7,7.1111,7.2222,7.3333,7.4444,7.5556,7.6667,7.7778,7.8889,8,7.8571,7.7143,7.5714,7.4286,7.2857,7.1429,7,7.5,8,8,8,8,8,8.0316,8.0633,8.0949,8.1265,8.1581,8.1898,8.2214,8.253
"New Zealand",,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5.1429,5.2857,5.4286,5.5714,5.7143,5.8571,6,6.044,6.088,6.132,6.176,6.22,6.264,6.308,6.352,6.396
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.268
Nigeria,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.9451,1.8902,1.8353,1.7804,1.7256,1.6707,1.6158,1.5609,1.506
"Northern Cyprus",,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
"Northern Ireland",2,2,2,2,2,2,2,2,2,2,2.2222,2.4444,2.6667,2.8889,3.1111,3.3333,3.5556,3.7778,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,
Norway,,4,4,4,4,4,4,4,4,4,4.3333,4.6667,5,5.3333,5.6667,6,6.1818,6.3636,6.5455,6.7273,6.9091,7.0909,7.2727,7.4545,7.6364,7.8182,8,7,7.1049,7.2098,7.3148,7.4197,7.5246,7.6295,7.7344,7.8393,7.9443,8.0492,8.1541,8.259
Pakistan,,,,,,,,,,,,,,,,,,,,,1,1.0909,1.1818,1.2727,1.3636,1.4545,1.5455,1.6364,1.7273,1.8182,1.9091,2,1.9414,1.8828,1.8241,1.7655,1.7069,1.6483,1.5896,1.531
Peru,,,,,,,,,,,,,,,,3,3,3,3,3,3,3.0909,3.1818,3.2727,3.3636,3.4545,3.5455,3.6364,3.7273,3.8182,3.9091,4,3.8394,3.6788,3.5181,3.3575,3.1969,3.0363,2.8756,2.715
Philippines,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0624,4.1248,4.1871,4.2495,4.3119,4.3743,4.4366,4.499
Poland,,,,,,,,,2,2,2.1429,2.2857,2.4286,2.5714,2.7143,2.8571,3,3,3,3,3,3,3,3,3,3,3,3,3.25,3.5,3.75,4,3.9726,3.9453,3.9179,3.8905,3.8631,3.8358,3.8084,3.781
Portugal,,,,,,,,,,2,2.1111,2.2222,2.3333,2.4444,2.5556,2.6667,2.7778,2.8889,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,,,,,,,,,,,,
"Puerto Rico",,,,,,,,,,,,,,,3,3.1667,3.3333,3.5,3.6667,3.8333,4,4.0755,4.1509,4.2264,4.3019,4.3774,4.4528,4.5283,4.6038,4.6793,4.7547,4.8302,4.9057,4.9812,5.0566,5.1321,5.2076,5.2831,5.3585,5.434
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Romania,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0148,2.0295,2.0443,2.059,2.0738,2.0885,2.1033,2.118
Russia,,,,,,,,,,1,1.2,1.4,1.6,1.8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.3333,2.6667,3,2.9239,2.8478,2.7717,2.6956,2.6194,2.5433,2.4672,2.3911,2.315
Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.8,1.6,1.4,1.2,1,,,,,,,,
"Saudi Arabia",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,5,3.5,2,2.0558,2.1117,2.1675,2.2233,2.2792,2.335,2.3908,2.4467,2.5025,2.5583,2.6142,2.67
"Serbia and Montenegro",,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,
Singapore,,,,,,,,,,,,,,,,,,,,,,3,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4,,,,,,,,
Slovakia,,,,,,,,,,4,3,3.2857,3.5714,3.8571,4.1429,4.4286,4.7143,5,5,5,5,5,5,5,5,5,5,5,4.9963,4.9925,4.9888,4.985,4.9813,4.9775,4.9738,4.97,4.9663,4.9625,4.9588,4.955
Slovenia,,,,,,,,,,,,3,3.3333,3.6667,4,4.25,4.5,4.75,5,5,5,5,5,5,5,4.6667,4.3333,4,4.3333,4.6667,5,5.0291,5.0582,5.0873,5.1164,5.1456,5.1747,5.2038,5.2329,5.262
"South Africa",,2,2,2,2,2,2,2,2,2,2.1667,2.3333,2.5,2.6667,2.8333,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,
"South Korea",,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,2.4,2.6,2.8,3,3,3,3,3,3,3,3,3,3,3.0221,3.0442,3.0663,3.0884,3.1105,3.1326,3.1547,3.1768,3.1989,3.221
Spain,3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.2,4.4,4.6,4.8,5,5.25,5.5,5.75,6,6,6.1429,6.2857,6.4286,6.5714,6.7143,6.8571,7,6,6.3333,6.6667,7,6.972,6.944,6.916,6.888,6.86,6.832,6.804,6.776,6.748
Sweden,,4,4.125,4.25,4.375,4.5,4.625,4.75,4.875,5,5.3333,5.6667,6,6.3333,6.6667,7,7.3333,7.6667,8,8,8,8,8,8,8,8,8,8,8,8,8,8.053,8.106,8.159,8.212,8.265,8.318,8.371,8.424,8.477
Switzerland,,,,,,,,,4,4.2857,4.5714,4.8571,5.1429,5.4286,5.7143,6,6.0909,6.1818,6.2727,6.3636,6.4545,6.5455,6.6364,6.7273,6.8182,6.9091,7,6,6.1158,6.2315,6.3473,6.463,6.5788,6.6945,6.8103,6.926,7.0418,7.1575,7.2733,7.389
Taiwan,,,,,,,,,,,,,,2,2.1667,2.3333,2.5,2.6667,2.8333,3,3.1667,3.3333,3.5,3.6667,3.8333,4,4.1667,4.3333,4.5,4.6667,4.8333,5,4.9256,4.8513,4.7769,4.7025,4.6281,4.5538,4.4794,4.405
Tanzania,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0952,3.1905,3.2857,3.3809,3.4762,3.5714,3.6666,3.7618,3.8571,3.9523,4.0475,4.1428,4.238
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.0563,1.1126,1.1689,1.2251,1.2814,1.3377,1.394
Turkey,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.5,1,1.5,2,2.0037,2.0073,2.011,2.0147,2.0183,2.022,2.0257,2.0293,2.033
Uganda,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,,,,2,2,2,2,2.1429,2.2857,2.4286,2.5714,2.7143,2.8571,3,2.5,2,2,2,2,,,,,,,,,
"United Kingdom",3,3.1111,3.2222,3.3333,3.4444,3.5556,3.6667,3.7778,3.8889,4,4.125,4.25,4.375,4.5,4.625,4.75,4.875,5,5,5.1429,5.2857,5.4286,5.5714,5.7143,5.8571,6,6,6,6,6.1054,6.2107,6.3161,6.4215,6.5268,6.6322,6.7375,6.8429,6.9483,7.0536,7.159
"United States",,2,2.125,2.25,2.375,2.5,2.625,2.75,2.875,3,3.2,3.4,3.6,3.8,4,4.25,4.5,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5.1137,5.2273,5.341,5.4547,5.5683,5.682,5.7957,5.9093,6.023
Uruguay,,,,,,,,,,,,,,,,4,4.2,4.4,4.6,4.8,5,5.2,5.4,5.6,5.8,6,6,6,6,6,6,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
Venezuela,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2.2598,2.5196,2.7794,3.0391,3.2989,3.5587,3.8185,4.0783,4.3381,4.5979,4.8576,5.1174,5.3772,5.637
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
"West Germany",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,,1,1.0909,1.1818,1.2727,1.3636,1.4545,1.5455,1.6364,1.7273,1.8182,1.9091,2,1.9649,1.9298,1.8946,1.8595,1.8244,1.7893,1.7541,1.719
