"Data Item",1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"United States",100,86.8,82.7,77.1,71.3,65,64.1,58.7,56.2,52.4,46.3,46.4,43.3,41.6,37.3,33.9,31.6,24.9,23.6,25.8,26.8,25.2,23.7,21.8,21.7,20.1,19.3,17.5,17.7,16.3,15.6,15.2,14.7
