Country,2007,2008,2009,2010,2011,2012,2013,2014,2015
Gambia,3.913300142,4.318794326,4.679002338,5.074050826,5.197327979,5.010279123,4.918136096,4.626150452,4.66916839
Georgia,3.954124489,4.318698968,4.301477631,4.172671667,4.298479551,4.347575461,4.295654,4.373320912,4.3888788
Germany,6.272447297,6.343152858,6.067324694,5.791145104,5.623978801,5.345275237,5.484987436,5.542781116,5.573058187
Ghana,,,4.641371,4.672202802,4.659452407,4.713137304,4.433614211,4.510634493,4.175147034
Greece,5.07541225,5.056145004,4.973454772,4.935487748,4.669543508,4.533415957,4.390772998,4.269227488,4.315647371
Guatemala,3.359194785,3.923927859,4.261512292,4.415626878,4.488214294,4.623080788,4.654473925,4.725542129,4.807543846
Guinea,,,,,,,2.915389,3.130516355,3.119695094
Guyana,3.822595618,3.872231023,3.991758053,4.118676232,4.352836831,4.451105818,4.228345888,4.068470634,3.871721717
Haiti,,,,,,2.977731,2.944886623,3.166612921,3.602304857
Honduras,3.582285804,4.077981696,4.408050821,4.51189335,4.521599997,4.562984243,4.806877557,4.589652945,4.909920658
"Hong Kong",6.076051744,6.196472819,6.25738928,6.0148107,5.928480348,5.930134942,5.96250425,6.130730747,6.222613974
Hungary,5.290842316,5.114418563,5.140644616,5.301256393,5.399053807,5.419522793,5.083345242,5.16208422,5.245543087
Iceland,6.166666667,5.931323815,5.966121681,5.4611499,4.630197651,4.520726807,4.569041422,4.810302909,5.16484097
India,5.868359944,5.652810193,5.610446677,5.52990258,5.12991585,4.978134048,5.03815527,4.928181783,4.158159043
Indonesia,4.221778845,4.522836148,4.570201842,4.633812082,4.616066888,4.31400525,4.364667715,4.623043154,4.620701244
Iran,,,,,4.002512,4.147351797,4.299175996,4.031843496,3.679225693
Ireland,6.262099083,6.20961039,6.113740109,5.342032641,4.68028131,4.332555668,4.631329291,4.813710933,4.851143042
Israel,5.868739496,5.926086957,5.659243542,5.243455982,5.519473416,5.939002625,5.490418191,5.29205127,5.463935161
Italy,4.365249725,4.462660041,4.359602183,3.952148122,3.971549097,4.315966997,4.137432532,3.99018249,4.188777973
Jamaica,5.425451108,5.416826212,5.260443935,5.342655834,5.280352855,5.330409308,5.318791427,5.295927549,5.29538531
Japan,5.613908908,5.234329524,5.214402352,5.29338264,5.362044705,5.36098943,5.143986156,5.507339864,5.929609034
Jordan,5.160046915,5.281593407,5.406639836,5.434697795,5.311949237,5.166423887,4.959476029,4.852582,4.932908232
Kazakhstan,4.104711514,4.178282403,4.129647566,4.074118471,4.19141659,4.314039,4.484775969,4.57940209,4.52400061
Kenya,4.665115152,4.667645536,4.529414618,4.571842539,4.719201779,4.702597354,4.41976563,4.425354392,4.719822762
"South Korea",4.982593909,5.423763821,5.327456084,4.928260768,4.255653831,4.274798272,4.450736667,4.286029492,4.397331526
Kuwait,5.375474782,5.321544461,5.249682286,4.828299778,4.75108858,4.695193093,4.715084279,4.851844424,4.600750476
Kyrgyzstan,3.519565217,3.425191292,3.57370192,3.614125418,3.4595255,3.48484683,3.60187715,3.785484983,3.812556269
Laos,,,,,,,,3.724242,3.774190332
Latvia,4.902740357,5.015619767,5.069668965,4.812649364,4.593011425,4.635109287,4.694422651,4.965180513,5.168404542
Lebanon,,,,,4.569363,4.688927829,4.447004195,4.205868613,4.206359141
Lesotho,3.974025974,3.59665247,3.448771252,3.776216829,3.859787011,4.186783384,3.807379207,3.256402034,2.845265259
Liberia,,,,,,,4.438395,4.038817457,
Libya,,3.0375,3.511371465,3.754624376,3.352344951,3.3104,3.268525,2.5532962,2.204064821
Lithuania,4.968720539,5.047625747,4.997906254,5.125183775,5.138610828,5.002025048,4.962989387,4.860553487,4.893265232
Luxembourg,6.029407245,6.041701628,6.088922451,6.015398829,5.753019826,5.721865771,5.810404788,6.118181447,6.191536202
"Macedonia (F.Y.R.O.M.)",4.235430416,4.106704683,4.101592452,4.403420611,4.674056809,4.405055232,4.390524757,4.689003596,4.873471345
Madagascar,3.302343721,3.68435416,3.828592017,3.521619442,3.250844622,3.249292833,3.316275246,3.942483729,4.131881062
Malawi,,,5.01003,5.091766598,5.064307328,4.908388733,4.830377504,4.704150324,4.703780189
Malaysia,5.826766671,5.727195571,5.461686817,5.235229209,5.396765016,5.585807117,5.380657536,5.446840473,5.71700645
Mali,3.708849041,3.788309261,3.601115354,3.509560171,3.56340333,3.553965911,3.181428868,3.143152538,3.260722407
Malta,5.732827376,5.896123321,6.064211858,5.938126697,6.0105953,5.9642121,5.805347782,5.88718446,5.871478991
Mauritania,3.30952381,3.414977212,3.045253104,3.085476867,3.111953469,3.071886976,3.201849014,2.704195647,2.550968739
Mauritius,5.375963719,5.442679398,5.6088183,5.555961835,5.510399692,5.503614105,5.551706752,5.525038308,5.535666518
Mexico,4.658776779,4.631269591,4.674812822,4.743519861,4.695842566,4.768093667,4.834236145,4.998636579,5.014410274
Moldova,,,,,4.251903,4.274724676,4.216140464,4.095668345,4.181670914
Mongolia,3.79094604,3.754710145,3.644612424,3.715989745,3.846050718,3.860124027,3.601813318,3.37162373,3.572136405
Montenegro,,4.098591549,4.61461778,4.751574863,4.427424027,4.40233698,4.288133856,4.227012268,4.149115553
Morocco,3.928682096,4.217768943,4.283690556,4.089922082,4.157781671,4.281019,4.336900324,4.714891974,5.019062754
Mozambique,3.628210895,3.779846743,3.790139436,3.973666488,4.081352536,3.89215623,3.912531931,3.977400829,3.923346187
"Burma (Myanmar)",,,,,,,,2.290365,2.591295865
Namibia,5.258402394,5.502380161,5.676527857,5.781463344,5.895702084,5.554363856,5.321727289,5.375326369,5.391153847
Nepal,3.871428571,3.747833184,3.598695932,3.72913692,4.021551159,3.947551385,3.922493769,3.8155537,3.785383477
Netherlands,6.088965465,6.022892589,6.067442765,5.927235574,5.76354432,5.864717256,6.044631355,5.906144845,5.925403237
"New Zealand",6.193767718,6.156520174,6.153440143,6.286444467,6.199399106,6.137875326,6.162934932,6.243257385,6.415603991
Nicaragua,3.589332868,3.640596362,3.804760349,3.908095115,4.08437275,4.335234497,4.242370715,4.124263512,4.214005267
Nigeria,4.100976286,4.143479001,4.400614232,3.919527579,3.448136941,3.720520343,3.944013653,4.009034633,4.32650383
Norway,6.058772074,6.055409252,6.0736273,6.10718528,6.098931001,5.99510675,5.929533516,6.133122867,6.261143508
Oman,,4.72392638,5.036162745,5.161876119,5.29162286,5.518140425,5.585785936,5.603712,5.484140471
Pakistan,4.727817122,4.921872695,4.752821948,4.354509579,4.226413161,4.178443395,4.365097438,4.401520104,4.292532391
Panama,4.691759251,5.159551474,5.179221441,5.11125599,5.033751089,4.985762442,5.207255987,5.302558203,5.143559194
Paraguay,3.071239122,3.301367591,3.436308825,3.577855906,3.874255896,4.131906677,4.158807295,3.996842177,4.129297786
Peru,4.724948757,4.765382376,4.7113822,4.786612935,4.80949114,5.051348578,4.951215158,4.879512051,4.977524442
Philippines,4.89736818,4.962683438,5.179941735,4.857149063,4.644923034,4.772003177,5.115680673,5.223560397,5.066585807
Poland,4.570629007,4.375493146,4.592412503,4.88753239,5.119646608,5.196049761,5.187427934,4.969844983,4.894482746
Portugal,5.467399267,5.478379953,5.291492552,4.851217138,4.930159365,4.945289674,4.87190774,4.795840119,4.940514812
"Puerto Rico",,5.672413793,5.746059829,5.726942419,5.772424333,5.789880752,5.845323648,5.971228637,6.103683164
Qatar,5.092902135,5.359491708,5.384276786,5.519424625,5.84972431,6.013552,6.091074545,6.075911621,6.03676341
Romania,4.199821126,4.18141527,4.47756315,4.70864244,4.625316497,4.316996953,3.988971842,3.997058646,4.255212262
Russia,3.884746125,3.944348808,3.78103987,3.664477938,3.847497995,3.813060127,3.766037983,4.008332103,4.080280004
Rwanda,,,,,4.396362,4.506458555,4.588177,4.745026084,4.835296
"Saudi Arabia",,4.723404255,4.934970257,5.013213712,5.355892675,5.629234,5.638489877,5.550039629,5.452139893
Senegal,,4.0625,3.871036809,4.226100321,4.652907985,4.617202825,4.43000894,4.462342653,4.529490416
Serbia,,3.872093023,4.053683652,3.986193042,3.849132344,3.959292766,3.909975,3.866202461,3.967850165
Seychelles,,,,,,,4.737518,4.841839003,4.287611423
"Sierra Leone",,,,,,,3.725015,3.9752298,4.06418902
Singapore,6.010508621,6.104099535,6.117221346,6.086953757,6.190106553,6.207003548,6.078711388,6.202160716,6.240629125
Slovakia,4.900575561,4.992551893,4.917726679,4.840056132,4.816102409,4.570965443,4.348951542,4.798473881,5.246782184
Slovenia,4.987626263,5.051448642,5.16906465,5.269279143,5.092196181,4.860429,4.677468238,4.481126622,4.289390205
"South Africa",6.299506234,6.217528296,6.154036641,6.220722407,6.359148366,6.49073665,6.567897532,6.726981613,6.701452708
Spain,5.219871941,5.247531179,5.323450595,4.990848023,4.865747152,4.908756566,4.61061607,4.4408021,4.470551721
"Sri Lanka",4.799819411,5.141033117,5.290784134,5.174010902,5.242976164,5.134043131,5.006078,5.053531312,4.927363035
Suriname,,,,,,4.14444,4.006074459,3.826489897,3.570209387
Swaziland,,,,,5.132152,5.158728979,5.123274738,4.788740853,4.823622706
Sweden,6.162252331,6.315412088,6.072923625,6.121394673,6.316932853,6.256750029,5.938478077,5.928782106,5.86689746
Switzerland,6.079105339,6.127189205,5.933167329,5.668307355,5.575897472,5.590912705,5.544831572,5.55251722,5.729309469
Syria,,3.505263158,3.610966554,3.556722275,3.404088947,3.482444653,,,
Taiwan,5.296151421,5.056644305,5.124510741,5.33777078,5.443892491,5.505594608,5.447753817,5.576903604,5.709061394
Tajikistan,3.237187289,3.289189189,3.326660987,3.67012545,3.747198892,3.727862758,3.73573981,3.7934,3.851063728
Tanzania,4.335411399,4.338543973,4.352081438,4.4057953,4.261622622,4.125184457,3.940988402,3.749141283,3.807581657
Thailand,5.073832071,5.016750524,4.994406109,5.025005698,5.139074697,4.873765511,4.897981912,5.071711792,5.07687425
"Timor Leste",2.416180808,2.230448718,2.462220532,2.839651483,3.232668254,3.234648905,3.055077909,2.841131654,2.960589371
"Trinidad and Tobago",5.086648969,5.158189586,5.184360433,5.378137416,5.276723245,4.8571246,4.316232913,4.239788418,4.333291774
Tunisia,4.878790008,5.133802119,5.150448343,4.854743147,4.980183938,4.928709667,4.6906,4.452518962,4.526242674
Turkey,4.75324569,4.824560435,4.432310593,4.218126629,4.366528872,4.377207992,4.680650849,4.969709345,4.762121964
Uganda,3.615299312,3.736195153,3.661492602,3.909721115,4.041048226,3.968057321,4.083303535,3.845197941,3.862793782
Ukraine,3.647946833,3.52531447,3.659457884,3.677660145,3.508938995,3.47092655,3.766453118,3.722388864,3.70539975
"United Arab Emirates",5.206669488,5.200615157,5.242900147,5.414803483,5.358516174,5.322692412,5.397708994,5.431685,5.529919914
"United Kingdom",6.532445401,6.287290934,6.02381938,5.628932227,5.622074291,5.866849923,5.883864315,5.751695773,5.790645864
"United States",6.153210609,5.793908259,5.927416427,5.289414872,4.975316673,5.221082727,5.191451987,5.262567601,5.453916916
Uruguay,3.734428014,4.193895349,4.524505741,4.701445592,4.709761223,4.722399039,4.564752107,4.75344775,5.090159648
Venezuela,3.918714509,4.05671366,3.764794077,3.771942488,3.980216541,4.160706795,4.215040446,4.215667329,4.221984522
Vietnam,3.891031746,3.888404314,3.804596562,3.849187447,3.840147155,3.63545438,3.47933665,3.40903062,3.423829281
Yemen,,,,,,3.754253,3.56961801,2.713098168,2.311079617
Zambia,5.625,5.164095092,4.771012791,4.65847645,4.668264847,4.787774849,4.618180642,4.626521528,4.741698297
Zimbabwe,5.311011905,5.2625,5.17600465,4.986404181,5.083146227,5.393589967,5.225373433,5.175434385,5.243037124
