Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,,1.160359979,1.11717999,1.427880049,1.3656,1.30332005,1.411,1.5186,1.6263,1.73397994,1.836390018,1.904430032,1.73198998,1.7938,1.8555,1.9173,1.9791,2.0408,2.1026,2.1644,2.2261,2.2879,2.3497,2.4114,2.4732,2.535,2.5967,2.6585,2.7203,2.782,2.8438,2.9056,2.9673,3.0291,3.0909,3.1527,3.2144,3.2762,3.338,3.3997,3.461489916,3.439140081,2.527539968,3.481400013,3.780280113,3.31753993,
Albania,,,,,,,,,,,,,,,,,,,,,,,,,3.263299942,3.760440111,2.979769945,3.236129999,3.328119993,3.376689911,3.28718996,3.342710018,3.055219889,3.064699888,3.170170069,3.237910032,3.157939911,3.267560005,3.3129,3.3582,3.4035,3.4488,3.4941,3.539439917,,,
Algeria,,,,,,,,,,7.187449932,6.577179909,6.4978,6.4184,6.339,6.2596,6.1802,6.1008,6.0214,5.9421,5.8627,5.7833,5.7039,5.6245,5.5451,5.4657,5.3863,5.3069,5.2275,5.1482,5.0688,4.9894,4.91,4.8306,4.7512,4.6718,4.5924,4.513,4.4336,4.354249954,,,,,,,,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.713279963,3.31,2.9067,2.5034,2.1001,1.696840048,1.6147,1.532539964,1.600250006,2.193989992,2.07404995,2.934570074,3.163870096,3.065799952,3.158890009,2.8107,2.462579966,2.997809887,3.253679991,
Angola,,,,,,,,,,,,,,,,4.622000217,6.054500103,6.117499828,5.797,5.4764,5.1559,4.8353,4.5148,4.1942,3.8737,3.5531,3.2326,2.912,2.59149003,2.5995,2.607530117,2.6415,2.6754,2.7093,2.7432,2.777129889,2.858449936,3.0129,3.1673,3.3218,3.476229906,,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.237070084,3.3065,3.376,3.445389986,3.3181,3.1908,3.0636,2.9363,2.809,2.6817,2.554470062,,,,,,,
Argentina,1.458089948,1.6971,1.936200023,1.780519962,1.923519969,1.843600035,1.165639997,1.71984005,1.935549974,2.400279999,2.607150078,2.1025,1.597869992,1.617499948,2.56972003,1.361860037,1.26154995,1.282299995,1.1642,1.046120048,1.067379951,1.5118,1.9563,2.4007,2.8451,3.2896,3.734030008,3.8866,4.039169788,4.514080048,4.583600044,4.828289986,4.011950016,3.534199953,3.487349987,3.843760014,4.110429764,4.442689896,4.842909813,5.521890163,4.994830132,5.264110088,5.321450233,5.4176898,5.325489998,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,1.849020004,1.9781,2.1071,2.236190081,2.776329994,2.460809946,2.138920069,2.151190042,2.484060049,2.715509892,2.711879969,3.018249989,3.171149969,3.842809916,3.249190092,3.142139912,2.770179987,2.64763999,2.246599913,2.813509941,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.763160229,4.395540237,4.714680195,4.739490032,4.924270153,4.6666,4.408899784,4.680759907,4.74,4.799180031,4.915589809,5.924670219,6.712490082,6.036870003,6.549059868,6.808060169,6.162930012,,
Australia,,,,,,,,,6.014609814,5.892380238,5.682199955,5.5835,5.484869957,5.360229969,5.3876,5.415019989,5.28000021,5.07461977,4.913290024,4.747529984,4.670380116,4.793069839,4.686510086,5.509220123,5.24751997,5.129049778,5.225830078,5.1425,5.0592,4.9759,4.892650127,4.8966,4.9005,4.9044,4.9084,4.912280083,4.742730141,4.646319866,4.627190113,5.086410046,5.555230141,5.098340034,4.899909973,5.285840034,5.22533989,,
Austria,4.157179832,4.2926898,4.46089983,4.526370049,4.667190075,5.140339851,5.250309944,4.965980053,5.172249794,5.050330162,5.021070004,5.38078022,5.375939846,5.316589832,5.307260036,5.314010143,5.493989944,5.380159855,5.21889019,5.017439842,4.977109909,5.119339943,5.323959827,5.249650002,5.3484,5.447130203,5.275529861,5.695,6.114530087,6.137949944,5.604720116,5.588779926,5.540100098,5.381849766,5.310060024,5.271669865,5.26237011,5.183000088,5.2957201,5.77120018,5.71780014,5.612699986,5.508979797,5.562739849,5.499549866,,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,6.057970047,5.1511,4.2442,3.337369919,3.512520075,3.4463,3.380000114,4.212170124,3.853990078,3.503420115,3.154489994,3.286149979,3.447659969,2.974620104,2.555510044,2.549279928,2.44092989,3.224309921,2.780620098,2.435640097,2.096299887,2.462179899,2.634660006,,
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.849989891,,,,,,,,,,,,,,,,
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.874360085,2.575000048,2.496779919,2.5339,2.571,2.6082,2.645309925,2.476890087,2.467459917,2.668080091,
Bangladesh,,,,,,,,,,1.129920006,0.937229991,1.070649981,1.011270046,1.033370018,1.22416997,1.271239996,1.344040036,1.514160037,1.5158,1.5173,1.518939972,1.425099969,1.624680042,1.686169982,1.7526,1.819,1.8854,1.951789975,2.042,2.132159948,2.120850086,2.167920113,2.01947999,2.071239948,1.941930056,2.0368,2.131659985,2.203759909,2.053819895,1.938439965,2.035,2.131469965,2.175100088,1.957260013,1.947,1.9366,1.926339984
Barbados,,,,,,,,,,,,,,,,,,,,,,6.638130188,6.3402,6.0423,5.7443,5.4464,5.1485,4.8505,4.5526,4.254650116,4.621600151,5.934869766,5.763380051,6.121339798,5.904059887,5.556930065,5.3366,5.11634016,5.061079979,5.327420235,5.875840187,5.7495,5.62322998,5.479249954,6.573299885,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.992209911,6.199200153,6.0772,5.9553,5.8333,5.711319923,5.868060112,6.074440002,5.150259972,4.8408,4.531300068,5.425839901,4.846399784,5.124499798,5.176829815,4.990439892,4.947649956,
Belgium,,,,,,5.732140064,5.700530052,5.956940174,5.407400131,5.351699829,5.282360077,5.406380177,5.281680107,5.1645,5.0472,4.93,4.812779903,4.552909851,4.269999981,4.4834,4.6968,4.9101,5.1235,5.336909771,5.387350082,2.96736002,3.025300026,3.588,4.1506,4.7133,5.276,5.838630199,5.948760033,5.877230167,5.801340103,5.777919769,5.834320068,5.844170094,6.292560101,6.411330223,6.409759998,6.380529881,6.513,6.645420074,6.585140228,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.44343996,5.028429985,5.796929836,5.5019,5.206820011,5.299270153,5.3964,5.4935,5.5906,5.687759876,6.095779896,6.613299847,6.4813,6.3493,6.217289925,6.425839901,,
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.744829893,2.620480061,2.887429953,3.240099907,2.94994998,3.119999886,3.505980015,3.636250019,3.50184989,3.230940104,3.80053997,4.223549843,5.032519817,4.9516,4.870619774,4.551439762,4.320680141,4.359809875,
Bermuda,,,,4.107900143,3.7712,3.434420109,3.3944,3.3544,3.3144,3.2744,3.2345,3.1945,3.1545,3.1145,3.0745,3.034490108,3.0548,3.0752,3.0955,3.1159,3.136199951,3.150650024,3.4760499,3.2554,3.0348,2.8142,2.5935,2.3729,2.152270079,2.0551,1.9579,1.8607,1.7635,1.666270018,1.775879979,1.988770008,2.1454,2.302,2.4586,2.615190029,2.6442101,2.4289,2.2135,1.9982,1.782850027,1.704300046,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.513790131,5.71780014,5.9512,6.1846,6.417990208,7.078100204,6.3179,5.5577,4.797500134,4.626719952,4.024469852,4.652579784,5.1211,5.589660168,5.924600124,7.361690044,
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,4.784210205,5.608170033,4.657410145,5.0902,5.523009777,5.659319878,5.473420143,5.899459839,6.230309963,6.379039764,6.3572,6.3354,6.313610077,6.6678,7.021910191,8.063099861,7.593259811,6.898079872,6.430530071,6.253680229,7.285459995,,
Botswana,,4.387239933,3.906389952,3.262789965,3.674240112,5.649429798,6.063960075,5.40031004,5.952139854,6.141729832,5.46931982,5.497,5.5246,5.552269936,5.551660061,5.650720119,5.185929775,6.117730141,6.151110172,5.9454,5.739630222,6.2901,6.840610027,7.1358,7.4311,7.7263,8.0215,8.3168,8.612,8.9072,9.2024,9.4977,9.7929,10.0881,10.3834,10.67858982,9.765,8.851490021,9.2422,9.632920265,,,,,,,
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,4.473070145,4.5713,4.6696,4.767849922,3.792639971,3.945940018,3.832319975,3.747319937,3.8586,3.96991992,4.480289936,4.869490147,4.974740028,5.268509865,5.468530178,5.642769814,5.745790005,5.795159817,5.99394989,,,
"British Virgin Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599430084,3.7847,3.96987009,4.358960152,4.8156,5.2721,5.7287,6.1853,6.64192009,
