"Data Item",1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Helium,49,22,23,29,30,56,57,173,559,609,454,278,337,303,244,388,523,695,757,911,1130,1280,1490,1690,1800,2280,2640,3020,3170,3420,3630,4540,4160,3840,3210,2600,2250,2470,2540,2730,2880,3040,3730,3890,3920,4140,4150,4160,4770,5970,6920,7230,8130,8970,9780,10200,10300,10800,11400,12800,11600,12200,13100,14300,15200,15200,15100,14800,13700,14000,13800,12700,12400,10200,7960,8500,8090,8130,6640,7140,6600
