Country,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,3.89831966,4.127888863,4.239000821,4.174247043,4.502292544,4.4678129,4.3281767,4.288128726,4.817680807,4.681509358
Algeria,3.672499322,3.364469217,3.250839341,3.632848665,3.446862443,2.664990637,2.705398223,3.157765145,3.323081508,3.475935391
Angola,,,,1.552197,1.523896439,1.8074,2.090909,1.912777729,,
Argentina,3.319936006,3.367273562,3.349112868,3.176193925,3.200445368,3.112297405,3.168689024,3.218299869,3.149556479,3.194354153
Armenia,3.97904852,3.904095377,3.822826275,3.8454042,3.773392307,4.036860818,4.165297015,4.182323481,4.427553762,4.626467137
Australia,5.110436441,5.116176537,4.851305363,4.909815814,5.085491977,4.859607686,4.603249272,4.606070845,4.819897469,4.937279749
Austria,5.055968436,5.027713988,4.727511172,4.687471953,4.571068594,4.417452322,4.598836776,4.611901699,4.640715606,4.770230311
Azerbaijan,3.691996701,3.568280039,3.5765541,3.331906123,3.400706451,3.517564145,3.323480436,3.330865749,3.330865749,3.856680711
Bahrain,3.782349366,3.998968497,4.348024794,4.521741705,4.536755355,4.181050531,4.042055996,4.31580141,4.563658415,4.780517715
Bangladesh,2.767913534,2.815600058,2.860240671,3.22861655,3.311288841,3.183218013,3.285931506,3.360796941,3.303488107,3.383659009
Barbados,5.194010889,5.246473817,5.385726848,5.292808229,5.347120842,5.567268419,5.502131229,5.456237047,5.3256,5.195058834
Belgium,6.29071843,6.276996965,6.077196461,6.183147803,6.293400697,6.182276974,6.047389884,6.008560271,6.031975374,6.015243511
Belize,,,,,3.274306,,,,,
Benin,4.28015129,4.140421744,3.927655132,4.216387584,4.248051821,4.296297954,4.193800849,3.6969,3.200000048,3.467611909
Bhutan,,,,,,,4.090187,3.865292384,3.844548606,4.142402076
Bolivia,2.554346572,2.790208666,2.994006359,2.791747798,2.996776363,3.454901454,3.613716937,3.072172454,2.823214483,2.969794905
"Bosnia and Herzegovina",4.435699615,4.588684861,4.841172162,4.697558409,4.527463,4.9804397,5.351057,4.4745,3.59803915,3.676726718
Botswana,3.779186588,3.838656272,3.681140873,3.739084349,3.954284761,4.066668045,3.77502591,3.570438285,3.52753942,3.76571658
Brazil,2.762624607,2.708704101,2.710418613,2.668054692,2.691559832,2.559866397,2.557852559,2.647589094,2.500546032,2.596850551
Brunei,,4.412534,4.699418944,4.866764948,4.888198788,4.917191185,4.774591313,4.7545,4.7344,4.714285851
Bulgaria,4.507888629,4.434733027,4.304458489,3.988044946,3.768411886,4.041804363,4.282120543,4.337095362,4.233897599,3.961825832
"Burkina Faso",3.564870295,3.630040975,3.669483615,3.5853757,3.616789646,3.826079867,3.714991465,3.843848238,,
Burundi,3.440492244,3.983751828,4.09112901,3.143201307,2.836837965,3.202175698,3.430792364,3.464724061,3.464724061,3.587377385
"Cape Verde",,,,3.433806,3.458576301,3.402183703,3.529355274,3.861889792,3.973477797,4.024464405
Cambodia,2.727181038,2.730241068,2.933518124,3.115696594,3.404337274,3.667038975,3.476739676,3.246342085,3.153901973,3.18188753
Cameroon,3.611644598,3.67171327,3.697945557,3.682499589,3.788759621,3.868816269,4.069237302,4.257775083,4.144728116,4.287313077
Canada,5.206782957,5.322771583,5.308028431,5.444055874,5.429639577,5.320543793,5.156136038,5.095173161,5.13967119,5.275814347
Chad,2.556325514,2.665190688,3.055962411,3.267969209,3.117249988,3.214782926,2.888276896,2.823443872,2.975858002,2.780152776
Chile,3.044844898,3.148894212,2.908119937,2.755621639,2.832254253,3.030127894,3.373724675,3.503764725,3.274538491,3.240248301
