Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237100,227452,216716,214352,216838,214215,158966,98561,111070,95366,75882,86496,95711,130834,118106,92172,71299,36685,49097,64941,52095,44446,46739
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270,307,326,330,333
Bangladesh,353693,360968,357271,321708,308735,337161,352861,359293,366272,341015,342448,315535,320469,322503,356647,353906,366429,411347,580745,575994,620612,613987,604167,606907,621614,597111,572728,563217,587519,588925,585359,587687,578253,591885,593387,590966,588213,576093,526048,447229,434387,421027,414967,408791,391726,389958,385897,402091,410080,420620,430831,454464,466898,486029
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,500,610,540,540,540,541,541,543,542,530,566,515,541,542,525,550,565,565,580,617,663,711,755,701,651,588,560,510,559,578
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000,122000,119000,150000,117000,109200,167000,222100,202000,204000,161000,144386,210072,204079,183924,274913,369916,401401,371476,357011,462497,443302,428201
Belgium,26726,32814,33978,39253,27064,23598,14466,15268,16110,8695,13058,9060,7545,9524,9622,9281,10229,8818,7554,7583,6839,9124,11227,14696,13016,10802,13749,14107,16406,18943,19675,15142,15253,18946,20011,18561,18303,19833,23003,,,,,,,,,,,,,,,
Belize,,,,,,,,,,,,,,,,,,,,,,,,,1000,1000,1000,1000,532,2019,2318,2151,1689,1446,1502,1051,1093,508,777,548,638,1376,1574,645,627,709,618,638,580,827,660,935,2915,3501
Benin,139901,148587,147653,131103,151029,151593,164913,179849,175559,184210,192382,179177,166484,155665,137040,151535,147091,160518,176290,160792,156167,148432,154391,194926,230565,250392,200853,248528,226004,262973,295631,264588,295403,335563,427943,518536,551829,556514,554552,519589,559817,638640,607964,610136,527298,352322,416835,415956,401793,431338,470741,609339,663610,726300
Bhutan,1800,1900,1900,1950,1950,2000,2100,2100,2200,2200,2250,2250,2300,2350,2400,2500,2550,2600,2700,3800,4400,4906,7000,9297,8300,8000,8000,6080,6080,6672,4813,4909,4854,4594,4422,4303,3723,3847,4406,5900,7750,8450,3690,2501,6111,6603,7645,7000,2928,1805,1629,1327,570,971
Bolivia,6082,6326,6657,8749,8853,10111,10294,13539,13500,15280,23600,54000,78600,70400,73190,52765,59580,64500,78195,76315,65070,71978,48075,67343,84928,97720,84035,101678,149921,168210,243461,287381,268734,376177,517476,572583,689151,803573,800863,852045,841732,908618,869525,1015696,1201833,1212485,1239957,1088622,1369835,1422573,1527168,1646636,1566738,1516102
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200,8200,5746,4037,5800,5773,5504,4992,5050,3767,4276,4580,3830,6353,7778,7300,5400,4788,5229,5069,6099,5621,5709
Botswana,5451,1966,3500,3287,1508,2384,4389,6377,6649,6429,8770,7500,7600,7400,9100,9600,12100,11600,8800,11600,8300,3761,2200,4200,2700,2500,2100,2300,2400,2769,3048,2242,2636,2925,2952,5006,9000,15772,7983,6730,8081,8137,7290,7841,8167,6037,2326,9896,5603,9129,15669,5928,4274,3011
Brazil,3180051,3512970,3525759,3711587,3953375,4007187,5725895,5896318,6375266,6934762,7532560,7784143,9156515,9982897,10625089,10638452,11830878,12518927,12776668,13453374,12956749,12783879,11773437,13345206,14685163,13214416,11761992,13731988,14968107,14093806,12128822,11949991,12251957,13229150,13358886,11567698,12691303,14649232,14333605,15160369,15551767,17792699,19913648,23417829,25071776,23698706,22448521,23149164,23338286,24932013,26193457,27065327,29514182,32165542
Brunei,200,287,295,297,325,327,329,330,344,327,327,310,375,260,139,135,238,223,236,238,240,241,240,233,90,90,90,85,80,81,75,76,80,85,88,90,97,95,97,100,101,106,110,130,210,190,200,198,203,208,211,215,218,225
Bulgaria,353945,375340,345777,322848,347557,346084,363669,366699,369826,364824,359732,356868,337541,354566,319503,329829,341963,364750,362239,375458,384989,352093,355322,354091,368709,337064,331163,287976,296334,338075,322780,529905,513718,534137,635686,549780,494334,582159,632281,556425,441472,508021,699093,632930,670906,799028,686315,841003,826698,971905,1005169,941325,1039902,1060452
"Burkina Faso",177925,185600,178800,225500,219720,228355,241408,259609,261778,265051,256396,226755,281626,282520,274605,296225,282767,279754,287428,251094,255746,282069,266648,256622,352566,408721,441922,455845,406550,416074,473655,468703,396535,476671,462869,465575,566401,602033,539127,503017,768625,810056,913835,932194,983803,967857,888862,1042049,1003540,1053747,963621,1146777,1327790,1576707
Burundi,20232,16796,18398,17170,18132,18064,20892,22026,21154,20275,21043,20068,20298,18576,18919,18560,19995,19211,20275,20126,22813,20550,19446,20948,22346,23514,24110,24882,23999,22358,24039,23587,26270,17983,21858,17802,18334,17167,17679,17905,19900,19558,21350,25100,26200,29800,30707,31107,32361,31791,30736,34044,37603,32804
"Cape Verde",4360,4630,5030,4810,4770,4930,4614,4430,3961,4096,3250,3250,3150,3150,3050,3050,3050,3080,3050,3050,3150,3124,3160,3110,2920,2920,2050,2150,2150,1985,1699,1625,1735,1688,1668,1622,1615,1664,1790,1741,1792,1872,1876,1922,1927,1937,1956,1959,1794,1766,2142,2163,2245,2181
Cambodia,59006,59273,46925,54500,50900,50400,40900,46700,61493,43343,29280,29600,27200,25700,26700,26595,27100,18650,15550,12960,20140,20340,27050,21500,39800,37600,41900,42300,39900,43500,49000,49104,46478,51700,46554,54658,72115,62074,73967,73452,69092,73231,115362,181900,225326,149228,160758,144362,171880,186012,143896,139630,167386,177491
Cameroon,264513,285897,328089,316055,375379,388652,437131,443954,426317,466934,468310,490270,476727,481064,587499,535791,536585,589441,553341,588516,526820,525533,495450,568916,576632,586860,583400,601700,590600,597105,605635,600621,596648,636377,684180,687035,665756,667866,558074,590526,589839,694114,677642,635091,662272,661030,710955,715548,749005,787780,968266,930676,1008911,965787
Canada,1280042,870710,1034537,1276158,1715335,1608740,1295059,1393885,2019230,3224857,3191507,2182439,2239500,2183657,2644630,1251675,2415254,3825482,4842664,3140655,2351000,2904600,3244000,4416500,4117900,3990000,3870800,4917000,4309700,4003958,4434840,4083634,5594100,7714600,7264500,5151200,7009900,7615900,7631200,6792300,5742800,5637400,6903100,6902900,7337468,7435910,8293335,8575259,8797381,8921701,9435020,10624140,10470538,11161657
"Central African Republic",238700,247600,238700,228000,218300,237500,265200,286900,281676,291978,303500,312978,318548,326003,303193,304581,288101,245866,255080,253758,231895,245370,243900,219563,216707,258590,216424,233533,199920,207074,194786,195170,177393,218493,222804,254919,260897,259506,270506,260885,279869,261000,264000,273041,264298,284886,332314,331606,344849,242336,255176,265529,277650,277510
Chad,500600,541800,477700,505300,522800,459487,459388,501435,514162,485675,480906,454102,455326,466656,530162,517045,484088,472302,397273,398485,365799,301234,359260,333974,357453,338047,360068,393702,385576,461483,575602,547933,491979,555723,593326,656548,882661,800752,818324,845185,918076,745288,759550,740921,925119,837554,758358,861036,913467,1459266,1056383,1356033,1364512,1489023
Chile,71900,70900,82950,100950,98488,110044,73720,71820,78420,78560,70430,76290,46200,36970,62600,85590,67010,58240,79360,85970,32000,16740,7630,11150,44530,92450,71170,88940,81520,48911,48590,48063,22482,21870,20740,26956,20208,27533,41550,32910,32158,10408,15965,15596,22430,24631,24137,32326,44612,30278,40108,56499,69109,65995
China,17406800,16656500,18076700,19667650,18331100,18166000,18334000,17580000,17367500,17148500,17159000,17369000,17234600,17146000,17138000,16844300,16688000,17729100,18192400,19329700,21714000,22956600,21397190,22282867,24163000,23874000,24701833,24580500,23959630,24423753,25520553,26050097,26129666,27381008,27193070,25288985,25759935,26438830,26166727,29168440,29478770,28234535,29925552,30277759,29600110,27996581,26705947,28405650,28477436,27909683,27447825,26464376,25710101,25635275
Taiwan,177183,171136,169389,179329,184228,164773,162568,155060,146384,137490,133132,124989,122754,120506,117733,110986,98070,98924,87096,79788,70074,66939,56122,64556,69519,68795,80234,60281,41703,41979,47003,44232,41405,45007,47428,43881,40377,35983,32180,35647,31370,31370,31064,27178,27368,29763,28121,27414,26464,25720,27784,23351,23710,27133
Colombia,199866,228878,206250,224550,229600,236050,248500,279650,319110,372900,335400,356000,358900,366500,427600,377200,474700,445600,310700,346800,314400,194000,182400,241006,338080,362230,330950,385360,390300,440011,492271,400775,319091,271083,269414,278529,251866,223460,225989,223844,234449,241473,255548,292060,291181,272994,269225,257839,252620,294129,330290,332335,334071,360470
Comoros,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000,10000,10000,10000,12000,13000,13500,13500,13500,14000,15000,16000,16000,16487,17018,17513,18000,19920,20927,21117,18956,25000,26010,27033,25861,26363,26946,27521,28040,28294,29111,29651,29090,30863,31783,32128,32846,33539,35102,35108,35094
"Congo (Brazzaville)",48640,52640,42640,38740,35240,28740,28840,29000,30200,28000,32500,32000,34883,36797,38351,39444,41290,36400,31510,30360,31630,31730,33339,34186,35147,34844,36080,37106,35188,37283,36349,36931,39787,40619,41880,40929,43780,36076,54643,54896,55218,55640,56181,58800,57897,61750,64556,67415,68270,75254,75920,69599,70462,70703
"Cook Islands",11400,11432,11432,11432,11432,11432,6070,11000,11432,11432,11432,9000,7000,5747,5700,3500,3500,3500,3500,3500,3500,3500,3500,3000,3000,3000,2000,2000,2000,2016,2092,1800,2200,2000,1982,2100,2200,2087,1746,1642,1639,1500,750,700,720,1040,770,794,700,777,816,906,965,943
"Costa Rica",5200,5987,7750,10350,12980,11970,13300,11550,8840,7430,7870,7560,11455,11570,11041,13873,24450,23271,26100,21397,23050,19350,22130,20985,21118,18694,22243,24150,25340,28810,29040,30293,30742,30302,31873,30943,30285,30170,42246,44537,44477,47170,47895,51290,55305,53593,53966,58619,60111,62205,65258,67429,77312,80555
"Ivory Coast",114200,123400,138200,137400,136200,131600,127100,140100,162000,148700,154167,169913,188940,204080,209843,225568,232624,266011,290777,342669,353138,363394,381237,370954,386672,375585,383519,417813,451676,464967,492198,489874,505824,522228,491653,521887,529176,537994,578637,605407,561210,595359,572837,595164,620395,655740,652665,486977,551495,610006,663040,681723,919311,899957
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71169,67073,67269,60455,58008,53423,86756,119746,102074,90504,104248,105119,98104,138287,121456,97239,114185,118968,123261,130684,120162,130919,131170
Cuba,36100,42600,36300,21000,22200,19800,18500,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,20000,20000,20500,20500,20500,21277,41185,25600,28175,27924,30426,32546,31418,34741,29977,41738,36671,52432,37821,37946,39646,35324,44163,40630,32187,29495,26471,21245,23593,21215
Cyprus,22336,22627,22864,21923,22086,22037,22354,22190,22303,22074,22565,22524,20234,11336,11746,11450,11444,5745,5800,6020,6356,6599,6662,6930,7118,6877,6748,6870,6883,7060,6507,6488,6560,6315,6105,6123,6423,7103,7223,7483,8213,8928,12902,13196,13987,15040,11718,10516,12041,11669,11243,10476,10715,10943
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200199,251789,318171,274363,286014,360512,471175,415289,443015,416562,424532,382296,399287,437791,451295,483851,486534,490448,464405,470821,486907,464274
Czechoslovakia,126430,117416,117914,120674,106548,97759,100197,105713,87358,77910,90300,90375,101602,93423,113532,111738,130830,138688,123401,158137,157729,160494,185199,186693,185291,188823,198133,204360,216059,233342,286280,266343,,,,,,,,,,,,,,,,,,,,,,
"North Korea",315000,325000,335000,345000,355000,278000,281000,285000,289000,293000,296000,300000,304000,307500,311000,315000,315000,315000,315000,315000,315000,326000,331000,336000,346000,350000,356000,356000,356000,381000,370000,327000,334000,338500,328000,328500,323700,319000,319000,329000,319000,324000,326000,319000,314000,319000,319000,319000,319000,319000,319000,319000,319000,320000
"Congo (Kinshasa)",653000,666000,647000,590000,553000,568000,614000,723900,786600,843900,832100,821300,835600,829100,827900,825700,831500,836200,807200,839900,852300,961600,984700,1005400,996810,987200,967160,949530,1014130,1050764,1075823,1093506,1165669,1176043,962727,918271,905129,912181,883125,866246,839163,819869,820886,831434,846141,860432,867315,875229,865082,870821,868181,894577,907400,921799
Denmark,25305,40887,23292,29505,34097,30131,30760,26611,22165,20177,31631,35834,54897,65025,74961,47478,43687,50084,65283,102528,129277,153774,165457,193420,218240,226835,250791,199490,230420,271304,281183,170630,164452,170697,153623,109558,107480,121171,162707,104363,80320,84344,106737,121943,111724,125546,179327,172714,164065,167464,151503,130144,178251,167155
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,3500,3500,3500,3875,3875,3310,3390,3780,4299,4100,3843,4000,3700,3400,3450,3396,3130,3450,1970,2873,2966,3450,3500,2805,2631,2900,2200,2800,2800,2642
"Dominican Republic",83610,83512,85115,82665,82666,79577,75223,76540,105548,97062,104451,111436,103958,99112,87010,95130,95130,89735,67750,78450,74560,74060,76260,82117,49639,74400,66300,83000,77223,81905,84292,84700,81533,78182,67888,68000,62705,51249,50724,48965,49316,50645,50766,49103,48776,48005,48391,48205,46558,45606,58366,65502,69003,70367
Ecuador,80320,87710,88774,100399,105928,101900,102218,105357,89233,61254,91036,91331,117557,132838,77084,94530,83074,90097,89537,95213,101887,92179,69294,94072,102781,131158,177579,171424,190454,195604,211159,205320,193319,208897,211950,191769,134582,121241,171497,193317,211094,222081,230926,210995,194112,186622,201493,214667,262374,262092,274794,274263,297751,324286
Egypt,874371,750998,744270,738766,857055,826599,726622,664969,741840,732834,689192,706486,725988,669775,629471,590822,679266,588273,610870,621141,599116,564090,527885,514240,550900,541230,512390,541541,523253,525292,483083,471258,530955,450520,466547,536104,495125,470722,444497,385608,487197,466529,402355,491314,459470,400386,421460,292715,301505,343054,390426,304078,286534,323331
"El Salvador",63465,82113,92931,118856,116450,89961,57211,45700,56210,62306,69114,80121,93954,104554,100249,87397,95365,114890,121720,107273,81060,70270,64386,61274,64870,59160,40980,38206,39454,44790,41318,30850,30261,24727,25127,22738,24673,24297,24066,21448,24267,12270,12148,13959,16552,14205,13848,14103,15115,15296,15431,15880,15952,18732
"Equatorial Guinea",2300,2400,2500,3000,3000,3000,3000,3000,3000,3000,3000,3100,3100,3100,3100,3500,3500,3500,3500,3700,3700,3700,3700,3700,6200,6200,6200,6200,6200,6391,7409,7442,7474,7405,7422,7447,7645,6821,7566,7471,7506,7545,7593,7777,7576,7593,7553,7549,7550,7567,8380,7500,7700,7584
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72100,61700,62284,56900,54417,53449,54525,56123,57212,49079,75584,80241,99591,66011,77512,54951,55748,81909,78273,85280,84320,85197
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520,3200,2946,6230,8691,8228,17584,24315,28886,27638,32962,46437,50495,46809,62699,74136,77887,82289,98361,89112,87241,86201,80043
Ethiopia,466200,473700,489500,486100,495100,513100,546600,569500,597800,617500,632000,603000,635700,524100,650500,480000,427900,424100,408750,427280,474040,519590,527260,533280,556930,508000,489610,498490,532030,578051,613904,549315,,,,,,,,,,,,,,,,,,,,,,
Fiji,60,30,32,50,50,50,280,789,789,600,500,308,348,350,350,340,300,300,250,200,200,146,170,222,60300,60322,50169,47339,52339,66271,56240,65172,65065,64738,65253,65243,65233,65224,53994,54004,65404,65411,60303,61509,60315,61669,60330,60338,60346,60354,60400,65425,60515,60163
Finland,6311,6400,6600,8800,5300,3000,4900,4500,5500,6600,6400,5700,10300,12800,16900,13800,22900,31700,32500,55300,55500,63700,60900,62000,57700,74800,81000,86100,73800,65300,61000,72500,69400,67100,85300,61700,60600,64800,62500,52500,73100,67500,74600,67800,76500,107900,89500,63800,80900,157700,91000,57400,52700,43000
France,192576,223737,241605,267287,291217,295755,318385,336017,387324,459533,460647,437720,440167,462090,443183,458150,428248,404022,427480,586473,714965,845400,980300,1029718,1223063,1406842,1940488,1954015,1780600,2021107,1953013,1787075,1488044,1849091,2020399,1932577,2049480,2122720,2358200,2091707,2014048,1835925,1974504,1925587,2057603,2213836,2290011,2181911,2357953,2330423,2402762,2389151,2315496,2301162
"French Guiana",,,,,,,,,,,,,,,,,,,,,,,,,,20,21.625,23.25,24.875,26.5,28.125,29.75,31.375,33,63,63,63,63,63,65,68,68,69,71,72,73,74,75,77,78,79,80,82,83
"French Polynesia",32000,37000,35000,34000,30000,30000,27000,26000,36000,33000,30000,28000,22000,20000,35000,30000,22000,20000,22000,30000,25000,30000,18000,15000,20000,20000,19000,20000,20000,20164,20172,20390,20134,20352,21988,20490,20349,15000,16000,19000,18000,20000,20055,19054,22000,20000,22488,21501,18916,20353,22000,22000,22000,22000
Gabon,4600,4600,4600,5100,5200,5100,5100,5100,5100,5100,5100,4100,4100,5600,6700,7300,7600,7900,8600,9500,10000,10500,11400,12500,15100,16500,18200,20300,19600,21761,21600,20800,21700,21700,22052,22123,22400,22700,23100,24382,23498,24643,23785,23406,23578,23989,25247,27297,25480,25687,26087,26222,26555,27092
Gambia,92500,92500,102500,102500,103000,103000,91000,91000,88000,90011,98040,88080,108017,107800,101951,109928,108338,111246,72504,74653,87065,101260,101935,98132,66603,86114,99675,100957,93615,99158,90720,75769,74699,87526,90159,73806,82883,79919,110163,132354,149856,117324,119270,128064,116354,121315,129691,145859,159751,146890,124809,129493,106911,88158
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,15174,18800,36600,34100,36100,48819,68141,13202,44997,38434,45873,34274,39019,23400,23328,30130,9578,9797,15975,16937,17908,18882
Germany,198067,206681,191076,195453,192197,190919,190401,201034,199025,200396,216685,234401,240979,242313,230293,233361,239190,256366,251544,272259,289079,320244,368317,403419,423438,470748,596596,555916,606000,769906,1011697,1158959,1130321,1289131,1088571,996223,1054761,1164323,1445895,1218054,1203725,1341101,1326978,1335211,1395543,1487274,1583424,1409392,1510968,1506095,1375381,1352300,1509700,1438976
Ghana,160000,158000,159000,192500,161813,163404,179911,210272,225161,264207,264845,261110,261783,316161,316504,292290,289917,276187,313040,278717,341400,330600,313100,333000,266000,319916,303967,300880,345216,314135,297846,342000,385865,419080,412650,444556,448130,487080,465000,504000,545367,658674,800996,849879,882295,917329,745717,784084,792427,803740,794501,805996,720300,756640
Greece,251534,306068,274196,173570,155970,158540,165037,161950,174980,169300,167500,198224,173528,167914,152666,166365,196871,170677,146944,158957,144678,150020,195100,256800,1017620,1034002,1046394,988614,995529,987331,968098,1053943,1088948,1122563,1156118,1161872,1165999,1189745,1244724,1221481,1193470,1169973,1155064,1178884,1160446,1186202,1179077,1080470,1076298,1159253,1307637,1298305,1272452,1313874
Grenada,1791,1767,2003,1683,1683,1783,1983,1783,1960,1780,1970,1750,1787,1300,1100,1300,1300,1618,1824,1820,1920,1720,1920,2620,2420,2420,2420,2430,2430,2555,2370,2393,2417,2445,2287,2114,2152,2022,2088,2089,2078,2066,2034,2033,2000,2000,2140,2120,1880,2021,1929,1955,1900,1882
Guadeloupe,250,350,200,200,150,450,850,800,800,800,300,270,270,230,150,80,182.2222,284.4444,386.6667,488.8889,591.1111,693.3333,795.5556,897.7778,1000,1000,1000,1000,1000,100,131,158,151,143,108,120,124,122,126,120,116,115,110,107,104,99,96,92,89,86,83,77,79,85
Guam,,,,,,,,,,,,,,,,,,,,,,,,,9300,9300,9300,9300,9300,9376,6898,7067,7253,7864,8446,9111,9126,9141,9156,9171,9208,9168,9354,9500,9537,9600,9650,9600,8200,8400,8900,9000,9000,9268
Guatemala,46600,74700,93100,100100,103000,87400,97800,106500,90633,81900,80000,79050,100180,115080,123140,99509,138655,140693,140956,138311,129509,97195,82153,93450,102290,111100,81880,98198,81112,96772,97361,103975,85159,78874,81803,92307,89820,85991,93780,97080,99010,99430,100223,96542,100208,118285,121451,106318,108341,112283,122219,149926,161616,170805
Guinea,332000,334000,336000,337000,340000,342600,343700,344850,346000,347200,348400,349600,350780,351980,353190,355000,356200,357442,358695,359500,360800,362100,362478,363834,365240,358161,344004,319668,338699,365109,394054,443130,460937,457592,467775,483810,497958,516380,536155,524154,522292,520857,531431,540473,550647,566406,578785,565634,570226,588859,606463,664358,666164,584987
"Guinea Bissau",125000,125000,118500,119000,119000,109500,109800,109000,110000,107500,98000,97500,93000,98000,106000,106000,99200,104300,104400,105500,106000,106000,102200,104500,66600,74300,50800,36419,38661,37577,39065,34190,37173,34462,35600,35111,36700,37363,38830,40305,41020,41435,39488,38731,44426,43261,46757,55946,51663,58528,54367,63843,60556,60672
Guyana,3,3,4,5,5,5,5,12,23,30,264,109,163,182,335,460,710,700,1200,900,900,950,750,800,10800,11600,12000,11800,11800,12348,10843,11285,13700,15800,17800,21300,26644,16832,17329,18825,21200,17299,16912,16984,17053,25036,17707,19653,19525,19399,18981,19300,19300,19732
Haiti,21700,18900,16400,15000,15350,13650,12100,11200,12000,12800,16100,18000,23900,31000,39500,47000,53631,70307,77075,73000,76000,79200,82300,85300,95800,94700,86400,81700,78700,75797,69553,59162,57957,58593,57978,57640,59674,54475,55121,53700,52100,53143,54394,54200,58302,55225,68261,62883,54281,61128,64963,71633,83107,72470
Honduras,6269,8997,11217,13267,18156,19234,19422,17191,16736,11363,10980,12232,16797,20750,21753,18572,30173,41219,39986,37917,35466,37172,32250,34556,35388,32347,29309,32214,34043,31829,33965,37216,27362,44399,42599,44250,39950,39330,38710,39905,56098,60274,65771,73850,79942,84983,90808,97749,104951,109992,115039,122044,130041,135051
Hungary,171445,155251,153830,140373,126451,134006,122329,118756,128143,145797,201454,194859,191411,184690,240711,278446,269017,282991,318881,372034,411753,406285,398686,447579,475173,518901,502258,503685,500843,483458,528352,532860,462283,476440,573523,609872,569560,537949,768562,460084,476283,601201,651474,651991,697966,730873,794551,849351,858491,829815,881593,845130,857073,881773
India,23669000,25023000,24722000,25423000,25396000,24814300,25259600,24542700,24240100,25045200,25693800,25376800,24937000,25805900,25717500,24856700,25489100,26844700,26614100,25817500,27594100,27730200,27396700,27380900,27763600,27352900,26881200,30640300,31879400,32291200,34840500,34434100,35639700,35127200,36562000,37122300,36469300,37700100,35360400,34620600,32996700,31606400,32209000,36321000,38476800,37964800,38944000,38464900,38947100,38944580,41226090,40215000,41637330,41556740
Indonesia,2324065,2293800,2183600,2243900,2223200,2244600,2186800,2405701,2367196,2612986,2628735,2669409,2868657,2996642,3132434,3024002,3150011,3292723,3402645,3516989,3717884,3552384,3559171,3947239,4042883,4660245,4433244,4613159,4811198,5141585,5257352,5763644,5675760,5892180,6188980,6133414,6116092,6302388,6359518,6307637,6570358,6802572,7129727,7444463,7884985,8194593,8747376,9255131,9804702,10223680,10497622,10952821,11337502,11737353
Iran,378930,403500,415470,414800,415500,389070,345500,393547,469668,436750,403200,442480,461100,494600,432750,443900,425200,401900,284400,209500,311978,314151,299803,340674,312348,310600,284757,310940,351140,403010,370366,316362,306106,432320,465939,497097,466536,441821,396886,466774,420068,367024,414410,512753,559444,499785,518162,542677,511567,463496,485979,502576,463147,466231
Iraq,52536,55913,46879,61098,63879,65304,71340,69665,67983,71730,62661,56502,54067,43012,46098,46812,40088,41643,45425,38950,31750,30325,32600,36600,45075,49150,50375,46650,67590,108306,54011,88961,105106,93006,87880,94870,79130,95042,92650,57920,82550,93666,75180,72222,91420,72342,60482,34212,35452,48519,45910,34543,33344,27133
Ireland,,,,,,,,,,,,,,,300,300,550,550,500,800,1300,2000,2000,4000,4000,2000,6000,4000,3000,5400,6200,5900,3400,6400,4100,3500,4400,5600,2600,2700,2400,2200,2300,2200,3700,5100,8200,6700,6300,8000,12400,17500,13700,9400
Israel,41400,30915,31995,33720,41460,42155,49035,50050,53600,55570,55080,58265,59190,69030,70370,70920,85900,98710,96950,95160,90510,90000,87870,89630,87575,76045,67229,71624,61970,55747,49088,54703,54836,49314,56165,59033,60061,59427,47132,46991,50489,48399,48059,49519,47615,45068,38400,35122,32798,46338,37813,49889,45866,48297
