Country,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Azerbaijan,,,,,,,,,,,,,,,,9,15,19,30,77,101,142,188,131,172,239,274,405,567,638,954,1280,2073,1903,2031,1293,740,603,580,622
Bahamas,42,31,35,27,32,34,32,40,47,40,46,55,39,37,40,44,58,50,51,62,56,54,58,63,71,84,100,95,66,63,88,120,140,139,151,179,194,262,211,200
Bahrain,330,368,373,345,384,778,716,673,669,694,332,369,336,396,431,500,559,635,725,856,1013,1287,872,1082,1120,1223,1531,1483,1774,1391,1642,2050,2074,2166,2364,2367,2391,2466,3269,
Bangladesh,,,,,,,,,,,,,,,,,1,2,3,4,4,4,6,7,8,6,3,3,14,8,9,12,12,20,33,32,41,47,57,84
Barbados,1,1,1,1,1,1,1,5,4,7,6,8,9,10,11,15,20,16,18,19,19,20,20,22,18,41,36,55,39,37,35,57,53,64,63,55,52,,,
Belarus,,,,,,,,,,,,,,4,17,12,192,141,111,97,10,33,49,28,47,52,70,103,171,133,116,134,142,151,181,162,124,138,160,186
Belgium,,,,,,,,,,,,,,,,,,,,,,,1629,2097,2342,2426,2565,3202,4124,4292,4142,4504,4303,4548,5251,4441,4565,4747,5612,5319
Belize,,,,,7,6,5,5,6,6,7,6,6,6,7,7,8,10,9,7,6,16,17,20,18,19,21,21,28,23,22,24,26,32,33,41,45,46,43,42
Benin,2,2,24,22,29,11,3,3,16,15,21,21,21,21,23,26,34,17,30,6,9,10,7,5,6,34,61,108,75,70,63,62,88,101,144,98,88,73,94,
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,172,178,191,213,239,215,217,219,224,187,214,218,198,199
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,75,61,61,48,71,92,74,58,52,55,53,53,58,69
Bolivia,2,2,2,2,2,3,5,4,7,8,8,9,9,10,10,9,13,12,15,32,37,36,38,46,51,67,73,79,106,103,102,117,147,172,180,210,222,233,252,295
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,2,11,14,20,62,40,55,65,55,55,46,52,47,48,47,56,61,64,84,84
Botswana,26,29,26,23,24,16,22,1,18.5,36,119,119,140,133,146,200,98,132,130,135,134,129,130,186,99,107,97,99,58,60,100,122,124,97,105,95,80,81,63,69
Brazil,152,154,168,19,5,6,10,10,7,9,12,22,34,203,252,347,409,375,444,330,338,345,329,296,339,374,529,563,813,731,1024,1124,1064,1150,1539,1339,1385,2238,2253,2232
Brunei,,,,,,,,,,,,,,,,,,,,,,,89,97,354,376,405,430,420,445,,,,,,,,,,
Bulgaria,,,,,,,,,,,,,,,,,34,16,3,4,26,27,14,13,29,35,50,103,162,101,90,105,107,162,169,151,167,199,180,187
"Burkina Faso",52,45,36,40,36,41,49,58,57,56,81,71,70,62,51,54,57,60,63,66,69,72,75,78,81,84,86,93,100,100,112,42,71,149,161,181,188,199,209,
Burundi,,,,,,9,7,9,6,5,6,5,8,7,4,5,5,2,2,2,2,2,3,3,2.6667,2.3333,2,1.6667,1.3333,1,5,6,5,7,15,21,19,16,19,
"Cape Verde",,,,,,,1,1,2,2,2,3,5,4,3,5,3,5,4.4,3.8,3.2,2.6,2,7,12,5,6,6,10,12,8,9,10,10,11,14,36,44,41,38
Cambodia,,,,,,,,,,,,,14,15,38,52,77,39,136,122,60,52,70,56,56,128,120,118,171,159,163,192,265,297,360,314,357,324,310,279
Cameroon,102,101,98,118,106,139,135,137,160,115,111,95,135,107,62,22,37,40,34,28,30,42,56,57,42,56,92,90,57,130,54,81,73,65,82,76,81,84,89,86
Canada,,,,,,,,,,,,,,,,,,,,,1697,1775,1971,2242,2611,3262,3287,4567,4859,4662,5290,5558,5629,5702,5948,5114,5256,6480,6629,6116
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,396,,
"Central African Republic",20,16,18,17,15,15,24,29,33,31,36,35,35,36,27,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,4,1,1,3,7,11,18,25,35,31,39,39,47,41,15,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,70,93,81,14,14,13,12,14,14,18,7,8.1667,9.3333,10.5,11.6667,12.8333,14,21,16,14,16,16,16,4,4,3,3,3,3,104,149,177,238,310,304,386,346,492,685,683
China,,,3,2,2,3,3,3,4,3,5,18,15,15,19,85.6667,152.3333,219,319,619,754,936,1173,1597,1998,1817,2330,2493,2736,2052,1455,1618,1788,1714,4155,20422,20286,16253,16548,15135
Colombia,39,53,35,48,72,98,31,32,14,17,44,105,79,85,146,150,140,112,151,247,219,204,158,65,51,56,66,95,88,124,151,223,246,278,399,334,259,292,313,348
Comoros,2,1,5,4,5,5,7,6,4,5,4,6,11,5,6,4,3.7692,3.5385,3.3077,3.0769,2.8462,2.6154,2.3846,2.1538,1.9231,1.6923,1.4615,1.2308,1,1,1,1,1,1,1,1,1,2,5,5
"Congo (Kinshasa)",,,,,,,,,,,,,,,,,,,,,,,,,,32,32,26,37,31,57,813,670,920,451,851,450,532,914,1004
"Congo (Brazzaville)",39,22,24,30,34,34,39,53,55,40,55,52,53,45,23,27,38,35,35,46,37,32,35,39,49,66,81,58,54,64,70,54,51,57,67,68,402,,,
"Costa Rica",,1,1,1,1,1,1,1,1.8571,2.7143,3.5714,4.4286,5.2857,6.1429,7,36,46,67,93,122,142,140,148,192,192,209,246,271,269,239,259,291,346,403,419,408,416,469,507,530
"Ivory Coast",787,504,400,329,299,287,432,514,528,413,471,446,457,430,355,457,524,496,517,499,515.3333,531.6667,548,564.3333,580.6667,597,661,699,759,746,726,729,694,736,747,650,716,847,919,
Croatia,,,,,,,,,,,,,,,,,16,40,41,47,92,100,128,158,165,197,262,345,393,350,333,363,247,267,443,414,425,467,533,531
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,135,117,121,130,127,142,140,131
Cyprus,9,7,8,7,6,6,7,7,11,10,12,18,24,25,34,48,54,51,52,52,48,79,107,184,213,241,240,305,814,695,952,895,760,742,790,635,690,772,862,835
"Czech Republic",,,,,,,,,,,,,,6,55,100,302,341,745,642,603,711,893,1100,800,1341,1678,2296,2586,2045,1497,1522,1335,1079,1523,1376,1659,2056,2786,3447
Denmark,,,,,,,,,,,,,161,160,200,209,289.5,370,346,694,662,745,860,1029,1226,1512,1775,3054,4025,3391,2833,3148,2979,3059,3172,2781,2914,3141,3393,3312
Djibouti,,,,,,,,,,,,,,,,,,,1,1,2,2,2,5,5,5,5,5,5,6,12,13,12,,,,,,,
Dominica,,,,,,,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,25,21,20,10,
"Dominican Republic",,,,,,,,,,,,,,10,7,7,9,8,19,18,19,22,23,23,24,25,27,28,35,27,534,566,565,531,575,585,617,651,736,854
Ecuador,67,66,125,86,122,114,167,147,188,175,2,3,3,3,5,4,9,4,5,5,6,7,7,7,7,54,62,83,66,95,136,148,154,167,196,292,302,371,467,655
Egypt,,,,,,,,,,33,27,33,233,140,255,223,142,344,108,39,32,35,14,79,13,57,135,180,241,255,305,293,293,355,351,623,352,271,515,472
"El Salvador",9,2,7,7,7,3,1,1,4,4,3,2,1.8,1.6,1.4,1.2,1,3,5,7,19,26,22,24,32,24,28,28,19,20,22,27,27,28,51,74,165,187,190,232
Eritrea,,,,,,,,,,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,
Estonia,,,,,,,,,,,,,,,1,3,2,5,3,3,3,2,5,16,25,49,74,91,128,92,123,114,113,100,114,94,122,151,234,249
Swaziland,9,10,10,13,13,10,13,5,5,4,4,5,8,7,6,4,4,2,2,7,21,26,21,39,4,8,17,8,6,11,12,28,50,27,18,19,19,19,24,27
Ethiopia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,13,14,17,17,9,16,14,15,21,27,47,22,20,23,14,14,30,12,9,
"Faroe Islands",,,,,,,,,,,,,,,,,,,7,6,6,13,10,5,5,18,23,33,41,31,31,34,,,,,,,,
Fiji,10,12,8,9,8,11,14,14,12,21,22,25,22,23,28,30,40,36,38,40,2,4,4,4,16,8,10,9,13,7,10,11,8,8,11,10,13,15,16,11
Finland,15,12,12,12,11,12,6,7,10,6,16,59,34,35,42,54,55,89,104,111,100,97,114,149,225,266,437,553,685,687,721,445,774,835,762,928,882,998,1011,958
France,5070,4670,4340,4110,3840,4170,5150,5760,6393,5571,6956,7020,8154,7429,4282,4941,4464,4000,4230,4080,5121,5385,6134,7722,9095,9470,10285,11945,13269,11767,12026,12858,12561,13425,13730,12792,13284,13799,15075,15088
"French Polynesia",,,,,,,,,,,,,,,,,,,,,,,61,51,46,47,51,56,70,64,71,56,58,46,17,10,23,,,
Gabon,144,84,79,92,89,104,165,147,154,128,147,118,145,197,156,99,113,104,89,85,78,96,96,115,110,186,170.5,155,278,253,159,239,356,250,281,122,,,,
Gambia,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,3,8,58,91,66,70,25,20,19,17,18,
Georgia,,,,,,,,,,,,,,,,,,12,11,47,21,20,19,22,24,27,27,32,51,34,55,77,87,88,86,96,100,122,151,170
Germany,5826,4794,4481,4291,4042,3601,4632,5534,5872,5485,6854,6895,8586,8513,9279,11356,11029,9885,9503,10520,8663,9185,10127,11566,12607,12706,12705,14079,15236,15336,14682,16126,15581,19977,20084,18249,19348,21679,24322,24062
Ghana,9,10,6,13,14,11,4,3,3,4,4,5,4,4,5,5,5,5,6,6,6,6,6.1818,6.3636,6.5455,6.7273,6.9091,7.0909,7.2727,7.4545,7.6364,7.8182,8,5,9,2607,1549,1112,956,667
Greece,59,65,64,77,58,45,60,77,95,118,122,118,173,250,222,300,319,342,486.5,631,545,536,412,379,497,902,982,1459,1912,1845,1932,1942,1437,1291,1424,1870,1800,2083,2287,2666
Grenada,3,5,5,4,5,6,7,7,8,4.5,1,1,1,1,1,1,1.5,2,3,3,1,1,1,1,1,1,1,2,2,1,2,2,2,2,44,48,48,52,55,
Guatemala,11,7,3,3,7,6,6,8,6,9,14,19,20,9,11,8,13,21,33,27,56,32,82,86,34,42,46,17,27,22,21,27,28,28,26,23,19,18,19,18
Guinea,,,,,,,12,12,20,18,20,21,22,20,22,10,11,14,23,18,27,37,18,46,48,60,52,39,56,45,41,39,51,81,36,26,34,28,23,83
"Guinea Bissau",,,19,13,6,4,12,12,10,16,12,20,15,15,13,3,3.2857,3.5714,3.8571,4.1429,4.4286,4.7143,5,6,5,5,4,4,17,20,20,30,25,35,37,38,24,48,57,
Guyana,,,,,,,,,,,,,5,11,11,12,23,18,22,27,27,24,53,50,81,55,48,61,72,86,128,138,184,123,122,132,138,139,142,149
Haiti,54,62,47,43,45,47,53,57,61,63,58.2727,53.5455,48.8182,44.0909,39.3636,34.6364,29.9091,25.1818,20.4545,15.7273,11,19,22,31,39,60,76,96,117,135,167,240,232,248,249,247,266,298,309,284
Honduras,,,,,,,,,,,,,,,,,8,10,1,1,9,12,11,12,17,9.5,2,2,37,27,27,33,36,41,42,41,41,261,288,330
"Hong Kong",,,,,,,,,,,,,,,,,,,175,167,225,309,299,317,321,348,377,388,393,413,483,554,607,656,711,759,817,875,934,1007
Hungary,,,,,,,,,,,,,,,,146,94,86,75,98,301,315,392,484,582,697,798,1000,1119,896,860,914,863,858,869,677,782,863,1109,1406
Iceland,6,5,5,4,6,5,7,17,17,17,25,26,25,21,18,20,15,17,18,23,23,14,21,19,28,54,82,115,101,68,67,73,66,73,94,84,139,320,347,367
India,29,15,14,40,27,31,42,65,93,99,106,52,68,259,351,419,538,162,44,36,486,751,1187,1265,1653,1348,1562,2059,3812,2890,3829,4078,4963,6432,6222,4883,5623,6959,6782,7532
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,913,1179,1359,1654,1971,2702,2840,3164,3634,3951,4119,4605,5151,5177,5148,5071
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,83,781,17,31,27,48,78,548,484,599,539,350,396,500,664
Ireland,,,,,87,62,93,195,152,127,165,168,177,160,162,173,179,170,166,121,340.8333,560.6667,780.5,1000.3333,1220.1667,1440,1853,2520,2673,2551,2266,2195,954,910,934,704,694,1613,725,754
Israel,31,38,453,512,499,410,553,751,749,731,850,795,1120,908,919,1410,2030,2400,2870,3080,3255,3039,2781,2502,2218,2206,2381,2824,3679,3465,3769,4251,4220,4837,4837,4733,5004,5873,5902,6243
Italy,428,446,517,502,500,606,795,1286,1926,2700,3764,2781,2686,2533,2234,1823,2083,2168,2375,2553,1945,1897,2062,2514,2689,2588,2464,2870,14445,14402,12883,14510,11821,11566,11136,9068,8781,8842,9907,9577
Jamaica,35,35,32,37,39,58,42,40,23,24,27,27,29,27,55,74,96,117,134,150,152,179,242,322,391,369,358,396,365,269,279,305,334,297,275,287,298,303,309,
Japan,220,240,330,320,290,434.2857,578.5714,722.8571,867.1429,1011.4286,1155.7143,1300,1370,1580,1580,1820,3556,3624,3399,3539,2531,2345,2679,1504,1212,1150,3332,3639,4548,3932,4366,4536,4043,2872,4215,4000,5067,5283,6151,6813
Jordan,154,158,177,201,254,236,247,184,155,91,71,61,86,78,93,107,100,200,207,204,197,193,194,227,272,349,402,479,472,502,605,550,685,535,675,597,570,673,637,575
Kazakhstan,,,,,,,,,,,,,,,,504,422,522,471,356,-,203,365,651,1219,1893,2958,4212,3462,2934,3006,3409,3432,3386,3457,3181,2396,2691,2680,2660
Kenya,13,13,11,11,7,6,7,9,8,3,7,4,7,7,7,9,9,46,71,26,15.5,5,6,7,34,56,25,16,64,61,19,26,15,16,171,35,18,20,11,3
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,
"South Korea",58,33,27,21,37,27,37,34,155,822,1026,1274,1409,1180,1356,2062,2900,2796,1682,2492,3640,4487,5862,6806,6931,6899,7463,8019,7885,7492,9544,9980,9756,9403,9978,8720,10784,12888,13531,10731
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,172,162,120,96,127,156,127,151,118,106,100,68,67,62,59,42
Kuwait,692,689,875,865,963,1040,1080,1100,1180,1280,770,426,829,1230,1330,1350,1380,1380,1610,1730,1734,1785,1926,2144,2404,2648,3183,9764,10323,11749,11864,13012,15459,17711,18128,15203,15288,13760,14347,14782
Kyrgyzstan,,,,,,,,,,,,,,109,66,41,33,29,50,51,11,13,14,18,30,53,68,90,101,107,168,228,286,390,454,363,378,476,560,574
Laos,,,,,,,,,,,,,,,1,9,10,7,7,5.8,4.6,3.4,2.2,1,1,1,5,6,9,22,19,76,70,69,54,43,39,103,124,
Latvia,,,,,,,,,,,,,,,2,1,2,5,8,8,132,142,4,5,9,17,25,41,791,571,315,358,338,376,292,273,234,203,239,241
Lebanon,,,,,,,,,,,,,,,,,,,,,,,2521,4081,4233,4012,3445,2962,4366,5749,4390,4377,4698,4949,4289,3675,4171,4453,5007,4333
Lesotho,,,,,,,,,,,,,,,,75,60,56,56,34,,,,,,,,,,,,,,,,,,,,
Liberia,32,33,75,126,121,102,136,126,120.3182,114.6364,108.9545,103.2727,97.5909,91.9091,86.2273,80.5455,74.8636,69.1818,63.5,57.8182,52.1364,46.4545,40.7727,35.0909,29.4091,23.7273,18.0455,12.3636,6.6818,1,301,307,435,395,364,340,357,316,339,
Libya,1050,1530,1580,2030,1240,859,490,466,497,472,446,409,394,324,283,222,272,192,208,213,463,683,786,676,975,914,945,762,964,1361,1609,650,1971,3199,1120,840,756,680,744,
Lithuania,,,,,,,,,,,,,,,1,1,33,58,63,47,38,29,31,42,280,259,426,567,652,680,552,1026,1135,852,905,589,584,548,617,602
Luxembourg,,,,,,,,,,,,,,,,2220,2300,2220,2460,2700,2720,3139,4114,5120,6084,6742,7627,9368,11043,10759,10659,11775,11341,12198,12869,11190,11648,12669,14116,13736
Macau,,,,,,,,,,,,,,,,,,,,,,,123,120,146,233,441,792,1018,768,637,774,973,1283,1630,1959,2040,2057,2152,2303
Madagascar,31,23,20,12,11,14,16,12,14,13,18,10,9,7,8,11,13,15,13,11,12,11,5,18,9,23,27,38,41,50,59,54,63,55,50,58,48,63,74,
Malawi,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,4,7,7,7,7,10,10,13,15,17,18,16,19,20,8,10,12,29
Malaysia,19,17,15,15,15,13,21,131,183,184,230,205,227,299,188,1331,1423,2077,2928,484,599,634,3826,3464,5064,5679,5597,6388,6786,6529,8628,9422,8958,8982,10192,10483,10105,9394,10916,11377
Maldives,,,1,2,3,2,3,4,6,6,8,17,19,27,22,27,27,28,31,41,46,50,51,55,62,70,84,189,219,190,189,240,260,266,301,348,376,475,532,594
Mali,19,15,14,13,12,29,38,44,40,42,45,51,69,56,37,42,23,21,32,30,26,23,30,58,64,69,57,83,105,167,176,129,111,134,147,133,160,155,207,
Malta,8,7,5,4,6,5,6,8,9,24,25,8,5,2,3,13,15,13,12,15,8,8,9,12,376,192,223,259,1320,1864,1612,1108,1050,1108,1113,404,451,479,512,493
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,8,9,23,24,24,18,19,23,24,
Mauritania,33,22,32,27,24,24,29,32,34,32,31,29,30,23,25,14,12,12,10,26.4286,42.8571,59.2857,75.7143,92.1429,108.5714,125,141.4286,157.8571,174.2857,190.7143,207.1429,223.5714,240,255,189,172,112.5,53,27,10
Mauritius,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2.6667,4.3333,6,8,9,9,9,10,10,13,10,8,9,8,8,701,600,599,581,747,798
Mexico,11,19,7,34.7419,62.4839,90.2258,117.9677,145.7097,173.4516,201.1935,228.9355,256.6774,284.4194,312.1613,339.9032,367.6452,395.3871,423.129,450.871,478.6129,506.3548,534.0968,561.8387,589.5806,617.3226,645.0645,672.8065,700.5484,728.2903,756.0323,783.7742,811.5161,839.2581,867,1002,811,654,806,1000,981
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,17,17,18,16,17,,,,,
Moldova,,,,,,,,,,,,,,,10,1,6,20,24,25,29,39,36,44,42,46,57,72,92,87,116,80,93,94,147,154,141,144,165,179
Mongolia,,,,,,,,,,,,,,,,,,,3,3,5,6,16,19,49,40,77,90,172,83,169,312,531,441,337,228,171,183,217,233
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,26,33,44,53,64,72,54,60,70,111,123
Morocco,77,59,46,38,31,21,19,24,21,14,16,22,29,17,17,20,19,20,32,28,23,27,30,34,34,35,38,49,54,60,62,71,64,63,100,79,107,112,138,133
Mozambique,25,29,24,20,26,25,23,25,25,28,25,30,27,21,19,21,16,23,31,140,120.6667,101.3333,82,62.6667,43.3333,24,26,45,57,66,54,41,96,100,194,191,98,219,209,202
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,14,14,23,23,24,19,31,86.4286,141.8571,197.2857,252.7143,308.1429,363.5714,419,566,382,298,96,151,179
Namibia,,,,,,,,,,,30,26,17,13,11,11,11,17,10,9,9,8,8,15,17,18,20,16,42,68,82,112,104,83,131,71,50,68,58,96
Nepal,,,,,,,,,,,,,,3,9,9,18,22,24,27,17,24,34,26,64,66,79,4,5,12,32,39,50,28,9,9,20,33,49,60
Netherlands,970,884,872,737,648,658,886,1246,1164,1194,1393,1416,2109,2280,2513,2803,4264,3181,2813,3276,1447,1534,1642,2471,4195,4545,6079,10084,12697,11672,9396,10252,9573,9686,8283,10199,10484,11295,12934,14548
"New Caledonia",,,,,,,,,,,,,,,,,,,,,,,19,21,21,28,50,56,68,92,83,87,68,61,48,29,60,,,
"New Zealand",151,192,134,132,122,127,172,241,347,353,366,350,311,291,349,427,605,683,437,469,187,216,311,382,457,647,552,623,624,524,534,636,669,717,777,729,791,853,886,912
Nicaragua,2,4,2,3,2.92,2.84,2.76,2.68,2.6,2.52,2.44,2.36,2.28,2.2,2.12,2.04,1.96,1.88,1.8,1.72,1.64,1.56,1.48,1.4,1.32,1.24,1.16,1.08,1,1,1,1,2,1,1,2,2,2,2,2
Niger,53,48,48,43,41,49,73,66,69,56,66,65,65,61,47,29,33,20,21,19,12,10,6,9,25,29,29,18,22,25,72,112,91,92,147,101,109,170,184,
Nigeria,524,485,428,409,333,298,150,22,37,29,9,54,35,2,4,5,2,4,5,9,1,1,1,12,21,68,102,54,58,47,47,76,39,50,55,1035,745,275,68,91
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,1,11,21,12,14,21,23,16,16,16,18,25,33,26,23,25,24,24,24,20,24,27,25,22
Norway,110,133,140,127,109,144,181,238,227,251,295,411,446,532,475,603,647,703,746,958,1060,1022,923,1430,1749,2174,2597,3577,4750,4174,4118,4427,5100,5799,5941,4578,4162,4025,4411,4619
Oman,397,501,599,738,863,950,885,741,801,830,856,910,1220,1420,1370,1540,1370,1500,1470,1440,1451,1532,1602,1672,1826,2257,2788,3670,5181,5316,5704,7215,8087,9104,10301,10991,10312,9815,9958,9134
Pakistan,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,4,4,2,5,3,2,3,2,5,10,3,3,2,5,8,9,28,34,16,16,30,64,120,130,124
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,11,10,9,9,9,10,10,10,17,18,21,,
Panama,37,32,35,38,32,31,27,39,41,36,22,16,20,24,25,20,20,21,21,21,22,42,45,57,72,88,236,296,388,450,486,464,564,644,815,829,839,838,797,824
"Papua New Guinea",28,41,46,42,37,34,39,43,50,50,43,21,21,20,20,16,18,26,16,16,11,11,57,91,117,128,159,284,321,316,395,551,511,515,406,281,198,268,92,
Paraguay,2,2,2,3.5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,,,,,,24,33,21,46,59,75,87,73,92,89,34,29,74,78,79,,,,,,,,,,,,,,,,,,,,
Philippines,12,11,9,8,1,1,6,3,10,4,5,9,8,45,89,151,57,46.3333,35.6667,25,53.3333,81.6667,110,138.3333,166.6667,195,63,66,117,94,109,135,152,210,183,153,196,246,259,226
Poland,,,,,,,,,,,,,,,155,262,243,181,176,191,311,345,353,325,552,621,694,1018,1474,1154,1326,1416,1538,1579,2183,2574,3732,5886,7116,7132
Portugal,33,15,13,13,8,15,38,19,29,28,77,94,109,459,387,527,359,292,300,430,203,251,256,259,378,436,445,346,388,518,506,671,560,559,457,344,283,301,262,255
Qatar,,,,,,,,,,,,,,,,,,,,1259,2024.5,2790,3555.5,4321,5086.5,5852,6617.5,7383,8148.5,8914,9679.5,10445,10413,11281,11230,12192,11982,12759,11558,11964
Romania,,,,,,,,,,,,,,,5,2,2,1,6,8,6,5,6,8,6,22,41,55,168,64,88,128,116,485,593,514,303,389,435,486
Russia,,,,,,,,,,,,,,,3692,3939,4037,3498,2555,1404,232,915,1296,2264,4190,6827,12104,19881,29719,21148,21454,26010,31648,37217,32640,19689,16244,20610,22308,22217
Rwanda,22,21,19,18,17,16,24,25,28,23,21,18,2,13,7,1,6,28,3,4,10.5455,17.0909,23.6364,30.1818,36.7273,43.2727,49.8182,56.3636,62.9091,69.4545,76,103,107,114,126,123,134,135,143,
Samoa,,,,,,,,,2,3,3,3,4,3,4,4,6,3,3,3,4.6,6.2,7.8,9.4,11,16,21,10,9,8,9,12,9,18,12,16,18,19,17,
"Saint Thomas and Principe",,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
"Saudi Arabia",4090,5350,5350,5240,5280,5200,4800,4930,6500,8530,11200,13700,13400,15700,18100,16600,15500,15000,14900,14000,15390,15120,15854,14783,13555,14303,15943,16436,21696,26470,27069,28475,29493,34984,36924,38787,37843,36119,33882,31197
Senegal,91,76,69,59,52,47,58,61,67,66,79,89,96,94,60,76,68,70,67,61,55,51,40,57,77,98,96,143,145,175,217,209,221,281,300,272,389,409,592,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,180,153,155,204,218,255,267,245,239,273,297,332
Seychelles,,,,,,,,,,9,10,10,13,12.625,12.25,11.875,11.5,11.125,10.75,10.375,10,6,5,7,8,10,17,52,51,62,41,50,57,61,58,74,63,68,70,73
"Sierra Leone",2,1.5,1,1,1,1.1111,1.2222,1.3333,1.4444,1.5556,1.6667,1.7778,1.8889,2,2.1111,2.2222,2.3333,2.4444,2.5556,2.6667,2.7778,2.8889,3,3,3,2,4,4,3,3,11,21,20,9,7,7,5,4,7,
"Saint Martin (Netherlands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,108,108,114,107,116,104,94,99
Slovakia,,,,,,,,,,,,,,2,6,3,13,14,9,8,7,10,11,16,29,50,59,82,153,138,70,70,154,175,226,240,242,271,364,351
Slovenia,,,,,,,,,,,,,2,17,20,31,30,30,31,28,27,27,45,65,79,91,140,248,380,247,212,219,199,211,228,201,215,252,296,320
"Solomon Islands",,,7,3,3,3,4,4,6,5,6,7,6,2,6,9,11,4,3,6,6,2,1,2,2,2,11,12,14,39,62,67,47,45,46,56,69,55,63,83
"South Africa",1017,1050,952,1078,934,722,843,1070,1070,1091,1204,864,808,707,659,630,593,670,696,723,614,521,506,706,935,1042,1055,1173,1119,1144,1353,1423,1320,1182,1094,980,897,1033,1098,1052
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,146,64,123,103,16
Spain,11,12,17,16,23,131,129,130,163,247,254,386,562,669,716,869,1023,1084,1245,1965,622,574,533,539,705,733,794,897,749,557,471,497,407,353,403,368,304,363,443,459
