Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Malaysia,22874,21611,22642,22749,24185,24345,25811,25667,25665,27421,29411,31452,33240,34820,37018,39686,41676,42381,46097,48754,51722,55542,59728,68363,73470,74079,83307,90094,97977,105955,114765,122901,130200,138148,148869,147335,149198,157096,170968,186961,204807,224362,244298,268473,293204,322025,354234,380190,352213,373806,406218,408321,430334,455244,486122,510311,538809,572749,600425,591336,635851,669512,706157,739302,783709,823115,857849,905031
Mali,3326,3449,3575,3708,3841,3984,4131,4284,4440,4606,4736,4766,4793,5115,5358,5435,5664,5850,6070,6040,6412,6635,6978,6808,6642,7563,8591,9176,8930,11079,9778,9449,8907,9299,9708,9928,10556,10756,10739,11834,11923,12839,12639,13089,13586,13993,15012,15732,16193,17204,17193,19837,20453,22319,22667,24148,25274,26157,27405,28688,30241,31220,30959,31673,33903,35925,38004,40062
Malta,650,680,714,748,781,804,894,906,962,980,1037,1028,985,984,1004,1073,1189,1272,1399,1489,1677,1718,1819,1894,2084,2492,2916,3271,3637,4018,4301,4444,4545,4517,4560,4678,4860,5059,5485,5934,6307,6702,7016,7330,7745,8236,8547,8996,9457,9904,10574,10639,10956,11235,11284,11711,11926,12401,12816,12500,12943,13117,13443,14056,15224,16332,17146,17832
Mexico,150970,162645,169151,169615,186579,202376,216258,232640,245012,252331,272778,283181,295896,317857,352532,374503,397609,421881,451935,479398,510875,532186,577355,625908,664157,701420,731156,756326,818717,893673,968062,1053195,1045748,1000823,1036849,1065594,1025593,1044625,1057634,1102037,1157893,1206696,1249426,1276838,1341507,1258031,1344773,1436969,1504865,1548977,1629453,1615518,1620214,1652080,1723049,1775302,1864091,1922777,1949702,1858059,1953010,2032001,2113651,2142398,2191032,2249088,2300499,2358011
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21834,23115,24471,25501,26012,23466,25019,25006,25126,26993,26011,21459,15236,15052,10402,10253,9650,9809,9168,8859,9046,9601,10351,11036,11848,12737,13347,13747,14824,13937,14926,15943,15826,17313,18142,18071,18842,19407
Morocco,22324,23060,23820,24605,25416,26253,26420,26588,26759,26928,27100,28049,29032,30049,31101,32191,33984,35877,37876,39986,42214,44580,45652,47282,49828,53168,59020,61911,63712,66628,72693,70683,77495,77047,80271,85296,91975,89905,99107,101374,105206,112798,110431,109613,121219,114667,128854,126843,136025,137496,140126,150383,155077,164322,172204,177873,191346,198104,209838,218743,227090,239003,246196,257363,264233,276254,279631,290816
Mozambique,2657,2750,2848,2947,3016,3202,3218,3290,3446,3632,3720,3826,4089,3943,4113,4206,4342,4639,5160,5774,6082,6497,6707,7087,6550,5492,5229,5272,5312,5389,5540,5641,5487,5094,4956,4509,4576,4740,5011,5213,5290,5637,5342,5810,6168,6306,7999,8867,9918,10694,10874,12257,13335,14201,15311,16646,18286,19644,20994,22328,23821,25516,27353,29307,31488,33565,34856,36757
"Burma (Myanmar)",9428,10801,11038,11328,10625,12009,12804,13558,13186,15231,15737,16118,17523,18018,18339,18803,18018,18525,19744,20559,21488,22190,22355,22438,23626,24606,26104,27663,29449,30838,33478,35372,37290,38914,40834,41998,41554,39888,35361,36667,37700,37455,41073,43554,46810,50063,53288,56300,59550,66068,75150,83675,93737,106714,121190,137634,155631,174293,180568,189856,200003,211186,226672,245771,265411,283970,301350,324554
Netherlands,121439,123987,126486,137480,146826,157720,163517,168115,167616,175811,190604,191154,204247,211643,229185,241178,247825,260868,277609,295482,312309,325494,336268,352032,365994,365660,382878,393287,402563,411528,416491,414380,409558,416561,430258,443507,455723,462167,474254,496447,516849,529455,538488,545260,561406,578899,599547,625327,653625,686645,715750,730954,731712,733789,748690,764865,791778,821061,835012,803552,814823,828379,819622,818062,829676,848433,867183,895800
"New Zealand",29242,27009,28184,29148,33160,33778,35528,36543,37979,40682,40682,42957,43883,46663,48937,52054,55338,52812,52726,58170,57346,60320,62904,67373,71383,70562,72284,68763,69040,70448,70932,74375,75767,77844,81680,82311,84036,84384,84150,84902,84683,82856,83529,87650,93502,97589,101280,104269,105078,109743,114161,116729,122678,128300,133923,137344,141137,146705,146075,146625,149491,152351,156236,159521,164061,169165,175841,179357
Niger,3618,3752,3890,4031,4179,4335,4494,4661,4834,5015,5337,5558,6144,6752,6770,7280,7190,7223,7280,7063,7280,7693,7295,6054,6582,6401,6445,6944,7877,8442,8851,8956,8847,8684,7215,7342,7678,7403,7820,7830,7689,7881,7367,7474,7773,7259,7629,7667,8641,8727,8502,9185,9676,10358,10273,11137,11784,12157,13330,13235,14342,14658,16395,17259,18559,19294,20265,21400
Nigeria,67839,72926,78150,79982,85884,88122,86087,89615,88597,92464,96602,99858,105557,115461,120414,128554,124416,105082,103929,131810,172378,192662,199920,217083,242252,234993,260568,270065,254123,271694,276781,254598,252292,235264,224749,244626,249239,247407,271965,289535,304595,302914,309558,314415,315221,321123,334135,343778,352358,354196,373743,398659,456881,500297,552538,591262,631030,677210,725964,786606,875170,917942,957224,1008860,1072517,1100967,1083166,1083166
Norway,44597,47013,48670,50603,53157,54331,57230,58956,58956,61442,64899,68966,70908,73620,77285,81389,84467,89744,91759,95900,97806,102824,108061,112830,117560,123706,130959,136547,141310,147642,154950,156446,156773,162387,171978,180920,187432,191284,191202,193031,197056,203135,210396,216382,227321,236764,248668,261810,268681,274090,282875,288774,292926,295620,307324,315391,322944,332406,333683,328269,330245,333444,342610,346032,352672,358353,362216,368736
Oman,1776,1888,2007,2133,2268,2410,2563,2724,2895,3078,3268,3305,3971,4149,4152,4170,4388,7294,13268,16675,17252,17399,19028,16387,18271,22734,25650,25727,25235,26316,27908,32664,36432,42515,49626,56568,57788,62411,64278,66977,67011,71060,77096,81834,84979,89081,91656,97318,99953,100280,106846,111636,110411,107469,108851,111564,117560,122790,132862,140981,147756,146118,159755,166740,170980,178123,183523,183490
Pakistan,51898,50196,50382,55206,56475,57774,59474,62073,62938,63620,66742,70795,75928,80691,86784,90651,98041,101722,108836,115888,127918,128536,129557,138774,143507,149444,157331,163578,176784,183278,202361,218414,234984,250937,260898,283637,301619,319160,339695,356001,372396,396289,414603,426032,444612,466412,479869,488441,503642,523614,539832,553919,576343,611713,657734,703086,741651,765608,782997,800306,817769,843389,876782,916576,959600,1009869,1065437,1123258
Peru,33032,35603,37439,39810,40916,43958,45948,48191,48339,48587,55299,60211,64703,67699,72418,77292,83811,87157,86233,88457,95362,99644,102843,108267,113976,123004,124730,124660,124647,132108,138270,144592,144752,125313,131052,133604,146937,159446,146290,128404,121864,124568,123893,130393,146441,157293,161697,172170,171494,174057,178749,179851,189662,197562,207359,220391,236982,257168,280683,283627,307597,327440,346925,367180,376012,388404,403938,414714
Philippines,42094,46632,49526,53954,58012,62037,66391,69981,72403,77331,78385,82789,86740,92864,96065,101124,105600,111221,116723,122158,126755,133636,140916,153486,158947,167792,182570,192798,202769,214204,225234,232943,241308,245900,227892,211239,218457,227877,243264,258359,266206,264666,265560,271180,283078,296323,313646,329909,328006,338115,353030,363247,376491,395204,421673,441819,464983,495750,516337,522266,562127,582699,621646,665559,706460,749318,801200,849272
Poland,129055,134734,137831,145833,154092,161577,168805,177709,186356,191776,202101,218233,215265,228170,238365,251529,267403,277082,293859,290891,305991,327801,351676,378133,400330,419172,429626,437627,453501,445112,433885,410784,407041,427174,443047,447693,461890,455695,465761,458534,414139,385149,395163,410179,431509,461714,489678,521309,545366,570683,596704,604151,616485,638447,671235,694686,737615,789505,823056,846268,876792,920778,935571,948583,979721,1017387,1044639,1086425
Portugal,34767,36324,36372,38910,40777,42459,44312,46274,46882,49420,52720,55600,59291,62810,66951,71934,74861,80512,87675,89536,97695,104175,112524,125128,126559,121056,129409,136659,140508,148430,155243,157756,161123,160843,157821,162252,168971,179753,193216,203140,212031,219176,226036,224483,227826,233083,241233,251911,263982,274246,284633,290164,292395,289664,294911,297173,301788,309308,309925,300695,306404,300807,288689,285427,287976,292567,296659,303482
Qatar,8495,9209,9761,10730,11953,12242,13142,13618,14281,15759,16659,16676,17322,18460,19072,20457,27763,33573,38688,41279,41831,51957,58617,69364,63052,64853,69755,62211,68098,70885,75914,64980,52688,47293,46146,41194,34856,35553,36088,36479,36487,35881,39946,39417,39976,40935,42726,55549,61780,64427,69599,72313,77506,80389,95839,103020,129981,153359,180448,202023,238653,270573,283256,295748,307516,318436,325537,333741
Romania,68338,73284,78583,84269,90366,96904,101181,105651,110316,115190,120275,128408,132918,142485,151506,160937,179320,187520,191484,200300,204810,233717,248752,256679,271098,283262,297750,304516,314425,323514,324402,322420,322694,319823,332534,331988,337660,330553,329732,319208,284561,238494,217688,220999,229695,246093,255616,243305,238227,237270,242953,256539,269839,284745,308546,321418,347311,371149,402544,374097,371110,375030,377434,390764,402785,418646,438818,457662
Russia,,,,,,,,,,,1191796,1277605,1372148,1427034,1519791,1603380,1717220,1825405,1938580,1988983,2156057,2246612,2311764,2493188,2582484,2687789,2770722,2856213,2910336,2939496,3041861,3078376,3097003,3158762,3171608,3219120,3299283,3296334,3348985,3372573,3289251,3124788,2671694,2439257,2129471,2042163,1968481,1995674,1889001,2008979,2210806,2323344,2433564,2612407,2799863,2978385,3221232,3496165,3679637,3391850,3544611,3724186,3860341,3929259,3958281,3846336,3837679,3906757
"Saudi Arabia",44281,48000,50879,55927,62303,63764,68458,70894,74392,82052,90244,100960,113005,122835,133640,149847,171633,186733,203382,218969,239515,274054,316121,378513,435591,436742,474426,546116,578618,617276,679667,733513,745646,665498,664745,620242,582471,609394,628877,651593,742812,854292,888358,876243,881139,883007,906296,916299,942811,907330,958372,946768,920077,1023513,1104968,1166557,1199086,1221234,1297559,1270839,1331355,1468329,1547787,1589167,1647624,1715282,1745154,1745154
Senegal,4966,5149,5338,5532,5735,5949,6167,6396,6634,6877,7021,7339,7582,7875,8104,8407,8645,8541,9077,8486,9211,9196,9792,9241,9628,10353,11277,10974,10542,11282,10909,10825,12469,12786,12195,12657,13268,13809,14514,14266,14912,15293,15483,15684,15681,16523,16855,17382,18407,19575,20201,21127,21265,22686,24018,25366,25993,27277,28281,28966,30202,30762,32145,33291,34657,36897,39384,42075
"Serbia and Montenegro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158560,160892,163258,160573,163090,163594,169634,166782,164600,167788,154533,136607,98494,68158,69862,74123,78496,84305,86413,71118,75669,79187,84509,88116,95765,100967,106215,112886,119091,115107,115984,117796,116415,119511,117721,118913,122220,126026
Singapore,5869,6226,6648,7137,7494,7965,8281,8674,9018,8980,9841,10669,11415,12546,12111,13024,14473,16187,18433,20956,23831,26815,30412,33921,36213,37650,40338,43467,47214,51580,56582,62003,66250,71668,77649,76213,77569,84923,94430,103141,112128,119626,128105,142885,158496,169635,182412,197536,193140,204912,223145,221020,230328,240544,263514,283249,308345,336440,342455,340388,392265,416681,432813,454459,470693,479790,489368,499155
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71741,74737,76550,78048,78837,76866,65643,61442,65853,69939,75445,80543,85430,88857,88675,89748,92724,96918,102170,107543,114803,124507,137953,145720,137818,144766,148848,151314,153570,157518,163552,168925,174041
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42117,41818,41521,41734,42543,42969,44332,44076,42799,42586,39136,35653,33705,34664,36510,39209,40587,42663,44065,46389,48317,49742,51650,53118,55430,57648,60909,65137,67287,62040,62808,63216,61516,60847,62737,64191,65790,67990
"South Africa",91185,95471,98845,103495,109605,115076,121459,126109,128754,134498,140152,146170,154377,165684,176808,187386,195501,208906,217933,231337,243374,255319,260243,271185,286413,291702,298814,298267,307112,319149,339757,357629,356170,349696,367477,363100,363282,370668,385896,393921,390273,386299,378044,382707,395085,407394,424939,436187,438443,448782,467427,480214,497827,512508,535851,564128,595740,627674,647704,637741,657127,678709,693730,710999,723083,732475,734521,738194
"South Korea",25491,23529,25057,32322,34218,36076,36248,39042,41088,42680,43528,45727,47113,51264,55691,59045,66155,70967,80025,92155,100070,109834,117866,137811,149803,159746,178530,196956,215446,230812,224617,238558,256659,286171,311002,331365,369653,412232,458699,487985,534383,589713,626131,669001,730590,800511,861306,912315,862400,959925,1045593,1092910,1174139,1208579,1267798,1317542,1385740,1461449,1502796,1513429,1611753,1671093,1709401,1758909,1817682,1868399,1921232,1973106
Spain,126994,139613,151007,150515,161945,168399,182097,187923,196044,191541,194576,219524,244744,269740,296266,315877,339455,362253,384002,418578,442555,467878,506537,551764,592772,613635,639936,665410,687590,697381,713204,716886,729727,748173,759064,774480,800055,845597,891826,938914,980674,1005617,1014972,1004504,1028441,1079534,1108408,1149303,1198792,1252557,1318806,1371572,1411070,1456049,1502158,1558085,1623122,1684295,1703092,1642226,1642453,1626027,1578387,1551462,1572856,1623261,1675786,1726060
"Sri Lanka",14032,14905,15589,15891,16323,17278,17392,17646,18159,18414,19092,19483,20183,20601,21580,22258,22010,24022,25813,26841,28118,27880,28467,29619,30583,31292,32217,34317,36460,38842,40960,43565,45774,48121,50477,52603,55253,55797,57270,58791,62576,69347,67173,72196,77997,82717,92777,102325,100641,103538,112254,110067,114169,120951,127537,135497,145888,155803,165074,170916,184616,200133,218434,225851,237055,248525,259409,271083
"Saint Lucia",208,217,227,237,247,257,269,280,292,305,318,332,346,361,376,393,410,427,446,465,485,510,523,530,560,585,694,759,816,838,791,811,835,882,942,1013,1183,1215,1388,1491,1535,1536,1627,1643,1673,1704,1726,1731,1790,1846,1855,1816,1801,1863,1967,1950,2055,2088,2196,2179,2182,2256,2241,2245,2225,2269,2291,2328
Sudan,19952,20910,21947,22985,24102,25279,27953,27574,28711,32123,32722,32722,34996,33999,33639,35914,35375,34278,36373,38588,36971,39525,38687,35575,39146,44114,52235,60176,59238,53093,53612,54729,61652,62929,59777,56026,58240,59537,60236,64964,59757,64245,68471,71599,72320,76657,81194,89774,93642,96549,102675,109350,116378,125379,130248,140003,154094,171848,185256,191262,197897,195520,175526,190968,198959,207888,212894,220289
Sweden,88751,92235,92886,94409,98954,101513,105317,108708,111420,116307,122933,129846,135731,142441,152057,159680,164580,170948,178012,186780,195618,200225,205465,213221,220975,223220,227852,224596,224289,231460,233258,231875,234613,238789,246296,250504,257254,265382,272781,281165,284486,281226,277968,272226,283354,294757,299231,307910,320925,335463,351348,356841,364241,372930,389043,400008,418760,433019,430607,408281,432733,444263,442991,448489,460169,478967,494187,510496
Switzerland,96966,104818,105682,109401,115564,123341,131530,136753,133859,142276,152231,164555,172443,180896,190402,196451,201260,207421,214860,226967,241442,251283,259324,267232,271121,251376,247846,253879,254916,261268,273290,277605,273614,275000,283323,293010,297778,299968,309301,322725,334807,331741,331596,331178,335383,336996,339021,346860,357074,362942,377264,382722,383270,383461,394363,406344,422650,440149,450173,440586,453600,461785,466625,474934,484418,488498,494735,500672
Syria,7292,7015,8838,10019,11492,10369,12280,13038,11237,11660,11871,12848,15896,15889,16246,16203,14956,16195,16801,19951,19192,21095,26375,24122,29941,35781,39704,39201,42621,44167,49461,54164,55316,56104,53822,57110,54288,55324,62667,57052,61412,68000,77008,82713,87290,92024,94753,93720,98925,95838,98037,101644,107638,105446,112724,119731,125772,132910,138859,147069,152128,143152,112661,93058,77517,65890,67010,68149
Taiwan,11576,12503,14000,15307,16767,18126,19123,20530,21909,23585,24916,26630,28734,31421,35256,39181,42673,47244,51577,56192,62503,70651,80060,90334,91383,95888,109177,120304,136657,147827,158620,168395,174376,189105,209149,219508,245063,284764,297949,322480,339874,368285,398828,425957,457879,487647,517760,549412,572547,611005,650235,642043,677834,705765,751682,792392,836952,891495,897773,883708,977655,1014851,1035795,1058607,1101175,1109098,1125515,1148026
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16498,16578,16659,17287,17548,17742,18160,17754,19991,18497,18331,16773,11355,10070,7927,6963,6642,6749,7070,7392,8034,8784,9641,10605,11677,12534,13391,14355,15533,16176,17247,18426,19818,21318,22711,24103,25817,27108
Tanzania,9762,10992,11216,10816,11695,11978,12124,12417,12524,13139,13676,13520,14750,15677,16536,17132,19328,20109,21144,21534,22784,23740,25332,26152,26757,28143,30154,31003,31901,32292,32565,32204,32624,32477,33287,33209,34293,36040,37563,38822,40218,41051,41291,41789,42444,43960,45957,47577,49342,51730,54282,57538,61508,65418,70136,74663,78142,84757,89475,94291,100286,108214,113777,122041,130541,139619,149327,156793
Thailand,25486,27287,28798,31971,31721,34493,35081,35473,36756,41177,46170,48575,52351,56590,60452,65264,72612,78679,85127,91796,97807,102544,106871,117525,122790,128868,140684,154556,169821,178717,186948,197990,208588,220236,232905,243728,257216,281701,319134,358037,398019,431464,471287,512173,553131,598046,631850,614452,567546,593496,619940,641292,680725,729664,775555,808034,848176,894275,909708,903424,971304,979462,1050404,1079106,1088975,1121004,1157302,1201280
"Trinidad and Tobago",3324,3616,3740,3840,3908,4454,5377,5853,6332,6717,7528,7857,8276,8699,8995,9453,9866,10072,10594,10886,11272,11388,12046,12245,12901,13144,14401,15316,17104,17896,19329,20181,19000,17511,18564,17804,17220,16426,15787,15658,15906,16146,16579,16306,16069,17310,18545,19940,21560,23290,24898,25936,27994,32037,34584,36731,41582,43559,45037,43059,44490,44359,44933,46125,45860,45594,43147,41777
Tunisia,6890,6966,7820,8116,8296,7868,8392,8048,9095,8716,9791,10638,10390,11961,12478,13263,13594,13504,14924,15454,16371,18107,21318,21180,22882,24522,26458,27360,29124,31033,33334,35174,35001,36641,38736,40913,40279,42973,43021,44613,48134,50126,54142,55481,57495,59032,63076,66688,69999,74210,77401,81154,82533,87048,92237,95925,101349,107688,112490,115993,118992,116710,121263,124229,127031,128428,129712,132126
Turkey,72119,81351,91087,101255,98371,106305,109765,118492,123901,129599,133421,135658,143951,157509,163999,168327,188015,196453,209651,220757,231576,252562,269151,281620,304702,332107,361027,376604,387351,384033,381148,397662,417609,433000,457881,481249,514927,559858,581637,588273,642513,648462,687269,742542,702029,752505,805233,865849,892624,862370,919633,864802,920410,972030,1065775,1161800,1244401,1307000,1318047,1256040,1362645,1514082,1586606,1721329,1810265,1920436,1981579,2060842
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,18819,19012,19355,19140,19206,19753,20238,22081,20243,20309,19355,16451,16698,13809,12815,11956,10605,11316,13182,15633,18821,21789,25513,29261,33077,36705,40763,46775,49644,54191,62168,69038,76054,83923,89338,94894,101062
Uganda,6209,5960,6333,6612,6519,6947,7332,7649,7699,8090,8475,8388,8729,9729,10468,10697,11362,11970,12274,13628,13833,14242,14335,14249,14273,13982,14087,14304,13522,12032,11622,12069,13063,14031,12839,13094,13137,13969,14975,16068,16707,17004,17999,19202,20680,22577,24066,25178,26707,28831,29967,32594,34894,37043,39193,43115,46155,49877,55078,59522,64085,68456,69990,73289,76631,80976,82858,87042
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516985,532906,549317,573005,586908,583400,586422,602893,608773,633496,604987,552353,497670,427001,329218,289053,260148,252343,247549,247054,261630,285700,300955,329596,368473,379790,408545,442111,452029,383608,384610,405631,406600,406491,379855,342732,350641,357654
"United Arab Emirates",9558,10361,10982,12072,13448,13773,14796,15331,16086,17739,19555,21371,23761,26198,28884,31828,35077,38661,42609,46986,51794,60463,70575,82389,109074,112572,129499,152084,148519,185480,234473,241030,221169,210072,219037,213914,168505,174526,174096,192591,215682,220300,227119,227054,243772,259811,273685,297094,299444,310677,348979,353347,362104,394018,431752,452765,497277,513346,529848,502144,510316,542766,570472,603502,623327,647193,666845,680182
"United Kingdom",611578,629835,628694,653416,680040,704761,713508,724918,723398,752683,796042,822284,830653,862601,908241,931821,949697,970995,1010550,1028891,1053170,1075479,1113538,1188417,1172266,1170911,1197194,1223155,1266761,1301694,1280339,1263652,1283217,1328785,1361990,1410050,1472078,1542164,1618992,1654273,1660782,1642198,1648108,1689426,1755062,1799050,1844903,1902596,1963304,2027766,2103705,2161054,2212860,2289563,2347441,2417209,2477712,2541038,2525100,2415820,2462087,2499242,2532057,2580447,2659679,2718038,2767127,2808634
"United States",2265830,2438373,2529356,2645650,2628272,2813972,2868954,2922814,2893284,3108010,3185305,3259492,3456107,3605563,3814339,4057711,4323513,4431618,4642545,4787959,4796336,4946061,5208215,5504016,5488612,5473207,5760090,6021028,6364531,6581009,6583984,6765189,6652204,6946373,7470196,7781508,8070775,8375994,8749084,9073681,9253445,9269081,9624259,9916348,10345317,10655779,11093759,11638084,12218414,12863048,13458716,13650639,13949267,14393161,14987028,15532621,15990869,16318657,16314403,15900157,16337001,16628813,17027037,17338181,17772781,18256510,18569100,18996519
Uruguay,17139,18465,18719,19673,20934,21110,21469,21678,22282,20325,21044,21645,21162,21266,21692,21940,22691,21750,22096,23442,24538,24303,23455,23633,24375,25825,26865,27165,28595,30358,32194,32814,29711,27974,27668,28072,30561,32983,32983,33409,33702,34895,37663,38664,41479,40878,43159,45337,47278,45876,45061,43502,40434,41375,43295,46242,48137,51286,54966,57299,61770,64959,67257,70376,72655,72925,73985,76574
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57283,59316,61422,63305,61243,62858,62102,61704,66968,68286,67001,66666,59266,57875,54866,54372,55296,58172,60678,63288,65692,68452,71190,74180,79669,85246,91639,100345,109376,118236,128286,138933,150326,162352,175502,189543,204327,218630
Venezuela,71559,76541,83228,86435,95382,103367,112339,129066,131222,139106,139548,135248,141220,147675,160223,170853,173920,184434,197036,204112,219801,223031,225880,241928,247047,254112,273736,290869,297763,300106,286672,285749,279809,269307,273135,277306,291476,301918,319495,292113,307565,337490,357944,358931,350493,364344,363625,386790,387924,364768,378214,391050,356423,328785,388902,429035,471391,512649,539706,522424,514650,536137,566302,573909,551556,517242,432124,401876
Vietnam,25199,26353,27507,28753,30092,31430,32676,33968,35306,36691,38214,40113,45193,46559,48826,49346,49813,43550,42794,46379,47275,49683,54103,57763,55506,51557,60242,62453,62875,63254,61438,63602,68772,72573,79088,83811,86190,89318,94693,99119,104171,110222,119811,129490,140928,154373,168792,182551,193075,202292,216022,230916,247266,265418,286093,307685,329155,352622,372587,392699,417923,444003,467301,492637,522115,556989,591582,621161
Yemen,6633,6807,6985,7173,7361,7556,7757,7966,8177,8396,8624,8853,9096,9368,9611,9883,10169,10465,10746,11062,13303,15622,16868,18941,20040,21563,24932,27681,30034,31701,31872,33812,34380,36349,37755,37450,38267,39822,41520,42972,42987,45692,49442,51421,54877,57989,60676,63851,67686,70241,74584,77421,80467,83483,86799,91653,94558,97715,101280,105195,113298,98892,101258,106143,105942,76176,68727,67342
Zambia,5769,6138,6531,6946,7390,7217,8077,8429,8209,9923,10679,10702,10586,10817,12259,14492,13702,14763,14971,14890,15600,15594,17025,16857,18230,17521,18553,17653,17763,17221,17746,18836,18305,17948,17884,18178,18305,18796,19973,20175,21992,21845,22293,22276,19311,19871,21107,21912,21827,22842,23733,24994,26121,27934,29899,32063,34597,37486,40400,44125,48670,51378,55281,58078,60803,62581,64719,67428
Zimbabwe,4232,4508,4723,5130,5405,5832,6662,7128,7221,7610,7961,8372,8499,8414,9155,9752,9900,10725,10937,12300,14966,16278,17654,18187,18644,18813,18657,17158,17645,17645,19656,22123,22699,23059,22618,24189,24828,24523,26817,28565,29132,30744,27972,28266,30877,30925,34129,35044,36055,35654,34145,33990,31372,26283,24635,22807,21997,21248,17781,19096,22045,25646,29136,30672,31518,31968,32176,32594
