"Data Item",1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
"United States",4,5.6,7.2,8.8,10.4,12,13.6,15.2,16.8,18.4,20,22.25,24.5,26.75,29,30.1667,31.3333,32.5,33.6667,34.8333,36,37.4,38.8,40.2,41.6,43,43.625,44.25,44.875,45.5,46.125,46.75,47.375,48,48,48,48,53.3333,58.6667,64,64.2,64.4,64.6,64.8,65,73,76,77,78,79,80.75,82.5,84.25,86,86.5,87
