Country,2012,2013,2014,2015,2016,2017,2018
Panama,0.49,0.5008,0.511647674,0.571800933,0.509034685,0.4795,0.449900045
Peru,0.46,0.4871,0.514255272,0.47682823,0.489023149,0.4887,0.488433889
Philippines,0.47,0.4972,0.524385285,0.526894075,0.527849858,0.5264,0.524865726
Poland,0.65,0.6384,0.62673124,0.591165925,0.6954444,0.6863,0.677102847
Portugal,0.66,0.6632,0.666305041,0.684098868,0.681978744,0.6774,0.672754402
Romania,0.47,0.4782,0.486491012,0.462460622,0.525272293,0.5187,0.51203225
Russia,0.46,0.4486,0.437212497,0.424626165,0.415284867,0.4139,0.412439529
"Saint Kitts and Nevis",,,,,0.58342354,0.5519,0.520391859
"Saint Lucia",,,,,0.664393144,0.6336,0.602806945
"Saint Vincent and Grenadines",,,,,0.614428052,0.602,0.589586827
Senegal,0.53,0.5106,0.491273034,0.524384007,0.52734758,0.5086,0.489919582
Serbia,0.39,0.3929,0.395822641,0.425965003,0.437854591,0.4589,0.479865793
"Sierra Leone",0.4,0.3931,0.386287157,0.329111806,0.349349438,0.3617,0.374017598
Singapore,0.88,0.8873,0.894587118,0.917174061,0.92681267,0.9192,0.911603448
Slovenia,0.61,0.5812,0.552311079,0.516319824,0.541146812,0.5849,0.628622658
"South Africa",0.39,0.4289,0.467876043,0.457241413,0.494922393,0.4842,0.473460427
"South Korea",0.75,0.7651,0.780140534,0.766048443,0.677983585,0.6757,0.673483181
Spain,0.74,0.713,0.685929152,0.652340091,0.652203853,0.6569,0.661692424
"Sri Lanka",0.52,0.5111,0.502112906,0.492897297,0.460761886,0.45,0.43928006
Suriname,,,,,0.531356962,0.5142,0.49695656
Sweden,0.94,0.9103,0.880559262,0.884899782,0.882940262,0.8814,0.879872987
Tanzania,0.44,0.418,0.395953797,0.398474208,0.445027791,0.4461,0.44713946
Thailand,0.43,0.4611,0.492145534,0.521406982,0.509626229,0.5003,0.49087956
"Trinidad and Tobago",,,,,0.526807881,0.4757,0.424591619
Tunisia,0.55,0.5355,0.520975974,0.515110611,0.536145544,0.5459,0.555636057
Turkey,0.51,0.5267,0.543433566,0.495843143,0.450927334,0.4614,0.471951372
Uganda,0.3,0.2863,0.272532109,0.252596999,0.256815165,0.2642,0.271590922
Ukraine,0.24,0.2444,0.248777219,0.362687281,0.41193967,0.3806,0.349298404
"United Arab Emirates",0.76,0.7963,0.832523938,0.822240707,0.785691172,0.7815,0.777386356
"United Kingdom",0.82,0.8238,0.827510544,0.807381008,0.816806734,0.8186,0.820463014
"United States",0.77,0.7586,0.747213331,0.725309647,0.707441759,0.7202,0.732940647
Uruguay,0.82,0.8222,0.824316237,0.774049367,0.744811129,0.7293,0.713799318
Uzbekistan,0.29,0.2918,0.293577234,0.287696948,0.297413648,0.2992,0.300941584
Venezuela,0.39,0.374,0.358091061,0.325093816,0.237823091,0.2601,0.28233925
Vietnam,0.4,0.4178,0.435536053,0.538213249,0.535470545,0.5149,0.494340347
Zambia,0.41,0.396,0.382084462,0.41097412,0.394563676,0.4141,0.433719708
Zimbabwe,0.28,0.2818,0.283577134,0.251120166,0.255802908,0.2637,0.271636509
