Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Gabon,1021.43392,1094.462197,1205.662643,1555.869757,1622.42004,1845.060857,1614.339659,1996.462845,1984.613872,2023.88481,2087.498212,2211.019515,2335.876546,2664.383795,2202.10288,2255.046841,2560.968039,2780.835392,3746.634071,3309.524519,3268.846963,3514.468354,3065.157621,3663.152069,3265.323872,2995.815564,3620.78249,2957.731463,2532.868115,3338.828817,3150.214578,3007.312923,2859.256876,2762.381899,2405.712556,2384.079548,2103.97629,2036.877992,2404.194177,2480.211537,2527.205054,2457.57808,2448.018764,2392.553991,2394.769642,2445.031976,2521.155754,2533.704249,2536.499476,2579.186737,2682.489677,2779.643551,2852.204477,2982.071319,3049.217639,3084.671032,3076.542552,3020.270424
Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.2447021,,,,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227.965749,2407.653959,2547.905779,2578.923128,2697.237349,2708.434449,2691.728466,2728.47158
Germany,,,,,,,,,,,11139.18488,11728.32057,12301.02671,12614.44474,12586.63906,13104.78247,13725.4225,14341.46661,14868.8263,15347.07174,15546.47747,15464.98523,15324.00625,15580.37516,15939.58039,16271.11869,16885.33041,17460.02677,17854.15839,18254.68864,18861.77723,19541.69142,20023.25767,20019.51094,20347.69073,20688.99797,20872.38672,21005.31734,21265.94741,21795.8189,22227.64909,22548.49599,22336.45846,22349.62483,22523.93501,22629.63363,22994.66413,23025.43283,23206.89212,23300.85015,23423.23998,24183.61953,24462.17041,24545.14053,24677.19523,24884.22581,25193.57173,25530.47676
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.1671171,961.8577967,1078.86807,1074.156328,1228.780428,1270.05698,1318.851454,1543.487148,1569.715557,1529.403476,1456.362046,1585.786311
Greece,,,,,,,,,,,7126.962194,7479.975995,7877.906748,8320.433797,8206.649762,8737.435343,9093.79034,9766.646698,10403.53227,10863.82862,10806.57827,10636.87179,10929.82843,11094.29573,11081.33081,11094.78606,10894.36307,11147.36294,11779.62965,12454.85279,12646.56255,12856.76217,13048.9108,12873.12575,13057.95113,13325.02471,13621.30096,14159.02837,14723.69982,15180.30489,15499.8406,15978.20553,16729.31933,17445.99176,18030.57939,18557.53754,19016.58934,19741.38597,20394.68535,20001.40322,18673.46543,16878.18087,15608.23808,15317.93216,15516.3667,15546.68623,15607.64646,15647.87419
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15644.06622,17138.26953,18180.36268,18737.082,19034.74528,19129.44743,19269.10227,18999.2226,19078.93005,18840.3866,18603.18464,19088.54627,19159.30695,19866.41067,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17678.0519,16366.10973,17100.95207,17835.06517,17245.9439,17363.65477,17783.17136,17882.06357,17661.37327,17895.39622,18507.79609,18486.65035,18544.42822,18586.93208,18753.58668,18971.17769
Guatemala,1309.371397,1327.570976,1363.127175,1410.392007,1440.306106,1440.336114,1447.619668,1475.630024,1497.969572,1536.854269,1580.168336,1624.964477,1684.215981,1731.799615,1748.919704,1754.081813,1824.749458,1922.22343,1969.374238,2003.551213,2020.922122,1998.076657,1890.375026,1818.083347,1793.87487,1744.789512,1717.879469,1743.401616,1773.131788,1784.442796,1778.771396,1813.744812,1855.118581,1890.093333,1936.159575,1991.471028,2001.432034,2035.422739,2081.437934,2107.526978,2132.065575,2161.782198,2182.612654,2213.97113,2245.981009,2288.589995,2341.944475,2413.540505,2463.48174,2403.047256,2432.488373,2467.324334,2491.148282,2529.538539,2574.287092,2668.65159,2725.034704,2767.016695
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.6090915,570.1216435,540.9740343,528.7301823,507.7515641,516.5789025,545.0216624,578.5215012,552.7772395,563.8357639,588.4160058,
"Guinea Bissau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.6181336,516.9586794,517.8592189,475.9510669,500.0907585,471.2353504,487.419151,481.1159331,497.3176774,498.0977579,547.5163324,519.398719,505.5673079,500.9280953,467.8593313,506.7781632,547.7026155,587.757092
Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.188357,,,,,,,
Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.406,1238.549572,1258.381766,1281.905493,1313.913192,1362.560805,1447.980879,1502.702492,1515.291641,1485.718549,1509.905476,1534.895259,1571.522337,1602.076896,1614.772743,1649.387915,1689.902741,1740.921542
"Hong Kong",,1929.919149,2048.153303,2172.536968,2309.174552,2542.481327,2826.706834,2795.004713,3010.49745,3218.228471,3471.473923,3834.576984,4047.313502,4453.384266,4237.10556,4311.870748,4578.986243,5267.949951,6056.921465,6276.758374,6855.275245,7205.305407,7465.545763,7920.899492,8302.496524,8571.145808,9191.031472,10067.79822,10919.06229,11220.10553,11884.44135,12877.52341,13865.75037,14699.06004,15305.71729,15250.06343,15131.34765,15837.20722,14842.29907,14854.90676,15389.45357,15490.38437,15260.56008,15052.58525,16000.14421,16494.90773,17388.32585,18730.39685,18972.3307,18965.44987,19977.74896,21509.2951,22145.91171,23076.08059,23679.87077,24597.12417,24930.5874,26116.51535
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4925.764062,5015.00324,5240.463327,5271.478333,4891.791117,4779.786819,4887.566391,5134.012957,5493.239456,5680.081089,5950.457831,6437.016459,7000.392636,7164.00224,7388.83242,7521.237855,7619.142149,7539.742556,7050.340381,6876.99556,6945.553063,6823.577581,6857.608243,7065.621126,7339.482455,7680.228055,8071.206102
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17282.3615,17597.01203,16814.93593,15872.4696,16187.70171,16448.19571,17290.80811,18482.14694,20385.29946,21606.47413,22167.67022,21272.17569,20945.39405,22045.1742,23413.97883,25683.01732,26049.85467,27080.88372,24798.83895,21605.73535,21561.70026,22053.02126,22371.01052,22347.71044,22815.73034,23631.71231,24960.88794,26451.28965
India,236.866094,236.1117282,234.2098808,237.7738147,246.852837,241.8589676,239.9526367,248.3324187,249.4875342,253.147912,255.9306848,254.9377039,250.7988432,251.0913324,245.1891931,253.0981073,252.163618,266.6528139,276.5388744,264.0340972,281.3427932,286.8557541,282.8755072,297.9421697,299.4770192,304.8528214,307.4007944,310.9341658,323.3614745,332.3140326,340.0670998,340.4745373,342.2988775,350.1509172,360.2237077,374.8189943,396.47878,400.4284079,418.422216,435.6247309,442.7943932,461.2715233,466.6907211,486.3756236,503.3633402,538.2794574,575.1969137,619.5778609,654.3663955,692.3441848,742.4716987,800.7908058,834.0156623,884.078685,929.4847752,986.8260657,1046.401627,1102.529779
Indonesia,358.107535,376.1178833,391.8092494,366.4320329,359.5323954,358.3132742,343.6297842,363.9669479,386.5991355,398.4241806,398.8849751,405.8222497,421.9917259,422.5578844,468.8654734,476.0638674,493.2303573,513.3851113,541.8404143,598.3781686,658.8765506,751.2076363,758.7398781,797.4751034,811.2935029,802.507626,803.5602963,814.0421288,829.804375,848.5734578,915.9151359,965.8664381,976.7684367,1016.839844,1079.100733,1196.316205,1293.19403,1374.312016,1271.429729,1311.863771,1314.186613,1341.299316,1373.529557,1407.348213,1456.976116,1493.878687,1520.324565,1574.853036,1636.621097,1693.333428,1750.310882,1815.052448,1890.735299,1969.389996,2048.262819,2122.217085,2203.941091,2288.59725
Iran,835.9570069,802.5344503,784.9322613,780.0756565,769.0681506,722.6609366,736.0776807,782.399457,842.450462,808.471497,850.3036289,913.3908831,1020.372817,1048.74261,1155.215696,1370.88948,1748.56307,1688.856688,1750.393858,1724.51489,1717.85982,1576.484802,1558.364445,1604.321126,1762.125511,1783.631848,1743.658248,1507.614256,1365.262674,1332.898577,1301.928731,1547.592093,1660.67392,1715.101331,1747.140314,1646.646058,1521.379244,1553.4828,1652.115276,1670.526828,1645.065423,1793.29073,1878.150301,2061.280458,2068.352991,2383.057184,2534.197693,2825.552404,2694.082999,2718.410695,2803.634444,2891.001772,2791.934769,2705.045677,2726.095048,2599.08604,2667.123639,2703.831669
Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.155903,,,,,,,
Ireland,,,,,,,,,,,7904.936096,8065.954931,8356.110538,8813.443584,8810.997926,8738.653715,8851.36712,9323.441597,10029.61112,10335.6923,10261.25195,10314.06741,9495.920459,9509.159874,9640.319515,10066.79989,10264.75118,10604.92424,11128.08206,11900.5346,12058.57035,12205.83588,12472.79835,12771.24871,13276.15139,13663.50994,14554.52628,15395.83356,16515.33492,17920.27432,19635.76564,20327.2184,20862.06991,21208.11878,21702.8191,22857.49184,23841.02129,24828.3032,24479.10301,23098.7414,23173.18983,22707.27677,22347.79275,22183.42592,22480.81329,23208.01661,23674.25013,23835.11
Israel,,,,,,,,,,,,5679.099984,6092.188904,6342.031839,6625.427211,6474.963581,6643.107734,6825.315021,7251.155686,7632.653092,7177.823565,7953.498844,8444.548524,9015.279021,8288.148588,8247.849539,9346.631854,10015.67751,10312.14789,10194.3904,10473.66476,10576.97003,10992.26087,11475.18049,12250.74753,12934.93703,13355.80565,13550.73234,14009.13974,14223.51465,15008.94331,15218.77995,15138.42548,14891.23493,15409.46472,15655.72776,16153.98903,17135.06783,17126.13873,16895.82959,17392.30326,17745.59149,17910.27938,18232.26593,18683.04177,19039.15397,19809.43678,
Italy,,,,,,,,,,,10257.85114,10595.80088,10884.53943,11437.38516,11720.30509,11686.57341,12149.67415,12458.87092,12740.18395,13562.10324,14345.09656,14558.30279,14689.71056,14658.04905,15087.27633,15515.34468,16145.02793,16731.15199,17406.75486,18084.14505,18438.46493,18919.25018,19232.58988,18636.51473,18918.03402,19206.61749,19403.50969,20030.09295,20682.10492,21204.34421,21687.87103,21809.41829,21784.94476,21867.54921,21940.47462,22115.00096,22368.16452,22513.90195,22123.37716,21679.46964,21872.0959,21831.91227,20913.28876,20164.27751,20032.1107,20425.90563,20753.4452,21064.91692
"Ivory Coast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.6192118,800.3595906,818.2019345,765.0568226,818.1282769,831.4108808,893.4033111,990.7030857,1073.998429,1086.968558
Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4302.379473,4412.281351,3904.765573,3838.583548,3968.077089,3913.128605,3871.261292,3824.649548,3807.427278,3780.950775,3811.325127
Japan,,,,,,,,,,,10533.21458,10968.33277,11785.53173,12716.27886,12465.02917,12806.4224,13081.4506,13479.64731,14059.63989,14846.43149,14887.74078,15144.81357,15742.29857,16163.62243,16565.11786,17140.37204,17663.54038,18346.52785,19209.7976,20073.78542,20963.67221,21362.80415,21794.21168,21975.41055,22404.30733,22876.04572,23294.19946,23399.78957,23199.27328,23425.56006,23755.00842,24147.72642,24376.4107,24484.54829,24797.14244,25101.10346,25344.68006,25552.46181,25280.65968,25105.34395,25703.36304,25651.51283,26213.80483,26873.44772,26678.48046,26698.16758,26745.11032,
Jordan,,,,,,,,,,,,,,,,,1691.675107,1956.225426,2278.706327,2725.577155,2840.754749,2810.853218,3015.646974,2972.9063,3130.889437,3180.455065,2873.690674,2930.044164,2694.213807,2468.907681,2137.007254,1755.41783,2125.935104,1990.744761,1935.351395,1858.75876,1951.346739,2011.814252,2112.101545,2127.998095,2389.246825,2468.772429,2400.32388,2373.495088,2558.694485,2838.670284,2884.160356,3030.862036,3133.94166,3063.257777,2804.316128,2748.304638,2742.453528,2701.604498,2513.244032,2622.075654,2537.256445,2537.425202
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3229.622018,3063.431206,3031.023096,2764.553361,2144.409067,1710.313738,1655.468599,1741.590821,1764.333787,1890.122069,1924.839401,2097.582179,2151.265168,2396.177358,2708.064628,2970.811131,3308.740063,3624.894779,3829.144796,3754.640525,4116.231303,4540.59644,4936.827787,5370.316651,5370.858555,5388.158457,5376.739618,5383.690893
Kenya,505.2390118,495.874692,518.8984603,503.2430474,520.9600361,544.2439798,568.302165,578.9951216,506.1953509,503.9350832,440.3488571,616.0784494,672.4709639,605.9054709,671.4553624,634.4310195,579.7802118,606.0590103,667.8564153,668.9214711,660.0430424,611.5629598,607.249098,565.5673761,587.9169726,527.9272318,605.8792309,635.3398063,665.5829797,681.366028,657.0497661,651.212872,624.3167786,595.8192498,588.5248169,651.345008,649.2483396,655.2838433,666.5040488,674.9913,654.2312368,663.0054941,650.6302069,647.0989236,644.9195333,668.0829721,714.494306,731.9101139,701.2296359,713.5640203,746.3572842,771.9950251,794.7398995,838.2963589,851.3387172,872.3120123,889.8649917,929.987316
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355.300607,2617.150137,2716.796244,2757.442777,2830.144206,2770.467947,2961.678023,3046.873523,3263.785391,3443.358576,3642.504706,3679.728988
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11122.7157,10746.09802,10939.65076,10831.79576,10811.30775,10747.44279,11053.48709,10648.41164
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.9576709,485.9115368,451.3892029,510.8018753,454.3891076,552.6024354,541.2611216,515.7815226,538.0114138,566.3640335,652.3867605,690.4633034,741.0152001,822.0149785,925.3258002,1055.29997,839.9602754,744.4727107,731.614122,634.5714082,911.9357315,927.7856735,971.1939843,1040.352171,1045.845817
Laos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.9327249,485.2279583,472.1982046,535.3554494,583.2476492,613.5526487,631.5717163,624.0320395,718.1248346,736.2422476,851.184676,866.3459848,982.7524546,1018.001836,1052.288293,1085.234966,1118.563103,1170.562611
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3374.712003,3361.035852,3573.672346,3797.66723,3868.384175,4042.661433,4177.261195,4446.279513,4773.885901,5208.62795,5817.118107,6469.891489,7795.769936,8662.078739,8064.001616,6882.813874,7224.896088,7575.575763,7911.509029,8400.731593,8597.14806,8884.782332,9261.308046,9823.276952
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686.484238,3638.409789,5497.77109,6197.582876,6142.88712,6307.108973,6413.126277,6142.247908,6216.176429,6193.420959,6127.326436,6213.005734,6073.710993,5982.92408,6018.961931,5646.134574,5739.006034,6117.094935,6662.83702,7398.753347,7756.026673,7241.126156,7118.092493,6627.793787,6803.164041,6672.157871,6908.383885,6714.981545
Lesotho,5.314576116,5.379873417,6.167960424,6.997989869,7.496048892,7.734134962,8.865175241,8.641897439,8.75155608,8.947584349,9.53330737,10.72228518,12.63029768,16.82374906,21.64364307,25.57412695,31.66797114,38.51299284,42.64433624,49.43168812,56.63974673,66.91258061,76.67255952,89.16452693,100.116276,107.9304528,121.272444,124.3283023,151.5146064,175.0095149,183.3269756,219.4356502,233.510326,251.6221847,260.483795,280.3819732,309.7241645,378.707485,527.8773839,559.9479673,597.0452211,600.7500568,696.9871412,736.3213617,776.5653672,829.754262,900.7242768,1014.390838,1034.67862,1023.448149,1080.93948,1138.61631,1162.726402,1221.425633,1191.377599,1197.749648,1197.012104,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0361407,443.6713974,491.560423,406.9666004,262.9417171,350.6767077,438.4209146,428.565539,418.6286665,691.4907623,707.4977363,681.3178831,611.931722,615.842179,671.1629985,695.3491485,628.1973897,644.1294245
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3197.131249,3424.67477,3643.830946,3844.735988,4064.509829,4381.832444,4602.212486,4926.535767,5528.178448,6198.287591,7031.114182,7794.248268,8866.861708,9303.763447,7775.232428,7673.667661,8209.899939,8578.23939,9039.273699,9478.975154,9949.059865,10573.594,11142.38175
Luxembourg,,,,,,,,,,,14730.34189,15410.44424,15962.11639,16695.41806,17220.6021,17931.85776,18403.53559,18791.48907,19311.11409,19946.36025,20434.41964,20728.63507,20793.23388,20890.06579,21170.28504,21699.72856,22308.12799,23179.57707,24386.78693,25318.03331,25947.64496,27400.66748,26409.19184,26592.3382,27293.43153,29059.98095,29241.68053,29639.46052,29930.04365,31296.84753,32191.48573,33024.85415,34132.65418,34493.08849,34309.10864,33760.53487,34145.17326,34393.52559,34238.65297,34005.90023,33792.95963,33543.40317,33702.74922,33594.04973,33565.307,33867.93227,33930.40132,33831.16845
Macau,,,,,,,,,,,,,,,,,,,,,,,6394.232595,6528.935254,6551.803194,6672.330342,6967.472894,7259.679699,7632.665471,7676.691427,7844.381577,8172.812059,8678.524721,9041.816134,9400.923817,9471.968281,9654.822067,9597.297243,9309.424214,9339.032207,9046.506249,9002.87037,9307.538568,9382.428718,9882.787506,10232.95684,10731.56245,11580.33416,11973.10799,11885.66881,12244.5465,13326.20774,14001.37935,14595.6805,15115.75884,15123.52543,14681.72982,14666.52836
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2127.188711,1964.14785,1766.445433,1932.542131,2109.148522,2031.306565,2085.116907,2138.841845,2196.325223,2260.770438,2501.100571,2239.636137,2454.906963,2559.556716,2746.468474,2938.882991,3044.014628,3272.059029,3425.535274,3309.586047,3431.819897,3245.309553,3281.611132,3339.933018,3410.09074,3558.060868,3692.695957,3714.930465
Madagascar,760.833254,736.9362417,738.2768598,737.3572598,741.1535612,717.6101055,713.0069806,698.4965902,734.449488,743.2466398,771.3629213,789.8109266,754.2748419,713.781343,672.9198569,655.7942251,603.8869317,613.7132379,583.3383165,634.1988243,623.2479599,524.2831742,512.4413116,494.0970141,475.8234113,477.5515163,461.2960091,434.475826,425.8616091,396.8531414,420.5622645,407.9154137,385.8337409,386.340433,376.8592604,371.0872101,364.5297377,370.4114949,374.9680093,379.2426116,382.7114684,381.1697792,368.7012211,380.6893245,403.1624328,373.3613375,367.9787608,358.5672198,374.9944558,364.9982583,357.6788104,353.5255424,355.3674425,350.0908561,339.99189,331.9530799,324.7458067,
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.3040602,323.7715034,333.8507041,336.6646004,333.6152717,300.2854715,322.1507162,311.2202155,344.2354032,378.4832504,415.8979473,364.899908,392.7863604,400.0421373,460.8584618,484.9757811
Malaysia,930.0613763,958.2908782,973.3028924,973.5169066,993.9012452,1017.261188,1027.569271,1011.325883,1001.952346,1041.218753,1051.082935,1089.67914,1120.615571,1190.549625,1267.241238,1229.647006,1267.871202,1361.319332,1464.082927,1581.495082,1738.079557,1782.937071,1798.729103,1812.433171,1881.979148,1839.126588,1609.022285,1594.457206,1729.387579,1902.961553,2069.876741,2197.279921,2241.083905,2322.31454,2477.83549,2698.014113,2810.858558,2858.317834,2502.147036,2512.042387,2774.501066,2796.584346,2844.861584,3014.64859,3247.710231,3476.536415,3637.703111,3944.846841,4212.051993,4159.541143,4364.816275,4579.266262,4870.37404,5129.131283,5392.335078,5624.684279,5870.89245,6194.360335
Mali,,,,,,,,383.9984079,389.2774258,383.800895,397.4368177,399.6880081,416.4012219,407.5477696,431.3177259,451.4955923,493.4192768,481.1442818,498.6694882,526.4735913,488.0056872,502.4778938,463.7988038,469.5367203,465.9882153,442.4802776,409.3661138,373.1721104,401.5000487,384.1424805,378.0287437,443.4773097,397.0633378,417.1143329,402.2597682,402.1788605,417.9655139,398.0438954,392.7363242,419.1326324,400.5868585,417.0714137,396.0734251,414.0027476,419.1084382,433.2463186,438.3686309,448.8299379,468.9817086,479.8291575,514.2599349,509.8177041,500.8342286,499.3896004,521.6721665,536.1513953,540.6456759,574.8372224
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11123.34645,11305.66705,11099.93911,11529.94651,11672.27043,11933.95739,12226.49612,12264.04016,12143.73656,12276.02062,12189.98833,12494.47233,12321.60682,12399.04214,12483.04397,12872.50809,12954.84171,13218.9582
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2889.227474,2695.559019,2548.319082,2816.928647,2599.712347,2541.855262,2581.800668,2585.569425,2544.780774,2469.891298,2506.771576,2505.073879,,
Mauritania,,,,,368.4899901,441.2381835,424.2874217,484.7840933,546.6830649,520.2722425,591.7065694,575.6839936,505.1700584,521.3946649,735.3101855,731.9276179,727.6351627,599.7450037,507.5189407,526.6291765,549.9644943,630.8703778,801.6635461,640.3566795,564.0856222,506.8543813,631.129237,576.5647368,490.5601232,569.9983927,602.9412073,558.8032782,517.9719924,491.9966065,534.6182281,513.349986,562.2386533,518.3072723,566.2324805,574.8033111,569.4616419,553.57557,558.6146134,566.8432863,554.8543792,569.5675217,576.4662871,591.4019947,617.2156538,615.428774,617.196143,617.1003078,650.7519051,646.7858865,647.3222009,641.452722,652.6412843,703.4259895
Mauritius,,,,,,,,,,,,,,,,,1659.666913,1731.638747,1757.895323,1743.710747,1618.77561,1545.951152,1581.764948,1597.871341,1652.435926,1722.565353,1828.987974,2172.951474,2343.586089,2493.211507,2599.276407,2701.197534,2794.173298,2908.811007,3036.01291,3154.000642,3275.779347,3399.850169,3571.558537,3669.73566,3770.248219,3860.602707,3959.988058,4128.553733,4420.649159,4714.621399,5079.939514,5282.483367,5616.522798,5718.717737,5855.534527,5992.588349,6139.784454,6287.897106,6441.595411,6617.793043,6808.783035,7021.873805
Mexico,2030.008805,2041.620679,2065.477423,2133.222396,2291.525583,3098.44095,3152.232237,3261.38464,3377.887026,3487.973898,3609.993862,3650.290224,3783.465746,3918.797775,3950.246383,4019.991578,4053.350487,4053.902824,4224.585946,4486.16116,4830.69613,5067.655141,4832.728785,4475.495677,4524.714832,4578.331566,4371.090154,4280.178264,4273.841207,4475.799016,4655.654874,4787.17555,4875.862154,4789.835294,4948.286225,4573.423199,4698.698276,4967.46336,5203.670775,5374.744045,5677.494993,5743.71214,5768.872083,5825.773157,6192.706797,6356.351709,6262.809872,6319.857488,6262.394633,5777.227124,5892.198833,5999.624984,6051.639433,6072.112195,6115.501168,6198.266359,6349.998285,6460.455722
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.5964169,602.8566217,665.0191111,704.2704929,648.8843816,784.2642411,833.9672462,885.2189293,1051.942481,1119.930756,1276.463222,1379.856976,1432.848569,1518.84208,1397.57904,1527.681164,1672.249814,1689.193902,1797.783637,1856.444244,1814.914161,1875.002481,
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.445416,1665.073209,1846.3153,2090.509879,2180.52202,2316.060939,2217.672664,2193.415364
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3206.922665,3398.274019,3174.174795,2961.284334,3268.812351,3285.114082,4774.970445,5367.940852,6006.015448,5265.288966,5467.552269,5487.399776,5268.957954,5347.407501,5495.320701,5615.112149,5915.132253,6117.450834
Morocco,453.4975315,447.6647475,480.7102737,482.3272008,455.4859164,451.8298313,458.0935236,482.8300052,533.6427953,530.3362624,517.6501259,526.8323063,538.2452157,546.9859009,563.2974893,613.1891405,639.6819382,673.9456453,705.1472053,732.3432499,696.6651815,698.8391138,728.4939552,772.2243389,787.3874611,799.2425997,874.6941313,874.5100725,937.6422233,965.2456325,975.1250848,1094.35169,1071.913147,1037.866165,1151.493518,1088.982028,1219.072795,1152.513862,1203.651778,1209.140765,1216.588995,1216.467763,1244.059408,1303.202474,1345.254662,1373.715383,1445.94887,1494.599054,1588.376973,1632.047363,1676.402848,1744.429105,1790.96852,1821.020144,1851.04681,1867.10466,1904.557672,1954.724659
Mozambique,,,,,,,,,,,,,,,,,,,,,262.7836019,250.8898283,242.1586978,191.5879316,185.8744925,172.4133392,178.1814396,197.8859409,204.0881322,216.4045897,204.8138003,210.8682982,186.9282819,187.8204603,185.5463976,189.3847152,199.3660656,207.6855051,212.8392522,218.7137288,211.3004436,206.9169212,271.0054881,277.3858408,280.735749,291.5495118,295.8291506,306.9681544,314.393978,324.1905162,326.2344176,332.5192715,349.3083477,359.276672,365.3617102,372.4028863,371.8304529,373.958919
Namibia,,,,,,,,,,,,,,,,,,,,,2301.578746,3079.186274,3074.10474,2865.244407,2887.784061,2406.52375,2498.126247,2837.935962,2542.091184,2507.158801,1991.789957,2202.172266,2059.510522,1994.283343,1948.295234,1948.702817,2092.118531,2181.198388,2196.661457,2169.392353,2245.432512,2404.084641,2334.424046,2497.286296,2516.032965,2507.217886,2694.071626,2825.501456,3146.76644,3532.939135,3282.141447,3504.974647,3759.350068,4021.378991,4198.789242,4631.116876,4866.09453,4524.38007
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.7367865,379.6080377,385.5700849,383.7832809,396.6102837,413.1970708,421.8163049,422.9708254,442.5224215,465.1957483,462.6525982,529.9071456,537.5433402,553.4750301,562.7019236,552.2309965,560.3796338
Netherlands,,,,,,,,,,,12780.20865,13027.58612,13231.69981,13728.29521,14056.39613,14350.4527,15024.67116,15551.50144,16168.52458,16262.20154,16120.63116,15628.46156,15332.02762,15466.30927,15498.24461,15640.49221,15922.22966,16150.01498,16294.92865,16708.54044,17264.23179,17592.5021,17584.94288,17604.43577,17840.06301,18225.15514,19039.87684,19697.9619,20686.4757,21754.19745,22407.19409,22700.68701,22813.0052,22654.84394,22707.82687,22849.47343,22734.14227,23111.08485,23230.43168,22629.20235,22519.06594,22450.53338,22109.59037,21822.95908,21802.48257,22147.74678,22372.62157,22665.39824
"New Zealand",,,,,,,,,,,11973.03384,11848.10707,12462.06926,13253.74502,13500.92006,13142.97854,12601.25957,12154.00359,12367.20131,12357.24262,12312.09604,12515.75962,12221.17801,12427.76366,12798.01094,12893.05689,13427.36622,13690.11198,14052.28668,14126.62733,14053.86696,13070.58197,12976.04734,13322.20108,13985.24584,14355.4835,14839.47617,15043.89988,15347.69591,15729.0092,15856.30688,16185.65326,16699.47621,17389.0197,18051.19478,18672.86098,19007.59871,19557.68851,19257.56401,19332.65725,19566.58635,20050.47478,20393.5075,21001.03477,21341.78014,21760.31775,22434.13289,
Nicaragua,1166.546434,1223.249951,1326.592287,1415.754597,1498.96228,1598.396503,1595.672366,1717.149099,1658.884418,1634.81165,1599.940552,1583.467403,1559.154843,1607.949987,1674.702516,1707.871092,1732.961242,1811.32122,1652.015275,1168.884288,1337.673598,1116.598765,946.7199251,870.1421567,805.238442,722.4332381,647.5739388,615.3301307,864.6151741,798.3878355,662.2672656,871.440509,909.072126,863.3095581,865.0029429,878.6140602,900.5887987,935.8542595,968.7485352,985.5967581,1026.679322,1060.762454,1091.908425,1095.380848,1102.060175,1124.736145,1141.766399,1180.607779,1202.840551,1207.626424,1228.720495,1245.680146,1281.169964,1314.882339,1355.007462,1409.248489,1468.210809,1506.726917
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.2560886,241.3091071,244.6503438,248.1652763,251.327962,254.8034048,255.5169554,255.8839318,255.0312958,262.8666359,267.0196606,268.673667
