Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,,,,,,,,,,,,,,,,5.15,5.144,5.138,5.132,5.126,5.12,5.048,4.976,4.904,4.832,4.76,4.888,5.016,5.144,5.272,5.4,5.4,5.73,5.69,4.5,4.71,4.81,4.98,5.31,5.54,5.26,4.87,4.47,4.54,4.67,5
Algeria,2.82,2.796,2.772,2.748,2.724,2.7,2.772,2.844,2.916,2.988,3.06,3.036,3.012,2.988,2.964,2.94,2.936,2.932,2.928,2.924,2.92,2.924,2.928,2.932,2.936,2.94,2.956,2.972,2.988,3.004,3.02,3.02,2.91,2.91,3.17,4.73,4.71,4.28,4.06,4.17,3.84,3.48,3.92,4.34,4.35,4.55
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,3.16,3.17,3.34,3.62,3.67,3.59,3.3,2.99,2.99,2.96
Argentina,3.55,3.14,2.73,2.32,1.91,1.5,1.994,2.488,2.982,3.476,3.97,4.038,4.106,4.174,4.242,4.31,4.588,4.866,5.144,5.422,5.7,5.59,5.48,5.37,5.26,5.15,5.168,5.186,5.204,5.222,5.24,4.04,3.77,4.01,4.43,4.22,4.16,4.2,4.29,4.26,4.23,4.17,3.98,3.61,3.73,3.82
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.92,5.56,5.62,5.71,5.6,5.55,5.56,5.82,5.78,5.61,5.56,5.78
Australia,8.03,7.438,6.846,6.254,5.662,5.07,5.508,5.946,6.384,6.822,7.26,7.384,7.508,7.632,7.756,7.88,7.876,7.872,7.868,7.864,7.86,8.08,8.3,8.52,8.74,8.96,8.942,8.924,8.906,8.888,8.87,8.7,8.61,8.45,8.23,8.48,8.43,8.41,8.18,8.11,8.09,8.01,7.77,7.87,8.02,7.99
Austria,,,,,,,,,,,8.04,8.008,7.976,7.944,7.912,7.88,7.974,8.068,8.162,8.256,8.35,8.45,8.55,8.65,8.75,8.85,8.832,8.814,8.796,8.778,8.76,8.47,8.21,8.37,8.29,8.68,8.72,8.66,8.38,8.24,8.08,8,7.99,8,8.06,8.02
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.37,5.65,5.59,6.13,6.15,5.71,5.74,5.82,5.95,5.22,5.23,5.32
Bahamas,,,,,,,,,,,,,,,,5.56,5.558,5.556,5.554,5.552,5.55,5.45,5.35,5.25,5.15,5.05,5.276,5.502,5.728,5.954,6.18,6.18,6.18,7.94,8.1,8.24,6.63,6.92,6.94,6.81,6.39,6.43,6.48,6.48,6.49,6.8
Bahrain,,,,,,,,,,,,,,,,4.39,4.388,4.386,4.384,4.382,4.38,4.518,4.656,4.794,4.932,5.07,5.062,5.054,5.046,5.038,5.03,5.03,5.03,4.61,4.19,4.43,4.98,5.18,5.24,5.2,5.38,5.23,4.84,4.82,5.01,5.27
Bangladesh,,,,,,,,,,,2.26,2.246,2.232,2.218,2.204,2.19,2.186,2.182,2.178,2.174,2.17,2.692,3.214,3.736,4.258,4.78,4.28,3.78,3.28,2.78,2.28,2.2,2.37,2.05,2.05,2.63,2.8,2.76,2.85,3.27,3.27,3.23,2.93,2.73,2.74,3.02
Barbados,,,,,,,,,,,,,,,,5.35,5.346,5.342,5.338,5.334,5.33,5.124,4.918,4.712,4.506,4.3,4.414,4.528,4.642,4.756,4.87,4.87,4.87,6.01,6.01,7.16,6.47,7.19,7.06,7.06,7.29,6.23,6.08,6.02,6.04,5.76
Belgium,6.49,6.338,6.186,6.034,5.882,5.73,6.15,6.57,6.99,7.41,7.83,7.84,7.85,7.86,7.87,7.88,7.974,8.068,8.162,8.256,8.35,8.184,8.018,7.852,7.686,7.52,7.456,7.392,7.328,7.264,7.2,6.83,6.75,6.92,6.69,6.97,7.11,7.27,7.14,6.91,6.94,7.1,7.09,7.13,7.81,7.25
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44,6.44,6.44,6.45,5.32,5.36,5.3,5.34,5.25,5.06,4,4,4.21,4.21,3.82,4.32
Benin,,,,,,,,,,,2.59,2.544,2.498,2.452,2.406,2.36,2.378,2.396,2.414,2.432,2.45,2.472,2.494,2.516,2.538,2.56,2.45,2.34,2.23,2.12,2.01,2.01,3.61,3.65,3.03,3.99,4.37,4.6,4.73,4.4,4.21,4.16,3.93,3.52,4.06,3.58
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.37,6.32,6.86
Bolivia,,,,,,,,,,,2.19,2.066,1.942,1.818,1.694,1.57,1.854,2.138,2.422,2.706,2.99,3.514,4.038,4.562,5.086,5.61,5.236,4.862,4.488,4.114,3.74,3.42,3.34,3.54,3.59,3.66,3.73,3.51,3.41,3.48,3.86,4.08,4.13,4.14,3.99,3.58
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51,3.64,4,3.98,4.36,4.49,5.14,5.67,5.51,4.71,4.24
Botswana,,,,,,,,,,,,,,,,6.31,6.304,6.298,6.292,6.286,6.28,6.47,6.66,6.85,7.04,7.23,7.174,7.118,7.062,7.006,6.95,6.65,6.81,6.5,6.51,6.53,6.5,6.72,6.69,6.58,6.68,6.57,6.23,5.96,6.01,6.16
Brazil,4.79,4.672,4.554,4.436,4.318,4.2,4.272,4.344,4.416,4.488,4.56,4.538,4.516,4.494,4.472,4.45,4.798,5.146,5.494,5.842,6.19,6.104,6.018,5.932,5.846,5.76,5.738,5.716,5.694,5.672,5.65,5.35,5.3,5.3,4.84,4.69,4.66,4.85,5,5.01,5.06,5.18,5.12,4.62,4.41,4.45
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,5.88,5.92,5.92,6.04,5.24
