Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,29.63452339,29.63452339,29.63452339,29.63452339,24.69908333,24.43932343,15.607481,25.47836494,12.75011826,15.607481,15.63870335,15.54733562,12.67626095,12.59297562,12.51205444,12.40488243,12.22322464,11.97446823,16.97921944,16.7426033,16.63573837,16.54683113,16.42179298,16.30345154,16.19707108,16.11203575,16.07343864,16.03465271,19.55880356,19.41459846,19.28873444,19.28712845,19.38612747,19.40808296,21.04080772,22.4058342,23.82316017,26.77659035,33.48162079,31.29062462,31.70413971,43.65073013,42.95139694,43.561203,43.18758011,42.53445816,40.52157593,39.30161285,39.33811188
Albania,25.03440475,25.03440475,25.03440475,25.03440475,25.03440475,25.03440475,25.03440475,25.03440475,25.03440475,25.03440475,25.0213604,24.91260719,24.89261818,24.88024521,25.02757454,25.10935402,25.08000946,24.99020767,27.92443085,27.92284203,27.95839691,28.00442314,28.07815361,31.63896561,33.71863556,36.38567352,36.14663315,35.91236115,37.2580986,37.32640457,37.78055191,40.95022583,50.79443359,51.42078018,53.25859451,53.53090668,53.31405258,55.54325104,57.40984726,58.9264679,67.69152069,64.72542572,62.5431633,61.14716339,68.99382782,67.98094177,71.39955139,72.13859558,73.36018372
Algeria,25.39381218,27.03936195,25.39381218,25.39381218,25.39381218,25.39381218,31.77132225,31.77132225,31.77132225,31.77132225,31.77835846,33.28676224,32.79679108,32.2063446,31.55866241,31.25415611,31.57417488,31.49403381,34.3640213,34.28885269,34.30456543,34.25714111,34.197155,35.07299805,35.69253922,35.78688431,36.68250275,37.67266083,36.00776672,36.98286057,39.55343246,38.89553452,36.57029724,38.23617554,43.10404587,49.18413925,49.69514084,45.49841309,44.62083817,45.40246964,43.78201294,41.81864548,42.3237648,42.87451553,38.94962692,38.1901741,38.46815872,38.30828476,38.43992233
Angola,,,,,,28.21809578,28.21809578,28.21809578,28.21809578,28.21809578,28.43052673,28.60137177,28.70285988,28.78089523,31.85647583,31.86973763,31.79893875,31.56606293,31.40256691,31.17685699,31.05177307,30.99564171,30.90027809,33.21415329,34.32591629,34.34843826,36.45722198,37.2415657,37.32923126,37.29117203,37.53578949,36.29770279,35.30382919,35.85136414,35.58504486,35.89975739,37.91703415,35.83879089,30.69553185,27.37478828,33.83585739,35.34806061,32.56990433,31.67053604,26.73037529,26.09597206,27.28064728,28.22631264,29.9588356
"Antigua and Barbuda",,,,,,,,,,,,28.27636337,28.2283783,28.12673378,28.43655396,28.71221542,28.88349533,33.17076492,33.24158478,33.50432205,33.74612427,33.91294098,34.17401505,36.20984268,36.35538864,36.58596039,34.63095093,34.6901741,34.66425323,34.62547302,34.54011917,35.69167709,37.26285934,38.10091782,38.63505936,39.88636398,40.79446793,41.90114212,43.54341507,44.00111008,44.26409912,44.10156631,44.72737122,45.27992249,45.94446945,45.86664581,45.85963821,45.81907654,46.10121155
Argentina,49.25400543,46.11250305,41.02625656,41.02625656,39.38070679,39.38070679,39.67910767,47.00928497,47.30768585,47.60608673,42.23249435,45.38993073,39.82322311,39.82810593,39.67212677,39.38180923,39.1063385,38.39493561,38.05392456,37.69277191,37.14827347,39.80315399,45.28889084,58.85801697,60.99276733,65.23423004,62.57190323,63.97792816,64.13001251,63.9066925,63.75547409,52.67353821,40.73986435,46.33934021,49.42123413,44.07485199,41.0444603,41.41815567,40.78550339,47.74362564,46.8788147,43.08490372,34.24663162,35.74123764,36.66088104,36.41834641,40.8718071,54.02280426,54.85290527
Armenia,,,,,,,,,,,,,,,,,,,,,,43.78023148,43.92563248,51.39725113,54.75305176,60.46204376,62.63827133,65.67579651,66.79705048,67.19304657,67.50169373,67.41223145,67.26638794,67.54914856,67.48728943,69.87126923,70.86562347,70.14581299,69.81802368,70.06098175,69.60414124,69.75348663,69.19591522,68.51525116,73.42507935,68.49472809,67.06030273,66.75164795,66.99829865
Australia,48.98173141,48.98173141,48.98173141,48.81668472,48.98173141,48.65163803,48.95003891,52.24612045,52.90630341,52.51063156,53.00516891,55.93309402,55.99867249,56.76751709,58.88771439,60.64582062,60.75473785,61.11064148,62.46387482,62.08703232,62.14318085,64.86321259,66.52481079,68.39008331,69.93321991,71.57772064,73.58509827,75.75759125,77.20209503,78.43649292,78.54381561,79.01147461,73.71375275,76.04155731,76.85723114,76.98796844,77.84603882,77.97093201,76.71981812,76.84719849,77.52331543,78.20049286,77.85591125,76.05348206,78.94831085,77.45851898,76.80127716,77.00574493,77.66125488
Austria,61.51550293,61.51550293,62.41374588,63.8962822,64.22637177,65.21664429,65.74567413,66.10964966,67.13381195,67.53168488,70.92377472,71.49932861,71.77035522,71.96253204,72.20583344,73.59436035,74.42980957,75.09825897,75.05856323,75.84475708,76.27372742,79.5001297,80.47665405,81.72028351,82.65319061,86.39028931,88.06450653,90.20404053,90.95658875,91.97379303,93.524086,92.96272278,89.09147644,89.79139709,90.14334869,89.1451416,87.97180176,88.23693085,87.58161926,86.42816162,83.70558167,83.04589081,82.09880829,81.06388092,87.57456207,86.01220703,85.46852875,85.66171265,85.63430023
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,24.9979496,24.86207008,32.10911942,32.16490173,34.46783447,38.82607651,44.83846664,45.27685165,46.28719711,46.66474152,47.00984573,54.46030426,54.70756531,48.14199448,48.21929169,50.27009583,52.70128632,60.7585907,55.3560524,55.4245224,56.264431,60.32329941,59.56155014,65.77231598,62.73659515,65.32821655,66.00112152,67.22544861
