Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,29.38624573,29.18201256,29.83942604,30.12664032,30.37558746,31.66483116,31.60098267,31.10953522,27.31209755,27.88652802,30.89045143,32.92027664,36.63267517,37.86735535,38.68120575,38.60016251,39.88219833,41.12992859,41.63999176,40.08291245,42.0604744,41.88279724,41.12450027,38.63131332,46.32424545,46.69348907,48.62386703,49.43046951,49.93247223,49.27716827,44.28005219,44.75070572,43.83591843,40.80083084,42.51298141,42.63418198,37.32055283,35.81134415,37.1952095,34.77882767,37.34557343,37.53482819,34.64831924,28.82782745,29.85036659,28.16694832,24.25182343,25.37376213,28.76424026
Albania,22.62137604,22.62137604,22.62137604,22.62137604,22.62137604,22.62137604,22.62137604,22.62137604,22.62137604,22.62137604,22.44673538,22.25448608,21.43488503,21.8065033,21.32557487,22.15196991,20.7232666,21.78276825,22.13215256,22.65857506,21.93914795,29.91514969,52.90829468,51.27143097,32.8234024,28.27433014,24.38042068,22.61962891,28.21078873,35.70700455,41.41088104,43.98862076,43.65969467,43.64414215,43.11713028,44.14515686,48.33576965,51.28741455,56.3858757,57.69361496,59.0729866,58.8228035,59.11688995,60.51499939,61.86137772,63.17789841,63.14554214,65.80643463,64.04956055
Algeria,30.33075523,30.41175079,30.21962738,34.85494232,40.09344482,38.38656616,38.49419403,40.31029129,38.56190109,38.18653488,37.70467377,38.05723572,33.08741379,27.40606308,25.54963303,23.47120094,19.47222328,18.59766006,20.26595879,22.26485062,21.54648781,31.93468666,30.45539474,29.92753792,34.67160797,37.36776733,37.82116318,39.02477264,37.23924637,37.4472084,41.07767105,40.30002213,41.7245369,40.31986618,39.20471191,42.33527374,41.14490128,41.65847015,42.6052742,46.29201508,42.92718506,41.39308548,39.90242767,39.39239502,38.56212616,39.46831131,37.17883682,37.46780014,38.16034317
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.38690948,67.22867584,67.26295471,66.92669678,66.8559494,68.13198853,68.80010986,69.99894714,70.02253723,70.22952271,69.99042511,70.28302765,72.20243835,72.45315552
Angola,,,,,,39.04648972,38.74013901,38.53590775,38.33167648,38.12744141,37.96070099,39.83353043,36.31059265,36.88885498,38.19334412,36.68198776,33.61584473,32.01467896,45.45816422,40.00617218,45.44190979,48.15233994,62.43850327,68.20568848,73.1603775,72.09339905,72.25480652,72.9366684,74.49697113,81.79912567,81.12238312,82.18505096,71.65183258,70.68169403,70.5951767,70.10275269,63.98548508,62.71763611,66.1445694,73.27635956,69.06968689,66.17848206,61.58809662,61.41809082,60.43866348,57.67295074,53.91068268,47.51350021,54.21250534
"Antigua and Barbuda",,,,,,,,,,,,60.10720062,65.40966034,57.02358627,58.00524521,55.95018387,69.40466309,69.87804413,64.91750336,61.31425858,65.76293945,66.34925842,68.26267242,64.14969635,64.3862915,66.79741669,64.74356842,63.44166183,64.45438385,65.19261932,67.68120575,66.66255188,65.82608795,69.25237274,71.81336212,74.12360382,76.16319275,78.83286285,76.39109802,70.35607147,67.5051651,66.20039368,67.88211823,69.26727295,71.01580048,70.84285736,69.48021698,69.52531433,70.00393677
Argentina,13.81700706,13.49954128,13.72306728,14.08320141,14.07148933,14.70662975,18.17128944,22.17270088,24.8640728,31.11291885,35.71700668,37.18064117,34.29849625,30.862463,36.70744324,35.15069199,29.43238449,29.53226852,29.61062622,42.08873749,32.98812485,29.21364021,27.21985626,29.45344162,30.82233429,33.97572708,35.32807922,37.23997879,39.32181168,41.40332794,43.45346069,43.21554947,59.35093307,56.31203842,54.46590805,50.93909836,50.18483353,48.7561264,44.37040329,43.88487625,41.18674088,38.77705002,37.45057297,37.21245193,37.63795471,35.35119247,37.87194443,38.60567093,45.7271843
Armenia,,,,,,,,,,,,,,,,,,,,,,12.05152321,12.12108707,17.58428764,21.85445023,38.10702896,49.97104645,59.71236801,58.39280701,58.45750809,62.43296051,63.90872192,65.47299957,66.90454865,68.39682007,63.52812195,60.46756744,59.12663269,57.11624908,65.15200806,69.18795776,70.8722229,70.63928223,71.18241882,69.18831635,67.92195129,70.65446472,72.74082947,72.96211243
Aruba,,,,,,,,,,,,,,,,,60.26785278,62.07263947,64.82470703,62.9784584,65.20773315,68.08528137,66.28456879,65.95946503,64.20977783,66.6368866,67.46723175,70.15015411,71.21669769,76.60469818,78.17738342,79.19515228,80.80216217,76.86930084,78.05511475,84.06491852,81.82482147,84.72280884,81.51522064,82.460495,76.93703461,82.6392746,78.97705841,74.29364014,72.59150696,72.8126297,71.91497803,72.97536469,72.15031433
Australia,33.93085861,34.90436172,35.83910751,34.69325256,33.3953476,32.8331604,32.13361359,32.414505,33.0730896,33.94278336,35.49419403,34.27446747,34.69894028,35.84256744,35.70073318,36.91953659,39.01335907,42.40064621,43.3344574,41.37301254,42.58588028,40.99232864,40.33068466,42.22800446,46.33031082,46.77401352,48.66620636,46.62414551,47.43699646,52.22702408,51.9103241,54.22683716,56.61101532,58.86904144,58.09630585,57.86650848,59.97054291,62.1126976,57.42716599,58.9327774,58.48694992,57.02979279,54.80276871,52.71751404,54.49419785,54.71998978,58.59276581,58.95391846,57.80080795
Austria,50.3495369,51.21147156,51.30849838,51.05360413,53.69960785,52.82366943,56.72737885,56.10980988,56.74317932,57.10023499,58.46129227,60.79911041,59.59402466,57.97610092,60.48329926,63.54434586,60.12816238,59.56384277,59.20658875,61.60289764,61.41281509,61.02993393,60.00013733,60.16432953,61.50392532,61.94152451,63.22315979,66.15126801,67.67404938,67.92269897,71.63602448,72.72286224,73.73421478,74.12280273,75.5004425,77.59671783,78.84349823,79.71740723,79.04698181,76.10534668,77.31878662,78.32052612,78.90743256,78.38574219,78.24304199,77.37909698,78.36373901,79.64862061,79.73126221
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,33.92045593,34.08096313,30.97221565,28.9522686,31.80290794,40.03124237,43.51463699,45.58891296,42.18529129,53.49975204,57.39891434,61.16215515,64.41474152,73.73892975,75.94139862,70.00157928,69.16795349,62.2496376,64.75843811,63.32357788,65.16790771,69.44346619,67.6988678,67.53124237,71.36071014,75.80830383,75.9454422,76.85076141
Bahamas,,,,77.30138397,78.56507874,79.25515747,78.43493652,78.81449127,79.4807663,77.9023819,77.06515503,77.36950684,76.07507324,74.54734039,74.22781372,73.49308777,73.18444824,70.94213867,68.95488739,73.61555481,64.41697693,64.4516983,61.0460968,63.14878845,62.24803543,64.84630585,64.90929413,52.9641571,62.13153458,64.51765442,60.31035614,56.81658554,53.24554443,52.84931946,54.0207901,56.52174377,59.39798355,60.28176498,59.80699158,58.55056381,59.9797287,62.05331039,62.76018143,63.49293518,65.17639923,61.66901398,62.78720856,62.00722122,65.61798859
Bahrain,,80.61367798,80.61367798,80.61367798,80.61367798,82.24753571,82.75811768,82.04330444,81.83907318,81.73696136,80.521492,81.22273254,83.88709259,81.37099457,83.61763763,85.10723877,85.98605347,85.35231781,85.19139099,85.3430481,81.44402313,84.08561707,86.84241486,85.86860657,86.35110474,85.28170013,84.99422455,85.20184326,88.50234222,89.52907562,86.98332977,86.59430695,86.48143768,85.19332123,89.29930115,89.18218231,89.62684631,88.70878601,86.810112,84.69701385,85.68327332,79.01511383,87.97356415,83.61398315,86.37167358,83.19698334,83.58687592,86.07958221,87.63249969
Bangladesh,,15.11837196,15.11837196,15.30347061,14.55203342,12.96872044,16.43754959,18.13897705,16.71153259,16.90715408,17.1263752,15.74280071,17.64530373,18.20998001,18.86381721,17.19798851,18.26843262,18.63068199,18.8303833,18.11429787,17.57470131,18.60716438,19.20482445,19.8164711,21.62202072,21.73962593,17.07640839,18.9324894,18.75040627,19.65307426,21.17395401,20.9641571,21.96511841,22.79646492,23.29005241,25.36783981,23.52219391,23.89318466,24.9319191,22.61503792,29.04203033,30.30181313,31.24617767,31.77203941,30.54179001,28.81319618,26.94425774,26.29862785,26.10346222
Barbados,52.60735703,53.52640152,53.7306366,54.54756546,56.38566208,51.94413757,51.68967819,51.63748932,53.79831696,54.98815155,52.37402344,54.00546646,55.43660355,55.83610153,58.49597549,56.91052628,57.97527313,54.47346115,54.69198608,54.1016655,55.43252945,56.40388107,53.35339355,54.16146469,55.70043945,59.47953796,60.86044693,60.22620392,58.21324539,59.54667282,61.17210388,62.00345612,61.93204117,64.72883606,65.48652649,68.82681274,70.02371979,70.14338684,73.04875183,70.65524292,72.1309433,73.78762054,73.34981537,75.17371368,75.84082031,72.38353729,72.59429169,72.683815,71.99684143
Belarus,,,,,,,,,,,,,,,,,,,,,,10.22491264,10.24260044,9.034985542,9.090155602,21.9176712,29.77600098,32.15726089,31.91582298,34.74848557,37.14779282,41.13020325,40.99507141,40.62636948,38.62223434,36.87423706,38.32315445,41.88074493,43.08898163,46.88766479,50.54455948,54.44636917,54.95112228,55.85401535,54.97245407,60.8263092,65.18016815,64.74649048,65.222435
Belgium,64.91280365,65.83628082,65.53190613,67.21140289,69.92997742,67.92263031,68.96968842,69.98255157,70.75314331,72.04493713,73.80456543,75.32957458,75.91604614,76.35018158,77.06893921,78.21735382,77.40766144,77.38989258,77.53977966,78.79994965,77.98213959,78.44117737,78.07749939,79.0322113,79.75615692,79.92127228,80.77511597,82.36933899,83.24671936,83.64892578,84.60735321,84.89655304,84.96272278,84.87779999,85.15280151,85.47583771,86.28090668,86.87145233,86.93013763,86.94468689,87.1714859,87.02999115,87.61633301,87.98320007,88.69496918,89.04771423,88.98836517,89.3584671,89.37828064
Belize,,,,,,,,,,,,57.36838531,58.73445511,57.37332535,57.21102524,59.84251404,61.23083878,58.7521286,60.51848984,60.78308105,59.89723587,58.17861176,56.13755417,54.12969589,53.33823776,53.04402161,55.80269623,58.59247208,57.65607452,60.81158447,64.63262939,70.02333832,69.35932922,71.50843048,71.87774658,74.02464294,77.04974365,80.05271912,77.35609436,72.6503067,73.90253448,72.20906067,76.68707275,78.13512421,78.37073517,75.50976563,74.53676605,77.09941101,75.05773163
Benin,20.08796501,22.81113243,21.39251518,21.9872036,23.46973419,23.89101982,25.30247879,28.20096779,25.24520874,23.31183243,23.00813103,34.88640594,35.13479996,36.44186783,40.93613434,40.03956223,34.5083046,34.44113541,39.64250183,38.58078003,33.33779907,38.39181137,50.41288376,36.177948,47.55596924,46.50153732,46.05440903,42.13306427,42.95840454,33.39827728,32.8106041,31.92251205,32.72612381,30.58943367,29.03491974,27.34573936,30.13491058,34.0607338,31.41327286,29.79095268,34.30936813,34.82419586,37.1258049,40.41007996,44.08583832,39.83684921,42.83877182,45.40267563,46.55884933
