Country,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Burundi,61.57,63.89,62.79,61.57,61.57,61.57,68.35,71.03,71.97,91.66,93.74,94.25,94.51,94.45
"Cape Verde",,,59.71,61.4,62.53,63.45,77.78,82.1,82.51,83.07,85.38,85.28,85.21,85.24
Cambodia,11.55,31.63,34.99,36.14,38.32,38.71,40.81,42.04,44.7,48.79,40.87,42.14,58.88,54.93
Cameroon,34.65,36.7,39.07,43.54,46.87,44.3,49.73,69.38,73.14,74.59,74.32,75.52,76.52,76.99
Canada,96.24,96.19,96.19,96.2,96.2,97.22,97.22,97.22,97.22,97.22,97.23,97.23,98.23,98.23
"Central African Republic",30.11,29.89,29.89,29.89,29.89,29.64,32.33,32.33,37.37,34.78,36.12,31.36,31.36,31.36
Chad,16.9,16.9,16.9,16.9,17,19.08,18.82,17.73,25.54,30.2,34.28,41.86,41.92,51.91
Chile,76.29,76.56,76.52,77.09,77.24,77.38,77.45,80.31,88.78,89.36,89.83,89.83,89.84,89.84
China,43.2,43.43,50.97,59.2,60.75,59.78,62.67,63.5,64.73,68.56,68.72,77.43,77.46,81.02
Colombia,60.82,72.17,72.29,71.26,73.04,77.96,83.67,85.48,86.32,86.12,86.13,86.13,86.13,89.57
Comoros,,,43.41,41.4,43.26,44.78,46.91,48.73,48.31,52.61,59.96,61.03,72.89,71.59
"Congo (Kinshasa)",30.15,30.15,30.15,30.15,30.15,30.15,30.15,39.92,44.7,46.46,26.77,57.67,85.49,85.49
"Congo (Brazzaville)",40.09,39.3,42.6,46.36,44.22,38.8,43.45,41.47,44.14,48.35,49.37,61.32,61.39,59.44
"Costa Rica",59.38,59.49,59.76,60.53,59.75,63.93,64.18,64.21,64.26,67.53,81.09,81.15,81.2,81.57
"Ivory Coast",39.12,40.26,43.18,43.18,45.63,46.46,47.37,47.53,49.75,51.06,76.4,91.24,91.44,91.38
Croatia,74.51,74.9,75.12,79.35,80.62,80.84,81.48,83.17,83.29,83.5,83.24,83.96,84.73,85.56
Cyprus,,,,,,89,89.3,89.19,89.13,89.22,89.19,89.14,89.19,91.21
"Czech Republic",72.62,72.71,73.22,77.44,79.12,80.14,81.03,80.99,83.01,83.07,83.22,85.08,85.23,86.86
Denmark,89.37,89.44,91.27,91.42,91.67,91.7,91.79,92.71,92.77,92.8,92.82,93.4,94.04,94.07
Djibouti,,,24.36,24.36,24.36,26.12,26.12,26.12,26.12,27.69,61.01,65.89,66.45,66.91
Dominica,,,86.95,86.98,87.34,87.79,88.15,88.23,88.5,89.31,89.15,89.27,89.35,89.26
"Dominican Republic",64.97,65.34,65.41,65.49,78.19,83.64,83.18,79.59,81.76,82.29,82.62,82.86,83.12,83.34
Ecuador,50.73,51.31,58.34,60.23,60.58,59.87,61.67,64.02,64.65,64.52,65.14,65.31,68.51,70.61
Egypt,38.87,39.19,42.38,47.66,82.04,85.47,85.85,87.06,87.13,87.13,87.22,87.28,87.48,92.43
"El Salvador",34.34,34.3,51.16,60.71,67.09,78.61,80.15,79.95,79.89,79.89,79.93,80.02,80.19,80.7
"Equatorial Guinea",,,36.85,36.85,35.87,36.63,36.92,36.05,36.7,36.99,36.86,36.74,36.59,36.9
Eritrea,,18.93,22.08,23.89,20.9,23.8,33.25,35.95,38.36,42.14,42.8,44.81,46.16,46.36
Estonia,70.38,70.64,80.61,81.2,90.6,90.92,90.95,90.77,90.86,91.02,91.13,93.25,95.06,95.13
Ethiopia,22.14,41.54,43.17,49.67,50.27,51.76,30.39,32.41,27.95,37.65,46.57,49.22,53.64,55.96
Fiji,79.74,79.9,75.22,75.55,75.61,75.63,75.62,75.8,74.17,67.85,67.96,68.04,68.18,73.13
Finland,87.4,91.69,91.77,91.83,93.06,93.09,93.1,93.04,93.08,93.11,93.1,93.1,93.11,93.13
France,77.53,92.34,92.34,92.34,92.35,92.48,92.5,92.5,92.5,92.49,92.49,93,93.14,93.27
Gabon,,,69.45,70.23,69.92,71.09,71.63,70.73,71.7,72.3,75.97,75.9,76.14,76.28
Gambia,,,57.8,58.05,55.32,58.05,58.05,58.09,58.05,63.2,61.26,68.37,67.32,69.37
Georgia,73.58,75.24,78.2,83.96,88.57,94.2,94.25,94.09,95.89,95.95,95.99,96,96.04,96.13
Germany,73.22,73.25,79.24,79.28,80.43,80.6,80.8,81.48,81.6,81.65,81.73,81.36,83.35,83.42
Ghana,67.48,70.44,72.43,73.79,77.46,82.21,84.6,84.38,84.9,84.93,83.17,83.73,83.73,83.73
Greece,57.45,58.07,59.66,60.03,60.85,70.73,70.9,70.78,78.72,78.57,89.22,90.71,90.7,90.7
Grenada,,,82.92,83.09,84.03,84.22,84.93,86.11,86.12,86.87,86.55,86.7,86.84,87.02
Guatemala,59.45,59.9,60.6,67.53,67.61,67.09,67.2,67,66.7,66.58,79.13,81.99,82.13,82.31
Guinea,21.89,23.9,26.58,26.24,31.62,31.96,31.52,30.43,34.15,51.58,58.16,55.44,80.02,80.2
"Guinea Bissau",,,2.21,2.21,2.21,2.21,4.26,4.29,55.81,60.56,58.52,55.69,59.97,63.86
Guyana,,65.98,67.22,67.34,70.15,72.15,80.94,81.93,83.4,85.04,85.23,85.34,85.42,85.45
Haiti,29,29.5,29.93,30.4,30.34,30.69,31.11,32.53,32.37,32.51,33.39,33.48,33.53,33.61
Honduras,57.69,58.43,56.9,60.83,70.31,71.56,73.86,73.85,73.92,74.11,74.18,74.3,76.9,77.02
"Hong Kong",91.18,91.05,91.06,91.07,91.1,91.23,95.45,95.42,96.31,96.32,96.45,96.38,98.12,98.2
Hungary,66.66,69.47,73.72,74.26,80.75,91.02,91.35,91.33,91.43,89.31,89.32,86.58,87.1,87.28
Iceland,,91.47,91.58,91.62,91.77,91.81,91.63,91.96,91.92,92.02,92.12,92.35,92.44,92.64
India,25.68,26.78,29.35,43.98,44.83,47.78,50.06,55.36,58.87,59.83,61.02,63.7,73.74,74.31
Indonesia,35.95,37.09,41.58,43.91,44.96,48.87,62.98,66.57,68.98,69.37,60.97,65.9,67.51,76.43
Iran,77.43,77.33,79.18,79.29,79.31,79.39,85.72,85.19,85.21,82.55,82.58,84.82,84.86,85.06
Iraq,,71.26,71.26,66.86,64.38,57.46,67.05,62.74,62.02,68.86,73.84,73.95,73.45,71.32
Ireland,89.9,89.9,90.53,92.41,92.41,92.41,92.41,92.4,92.4,93.17,93.17,94.17,94.18,95.91
Israel,88.78,88.78,88.81,88.84,88.92,88.92,88.95,88.94,88.92,88.71,90.47,90.54,90.55,92.28
Italy,79.09,81.71,81.84,81.95,82.14,87.35,85.68,86.57,86.62,86.6,86.88,89.22,89.39,89.4
Jamaica,81.47,81.58,89.29,89.59,89.67,89.77,90.1,90.12,90.11,90.17,91.93,94.27,97.28,95.61
Japan,71.61,71.62,71.59,83.11,83.12,83.12,83.12,83.11,85.88,85.87,85.96,86.09,86.09,86.09
Jordan,23.75,41.73,46.33,47.88,57.73,79.7,82.35,82.85,84.47,84.49,84.64,84.75,84.84,84.62
Kazakhstan,73.53,73.83,77.58,79.26,79.2,79.93,81.86,84.9,84.92,84.94,86.7,87.22,89.95,91.94
Kenya,60.58,63.96,61.41,61.66,65.65,69.71,69.11,70.31,70.01,72.31,72.61,72.52,74.45,83.13
Kiribati,79.3,76.82,76.08,75.1,74.32,73.38,76.52,76.26,76.4,76.36,76.28,76.75,76.46,78.17
"South Korea",58.59,59.9,61.36,61.61,61.99,63.7,84.47,84.48,90.66,94.36,94.36,94.36,94.36,95.83
Kosovo,,,,,,,65.53,61.7,62.44,74.15,84.19,93.05,93.06,95.54
Kuwait,63.3,63.24,64.19,66.32,66.38,67.55,69,67.49,70.42,71.38,70.02,70.42,74.51,66.77
Kyrgyzstan,81.48,81.61,81.75,81.71,81.85,87.05,89.82,91.73,91.76,91.84,92.87,92.91,92.94,92.95
Laos,58.25,58.8,59.6,59.79,63.7,64.08,64.33,64.42,68.13,67.15,67.2,67.31,67.36,72.42
Latvia,86.15,86.48,87.71,88.15,88.47,89,89.2,89.16,91.5,91.53,92.33,92.12,94.15,94.15
Lebanon,53.66,53.71,57.17,60.12,59.46,70.78,73.07,74.17,75.45,79.43,79.51,79.8,79.72,78.45
Lesotho,54.01,54.66,56.98,65.51,65.91,75.86,77.38,77.5,77.69,82.39,82.59,82.84,82.85,83
Liberia,,,,44.8,44.8,72.21,78.52,78.18,85.78,87.74,92.19,92.41,92.49,92.49
Libya,,,,,,,,,,71.36,74.55,74.34,72.58,71.48
Lithuania,78.55,78.91,79.3,81.37,81.5,82.19,82.52,84.64,84.67,84.32,90.1,92.44,92.94,92.99
Luxembourg,,,,84.3,85.57,86.08,87.25,88.34,88.54,88.56,88.57,88.44,88.43,88.66
"Macedonia (F.Y.R.O.M.)",62.42,62.7,58.33,72.88,82.14,86.93,92.75,94.47,94.48,96.22,96.22,96.36,98.14,98.14
Madagascar,12.7,20.67,27.98,48.36,57.07,60.88,68.07,64.52,80.64,80.89,80.95,81.22,79.63,83.48
Malawi,61.56,59.99,60.14,52.59,54.01,61.86,64.34,64.29,66.49,60.03,61.83,66.96,69.71,76.73
Malaysia,72.59,72.73,73.4,73.6,75.35,78.64,79.55,81.05,87.85,87.76,88.7,89.25,89.31,83.67
Maldives,89.89,90.01,89.81,89.82,89.94,90.25,88.26,88.35,88.42,88.87,88.83,88.84,89.03,88.98
Mali,25.66,27.23,28.33,23.4,41.21,43.31,58.99,61.63,60.62,62.18,63.45,62.92,66.05,84.12
Malta,,,,,,,,,75.62,75.67,75.21,76.56,78.01,80.21
"Marshall Islands",83.16,87.45,87.18,87.65,87.76,87.8,87.95,87.77,87.76,88.29,88.42,88.37,88.38,88.41
Mauritania,22.15,22.22,21.87,24.61,37.37,51.54,51.22,51.59,56.62,57.14,58.17,65.96,86.87,86.87
Mauritius,,79.16,79.26,79.36,89.48,91.25,91.36,91.4,91.43,91.46,91.43,91.61,91.63,91.65
Mexico,75.73,75.92,76.31,83.65,83.98,82.31,84.45,85.96,86.26,86.64,86.86,86.83,86.92,85.74
Micronesia,75.57,67.25,68.19,70.29,70.16,70.1,70.33,70.05,69.91,69.81,69.66,69.63,69.64,69.73
Moldova,68.34,73.52,74.69,74.79,78.77,80.92,84.27,84.12,86.14,86.31,88.37,90.44,92.19,91.96
Mongolia,70.49,75.09,78.08,79.84,81.19,83.88,84.91,84.71,85.42,87.99,91.29,91.33,92.55,92.55
Montenegro,,,,75.56,75.63,76.63,82.06,88.52,90.01,90.04,90.04,90.03,90.06,90.07
Morocco,46.83,63.04,83.71,83.99,87.12,87.44,87.67,87.77,87.84,88.55,90.29,90.33,92.06,92.34
Mozambique,39.33,41.53,41.78,44.52,75.64,74.78,75.76,79.8,80.13,80.21,80.3,80.43,80.23,79.86
"Burma (Myanmar)",,,,,,,,,,17.2,18.34,20.52,66.57,77.1
Namibia,62.5,63.12,60.68,60.77,59.23,67.54,67.76,68,68.16,67.99,68.46,68.67,68.92,68.87
Nepal,73.76,74.26,74.78,73.69,74.28,75.99,76.81,77.69,79.34,79.89,82.71,83.01,83.48,83.77
Netherlands,83.18,83.26,83.38,85.97,86.7,86.8,86.97,86.77,86.92,89.26,94.06,94.08,94.14,94.15
"New Zealand",95.62,95.62,95.62,95.62,95.62,99.95,99.95,99.95,99.95,99.96,99.96,99.96,99.96,99.96
Nicaragua,53.57,60.26,62.32,64.33,65.82,65.63,66.78,66.04,66.54,67.45,72.63,80.27,80.49,81
Niger,23.68,23.68,23.68,27.63,32.79,34.39,44.25,44.27,44.79,44.99,53.48,54.41,77.62,86.16
Nigeria,52.59,52.59,59.4,65.04,66.3,73.52,74.32,74.06,74.21,74.91,73.81,76.91,77.19,78.62
Norway,87.43,87.55,90.21,92.07,90.48,91.16,91.34,91.26,91.3,92.19,92.21,94.03,94.29,94.3
Oman,50.15,50.15,50.16,48.45,49.22,60,71.53,70.46,72.53,75.63,76.49,76.71,72.39,92.85
Pakistan,70.9,72.27,73.5,73.35,74.53,74.73,76.93,76.7,76.96,77.16,77.19,77.36,77.43,77.88
Palau,79.52,83.92,83.77,81.34,81.43,81.46,81.56,81.08,81.11,81.27,81.69,81.83,81.85,81.95
Panama,86.38,86.43,86.45,86.52,86.62,88.31,88.49,89.24,89.54,89.92,91.85,91.93,91.95,92.01
"Papua New Guinea",76.11,76.18,76.25,76.74,76.68,77,77.35,76.33,76.73,77.12,76.97,77.03,77.29,80.53
Paraguay,40.17,43.83,44.57,45.39,76.55,76.64,76.99,77.04,77.28,77.31,77.38,77.5,77.52,77.53
Peru,56.84,57.22,57.01,64.41,64.76,67.13,76.15,82.94,84.85,85,85.05,85.1,85.02,85.01
Philippines,60.57,61.14,61.68,61.9,61.34,63.07,61.53,64.17,66.31,66.32,66.4,67.23,68.56,68.86
Poland,52.94,53.59,57.58,60.41,60.92,62.85,79.94,80.01,80.09,80.51,84,84.03,84.18,84.22
Portugal,61.8,61.67,69.22,84.54,86.67,88.44,88.5,88.45,91.1,91.1,92.82,92.82,92.84,92.85
"Puerto Rico",89.27,89.27,89.27,89.31,89.33,89.33,89.34,89.35,91.08,91.09,91.09,91.11,91.11,91.23
Qatar,,,,,82.97,82.97,83.99,78.57,81.26,82.43,82.32,82.28,82.35,86.06
Romania,82.47,84.67,89.23,89.33,90.08,90.24,90.34,90.36,87.84,88.88,90.4,90.45,90.46,89.48
Russia,69.89,79.44,81.44,81.76,81.82,82.04,82.2,82.1,82.15,84.97,89.16,92.17,92.35,93.57
Rwanda,58.84,58.84,58.84,60.8,62.9,72.7,89.76,89.91,90.42,85.52,85.7,80.6,82.92,87.17
"Saint Thomas and Principe",,40.56,42.64,43.37,49.95,50.66,51.56,28,67.93,72.17,72.75,92.27,92.37,92.56
Samoa,71.27,73.19,75.23,75.35,75.87,76.06,92.21,92.23,92.24,92.27,92.25,92.28,92.46,92.49
"San Marino",,,,,,,,,,77.1,76.91,79.53,85.42,85.46
"Saudi Arabia",22.87,23.54,24.36,30.75,73.62,75.13,74.87,74.66,74.79,75.7,75.59,75.71,76.07,77.09
Senegal,37.48,40.08,41.23,40.17,41.53,68.14,71.09,71.28,73.02,74.14,74.16,85.04,85.99,86.07
Serbia,60.8,61.65,77.67,77.89,78.03,78.26,87.15,86.67,86.69,88.8,88.86,88.91,88.94,91.67
Seychelles,,,74.63,74.58,74.89,75.24,76.2,76.5,76.68,76.87,78.32,78.42,78.55,78.64
"Sierra Leone",53.11,53.65,55.22,55.8,56.1,68.4,73.38,74.5,76.89,78.67,83.68,84.53,84.73,86.48
Singapore,89.17,89.17,91.15,91.16,92.89,94.73,96.46,96.46,96.47,96.48,96.48,96.48,96.49,96.49
Slovakia,57.44,71.71,78.38,78.53,78.92,86.06,86.63,86.75,86.85,87.83,85.25,87.02,88.54,88.62
Slovenia,66.88,67.1,67.4,65.41,65.79,83.21,89.4,91.02,91.1,91.08,91.07,91.08,91.22,91.42
"Solomon Islands",59.3,62.19,60.54,62.83,64.76,65.8,68.71,67.67,74.19,83.55,83.11,84.6,85.11,85.48
Somalia,,,,,,,,,,,,,48.27,48.71
"South Africa",73.11,73.15,73.97,74.19,75.62,80.72,80.73,80.72,81.42,81.43,81.43,79.71,79.71,80.47
"South Sudan",,,,,,,,,,54.92,53.96,53.96,53.96,53.96
Spain,58.54,58.59,66.26,68.87,69.08,68.88,68.88,71.09,78.19,76.43,77.93,86.26,86.3,86.61
"Sri Lanka",66.88,70.21,70.55,71.34,75.34,71.43,72.06,74.58,75.81,82.27,82.34,83.01,84.98,87.52
"Saint Kitts and Nevis",,,80.05,83.48,83.94,85.04,85.11,85.12,85.09,85.39,85.56,85.56,85.66,85.75
"Saint Lucia",,,83.76,84.5,84.78,84.93,88,87.76,88.43,89.26,89.16,88.62,88.68,88.8
"Saint Vincent and Grenadines",,,82.36,82.59,83.17,83.47,85.92,86.13,86,86.55,86.64,86.7,86.72,86.78
Sudan,,62.21,65.29,69.15,69.32,70.14,72.28,70.89,71.45,73.52,73.48,73.84,75.14,73.78
Suriname,,,36.38,37.77,39.36,41.56,42,42.26,42.92,43.47,43.88,47.96,47.9,47.82
Swaziland,,,63.43,63.69,64,64.45,64.6,65.72,66.2,66.85,70.91,73.47,73.46,74.32
Sweden,90.67,90.77,90.89,90.97,91.14,91.2,91.31,92.16,92.21,92.26,92.28,92.29,94.61,94.64
Switzerland,85.6,86.1,86.14,86.99,87.08,86.23,86.31,86.26,86.27,86.32,86.36,88.38,88.44,88.39
Syria,42.98,43,42.98,44.64,38.85,57.68,58.2,60.22,65.08,66.06,71.76,68.37,78.91,78.93
Taiwan,63.86,64.27,60.89,61.15,66.13,68.21,86.75,88.51,94.37,94.38,94.38,94.39,94.41,94.42
Tajikistan,,,25.52,28.11,41.51,48.89,69.74,80.66,86.81,87.59,85.51,85.76,90.26,86.61
Tanzania,51.88,52.44,55.78,65.32,72.76,73.78,74.44,75.27,75.57,77.85,78.37,77.71,78.93,79.14
Thailand,77.44,77.52,77.66,77.77,77.79,77.98,79.4,80.57,82.89,84.64,85.03,85.04,85.03,87.01
"Timor Leste",,15.94,19.62,24.3,33.66,38.74,41.87,45.58,52.13,57.94,58.05,83.73,83.63,77.13
Togo,13.89,16.65,16.65,16.9,17.4,17.4,20.2,22.93,23.04,40.44,47.07,76.06,78.37,81.71
Tonga,85.66,85.94,86.21,86.39,86.32,88.23,88.4,88.56,90.41,90.69,90.76,90.77,90.75,90.85
"Trinidad and Tobago",,,69.6,77.92,77.94,77.95,77.97,79.68,79.68,79.69,82.29,88.33,88.33,88.59
Tunisia,62.63,82.16,82.47,82.66,82.97,84.6,84.89,84.98,85.07,85.08,85.01,85.07,85.11,85.01
Turkey,64.64,84.73,84.82,85.07,85.94,87,87.17,86.77,87.61,87.78,87.13,85.13,85.18,86.98
Uganda,52.15,53.74,55.15,57.06,57.56,57.23,59.26,59.74,63.91,64.14,64.19,65.92,69.26,71.3
Ukraine,58.7,61.68,58.22,65.02,66.44,68.53,69.78,79.2,81.67,85.58,87.34,87.35,93.88,94.4
"United Arab Emirates",63.9,65.09,66.71,68.31,70.75,71.17,83.81,83.62,85.5,88.53,88.47,88.49,88.5,91.21
"United Kingdom",89.38,89.39,89.67,90.05,90.04,90.04,90.04,89.79,89.8,89.8,89.85,91.23,94.57,94.58
"United States",91.18,91.18,91.16,91.17,91.17,91.43,91.43,91.34,91.34,91.34,91.06,91.22,91.22,91.23
Uruguay,54.43,56.74,59.14,59.1,57.58,69.18,64.34,64.08,89.5,89.61,89.67,89.76,89.9,89.79
Uzbekistan,76.62,76.89,77.15,76.85,81.77,82.73,82.72,81.46,84.21,84.89,90.45,90.47,93.91,93.93
Vanuatu,68.47,69.26,67.58,68.27,69.28,69.31,71.34,71.99,75.66,75.64,75.26,75.26,75.51,81.24
Venezuela,47.46,48.2,49.34,48.3,48.75,46.65,47,46.23,46.74,46.53,45.55,43.76,38.91,32.94
Vietnam,66.1,71.26,73.13,72.29,75.09,75.5,75.93,77.8,77.97,79.22,78.86,79.15,82.72,81.76
"West Bank and Gaza",,47.88,47.88,43.01,45.82,53.6,47.13,41.96,41.68,46.32,63.38,64.29,64.79,69.36
Yemen,15,17.26,17.26,17.26,19.91,75.55,78.53,78.63,78.42,72.87,73.6,73.57,73.36,71.59
Zambia,77.9,78.13,78.34,78.4,78.81,82.86,82.9,83.04,83.17,81.8,85.09,84.95,84.88,84.95
Zimbabwe,36.76,38.27,38.27,40.78,38.27,38.27,38.27,40.24,45.47,49.17,47.92,49.03,49.22,49.13
