Country,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,,,,0.24,0.23,0.23,0.25,0.27,0.28,0.3
Albania,0.38,0.34,0.3,0.34,0.36,0.33,0.34,0.35,0.35,0.37
Algeria,,,,,,,,,0.45,0.45
Angola,,,,,,,,,0.42,0.43
"Antigua and Barbuda",,,,,,,,,,0.61
Argentina,0.47,0.47,0.47,0.49,0.48,0.51,0.52,0.53,0.52,0.52
Australia,0.86,0.88,0.9,0.86,0.84,0.83,0.83,0.83,0.81,0.82
Austria,0.87,0.82,0.77,0.84,0.83,0.84,0.84,0.84,0.84,0.82
Bahamas,,,,,,0.64,0.64,0.64,0.65,
Bangladesh,0.32,0.305,0.29,0.27,0.27,0.34,0.345,0.35,0.37,0.36
Barbados,,,,,,0.7,0.69,0.68,0.68,0.7
Belarus,,,0.5,0.53,0.5,0.52,0.53,0.54,0.55,0.54
Belgium,0.82,0.8,0.78,0.81,0.81,0.78,0.78,0.78,0.8,0.8
Belize,,,,,0.48,0.48,0.46,0.44,0.44,0.43
Benin,,,,,,,,,0.38,0.38
Bolivia,0.29,0.265,0.24,0.32,0.34,0.29,0.275,0.26,0.26,0.27
"Bosnia and Herzegovina",,,0.47,0.45,0.43,0.432,0.434,0.436,0.438,0.44
Botswana,,,0.75,0.73,0.65,0.62,0.62,0.62,0.6,0.59
Brazil,0.67,0.595,0.52,0.5,0.46,0.45,0.455,0.46,0.45,0.45
Bulgaria,0.43,0.445,0.46,0.43,0.39,0.41,0.41,0.41,0.44,0.44
"Burkina Faso",,,0.5,0.45,0.38,0.38,0.41,0.44,0.44,0.42
Cambodia,0.16,0.23,0.3,0.33,0.27,0.24,0.245,0.25,0.24,0.24
Cameroon,0.24,0.22,0.2,0.26,0.25,0.24,0.245,0.25,0.27,0.26
Canada,0.85,0.825,0.8,0.81,0.81,0.83,0.83,0.83,0.83,0.83
Chile,0.77,0.755,0.74,0.73,0.72,0.7,0.695,0.69,0.7,0.69
China,0.6,0.56,0.52,0.48,0.51,0.52,0.535,0.55,0.55,0.53
Colombia,0.56,0.5,0.44,0.43,0.43,0.41,0.41,0.41,0.38,0.39
"Congo (Kinshasa)",,,,,,,,,0.18,0.16
"Costa Rica",,,,,0.68,0.69,0.685,0.68,0.68,0.66
"Ivory Coast",,,,,,0.38,,,,
Croatia,0.54,0.545,0.55,0.54,0.54,0.57,0.585,0.6,0.57,0.58
"Czech Republic",0.69,0.655,0.62,0.6,0.66,0.68,0.665,0.65,0.64,0.65
Denmark,,,0.95,0.96,0.96,0.96,0.955,0.95,0.95,0.95
Dominica,,,,,,0.65,0.65,0.65,0.6,0.6
"Dominican Republic",0.44,0.4,0.36,0.37,0.36,0.34,0.355,0.37,0.39,0.39
Ecuador,,,0.47,0.47,0.45,0.42,0.42,0.42,0.41,0.42
Egypt,,,0.5,0.46,0.47,0.45,0.425,0.4,0.4,0.4
"El Salvador",0.58,0.515,0.45,0.46,0.43,0.42,0.42,0.42,0.4,0.38
Estonia,0.86,0.815,0.77,0.78,0.78,0.78,0.785,0.79,0.8,0.79
Ethiopia,0.47,0.455,0.44,0.45,0.47,0.44,0.45,0.46,0.46,0.46
Finland,,,0.93,0.9,0.9,0.92,0.905,0.89,0.89,0.89
France,0.83,0.815,0.8,0.78,0.75,0.74,0.745,0.75,0.75,0.74
Gambia,,,,,,,,,,0.48
Georgia,,,0.77,0.71,0.73,0.73,0.72,0.71,0.7,0.68
Germany,0.83,0.825,0.82,0.83,0.83,0.84,0.835,0.83,0.82,0.82
Ghana,0.49,0.47,0.45,0.44,0.44,0.41,0.415,0.42,0.41,0.39
Greece,,,0.56,0.56,0.54,0.55,0.55,0.55,0.57,0.56
Grenada,,,,,,0.69,0.675,0.66,0.66,0.65
Guatemala,0.48,0.385,0.29,0.37,0.33,0.34,0.345,0.35,0.37,0.34
Guinea,,,,,,,,,0.28,0.29
Guyana,,,,,,0.46,0.46,0.46,0.46,0.46
Honduras,,,,,0.34,0.36,0.35,0.34,0.34,0.32
"Hong Kong",0.88,0.885,0.89,0.865,0.84,0.85,0.84,0.83,0.84,0.84
Hungary,,,0.72,0.64,0.5,0.51,0.51,0.51,0.51,0.51
India,0.42,0.37,0.32,0.39,0.4,0.44,0.445,0.45,0.43,0.42
Indonesia,0.46,0.38,0.3,0.36,0.37,0.38,0.375,0.37,0.38,0.39
Iran,0.5,0.495,0.49,0.5,0.42,0.48,0.505,0.53,0.45,0.43
Italy,0.7,0.66,0.62,0.6,0.59,0.6,0.61,0.62,0.63,0.63
Jamaica,0.65,0.575,0.5,0.48,0.53,0.55,0.55,0.55,0.54,0.55
Japan,0.9,0.87,0.84,0.84,0.86,0.83,0.84,0.85,0.82,0.82
Jordan,0.65,0.61,0.57,0.57,0.59,0.66,0.66,0.66,0.58,0.6
Kazakhstan,0.47,0.425,0.38,0.43,0.45,0.43,0.44,0.45,0.47,0.49
Kenya,0.26,0.265,0.27,0.28,0.27,0.26,0.275,0.29,0.27,0.27
Kosovo,,,,,,,,,,0.46
Kyrgyzstan,0.28,0.27,0.26,0.27,0.3,0.28,0.285,0.29,0.31,
Lebanon,0.45,0.435,0.42,0.4,0.37,0.36,0.375,0.39,0.39,0.36
Liberia,0.27,0.315,0.36,0.34,0.28,0.26,0.27,0.28,0.32,0.32
Madagascar,,,0.39,0.34,0.35,0.3,0.29,0.28,0.26,0.27
Malawi,,,0.44,0.43,0.36,0.36,0.385,0.41,0.42,0.41
Malaysia,0.65,0.67,0.69,0.64,0.63,0.61,0.585,0.56,0.58,0.6
Mali,,,,,,,,,0.31,0.34
Mauritania,,,,,,,,,0.31,0.29
Mauritius,,,,,,,,,0.58,0.59
Mexico,0.41,0.39,0.37,0.37,0.33,0.32,0.315,0.31,0.29,0.27
Moldova,,,0.33,0.32,0.28,0.28,0.3,0.32,0.32,0.34
Mongolia,,,0.4,0.39,0.42,0.41,0.425,0.44,0.44,0.42
Morocco,0.32,0.325,0.33,0.43,0.49,0.54,0.505,0.47,0.44,0.44
Mozambique,,,,,,,,,0.37,0.37
"Burma (Myanmar)",,,,0.43,0.42,0.44,0.455,0.47,0.47,0.46
Namibia,,,,,,,,,0.53,0.53
Nepal,,,0.4,0.38,0.39,0.38,0.395,0.41,0.43,0.41
Netherlands,0.88,0.905,0.93,0.88,0.89,0.88,0.87,0.86,0.88,0.88
"New Zealand",0.95,0.935,0.92,0.91,0.9,0.9,0.89,0.88,0.87,0.87
Nicaragua,,,0.4,0.38,0.37,0.37,0.375,0.38,0.35,0.34
Niger,,,,,,,,,0.43,0.4
Nigeria,0.41,0.33,0.25,0.26,0.27,0.3,0.31,0.32,0.34,0.33
"Macedonia (F.Y.R.O.M.)",,,0.55,,,,,,,
Norway,0.91,0.925,0.94,0.94,0.93,0.92,0.925,0.93,0.94,0.94
Pakistan,0.21,0.245,0.28,0.29,0.35,0.33,0.33,0.33,0.32,0.31
Panama,,,0.4,0.44,0.49,0.45,0.45,0.45,0.42,0.42
Peru,0.47,0.42,0.37,0.36,0.34,0.36,0.37,0.38,0.33,0.33
Philippines,0.58,0.49,0.4,0.5,0.49,0.48,0.475,0.47,0.47,0.46
Poland,0.74,0.73,0.72,0.66,0.65,0.73,0.725,0.72,0.73,0.73
Portugal,,,,0.69,0.71,0.72,0.73,0.74,0.72,0.72
"South Korea",0.74,,,,,,,,,
Romania,0.6,0.55,0.5,0.5,0.52,0.55,0.565,0.58,0.57,0.56
Russia,0.49,0.44,0.39,0.42,0.44,0.41,0.42,0.43,0.45,
Rwanda,,,,,,,,,0.6,0.63
Senegal,0.5,0.4933,0.4867,0.48,0.53,0.55,0.54,0.53,0.54,0.54
Serbia,,,0.42,0.41,0.41,0.41,0.42,0.43,0.44,0.44
"Sierra Leone",,,0.36,0.35,0.3,0.3,0.32,0.34,0.35,0.35
Singapore,0.91,0.905,0.9,0.9,0.93,0.93,0.92,0.91,0.91,0.91
Slovenia,,,0.62,0.6,0.6,0.6,0.615,0.63,0.66,0.66
"South Africa",0.61,0.555,0.5,0.49,0.51,0.55,0.54,0.53,0.48,0.48
Spain,0.77,0.785,0.8,0.69,0.69,0.69,0.7,0.71,0.72,0.73
"Sri Lanka",,,0.5,0.53,0.46,0.45,0.465,0.48,0.46,0.47
"Saint Kitts and Nevis",,,,,,,,,,0.64
"Saint Lucia",,,,,,,,,,0.64
"Saint Vincent and Grenadines",,,,,,,,,,0.7
Suriname,,,,,,0.56,0.565,0.57,0.51,0.45
Sweden,0.92,0.94,0.96,0.91,0.91,0.91,0.91,0.91,0.91,0.91
Tanzania,,,0.4,0.38,0.37,0.39,0.395,0.4,0.42,0.42
Thailand,0.62,0.51,0.4,0.51,0.52,0.47,0.48,0.49,0.49,0.49
Togo,,,,,,,,,0.42,0.43
"Trinidad and Tobago",,,,,,,,,,0.49
Tunisia,,,0.52,0.5,0.5,0.47,0.48,0.49,0.47,0.49
Turkey,0.49,0.52,0.55,0.55,0.49,0.48,0.49,0.5,0.48,0.47
Uganda,0.33,0.325,0.32,0.3,0.27,0.27,0.265,0.26,0.26,0.26
Ukraine,0.32,0.285,0.25,0.28,0.34,0.36,0.35,0.34,0.33,0.33
"United Arab Emirates",,,0.74,,,,,,,
"United Kingdom",0.8,0.8,0.8,0.8,0.82,0.82,0.82,0.82,0.83,0.82
"United States",0.78,0.78,0.78,0.75,0.75,0.73,0.74,0.75,0.74,0.74
Uruguay,,,0.78,0.78,0.78,0.77,0.765,0.76,0.74,0.73
Uzbekistan,,,0.3,0.35,0.35,0.33,0.335,0.34,0.38,0.4
Venezuela,0.4,0.36,0.32,0.3,0.27,0.25,0.275,0.3,0.32,
Vietnam,0.51,0.47,0.43,0.44,0.46,0.45,0.445,0.44,0.4,0.42
Zambia,,,0.44,0.41,0.4,0.4,0.41,0.42,0.4,0.38
Zimbabwe,,,0.26,0.28,0.28,0.29,0.285,0.28,0.31,0.32
