Country,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Denmark,1.81,1.94,1.47,2.1,2.02,1.93,1.47,2.13,1.74,2.19,2.21,1.79,2.42,1.99,1.61,2.21,2.49,2.08,1.77,1.95,1.84,1.76,2.03,1.25,1.32,0.79,0.92,0.71,0.84,0.76,0.66,0.95,1.11,0.91,0.82,0.89,0.72,0.81,0.73,0.66,0.7,0.62,0.56,0.43,0.37,0.54,0.54,0.41,0.28,0.52,0.34,0.41,0.29,0.31,0.27,0.34,0.3,0.3,
"Dominican Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.0633,0.0467,0.03,0.02,0.08,0.12,0.16,0.04,0.02,,,,,,,,
Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.47,0.51,0.43,0.39,0.3,0.27,0.37,0.28,0.36,0.33,0.42,0.33,0.3,0.3,0.3,
Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.04,0.04,0.08,0.11,0.05,0.12,0.08,0.06,0.05,0.07,0.1,,
"El Salvador",,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0325,0.035,0.0375,0.04,0.0425,0.045,0.0475,0.05,0.0525,0.055,0.0575,0.06,0.0625,0.065,0.0675,0.07,0.19,0.06,0.1,0.1,0.12,0.12,0.1,0.1,0.21,0.14,0.13,0.11,0.105,0.1,0.3,
"England and Wales",0.67,0.76,0.85,0.8,0.95,0.78,0.85,0.8533,0.8567,0.86,0.8633,0.8667,0.87,1.06,0.91,1.03,1,1.05,1.05,0.95,0.97,1.08,1.01,0.93,0.73,0.84,0.63,0.54,0.55,0.6,0.39,0.45,0.51,0.46,0.4,0.44,0.38,0.38,0.35,0.26,0.27,0.36,0.22,0.26,0.24,0.23,0.18,0.22,0.23,0.24,0.2,0.21,0.17,0.19,0.18,0.2,0.2,0.1,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.03,0.57,0.97,0.53,0.41,0.52,0.45,0.22,0.56,0.71,0.84,0.52,0.13,0.74,0.38,0.6,0.1,0.4,
Finland,0.18,0.52,0.41,0.89,0.63,0.63,0.55,0.69,0.27,0.59,0.53,0.31,0.59,0.34,0.28,0.76,0.58,0.23,0.53,0.8,0.69,0.95,0.55,0.27,0.47,0.51,0.48,0.3,0.47,0.38,0.29,0.23,0.34,0.43,0.17,0.24,0.41,0.19,0.29,0.1,0.19,0.17,0.25,0.33,0.3,0.18,0.05,0.2,0.28,0.1,0.24,0.11,0.16,0.16,0.26,0.03,0.3,0.2,0.3
France,0.59,0.65,0.64,0.69,0.54,0.73,0.69,0.67,0.71,0.69,0.59,0.8,0.69,0.7,0.71,0.8,0.84,0.9,0.73,0.75,0.81,0.89,0.76,0.7,0.61,0.71,0.75,0.63,0.65,0.56,0.63,0.56,0.47,0.43,0.41,0.43,0.42,0.34,0.32,0.32,0.34,0.35,0.33,0.3,0.27,0.36,0.3,0.29,0.28,0.22,0.27,0.28,0.27,0.26,0.26,0.25,0.2,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,0.88,0.7,0.49,0.7,0.91,1.12,0.74,0.39,0.56,0.61,0.66,0.41,0.7,1.4,
Germany,,,,,,,,,,,,,,,,,,,,,,1.25,1.245,1.24,1.235,1.23,1.2,1.16,1.08,1.01,1.04,0.88,0.86,0.73,0.73,0.72,0.59,0.57,0.55,0.52,0.45,0.46,0.45,0.38,0.38,0.35,0.33,0.34,0.32,0.34,0.33,0.28,0.28,0.27,0.3,0.31,0.3,0.3,0.3
Greece,,,,,,,,,,,,0.24,0.19,0.34,0.38,0.5,0.34,0.51,0.47,0.6,0.37,0.5,0.53,0.29,0.46,0.43,0.34,0.3,0.37,0.34,0.3,0.35,0.36,0.4,0.35,0.32,0.32,0.4,0.17,0.25,0.12,0.34,0.18,0.25,0.14,0.3,0.33,0.44,0.41,0.33,0.43,0.26,0.3,0.22,0.38,0.33,0.2,0.3,
Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,0.22,0.31,0.59,0.36,0.33,0.33,0.27,0.37,0.31,0.355,0.4,0.4,
"Hong Kong",,,,,,,,,,,,0.16,0.27,0.06,0.21,0.15,0.28,0.96,0.59,0.55,0.41,0.39,0.58,0.45,0.66,0.43,0.2,0.22,0.19,0.28,0.2,0.09,0.06,0.06,0.24,0.07,0.12,0.16,0.05,0.14,0.16,0.21,0.14,0.09,0.15,0.06,0.12,0.08,0.04,0.02,0.03,0.04,0.02,0.04,0.1,0.1,0.1,0.1,
Hungary,,,,,,,,,,,,,,,,0.82,1.05,0.97,1.12,1.08,1.04,0.93,1.51,1.49,0.99,1.23,0.98,1.46,1.14,1.08,1.29,1.25,1.28,1.11,1.28,1.06,1.32,1.1,0.88,0.74,0.92,1.06,0.67,0.67,0.81,0.88,0.78,0.71,0.96,1.09,0.71,1.01,0.93,0.7,0.91,0.68,0.8,0.6,0.6
Iceland,,,,,,,,,,,,,,,,,,1.04,1.97,1.815,1.66,0.88,0.76,0.8833,1.0067,1.13,1.028,0.926,0.824,0.722,0.62,0.621,0.622,0.623,0.624,0.625,0.626,0.627,0.628,0.629,0.63,0.65,0.67,0.69,0.71,0.73,0.75,0.27,0.372,0.474,0.576,0.678,0.78,,,,,,
Ireland,0.67,0.61,0.84,0.31,0.29,0.51,0.44,0.64,0.72,0.82,0.42,0.6,0.25,0.9,0.91,0.63,1.05,0.77,0.59,0.98,0.8,0.76,0.75,0.74,1.17,0.88,1.13,0.98,0.47,0.76,0.35,0.41,0.47,0.62,0.2,0.44,0.44,0.34,0.34,0.41,0.16,0.51,0.26,0.33,0.41,0.42,0.3,0.26,0.29,0.12,0.22,0.31,0.21,0.2,0.3,0.17,,,
Israel,,,,,,,,,,,,,,,,,,,,,0.46,0.89,0.43,0.44,0.4,0.26,0.28,0.22,0.29,0.19,0.28,0.09,0.22,0.41,0.18,0.06,0.3,0.18,0.15,0.11,0.09,0.15,0.2,0.21,0.2,0.1,0.02,0.12,0.13,0.1,0.11,0.05,0.14,0.11,0.06,0.08,0.1,0.1,
Italy,0.75,0.67,0.66,0.81,0.8,0.73,0.78,0.83,0.79,0.76,0.71,0.84,0.79,0.83,0.77,0.74,0.76,0.8,0.75,0.74,0.73,0.76,0.76,0.76,0.71,0.52,0.58,0.56,0.5,0.46,0.45,0.4,0.34,0.32,0.35,0.32,0.27,0.28,0.28,0.26,0.24,0.19,0.2,0.2,0.22,0.22,0.28,0.26,0.24,0.2333,0.2267,0.22,0.26,0.2,0.24,0.23,0.2,0.2,
Japan,0.2,0.25,0.22,0.2,0.25,0.25,0.32,0.24,0.28,0.26,0.3,0.35,0.28,0.31,0.37,0.32,0.28,0.31,0.31,0.31,0.33,0.32,0.35,0.34,0.29,0.28,0.25,0.27,0.28,0.22,0.23,0.21,0.18,0.18,0.19,0.19,0.2,0.18,0.15,0.13,0.14,0.15,0.14,0.17,0.18,0.16,0.12,0.11,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.08,0.1,0.1,0.1
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,1,1.24,0.93,1,1.1,1,1.23,1.05,0.82,1.01,,,,,,,,,,
Kuwait,,,,,,,,,,,,,,,,,,,,,,0.13,0.48,0.83,0.36,0.94,1.79,0.72,0.07,0.29,0.09,0.15,0.28,0.265,0.25,0.235,0.22,0.205,0.19,0.165,0.14,0.9,0.12,0.11,0.4075,0.705,1.0025,1.3,0.19,0.11,0.11,0.095,0.08,0.1,0.12,0.115,0.11,0.105,0.1
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0.14,0.27,0.18,0.54,0.44,0.31,0.14,0.51,0.5,0.42,0.4,0.3,0.2
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,1.02,0.57,0.34,0.92,0.73,0.66,0.53,1.27,1.13,0.97,0.73,0.72,0.56,0.44,0.9,0.3,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.64,0.85,0.61,0.73,0.63,0.58,0.69,0.56,0.53,0.4,0.5,0.71,0.43,0.56,0.47,0.27,0.35,0.5,0.3,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,0.56,1.23,1.31,1.39,1.29,1.19,1.27,1.35,1.05,0.64,0.23,0.395,0.56,0.4,1.24,0.38,1.06,0.35,0.344,0.338,0.332,0.326,0.32,0.3775,0.435,0.4925,0.55,0.16,0.23,0.3,0.2333,0.1667,0.1,0.6,0.2
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,0.76,0.82,1.1,0.62,1.06,0.68,0.74,1.01,0.59,0.76,0.44,0.9,0.56,0.53,0.38,0.48,0.7,0.73,0.63,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.68,0.67,0.45,1.24,1.81,0.46,0.4967,0.5333,0.57,0.6825,0.795,0.9075,1.02,0.935,0.85,0.56,0.27,0.3867,0.5033,0.62,0.72,0.6467,0.5733,0.5,0.35,0.5133,0.6767,0.84,0.52,0.53,0.52,0.51,0.5,
Mauritius,,,,,,,,,,,,,,,,,,0.85,0.6333,0.4167,0.2,0.19,0.18,2.98,5.78,3.32,0.86,0.76,0.66,0.56,0.46,0.15,0.29,0.43,0.34,0.25,0.32,0.45,0.3,0.15,0.28,0.2767,0.2733,0.27,0.14,0.17,0.1667,0.1633,0.16,0.295,0.43,0.46,0.25,0.36,0.38,0.34,0.3,0.3,
Mexico,,,,,,,,,,,,0.3,0.33,0.3225,0.315,0.3075,0.3,0.39,0.44,0.34,0.355,0.37,0.385,0.4,0.415,0.43,0.445,0.46,0.475,0.49,0.505,0.52,0.535,0.55,0.565,0.58,0.595,0.61,0.625,0.64,0.655,0.67,0.685,0.7,0.58,0.62,0.61,0.68,0.62,0.63,0.65,0.69,0.7,0.61,0.77,0.7,0.8,0.8,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.22,0.27,0.53,0.34,0.54,0.67,0.77,0.58,0.47,0.37,0.44,0.46,0.62,0.48,0.68,0.67,0.4,0.51,0.57,0.1,0.2,0.2
Netherlands,1.12,1.38,1.13,1.21,1.42,1.45,1.3,1.1,1.44,1.19,1.24,1.26,1.09,1.48,1.2,1.16,1.21,1.12,1.08,1.06,0.89,0.96,0.72,0.73,0.72,0.66,0.44,0.48,0.73,0.53,0.37,0.4,0.42,0.47,0.39,0.45,0.34,0.36,0.38,0.16,0.38,0.24,0.34,0.23,0.3,0.28,0.22,0.37,0.34,0.33,0.25,0.21,0.28,0.26,0.33,0.24,0.2,0.3,0.2
"New Zealand",0.83,0.94,0.95,1.21,1.79,1.38,1.58,1.79,1.38,1.1,1.6,1.08,1.37,1.26,1.26,1.24,1.57,0.79,1.24,1.26,0.96,1.13,1.31,0.82,1.19,0.99,0.69,1.09,0.6,0.79,0.42,0.55,0.74,0.5,0.75,0.31,0.62,0.32,0.57,0.45,0.26,0.25,0.13,0.19,0.49,0.34,0.53,0.38,0.66,0.24,0.45,0.16,0.41,0.27,0.12,,,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.22,0.17,0.48,0.29,0.2,0.24,0.23,0.13,0.2,0.22,0.35,0.24,0.4,0.4,
"Northern Ireland",0.91,0.58,1.08,0.57,0.93,0.82,0.19,0.96,0.61,0.83,1.32,1.06,0.57,0.88,2.07,0.95,0.29,0.29,0.74,0.63,1.31,0.55,1.03,0.59,0.34,0.69,0.78,0.97,0.61,1.04,0.705,0.37,0.27,0.26,1.05,0.37,0.35,0.12,0.35,0.54,0.48,0.32,0.34,0.27,0.2,0.14,0.48,0.51,0.23,0.47,0.285,0.1,0.1,0.1,0.28,0.33,0.3,0.2,0.1
Norway,1.36,1.27,1.65,0.75,1.18,1.66,1.4,1.67,0.88,1.6,1.54,1.71,1.21,0.81,1.35,1.3,1.72,1.73,1.21,1.74,1.03,1.36,1.51,0.83,1.6,1.02,0.52,0.32,0.47,0.67,0.53,0.39,0.59,0.43,0.64,0.15,0.33,0.25,0.18,0.43,0.29,0.41,0.32,0.23,0.33,0.45,0.27,0.5,0.39,0.37,0.13,0.4,0.46,0.21,0.38,0.35,0.3,0.2,0.1
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.4,0.42,0.29,0.22,0.3,0.15,0.1,0.6,0.73,0.34,0.04,0.22,0.4,0.4,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.26,0.31,0.44,0.43,0.2,0.35,0.29,0.22,0.31,0.42,0.55,0.47,0.36,0.4,0.2,0.5,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.415,0.41,0.405,0.4,0.395,0.39,0.385,0.38,0.375,0.37,0.365,0.36,0.355,0.35,0.345,0.34,0.335,0.33,0.4,0.45,0.57,0.32,0.33,0.34,0.28,0.35,0.31,0.25,0.36,0.3,0.3,
Philippines,,,,,,,,,,,,,,0.19,0.1871,0.1842,0.1813,0.1783,0.1754,0.1725,0.1696,0.1667,0.1638,0.1608,0.1579,0.155,0.1521,0.1492,0.1463,0.1433,0.1404,0.1375,0.1346,0.1317,0.1288,0.1258,0.1229,0.12,0.18,0.21,0.18,0.2,0.13,0.15,0.21,0.18,0.16,0.26,0.21,0.228,0.246,0.264,0.282,0.3,,,,,
Poland,,,,,,,0.27,0.27,0.28,0.37,0.48,0.4,0.42,0.54,0.67,0.55,0.578,0.606,0.634,0.662,0.69,0.718,0.746,0.774,0.802,0.83,1,0.89,0.99,0.75,0.63,0.79,0.79,0.82,0.8,0.74,0.89,0.66,0.79,0.74,0.63,0.73,0.6633,0.5967,0.53,0.57,0.47,0.45,0.56,0.54,0.57,0.62,0.55,0.58,0.55,0.52,0.5,0.6,0.5
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.28,0.35,0.27,0.17,0.38,0.24,0.36,0.3,0.23,0.3,0.2,0.31,0.31,0.22,0.4,0.31,0.25,0.22,0.34,0.34,0.31,0.35,0.25,0.2675,0.285,0.3025,0.32,0.29,0.18,0.22,0.3,0.2,0.3
Romania,,,,,,,,,,,,,,,0.42,0.45,0.24,0.4,0.43,0.35,0.38,0.46,0.49,0.43,0.425,0.42,0.55,0.52,0.53,0.52,0.47,0.69,0.51,0.52,0.69,0.75,0.63,0.65,0.67,0.51,0.67,0.59,0.54,0.56,0.51,0.49,0.66,0.49,0.6,0.63,0.57,0.45,0.58,0.41,0.59,0.44,0.6,0.5,
Scotland,0.56,1.08,0.87,1.01,0.81,1.02,0.98,0.9,1.06,1.28,1.15,1.33,1.31,1.16,1.2,1.17,1.42,1.07,1.13,1.05,1.28,1.12,1.14,1.33,0.71,0.96,0.87,0.76,0.66,0.84,0.43,0.59,0.67,0.33,0.34,0.49,0.33,0.26,0.5,0.27,0.25,0.38,0.17,0.4,0.29,0.3,0.22,0.31,0.39,0.27,0.25,0.52,0.27,0.26,0.11,0.29,0.26,0.23,0.2
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.64,0.3,0.61,0.32,0.47,0.36,0.64,0.61,0.39,0.57,0.33,0.68,0.5,0.5,0.4,0.4
Singapore,,,,,,,,,,,,0.38,0.67,0.09,0.4,0.08,0.52,0.13,0.48,0.09,0.44,0.93,0.36,0.42,0.12,0.48,0.44,0.21,0.06,0.37,0.19,0.44,0.34,0.31,0.46,0.22,0.3,0.04,0.12,0.155,0.19,0.12,0.06,0.04,0.19,0.08,0.14,0.1375,0.135,0.1325,0.13,0.07,0.14,0.07,0.05,0.03,0.1,0.1,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.65,0.66,0.84,0.76,0.75,0.49,0.53,0.56,0.69,0.7,0.83,0.44,0.62,1.13,0.39,0.74,0.44,0.88,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.44,0.55,0.43,0.26,0.56,0.23,0.82,0.52,0.44,0.23,0.35,0.4,0.49,0.37,0.15,0.6,0.14,0.67,0.75,0.56,0.54,0.66,0.39,0.38,0.24,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.28,0.12,0.29,0.3,0.23,0.33,0.36,0.36,0.22,0.29,0.29,0.23,0.31,0.39,0.27,0.35,0.325,0.3,0.2,0.2
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.06,0.05,0.04,0.1,0.02,0.02,0.02,0.07,0.05,0.03,0.03,0.07,0.05,0.07,0.09,0.07,0.1,0.1,0.05,0.03,0.05,0.08,0.05,0.09,0.04,0.1,,
Spain,0.15,0.09,0.1,0.09,0.18,0.21,0.22,0.16,0.16,0.15,0.24,0.29,0.24,0.16,0.2,0.22,0.18,0.14,0.25,0.34,0.36,0.22,0.32,0.32,0.22,0.23,0.29,0.18,0.26,0.23,0.23,0.21,0.28,0.26,0.24,0.17,0.15,0.27,0.2,0.17,0.24,0.17,0.19,0.13,0.14,0.17,0.18,0.15,0.16,0.15,0.17,0.14,0.14,0.17,0.14,0.2,0.1,0.1,0.1
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.5,1.2,0.56,0.6067,0.6533,0.7,0.3,
Sweden,0.74,0.88,0.86,0.75,0.65,0.89,0.96,0.97,0.85,0.81,0.74,0.82,0.91,0.92,0.46,0.93,0.79,0.82,0.8,0.96,0.9,0.91,1.01,0.96,0.57,0.53,0.63,0.35,0.48,0.38,0.25,0.33,0.4,0.22,0.25,0.29,0.18,0.23,0.12,0.2,0.12,0.18,0.32,0.17,0.17,0.12,0.11,0.23,0.16,0.24,0.11,0.29,0.12,0.17,0.09,0.1,0.1,0.2,0.3
Switzerland,0.94,1.03,1.07,1.09,0.91,1.03,1.42,0.86,0.89,1.3,1.08,1.05,1.52,1.07,1.33,1.16,1.56,1.44,1.43,1.23,1.68,1.43,1.65,1,1.45,1.26,1.34,0.99,0.64,0.82,0.81,0.63,0.71,0.98,0.47,0.71,0.6,0.66,0.5,0.35,,,,,,,,,,,,,,,,,,,
Thailand,,,,,,,,,,,,,0.1,0.0733,0.0467,0.02,0.02,0.01,0.01,0.02,0.05,0.035,0.02,0.02,0.02,0.05,0.04,0.02,0.05,0.01,0.02,0.02,0.01,0.0167,0.0233,0.03,0.025,0.02,0.02,0.02,0.03,0.01,0.04,0.01,0.02,0.02,0.045,0.07,0.03,0.04,0.05,0.01,,,,,,,
"Trinidad and Tobago",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.29,0.13,0.21,0.29,0.37,0.12,0.41,,,,,,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,0.78,0.92,,,,,,,,,,,,,,,,,,,,
"United Kingdom",0.67,0.73,0.79,0.85,0.8,0.95,0.78,0.85,0.854,0.858,0.862,0.866,0.87,1.06,0.91,1.03,1,1.05,1.05,0.95,0.97,1.08,1.01,0.93,0.73,0.84,0.63,0.54,0.55,0.6,0.39,0.45,0.51,0.46,0.4,0.44,0.38,0.38,0.35,0.26,0.27,0.36,0.22,0.26,0.24,0.23,0.18,0.22,0.23,0.24,0.2,0.21,0.17,0.19,0.18,0.2,0.2,0.2,0.2
"United States",,,,,,0.71,0.72,0.7,0.71,0.73,0.74,0.76,0.7,0.6783,0.6567,0.635,0.6133,0.5917,0.57,0.5483,0.5267,0.505,0.4833,0.4617,0.44,0.39,0.33,0.35,0.33,0.3,0.31,0.27,0.3,0.25,0.27,0.23,0.25,0.24,0.25,0.23,0.2,0.22,0.2,0.23,0.23,0.21,0.2,0.24,0.2,0.21,0.21,0.21,0.19,0.2,0.21,0.22,,,
Uruguay,,,,,,,,,,,,1.2,1.05,1.0317,1.0133,0.995,0.9767,0.9583,0.94,0.9217,0.9033,0.885,0.8667,0.8483,0.83,0.8117,0.7933,0.775,0.7567,0.7383,0.72,0.7017,0.6833,0.665,0.6467,0.6283,0.61,0.5917,0.5733,0.555,0.5367,0.5183,0.5,1.21,1.04,0.69,0.45,0.65,0.85,0.92,0.6867,0.4533,0.22,0.55,0.6,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.45,,,,,,,,
