Country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.60359488,75.71278061,72.66980952,69.63373619,65.85981136,65.46421416,60.70775582,57.41250091,57.84288371,56.68232367,53.43050833,54.70208011,59.29671229,57.82105765,58.57677575
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.833696,62.92569334,74.02787618,98.37605002,116.1950932,98.14785992,69.85506158,72.86318397,82.01907366,62.81327125,58.2635561,54.6831196,44.53506832,36.84599032,27.21793429,26.82363688,13.4136833,8.067658248,10.4499287,11.08435494,11.07639231
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2233485,107.5990978,74.80379546,67.44274205,54.08951535,44.80193858,21.61620418,21.40233024,31.61698348,36.4542452,37.62815809,31.50720208
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24,6.62,9.765,12.91,17.16,16.41,18.54,32.82,28.64,26.63,26.31,26.58,28.44,23.37,23.79,23.13,25.87,29.15,25.87,24.91,21.91,23.32,23.98,21.17,38.68,47.82,72.14,117.72,93.73,83.81,71.19,61.17,48.34,66.4,61.82,61.47,53.97,50.95,48.18,40.81,37.34,27.72,25.49,27.23,23,24.52,22.45,26.08,22.99,22.74,24.65,23.14,22,21.69,15.04,14.45,11.86,13.99,14.97,13.61,14,16.15,17.43,19.29,19.17,17.94,19.08,24.32,28.2,28.9,26.47,30.04,31.47,27.16,28.83,30.55,30.4,29.88,28.05,28.92,26.92,27.61,24.24,20.09,19.4,19.74,20.51,17.42,18.72,21.44,23.91,24.14,22.03,19.67,17.19,10.19,8.39,8.69,25.08,23.4,16.75,15.88,13.4,10.93,9.43,9.63,13.48,15.19,17.09,12,12.96,33.84,28.74,25.06,17.45,12.43,11.4,26.52,52.22,64.23,54.58,55.23,55.88,74.14,61.39,118.22,48.54,35.73,30.09,30.04,31.75,34.39,36.37,34.5083,37.5692,42.9629,45.0009,53.6895,164.974,139.455,127.027,87.1251,76.4567,67.0977,58.5202,58.7045,49.1024,44.9389
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.20423285,36.64398004,35.58314768,38.98712301,39.36168403,37.82378606,38.10504414,32.87959055,26.43192129,20.46716074,16.18289165,14.24949935,14.63071435,34.13578805,33.74115596,35.52567957
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,9.11095,8.64424,12.7896,12.3359,12.57,14.6444,15.6211,16.8105,17.2568,19.1799,15.492,14.2692,19.4322,23.3687,15.8506,17.6092,17.2852,20.8934,22.2212,23.2202,23.255,24.091,29.3268,31.2289,34.2074,32.5023,32.8934,32.1197,34.6874,37.3381,44.0705,51.7097,54.8581,60.0855,53.442,58.1306,51.0976,51.4194,50.9085,46.7679,46.4439,49.7428,47.8772,49.1269,47.075,41.2483,42.3596,40.6307,38.7713,25.8879,37.3647,37.0718,38.1482,44.3556,46.0578,51.2035,61.629,60.6288,61.2051,59.081,63.3672,59.2318,58.8273,55.302,60.4521,59.7108,62.3232,63.8435,70.2682,89.8135,98.157,95.2927,90.1475,86.7318,79.7776,73.5469,68.6591,71.193,67.7323,66.4942,65.2303,70.1784,78.7298,89.7326,92.494,88.6607,74.4649,65.4024,57.0583,45.1868,44.9222,41.6291,40.0177,39.044,37.3724,35.2268,34.37,32.4622,31.474,30.3105,30.4193,29.3188,27.6522,34.4419,41.2316,39.2458,38.2114,35.7269,33.905,31.3265,29.7352,26.4661,23.0131,22.8612,22.2987,21.4885,22.3799,22.8866,21.3488,18.9447,17.3873,18.8926,20.3591,21.9957,23.4131,22.0637,24.8187,22.77,21.5777,22.9141,27.1514,30.3218,31.4529,30.8894,29.1139,25.7872,23.7045,22.5248,19.4585,17.0408,14.9539,13.151,11.89,10.8282,9.92364,9.62772,11.7052,16.9365,20.9439,24.1961
Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5829,72.0648,72.6229,73.5912,75.1593,79.565,84.1478,83.1655,82.6985,85.9638,85.1786,86.2047,90.2391,89.9692,87.785,83.5028,85.725,86.9348,81.5272,78.2421,81.1469,82.7557,79.1625,76.2816,78.4462,69.4668,65.3867,63.8623,62.7804,60.8178,67.0728,64.6175,61.3558,63.278,59.7168,56.1556,52.5944,49.0332,45.472,41.9107,38.3495,34.7883,31.2271,27.6659,24.1047,21.1905,21.4689,21.8011,16.1318,15.4326,19.2837,21.834,29.489,36.4501,39.1904,40.3895,36.4249,35.5916,35.4672,35.3427,35.2183,35.0938,34.9694,34.8449,34.7205,34.596,34.4716,34.3471,34.2227,27.7002,20.3172,15.4486,17.0882,16.5704,13.6173,12.1683,9.2079,8.30106,11.4109,13.55,17.676,16.0255,15.4749,15.6331,15.5485,14.8089,14.0741,15.6299,16.7617,16.8025,18.4937,17.4065,16.6954,16.6976,16.8221,22.8562,26.1991,28.5007,32.164,34.1435,35.7394,37.4956,39.8555,44.1018,46.5235,48.7018,53.3688,57.5659,58.6287,57.5136,56.1481,56.333,56.2699,60.9454,64.095,68.1985,68.1341,64.1159,64.426,66.818,66.1926,66.8125,66.2131,65.2718,64.7057,64.1926,62.3053,60.2233,63.8294,69.5256,71.8302,72.2947
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.83718556,24.20354336,22.85270322,21.6873368,20.16866569,13.33383758,10.24073648,8.608084333,7.297306984,11.79157812,11.14831475,10.10738274
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27118445,7.892659599,7.703185355,7.135989362,6.750860092,16.47374954,15.81657295,17.72442152,23.58161839,29.46278169,29.28303688,30.05969123,32.06424777,36.8733339,34.40831631,28.70473375,23.64357383,19.22563043,14.58088599,25.39878705,35.53484198,36.48065601
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.71515254,8.391067974,11.09415015,18.34665418,21.72607125,34.87230609,42.03853995,43.42508767
