"Data Item",1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"U.S. vehicle miles traveled",1153696.75,1233055.833,1293716.333,1289380.75,1314040.833,1374044.583,1436399.25,1506258.833,1547299.333,1521106.833,1537289.167,1564357.417,1625046.25,1685933.5,1746351.417,1808418.583,1887436.417,1979451.667,2072647.333,2134169.667,2153908.917,2212872.75,2273099.417,2324627.417,2404748.25,2444810.667,2527471.083,2591061.75,2648441,2728601.25,2768262.167,2830371.167,2868252.583,2936501.917,2981909.5,3003946.833,3025562.417,3003793.417,2959570.667,2955736.75,2959920.583,2967304.917,2975236.25,2999170.75,3062039.75,3138340.583,3194672,3217010.833
