Country,2009,2010,2011,2012,2013,2014,2015,2016
Albania,3.589191,3.824659043,3.74809544,3.289510278,2.95043765,2.923581826,2.808616008,2.785010005
Algeria,3.306219,3.285584481,2.973302635,2.634752633,3.053488585,3.19966985,3.37823679,3.617234346
Angola,,2.865459,2.48366737,2.6095,2.735294,2.330051829,,
Argentina,2.562087,2.609103488,2.749574421,2.683735405,2.629170924,2.600482324,2.680935583,2.797856569
Armenia,2.818995,3.0772068,3.403766949,3.633294967,3.650002426,3.351939447,3.325702445,3.615663091
Australia,5.371764,5.383140279,5.1345581,4.963865771,4.597568528,4.805005478,4.911697923,4.685226458
Austria,5.265953,5.14369863,4.97591599,4.782458472,4.774124669,4.877505461,4.977091278,4.831254537
Azerbaijan,3.797856,3.279107421,3.278730664,3.619518462,3.838903533,3.815419492,3.815419492,4.217797915
Bahrain,3.392538,3.858950698,4.651759469,4.597987738,4.224795896,4.232919741,4.491812324,4.777208664
Bangladesh,2.959663,2.9239416,3.11970363,3.260335961,3.111357759,2.868345927,2.60205334,2.803460069
Barbados,4.956375,4.974056592,4.908475912,4.700972069,4.492342683,4.329833504,3.9703,3.610726936
Belgium,3.987196,4.028155761,4.056038869,4.179454258,4.231617089,4.214285272,4.450979506,4.465324115
Belize,,,3.12559,,,,,
Benin,4.065746,3.716412704,3.467464311,3.329689738,3.280751254,3.2389,3.196969748,3.474457288
Bhutan,,,,,4.015057,4.116387782,4.542727237,4.767189722
Bolivia,2.198126,2.45265588,2.929294576,3.221294028,3.553663575,3.72121432,3.157948701,2.339809687
"Bosnia and Herzegovina",1.768867,2.349695425,2.822512,3.1984777,3.506086,3.104,2.701923132,2.72626848
Botswana,4.518632,4.619128572,4.850554077,5.031518037,4.752312277,4.427861573,4.510310892,4.666519932
Brazil,3.138245,3.382848862,3.497260045,3.473184782,3.301620183,3.204778106,2.766235761,2.688045181
Brunei,4.636731,4.418516148,4.43888008,4.487084963,4.954401513,4.5839,4.2134,3.842857122
Bulgaria,2.778089,2.730657086,2.716045752,2.836486512,2.856277782,2.772514596,2.914584371,3.139270032
"Burkina Faso",3.915835,3.6726987,3.371823538,3.595126701,3.29898882,3.489724644,,
Burundi,2.998116,2.904689385,2.690599061,2.555292094,2.554200315,2.91424258,2.91424258,2.996309575
"Cape Verde",,3.398371,3.647142775,3.689337887,3.660548343,3.612424473,3.282648628,3.268000007
Cambodia,3.491723,3.58132038,3.90212638,3.968783016,3.545776544,3.058255189,2.83418058,2.877325831
Cameroon,3.280028,3.34826675,3.386133857,3.411038938,3.300158572,3.542602169,3.617895801,3.628436026
Canada,5.185103,5.262125347,5.428381951,5.428091595,5.40750487,5.500009631,5.220814143,5.000064503
Chad,2.800821,2.873160576,2.82680217,2.668985087,2.409897517,2.489170747,2.853751987,2.991396844
Chile,4.823965,4.804773726,4.809822513,4.803875708,4.671396538,4.448587861,4.029146715,3.92340766
China,4.109065,4.214491799,4.255341649,4.223022414,4.200338071,4.051183844,3.979328707,4.140383021
Colombia,3.312267,3.359072435,3.345388205,3.298167956,3.366781814,3.371514222,3.105261827,2.918281723
"Congo (Kinshasa)",,,,,,,,3.297872305
"Costa Rica",3.914768,3.9709087,3.716560945,3.645988925,3.739884165,3.772287761,3.483892507,3.282341719
"Ivory Coast",2.787363,2.95986353,2.819919766,2.935973732,3.436458487,3.720291853,4.582762025,4.247801085
Croatia,2.606351,2.717637094,2.69636515,2.47360869,2.484695721,2.469401574,2.284013137,2.189254171
Cyprus,4.838913,4.716487533,4.633377236,4.579760379,4.205362875,4.020637713,3.67118099,3.115123477
"Czech Republic",3.391057,3.163451522,2.88688813,3.049189542,3.06542239,3.271932709,3.311722859,3.104350945
Denmark,5.732492,5.36265205,5.479665725,5.087690317,4.865754692,4.968573981,5.043212804,5.106857168
"Dominican Republic",3.501071,3.450575786,3.218094719,3.310111083,3.351121876,3.435915441,3.201803183,2.913576911
Ecuador,2.724929,2.476780562,2.527021557,2.671087,3.356913525,3.2092,3.061403513,2.977287501
Egypt,4.336058,4.33782955,3.853519416,3.435799491,3.211545292,3.250630604,3.414925304,3.414925304
"El Salvador",3.389029,3.122531595,2.884467564,2.802967763,2.797342285,3.45007363,3.022222245,2.591860141
Estonia,4.223428,4.272738355,4.3173527,4.308597013,4.281456225,4.282732773,4.281209705,4.330538913
Ethiopia,3.429722,3.711341889,3.791464433,3.8185556,3.564080997,3.30297419,3.733497004,3.966935942
Finland,5.19956,5.460278608,5.806270875,5.983304757,6.072337468,6.032670667,5.815824828,5.738969103
France,4.774538,4.9061607,4.853354808,4.439416557,4.084362301,4.225505056,4.640027352,4.858804362
