Country,2009,2010,2011,2012,2013,2014,2015,2016
Gabon,,,,3.824655,3.488153198,3.540199924,3.475231163,3.361979204
Gambia,4.987537,4.863838269,4.82877154,4.860245904,4.514860618,4.36342949,4.398186411,4.1859134
Georgia,3.234668,3.350824175,3.401638977,3.370148,3.420944463,3.662644904,3.933645869,3.987158104
Germany,5.124945,5.259198758,4.926663503,4.918687943,5.241876654,5.383058403,5.254592085,5.125453801
Ghana,3.685277,4.037174123,4.218357369,4.039674285,4.067084248,4.105102334,4.15607756,4.202020168
Greece,3.239016,3.163193323,2.810139252,2.548108752,2.518897663,2.712968571,2.580966333,2.391055682
Guatemala,3.132478,3.076921365,2.869859712,3.093724914,3.335897482,3.32152747,3.049209349,2.967642674
Guinea,,,,2.695553,2.490223528,2.305776446,2.305776446,
Guyana,2.675157,3.003894478,3.309831153,3.434819066,3.653974452,3.51963163,3.513568404,
Haiti,,,2.138762,2.097821533,2.232197164,2.383817674,2.707874366,
Honduras,3.090507,3.240677652,3.342779428,3.243342556,3.169315365,3.620173918,3.745690991,3.182817866
"Hong Kong",6.226882,6.10590807,5.724135697,5.585743887,5.818150426,5.934880447,5.996316285,5.996316285
Hungary,3.053433,3.288697922,3.323241008,3.037062782,3.118369159,3.251413658,3.237004445,2.883452347
Iceland,4.960739,5.078444519,4.906210547,4.717435269,4.715631718,4.85385676,5.009562857,5.168670694
India,4.390994,4.072164569,3.733778547,3.848494886,3.844869206,3.845852894,4.165463703,4.591519149
Indonesia,3.814513,3.805906785,3.6677778,3.781630506,4.077073451,4.138759969,3.943698309,3.99324277
Iran,,3.431186,3.556358008,3.616826329,3.421145587,3.357728399,3.463867548,3.479853441
Ireland,4.654582,4.544767814,4.483186056,4.616174106,4.848006393,4.923415361,4.896761217,4.655605908
Israel,4.073333,4.189616873,4.302485764,4.144318142,4.200109692,4.104978646,4.140430123,4.493267948
Italy,2.495035,2.649555189,2.589390932,2.47255488,2.330196027,2.024531815,2.058516914,2.180774383
Jamaica,3.475408,3.372153391,3.449565555,3.587382081,3.392395535,3.43358722,3.396666702,3.43263436
Japan,4.644078,4.741958677,4.777206293,4.464938742,4.709417424,5.178757465,5.388396358,5.257522406
Jordan,4.701102,4.357824316,4.06600293,4.235022229,4.347388,4.43505781,4.367711057,4.531510874
Kazakhstan,3.360539,3.362400446,3.363936,3.768504796,3.932822479,3.832044406,4.028986631,4.134045274
Kenya,2.921644,3.122686156,3.521341441,3.667394526,3.889491174,4.102695345,3.962210643,3.946917941
"South Korea",3.750307,3.468107015,3.389912372,3.576884667,3.528337208,3.488440764,3.873232317,4.014136422
Kuwait,4.351072,4.361094763,4.150845481,3.951911693,3.779139359,3.722466528,4.074987013,4.415556005
Kyrgyzstan,2.610006,2.7160526,2.611989372,2.5275741,2.645143243,2.882166018,2.980121959,3.016552374
Laos,,,,,4.477809,4.287890634,4.059220992,4.131282968
Latvia,3.097257,2.891021742,3.082349545,3.197966704,2.999344523,2.952296741,2.989509521,2.861958883
Lebanon,,3.015793,3.005070036,3.064144944,2.716786429,2.50102737,3.134374922,3.178427919
Lesotho,2.75219,2.98840343,3.278897912,3.275557823,3.582772767,3.679311626,3.652194442,3.60138058
Liberia,,,,4.240624,3.768070111,3.809,3.849999905,3.841140853
Libya,3.938767,3.654115398,3.446,3.237813,2.891563933,2.431287498,,
Lithuania,3.450117,3.458998289,3.397045681,3.330309412,3.364502953,3.450897146,3.704612431,3.769377259
Luxembourg,5.66608,5.418341214,5.270701663,5.157963263,5.204942426,5.369097046,5.490216863,5.445230106
"Macedonia (F.Y.R.O.M.)",3.200734,3.147968774,3.124397972,3.17822296,3.464637436,3.962017159,3.868592074,3.431184671
Madagascar,2.855334,2.847595372,2.711472104,2.749523839,2.936549808,2.93116375,2.774209867,2.743130328
Malawi,3.724793,3.917942639,4.06594302,4.016701648,3.893179123,3.661790811,3.221209097,3.073203243
Malaysia,4.396478,4.645875342,5.029106356,5.084054975,5.079654073,5.290296351,5.275755474,5.097500038
Mali,3.707006,3.428610926,3.481098477,3.456912606,3.148500092,3.434301564,3.834847886,3.688411878
Malta,4.159087,4.2209323,4.175134956,3.928700655,4.18737518,4.315124157,3.835215673,3.496103074
Mauritania,3.259411,3.375932739,3.423805165,3.316744975,2.795325441,2.388639011,2.542613745,2.379217915
Mauritius,4.483512,4.703580809,4.630696064,4.728992711,4.847083729,4.898229239,4.898159047,4.680082536
Mexico,3.16001,3.106186723,3.119651729,3.264061737,3.351133828,3.28055134,3.106771433,2.89398393
Moldova,,2.965497,2.975728838,2.923103445,2.648738846,2.679930503,2.472404329,2.183722453
Mongolia,2.711238,2.794424905,2.996129218,3.310160764,3.164592437,3.192799945,3.370987725,3.247776745
Montenegro,3.922007,4.053939316,4.19205315,4.026546325,3.876967213,3.693943234,3.547836338,3.484429764
Morocco,3.903305,3.904811405,3.906102,3.981980057,3.686804092,3.657051168,3.626415692,3.577361504
Mozambique,3.453821,3.462589272,3.325558107,3.316606621,3.251430488,3.257750554,3.267133054,3.017616296
"Burma (Myanmar)",,,,,2.626703,2.726766616,2.714563587,
Namibia,4.700305,4.891036216,4.769706667,4.401890887,4.541765258,4.518354129,4.511638758,4.582312549
Nepal,2.717932,2.681202871,2.859098495,3.065201846,2.898916,2.916931993,3.092594344,3.127140557
Netherlands,5.428565,5.449670233,5.466989303,5.550408809,5.555811666,5.514617562,5.466236701,5.500314955
"New Zealand",5.931353,5.721772644,5.783498586,5.871358384,5.762709768,5.880864218,5.666509976,5.60427806
Nicaragua,2.746368,2.57110115,2.527165748,3.072290694,3.438301936,3.258829877,2.854466224,2.854466224
Nigeria,3.992749,3.701717584,3.939439091,4.110537634,3.601711577,3.286137665,3.414636417,3.285945866
Norway,5.687334,5.751784253,5.640634403,5.551163283,5.585425875,5.625927291,5.596092805,5.615623559
Oman,5.042156,5.235154003,5.037286785,4.956084134,5.239655,4.784955183,4.261881793,4.618000255
Pakistan,2.986493,3.100969012,3.10782978,3.110353033,3.148355979,3.261186121,3.079924836,2.967372375
Panama,3.297052,3.341264711,3.834633932,4.141990687,3.863625317,3.630236641,3.256844079,3.038971633
Paraguay,2.415086,2.543179272,2.743990356,2.716184871,2.472724278,2.418119529,2.404967881,2.254883503
Peru,3.019631,3.006193877,2.980487882,3.035286942,3.192669562,3.089512026,2.645122899,2.447222801
Philippines,2.653708,2.836419007,2.870194331,3.192805533,3.605866946,3.70577606,3.333983688,2.965433527
Poland,2.791769,3.063560968,3.166282924,3.075336433,2.951738275,2.927496544,3.66701234,3.50752683
Portugal,2.904894,2.798432335,2.660322735,2.852214005,2.907929935,3.116155604,2.954706652,2.677542423
"Puerto Rico",4.873639,4.635079,4.481664189,4.785674237,5.164304926,5.131762782,,
Qatar,5.820394,5.564164194,5.347589,5.370645485,5.43288587,5.660378518,5.68521172,5.473204189
Romania,2.942633,2.90925479,2.784574076,2.602724947,2.784658103,3.225597243,3.31128463,3.1656155
Russia,2.85501,2.920433243,2.764421339,2.753597527,2.989261573,3.191107953,3.191107953,3.391339639
Rwanda,,4.496495,4.815305786,5.051941,5.137093159,5.1861,5.407218991,5.505957096
"Saudi Arabia",3.838065,4.390804675,4.764121,4.592022538,4.474281481,4.379699547,4.650410377,4.809557588
Senegal,3.463416,3.592534959,3.319492559,3.683980098,3.943954522,3.835190716,4.304265088,4.497904759
Serbia,2.63235,2.566621328,2.454628883,2.47324435,2.547930435,2.662921305,2.725889395,2.703061128
Seychelles,,,,3.974623,4.094163,3.997743305,3.997743305,
"Sierra Leone",,,,3.805766,3.73367365,3.362699746,3.214033546,3.281042951
Singapore,6.262437,6.301500002,6.327708366,6.237452648,6.146027377,6.164592361,6.177505514,6.230050882
Slovakia,2.989995,2.555457202,2.189883743,2.358446177,2.408103453,2.396375475,2.201063658,2.131454095
Slovenia,3.959749,3.40164144,2.924945,2.748824894,2.557695803,2.58960448,2.936535378,3.183550866
"South Africa",5.071493,5.121905558,5.0346847,5.020528609,5.317233867,5.249132204,5.276098433,5.603482324
Spain,3.640907,3.557620304,3.549044577,3.72725422,3.7085699,3.413072171,3.330299869,3.455339167
"Sri Lanka",3.949848,4.256843917,4.524736248,4.535908,4.56110428,4.613334542,4.706089056,4.23088901
Suriname,,,2.697622,3.044751994,3.183787868,2.956995577,,
Swaziland,,4.04063,3.679536268,3.508460736,3.843575602,3.87145885,3.488437474,
Sweden,6.162225,6.11823528,5.951322604,5.64686849,5.744424621,5.362003057,5.437982728,5.739908533
Switzerland,5.274741,5.424025791,5.490902257,5.668135493,5.66936502,5.552300767,5.581732824,5.75869777
Syria,2.822631,2.887425094,3.08416648,,,,,
Tajikistan,3.445725,3.746650158,3.932700745,4.009832369,3.9727,3.935483932,4.237717861,4.496706107
Tanzania,3.804126,3.722606863,3.883158693,3.727529492,3.64223276,3.736327435,3.739364946,4.011490462
Thailand,4.130327,4.126385503,3.977123599,3.801372688,3.8656178,3.773832552,3.930934977,3.984490658
"Timor Leste",3.336207,3.191840036,2.913703308,3.306097523,3.4525757,3.075597565,,
"Trinidad and Tobago",3.913106,3.768330316,3.566684062,3.484307722,3.593300618,3.467484022,3.223797407,2.986332766
Tunisia,4.932839,5.182782453,4.786788539,4.3442,3.901664646,3.626886656,3.605023378,3.671564176
Turkey,3.343447,3.563655446,3.701829314,3.824080562,3.869150705,3.847140946,3.526850782,3.135698398
Uganda,3.611822,3.749927521,3.964758582,4.094193934,3.805341626,3.776755288,3.82718716,3.793284207
Ukraine,2.261015,2.261995712,2.32370405,2.357677962,2.349944143,2.628956979,2.787637353,2.764768252
"United Arab Emirates",5.504949,4.938164347,4.60303514,4.842054025,4.912072,5.17954763,5.17954763,5.520969078
"United Kingdom",5.494499,5.458954571,5.257292077,5.360006708,5.561509136,5.731871332,5.651112249,5.690408107
"United States",4.598626,4.576941769,4.520225557,4.479010113,4.730569889,4.892224411,4.865991324,4.972748461
Uruguay,3.646022,3.934448156,4.046262483,3.809905189,3.900871372,4.033694373,3.97809359,3.736376909
Venezuela,1.952001,1.994003286,1.920915925,1.911564268,1.811008216,1.54525079,1.518333338,1.646892095
Vietnam,3.960864,3.799878819,3.69564334,3.6339502,3.400147893,3.426644143,3.670574719,3.523726325
Yemen,,,1.996725,2.131105476,2.195345516,2.315579836,2.4423,2.569038526
Zambia,3.700083,3.934876055,4.162616811,4.363741316,4.424076066,4.397517933,4.31669361,4.096151291
Zimbabwe,3.188975,3.357658318,3.439212033,3.494496,3.594813063,3.361993363,3.290732294,3.368627369
