Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ethiopia,,,,,,,,,0.1,0.086493,0.032435,0.097321,0.139444,0.166756,0.210732,0.295722,0.354031
Finland,,,,,0.05,0.2,0.4,1.42,2.77,5.184395,6.791639,4.696288,6.020708,7.485274,8.32979,10.07376,2.835767
France,7.91,7.94,8.46,9.11,9.45,14.62,16.83,28.44,51.18,57.201527,56.810599,53.585475,59.444729,59.318816,63.333083,60.640773,60.640773
Germany,4.96,6.96,10.94,13.3,20.44,32.4,53.64,65.73,59.92,60.821416,74.509629,73.361634,68.951135,74.025084,83.189447,77.822258,77.822258
Greece,,,,,,,0.94,1.86,1.4,1.58,2.52,2.19,2.77,3.09,3.17,3.09,3.09
Guatemala,,,,,,,1.3,2.9,2.9,2.6747,2.4495,2.2242,1.998957,2.050654,2.401482,3.037681,3.037681
"Hong Kong",,,,,,,,,,,0.08,0.58,0.1,0.3,2.1,,
Hungary,,,,,,0.1,0.6,0.68,5.14,3.905236,4.690195,4.588185,6.957107,7.632229,7.516879,10.331452,10.331452
India,2.9,3,3.2,3.3,3.5,3.9,7.37,7.83,7.31,3.013236,2.571618,8.19981,7.345869,8.79276,8.301325,21.677917,21.677917
Indonesia,,,,,,,1.22,4.85,11.06,5.69,12.75,31.02,37.91,48.25,51.7,63,63
Iran,,,,,,,,,,0.396311,0.37908,0.413542,0.448004,0.482466,0.516928,0.516928,0.516928
Ireland,,,,,,0.02,0.06,0.57,1.04,1.28,1.451697,0.581697,0.64201,0.535532,0.576004,0.578744,0.578744
Italy,1.6,2.8,4.1,5.3,5.62,4.04,6.59,4.98,14.12,17.114459,17.476975,13.01558,6.661883,10.247604,12.044099,12.027864,12.027864
Jamaica,NA,NA,1.9,2.6,2,2.2,5.2,4.9,6.4,5.7182,5.0364,4.3547,3.6729,2.9911,2.3093,1.627522,1.627522
Japan,,,,,,,0.0905,0.122,0.143,0.504647,0.600809,0.623577,0.636344,0.619112,0.294465,0.297232,0.297232
Kazakhstan,,,,,,,,0.05,,,,,,,,,
Kenya,,,,,,,,,,0.344618,0.430773,0.516928,0.516928,0.689237,0.861546,0.861546,0.861546
Latvia,,,,,0.2,0.24,0.33,0.48,0.86,1.192758,1.185915,1.228856,1.899724,1.429222,1.580906,1.05936,1.05936
Lithuania,,,,,0.08,0.24,0.5,0.79,1.68,2.59291,2.573,2.008732,2.585682,2.749317,2.608632,3.110286,3.110286
Malawi,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.310157,0.327387,0.344618,0.344618,0.344618,0.344618,0.516928,0.516928
Malaysia,,,,,,,1.08,2.56,4.52,4.24,2.24,3.52,4.67,8.74,4,7.22,7.22
Malta,,,,,,,,,,,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Mauritius,,,,,,,,,,0.430773,0.516928,0.482466,0.430773,0.413542,0.603082,0.516928,0.516928
Mexico,,,,,,,,,,,0.172324,0.258485,0.252324,0.187242,0.197242,0.368462,0.368462
Mozambique,,,,,,,,,,,,,0.02,0.03,0.04,0.280886,0.280886
Netherlands,,,,,0.2,0.1,0.65,1.87,1.83,5.4,8.381618,13.116471,27.402919,33.163512,37.486042,33.699234,33.699234
"New Zealand",,,,,,,,,0.04,0.08987,0.08987,0.133182,0.243182,0.273182,0.31987,0.4,0.4
Nicaragua,,,,,,,,,0.9,1.206164,0.137847,0.086155,0.258464,0.172309,0.103386,0.172309,0.172309
"Macedonia (F.Y.R.O.M.)",,,,,,,,0.06,0.02,0.02,0.04,0.1,0.11,0.1,0.14,0.24,0.24
Norway,,,,,,,,,,,,1.82,0.71,0.33,0.19,0.1,0.1
Pakistan,,,,,,,0.8,0.6,0.6,0.3862,0.172324,0.172324,0.172324,0.172324,0.172324,0.172324,0.172324
Panama,,,,,,,,,,,,,,0.305454,0.684605,0.445652,0.445652
Paraguay,0.04,0.02,0.02,0.02,0.1,0.6,0.8,1,1.5,1.931456,2.450219,2.638543,2.945036,3.312724,3.576817,4.173965,4.173965
Peru,,,,,,,,0.5,0.5,0.9559,0.482088,1.834515,3.034365,3.188305,2.82086,3.004325,3.004325
Philippines,,,,,,,0.02,0.77,1.15,2.755261,2.311853,2.358741,2.981485,3.90734,4.936307,7.842613,7.842613
Poland,,,,1,0.2,3.32,3.83,2.97,7.3,10.635061,11.389794,10.540643,16.305252,17.096576,18.170825,22.221764,22.221764
Portugal,,,,,,,1.79,3.57,3.23,4.96,6.26,7.23,6,6.04,6.63,6.6,6.6
Romania,,,,,,,,0.44,1.82,1.706493,1.007063,3.038575,2.857878,3.497303,2.808533,4.147767,4.147767
Russia,,,,,,,,,,8.839462,10.562554,10.441937,11.079481,10.510861,9.253004,9.976703,9.976703
Singapore,,,,,,0.02,0.3,0.7,1,1,5,15,16,15,15,18,18
Slovakia,,0.75,0.06,0.04,0.24,0.69,0.95,1.41,3.66,3.729853,4.155227,4.489747,3.878149,3.790868,3.688196,4.44809,4.44809
Slovenia,,,,,,,0.04,0.1,0.16,0.14,0.37,0.01,0.02,0.03,,,
"South Africa",,,,,,,,,,6.409902,6.392671,6.633904,3.52311,3.686315,4.076388,6.847802,6.847802
"South Korea",,,0.02,0.04,0.1,0.24,0.95,1.77,3.22,4.61,6.48,6.11,6.606162,6.893081,7.313081,9.573081,9.573081
Spain,1.6,1.61,3.5,5.06,6.25,8.25,8.26,10.61,10.42,22.513109,25.490493,21.592535,16.486608,22.152062,31.505188,33.227901,33.227901
Sudan,,,,,,,,,,,,,0.689294,0.861618,0.672062,0.775456,0.775456
Sweden,,0.45,1.07,1.09,1.35,1.56,1.53,1.9,3.9,9.284136,7.834319,7.984798,7.09933,6.246791,5.724753,4.757712,4.757712
Switzerland,,,,,0.06,0.16,0.18,0.28,0.28,0.12,0.14,0.12,0.14,0.1,0.1,0.16,0.16
Taiwan,,,,,,,,,,,,,1.14,1.106162,1.076162,NA,NA
Thailand,,,,,0.1,1.22,2.24,4.77,13.03,17.730358,19.141793,19.234926,23.79644,34.980739,38.391834,43.358488,43.358488
"Trinidad and Tobago",,,,,,0.6,1.8,3.2,4.3,,,,,,,,
Turkey,,,,,,0.5,1.13,0.98,1.1,0.117321,0.14,0.32651,0.844916,1.325916,2.006096,2.847513,2.847513
"Virgin Islands (U.S.)",,,,,,,,0.2,3.2,,,,,,,,
Ukraine,,,,,,,,,,,,,,0.735307,0.762409,0.965436,0.965436
"United Kingdom",,,,,,0.18,5.1,8.8,6.78,5.248878,7.959333,5.532189,7.773348,10.937588,11.014854,13.794965,13.794965
"United States",106,115.56,140.68,183.93,222.82,260.92,335.34,456.95,650.11,744.362403,872.973536,956.750046,962.768812,997.518108,1056.684985,1079.270928,1079.270928
Uruguay,,,,,,,,,,,0.436232,0.631102,0.690653,0.923238,1.182378,0.939132,0.939132
Vietnam,,,,,,,,,,,,0.483368,0.527307,0.490353,0.493562,1.216691,1.216691
Zimbabwe,,,,,,,,,,,,,,0.03855,0.681479,0.818976,0.818976
