Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Austria,7677850,7754891,7840709,7905633,7936118,7948278,7959017,7968041,7976789,7992324,8011566,8042293,8081957,8121423,8171966,8227829,8268641,8295487,8321496,8343323,8363404,8391643,8429991,8479375,8541575,8633169
Azerbaijan,4946869,5016990,5086198,5156560,5279915,5394870,5503967,5620025,5729012,5843373,5964013,6083400,6194338,6315555,6445844,6587602,6728248,6882203,7098354,7327792,7496987,7668697,7854937,8032531,8219238,8394927
Bahamas,,,,261132,265687,269784,273290,276352,279328,283003,287762,293132,299573,306274,313495,320359,327434,334112,341005,347404,353976,359970,366086,371204,376054,380649
Bahrain,470639,483767,496410,508866,524307,541151,558993,577677,599587,625724,657303,693364,735148,778711,829848,889168,958414,1035891,1114590,1185029,1240862,1278269,1300217,1315411,1336397,1371855
Bangladesh,72314465,74913201,77521691,80155073,82837956,85587654,88405571,91157015,94077286,97030328,100001745,102860192,105865517,108851878,111774224,114458019,117166611,119624162,122020767,124426044,127044500,129593833,132056541,134723455,137407350,140083570
Barbados,250219,251608,252745,254144,255303,256745,257964,259471,260715,262199,263371,264730,265777,267085,268175,269625,270913,272560,273991,275685,277053,278637,279895,281379,282535,283364
Belarus,10138055,10143030,10164920,10187805,10175865,10143030,10109200,10066415,10018655,9976604,9929712,9878906,9816220,9747765,9681495,9615595,9566504,9522709,9489873,9468738,9452621,9435279,9436102,9437599,9446087,9461147
Belgium,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11047744,11128246,11182817,11209057,11274196
Belize,136725,141624,146321,151176,156902,163501,171368,180387,190445,200543,210465,220051,229430,238718,248204,258065,268359,279011,289938,301372,312603,324254,334344,342460,349936,357492
Benin,2842721,2991859,3151096,3307536,3474246,3643729,3815006,3982559,4160380,4338328,4531528,4734334,4938982,5159101,5378503,5611504,5842213,6087450,6331355,6592248,6853448,7123984,7413620,7703427,8003062,8238667
Bhutan,386842,387919,384824,386583,389443,395940,406598,421946,440230,460531,481096,502929,525142,547998,570491,593602,615089,636810,657491,678021,698535,718295,737908,758076,776448,787386
Bolivia,4675958,4859802,5049249,5222606,5408350,5591802,5780365,5966108,6156137,6357967,6554856,6754618,6948636,7154061,7362515,7564964,7770151,7987462,8198276,8412041,8618952,8838707,9061519,9277035,9505943,9652235
"Bosnia and Herzegovina",4333983,4244827,4116219,3969447,3834300,3732244,3670747,3643611,3641721,3657622,3672538,3684544,3692739,3703662,3713224,3717244,3722776,3724938,3718436,3709095,3692307,3666732,3629959,3594184,3562436,3532425
Botswana,1270435,1314726,1355381,1394549,1433002,1470241,1506212,1541015,1574456,1606370,1636738,1665433,1690955,1715926,1741522,1768627,1797563,1828265,1862658,1896727,1932256,1969285,2007832,2047624,2086167,2125248
Brazil,132176648,135259154,138489593,141576546,144692841,147852214,151060588,154309096,157407842,160666096,163893894,166730128,169702262,172445631,175316797,177945328,180695866,183194545,185645826,188074636,190695585,193123461,195546958,197955642,200333083,202048828
"British Virgin Islands",,,,,,17469,17873,18287,18696,19158,19571,20010,20409,20878,21369,21986,22686,23470,,,,,,,,
Bulgaria,8709571,8623735,8531624,8463841,8435147,8389255,8346100,8295444,8240272,8194203,8145661,7985115,7813650,7752001,7685993,7628336,7570618,7515157,7462591,7407221,7358621,7311586,7269359,7228789,7180594,7134923
"Burkina Faso",3841611,3954887,4220889,4508769,4810128,5115568,5445691,5791391,6164423,6543967,6953157,7381755,7818412,8276122,8769573,9274554,9818716,10375471,10958536,11567800,12203280,12865523,13538683,13982560,14438087,14905044
Burundi,3725806,3829555,3928830,4022664,4110125,4191327,4265025,4333477,4404683,4489442,4595707,4726753,4880896,5054913,5243189,5441271,5641373,5859405,6085288,6315839,6548897,6782631,7017742,7248140,7497977,7741246
Cambodia,2099762,2182439,2261053,2571815,2888305,3228028,3579569,3930966,4302761,4682153,5055379,5444686,5824610,6220912,6610069,7019936,7424443,7850422,8286664,8721839,9186211,9667694,10166484,10681134,11208760,11715814
Cameroon,6009907,6307761,6626369,6940831,7275861,7605462,7955984,8300938,8670571,9039378,9424202,9841970,10262157,10717470,11176034,11654512,12171702,12692818,13234906,13797104,14398727,15000447,15622046,16263442,16768888,17262899
Canada,27735418,28115339,28462558,28775743,29053682,29295292,29612556,29927226,30187404,30438202,30708161,31019736,31299276,31612648,31931010,32247376,32505364,32822152,33179281,33561314,33937263,34274094,34681044,35085140,35473475,35776913
"Cape Verde",,,286554,294473,302946,310912,318620,328581,338449,348701,358505,368284,378413,387904,397514,406229,414926,422715,430749,438818,446619,455228,464123,473296,482743,488681
"Cayman Islands",,,,26440,27741,29233,30954,32856,34985,37021,38894,40587,42054,43404,44792,46191,47730,49269,50809,52325,53675,54882,56027,56853,57634,58404
"Central African Republic",1728591,1772599,1820335,1886465,1950799,2018366,2082108,2149076,2215989,2279435,2346866,2410456,2477426,2540302,2607388,2674886,2739546,2809201,2876646,2937621,2989409,3030356,3062464,3073263,3088528,3114079
Chad,2370830,2478483,2590428,2707464,2830752,2961305,3099205,3244578,3398555,3562538,3729124,3915681,4113772,4321179,4534590,4751628,4971102,5193891,5422190,5659371,5907939,6168903,6441503,6671863,6893275,7116782
Chile,11970887,12232635,12481653,12744289,13006352,13252960,13511974,13754366,14009378,14247720,14484354,14719055,14936195,15167560,15382748,15614211,15830198,16046411,16262055,16476024,16687474,16896057,17084719,17288352,17437660,17585054
China,759438765,785982740,813149060,839049280,864080375,890387845,915597600,941007375,966225430,990913385,1013903935,1037829600,1060171200,1082256000,1104255900,1125110360,1145831480,1166328225,1185566225,1204790300,1222662370,1240631990,1258847740,1275937200,1293327960,1309515100
Colombia,30296063,30936255,31576110,32213700,32809771,33398243,34015840,34587643,35153720,35717893,36323158,36890018,37456814,38021240,38579919,39173499,39715164,40247737,40770602,41283309,41785468,42276455,42755905,43224142,43634015,44081029
Comoros,370846,381909,393240,404796,416512,428330,440253,452260,464362,476492,488664,500855,513101,525473,538102,551076,564409,578100,592163,606600,621412,636619,652205,668092,684206,700459
"Congo (Brazzaville)",,,,,,,,2023367,2091239,2160941,2232203,2304485,2388433,2472778,2567073,2665980,2774188,2894707,3016614,3139239,3259313,3375522,3488922,3601556,3716650,3821671
"Costa Rica",2876179,2956529,3039216,3127180,3213297,3300270,3388122,3476492,3567702,3652438,3733096,3808948,3880360,3952680,4019556,4086423,4153677,4220907,4287764,4353615,4418012,4476261,4537769,4593447,4648151,4702079
"Ivory Coast",9311225,9672316,10043383,10421389,10802130,11181891,11561337,11939747,12310528,12665281,12998831,13325399,13632716,13913652,14218213,14522352,14866051,15230581,15617887,16028838,16463874,16904307,17391906,17902544,18430644,18925839
Croatia,4693960,4428820,4389540,4556480,4566300,4584958,4413108,4494276,4424483,4476582,4350758,4364520,4368960,4373400,4376854,4384254,4386720,4387204,4390163,4389216,4382439,4250658,4241953,4234411,4221435,4186790
Cuba,,,,,9711274,9771815,9832028,9890557,9946623,10021224,10102567,10168567,10230814,10289070,10343052,10392797,10437719,10478518,10506761,10548937,10596403,10650663,10710599,10761673,10822020,10876899
Cyprus,766614,783129,800609,818751,837110,855384,873423,891192,908704,926050,943286,960282,976966,993563,1010410,1027658,1045509,1063712,1081563,1098076,1112607,1124835,1135062,1143896,1152309,1160985
"Czech Republic",10312688,10287961,10298485,10309195,10312920,10306598,10294611,10283523,10273784,10263292,10234553,10196172,10176522,10173610,10176707,10201005,10228666,10288529,10374218,10433492,10474410,10496088,10510785,10514272,10525347,10546059
"Congo (Kinshasa)",15091957,15766608,16506997,17242116,18042618,18801276,19503368,20161867,20806005,21480576,22172978,22987311,23871327,24769996,25774629,26828223,27875704,29033528,30186804,31454355,32713294,34090648,35455043,36941705,38409610,39927028
Denmark,5140939,5154298,5171370,5188628,5206180,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483
Djibouti,461101,473945,480972,483663,486690,497376,512371,530084,550615,571281,590572,608150,624587,640271,655910,671249,687924,704989,722536,740603,759222,778477,792185,806123,820948,834673
Dominica,,,,,,67443,67232,66862,66424,66058,65844,65838,65914,66168,66438,66672,66842,66977,,,,,,,,
"Dominican Republic",6271324,6387942,6505108,6629586,6745155,6866408,6985328,7102221,7217846,7324898,7432356,7549105,7657591,7766080,7883196,7990495,8096836,8202257,8306680,8400272,8502369,8593220,8672327,8759664,8844967,8917550
Ecuador,7540951,7782977,8029250,8279109,8531717,8786368,9031329,9289570,9548650,9807365,10064991,10320762,10562224,10804446,11050891,11304097,11565073,11833142,12121505,12399436,12679552,12961461,13245493,13531577,13819804,14029456
Egypt,53623009,55050989,56373368,57660341,58995983,60273809,61621850,62909712,64278665,65607091,67039842,68449089,69976874,71466556,73045060,74551583,76048754,77628359,79172896,80898187,82677777,84694995,86759498,88999166,91078065,93215503
"El Salvador",3688999,3797906,3904439,4028864,4153164,4275670,4390070,4502015,4611407,4700926,4787983,4872419,4954213,5034004,5112660,5184906,5263079,5335208,5407616,5480587,5554328,5629037,5698661,5775718,5847787,5921104
"Equatorial Guinea",,,,,230417,238804,247852,257613,268036,279041,290575,302607,315211,328551,342838,358211,375511,393101,411630,431828,451774,473282,495409,516947,539865,563011
Eritrea,1472596,1479211,1475089,1468948,1477927,1495637,1523909,1561707,1608887,1667643,1730329,1801019,1883227,1966327,2048929,2131357,2204123,2276026,2340648,2409477,2476434,2550573,,,,
Estonia,1553482,1544140,1516227,1477693,1446426,1420831,1400022,1384140,1370908,1376342,1383015,1374234,1366936,1358384,1351650,1343937,1337382,1331295,1329067,1326508,1324818,1320802,1316083,1312725,1309287,1310145
Ethiopia,6347420,6676025,7024096,8351141,9755878,11175427,12659202,14207513,15824126,17452815,19229289,21095615,23052582,25028075,27163283,29386473,31619126,34020172,36518168,39206060,41921876,44753238,47701198,50764932,53941193,57227248
Fiji,626620,633978,645508,658383,672256,684765,696615,708024,717883,727458,735779,741753,747173,751298,756977,763468,772802,783054,795270,806813,817812,828934,835158,841008,847716,853787
Finland,4986431,5013740,5041992,5066447,5088333,5107790,5124573,5139835,5153498,5165474,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531
France,58512808,58559312,58851216,59106766,59327194,59541900,59753098,59964845,60186291,60496715,60912498,61357431,61805267,62244884,62704897,63179356,63621376,64016229,64374990,64707044,65027512,65342776,65659790,65998570,66331957,66624068
"French Polynesia",198375,202016,205266,208345,211579,215196,219283,223731,228376,232952,237258,241273,245006,248499,251775,254886,257832,260594,263179,265581,267820,269843,271703,273528,275484,277690
Gabon,,,,,840578,868910,897879,927567,958061,994240,1031680,1069133,1108014,1147518,1189587,1233348,1280132,1329849,1381233,1436012,1494231,1554545,1619785,1684610,1748165,1798923
Gambia,694940,726362,756342,786519,814948,845515,877366,910432,943847,980244,1018735,1058322,1101533,1145648,1191584,1240571,1289733,1340570,1393178,1447731,1504320,1562995,1623715,1675251,1729903,1783786
Georgia,4100908,4125023,4157096,4184257,4137222,4061772,3992927,3951555,3944337,3944915,3945542,3947760,3956156,3935415,3918135,3896700,3879568,3861572,3840590,3822858,3800368,3782000,3759975,3738240,3712092,3717100
Germany,79433029,80013896,80624598,81156363,81438348,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611
Ghana,8118684,8587562,9077282,9569652,10075717,10592615,11119088,11657034,12192670,12768030,13351827,13944712,14564826,15232853,15907794,16587347,17314812,18046669,18802002,19577238,20369558,21177674,21976024,22789507,23619205,24465962
Greece,9952069,10082569,10170282,10240746,10313176,10372034,10428450,10501340,10570422,10621796,10676138,10742649,10803904,10840645,10878455,10921390,10976281,11015328,11055685,11095910,11121341,11104899,11045011,10965211,10892413,10820883
Greenland,55600,55500,55300,55200,55500,55800,55900,56000,56100,56100,56200,56350,56609,56765,56911,56935,56774,56555,56328,56323,56905,56890,56810,56483,56295,56114
Grenada,92913,93078,93796,94963,96025,96846,97369,97684,97864,97993,98164,98386,98629,98894,99166,99449,99748,100064,100396,100750,101118,101502,101895,102308,102744,103191
Guam,130091,133024,136145,139259,142231,144979,147468,149702,151668,153337,154708,155775,156546,157083,157467,157768,158013,158220,158240,158435,158647,158880,159173,159573,160162,160988
Guatemala,7105345,7340051,7582373,7841628,8097148,8358017,8623806,8895197,9174005,9462766,9774973,10088504,10401938,10737911,11082137,11432832,11789367,12152154,12521691,12884587,13269788,13663312,14049372,14457690,14761139,15082254
Guinea,3165533,3403892,3683567,3975596,4262524,4533796,4765675,4969441,5161501,5339375,5522958,5714616,5921000,6125880,6339473,6562867,6798422,7047515,7308785,7579584,7858156,8143955,8438539,8733218,9054825,9286297
"Guinea Bissau",363409,388933,415555,441959,469914,498059,526213,555651,584359,615280,647722,681921,717905,755728,796704,838169,882918,929751,978836,1031865,1086004,1144442,1205670,1269529,1335726,1404027
Guyana,588701,589477,598507,608062,618049,626542,633106,638068,641985,645763,649345,654469,660154,666145,671977,677353,682137,686544,691087,696477,703256,712394,722214,733064,744308,755449
Haiti,4394734,4519876,4639020,4714221,4789144,4863919,4930677,5005074,5070709,5135087,5197914,5285081,5371518,5457744,5535341,5613623,5683312,5753247,5813312,5872311,5929773,5975437,6019188,6050430,6079168,6180282
Honduras,3622345,3768864,3920133,4076098,4231100,4395969,4565187,4738701,4910277,5092134,5271621,5454845,5648378,5838071,6037080,6230548,6425278,6621148,6817722,7014573,7211405,7407869,7595542,7792007,7981150,8172276
Hungary,9969402,9989584,10006414,10015725,10022711,10029425,10032835,10033224,10030439,10032779,10027174,10024575,10016387,10007997,10006075,10006368,10010942,10025613,10028150,10022650,10000023,9971727,9920362,9893082,9866468,9843028
Iceland,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815
India,613444103,634959236,657771323,680106553,702884370,726124993,749832204,773986527,798555597,823493214,848759035,873254452,899090867,925203253,951584732,978221466,1005110727,1031041403,1058277865,1085557498,1111575564,1138726494,1164546716,1190341415,1217521596,1231819795
Indonesia,126098591,129785033,133689453,137433257,141192158,145157935,148936549,152931155,156960960,160840281,164789994,168602111,172483891,176436171,180233407,184317449,188237487,192449030,196484518,200567321,204932884,209097092,213292930,217251811,221453809,225633687
Iran,51840543,52900288,53832922,54566877,55424916,56335349,57457022,58634371,59874890,61093838,62230075,63271918,64244247,65165639,66066628,66971142,67808942,68717672,69567493,70445312,71435676,72396427,73395431,74415404,75431471,76344788
Iraq,13678231,14031203,14415844,14829295,15266249,15802959,16384872,16970831,17619059,18279647,18946592,19595332,20275650,20963398,21658569,22362977,23044663,23762792,24511813,25320770,26179059,27158357,28220628,29308920,30315265,31276152
Ireland,3387471,3407003,3430327,3447516,3461132,3478923,3506560,3538227,3575326,3615859,3664383,3727058,3798261,3864636,3940014,4030957,4145383,4271373,4363837,4412920,4441591,4462374,4481398,4497132,4520263,4578621
Israel,4660000,4949000,5123000,5261000,5399000,5545000,5692000,5836000,5971000,6125000,6289000,6439000,6570000,6689700,6809000,6930100,7053700,7180100,7308800,7485600,7623600,7765800,7910500,8059500,8215700,8380100
Italy,56719240,56758521,56797087,56831821,56843400,56844303,56860281,56890372,56906744,56916317,56942108,56974100,57059007,57313203,57685327,57969484,58143979,58438310,58826731,59095365,59277417,59379449,59539717,60233948,60789140,60730582
Jamaica,2256969,2277518,2297717,2319545,2344675,2367432,2390339,2416096,2439017,2460980,2484168,2503005,2520242,2538910,2554135,2569014,2583621,2600613,2614344,2627425,2639726,2654064,2664850,2674995,2684638,2693874
Japan,123537000,123921000,124229000,124536000,124961000,125439000,125757000,126057000,126400000,126631000,126843000,127149000,127445000,127718000,127761000,127773000,127854000,128001000,128063000,128047000,128070000,127833000,127629000,127445000,127276000,127141000
Jordan,3428840,3618309,3829311,4046990,4246491,4421998,4560733,4672802,4765291,4854422,4939830,5027291,5118288,5224077,5358456,5531259,5750271,6001202,6288638,6609661,6959736,7340120,7744803,8152647,8536218,8875364
Kazakhstan,15383468,15479921,15469188,15366924,15129487,14866688,14643220,14398347,14151951,14002864,13960841,13922260,13922834,13954841,14052154,14162472,14297750,14462235,14623842,14998397,15211713,15414195,15632817,15842806,16061689,16298493
Kenya,10016273,10566484,11133923,11718122,12345046,12962220,13595356,14216470,14884902,15575602,16291350,17001100,17769495,18533053,19361362,20187041,21045564,21975569,22901823,23860662,24810091,25831998,26886323,27927127,29041302,29853316
Kiribati,35916,37071,38132,39222,40252,41430,42847,44422,46157,47871,49715,51257,52668,54226,55774,57426,59290,61157,63100,65168,67134,69178,71111,72501,73786,75200
Kuwait,2078619,2015304,1910114,1804924,1699734,1594544,1615423,1698161,1817989,1937495,2030234,2088261,2122395,2147427,2185860,2253857,2353485,2478376,2625817,2790750,2968102,3159140,3361600,3562401,3744626,3896436
Kyrgyzstan,3280226,3329846,3363973,3360425,3354719,3420300,3499070,3583353,3672130,3760991,3840346,3916519,3992560,4069943,4160331,4248820,4331272,4414919,4499620,4591955,4690642,4792187,4911907,5056126,5205266,5361210
Laos,,,,,1881931,1935917,1992786,2047890,2101511,2264235,2424833,2588164,2754134,2918160,3092874,3268287,3451120,3641270,3831036,4023432,4216235,4401773,4586846,4773499,4965180,5044623
Latvia,2617877,2605521,2569894,2519714,2477889,2442810,2415449,2391493,2369049,2349844,2327302,2297438,2270900,2251348,2229175,2207456,2187300,2171721,2151194,2118111,2074482,2039112,2016010,1996546,1979826,1963684
Lebanon,,,,,2477875,2526817,2558110,2576194,2593921,2667366,2772709,2919717,3103619,3305407,3496257,3655943,3769278,3845365,3917828,4036746,4237387,4542484,4867240,5223341,5547246,5792964
Lesotho,1241448,1266751,1293686,1321181,1347696,1373860,1397647,1419395,1439400,1458215,1476272,1491790,1508533,1524887,1541181,1557685,1574495,1591776,1609944,1629502,1648765,1671974,1697022,1723532,1750961,1778860
Liberia,,,,,1247989,1271044,1325663,1429232,1548495,1684463,1799942,1893387,1966358,2025551,2093257,2178502,2282066,2406358,2542117,2679504,2807117,2930520,3048359,3163283,3279881,3401713
Libya,3158903,3235537,3311515,3385766,3456762,3523544,3585549,3643496,3699197,3755204,3813295,3873683,,,,,,,,,,,,,,
Lithuania,3224515,3241117,3252400,3251747,3243887,3233530,3223444,3214048,3201497,3192960,3184578,3172328,3160736,3148826,3127171,3089951,3054095,3030954,3012734,2992119,2942418,2888822,2862287,2845297,2832667,2806143
Luxembourg,381850,387000,392175,397475,402925,408625,414225,419450,424700,430475,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604
"Macedonia (F.Y.R.O.M.)",1982254,1979349,1974738,1970140,1967831,1969369,1975517,1985602,1997973,2010223,2020575,2028542,2034586,2039052,2042648,2045850,2048703,2051000,2052906,2054609,2058315,2059949,2061592,2063285,2065030,2066832
Madagascar,3421597,3630617,3862620,4106849,4338092,4581636,4838135,5107836,5390400,5685098,5991386,6309242,6638986,6980773,7334835,7719761,8137396,8550750,8998411,9441227,9920119,10393608,10882781,11411690,11936439,12480555
Malawi,4010960,4290313,4534048,4741347,4967067,5222089,5530055,5896898,6294389,6692880,7110108,7532136,7953077,8401284,8873227,9362512,9897366,10449932,11045935,11653965,12285347,12955295,13634417,14339232,15088853,15851394
Malaysia,16288604,16806215,17320592,17837895,18347969,18896940,19467595,20055752,20631862,21228940,21817657,22371768,22940473,23478957,24016100,24556039,25123967,25667315,26216404,26777222,27353257,27976520,28557876,29112590,29683913,30170138
Maldives,203176,211564,218088,225544,228340,238425,245756,248688,256095,265440,272272,278860,284823,292448,301392,311049,323676,340275,354036,353160,360761,371722,379610,387498,395386,403435
Mali,2294066,2517882,2749162,2995700,3254978,3534438,3814585,4106322,4422236,4756020,5110944,5488523,5889298,6326702,6778373,7256899,7764287,8314768,8878800,9465075,10085232,10707741,11348729,12028807,12722135,13450287
Malta,353462,363481,367250,370937,374422,377042,379525,382408,385287,387578,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,419455,423374,427364,431874
"Marshall Islands",43514,44645,45527,46194,46731,47189,47649,47970,48238,48433,48560,48635,48716,48728,48741,48776,48849,48957,49137,49285,49437,49600,49767,49942,50042,50132
Mauritania,590771,635987,680980,728131,777923,830766,886981,944150,1006943,1072552,1137931,1208386,1281460,1354360,1430127,1512138,1594223,1679521,1768514,1861839,1959982,2063308,2171746,2284832,2353010,2421575
Mauritius,1050305,1061704,1075765,1088595,1103943,1113477,1124924,1139098,1151138,1165865,1177378,1187913,1196189,1206090,1213677,1222113,1227826,1234671,1239145,1243687,1246649,1249899,1253370,1257394,1259673,1261342
Mexico,70249530,72269355,74260467,76376182,78496775,80503016,82482584,84440549,86369953,88264510,90123630,91935825,93606980,95393329,97258985,99143616,101284988,103448620,105705482,108112893,110397123,112659156,114907720,117144386,119376958,120981202
Moldova,,,3124158,3116242,3107822,3094433,3088244,3084152,3090211,3092657,3097293,3097637,3097718,3096233,3099393,3099051,3097621,3101181,3102424,3105641,3113227,3118548,3128817,3135097,3143855,3141831
Monaco,29439,29624,29863,30138,30427,30691,30967,31251,31523,31800,32082,32360,32629,32933,33314,33793,34408,35111,35853,36534,37094,37497,37783,37971,38132,38307
Mongolia,1166333,1184368,1195787,1206286,1215504,1234047,1255579,1275289,1297930,1321146,1349756,1384112,1417322,1451940,1488112,1520920,1557829,1593877,1629441,1667681,1706257,1748040,1792662,1836228,1877141,1917109
Montenegro,,,,,,,,,590040,588427,587406,590382,592753,596960,599246,601362,603340,605405,607714,610256,612614,614498,616257,617480,619323,620293
Morocco,18062253,18571920,19085706,19599350,20080287,20523026,20979901,21398118,21779478,22184513,22589253,22995284,23403308,23815462,24233966,24661025,25127648,25573997,26067405,26551615,27062049,27601411,28200385,28784878,29273324,29722037
Mozambique,4649925,4811557,5009358,5240044,5493353,5830879,6158080,6496826,6786165,7104287,7425819,7788690,8153494,8537287,8957903,9373535,9825643,10273223,10737976,11244502,11747381,12294929,12863980,13428661,13851102,14313463
"Burma (Myanmar)",23766356,24096241,24442918,24734930,25499197,26331815,27151852,28042804,28909238,29782790,30699578,31567152,32479612,33337426,34228479,35052930,35902158,36682003,37505652,38296731,39171755,40038001,40942171,41364350,41798967,42237357
Namibia,984626,1031881,1079283,1127868,1176118,1226621,1279867,1335076,1390515,1441841,1490917,1533342,1575604,1613066,1649576,1686723,1724761,1763768,1803057,1848540,1897177,1949746,2010373,2075602,2141006,2207261
Nauru,,,,,,,9331,9352,9350,9341,9339,9379,9428,9470,9516,9549,9556,9561,9565,9567,9594,9655,9899,10442,11438,12038
Nepal,12355859,12894186,13485713,14082574,14711327,15319811,15923757,16523675,17142229,17712555,18304242,18894510,19456543,20010400,20551273,21076316,21582594,22046686,22530956,23024090,23510129,24047889,24580783,25130808,25689180,26249154
Netherlands,14951510,15069798,15184166,15290368,15382838,15459006,15530498,15610650,15707209,15812088,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923
"New Caledonia",,,,,,,,,192962,196661,200436,204285,208201,212625,216600,220605,225600,229670,234740,238875,245000,250190,255115,259055,263980,268905
"New Zealand",3329800,3495100,3531700,3572200,3620000,3673400,3732000,3781300,3815000,3835100,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4509700,4595700
Nicaragua,3013099,3105575,3200814,3302229,3399585,3496069,3591395,3685713,3778830,3875584,3966142,4055096,4142559,4229389,4316789,4405670,4496424,4588870,4682602,4776928,4877065,4971494,5066067,5160908,5226163,5291370
Niger,2700334,2870723,3052144,3245166,3450215,3667728,3898526,4143285,4402081,4674723,4961249,5262073,5578143,5910758,6261585,6632185,7037768,7451516,7903604,8365560,8869812,9402614,9965178,10558311,11125115,11580034
Nigeria,38012725,40263245,42493943,44804117,47199391,49685274,52265931,54831467,57610946,60379499,63378341,66495620,69737357,73112783,76632787,80307018,84142315,87996631,92012603,96192559,100538617,105055714,109579721,114438316,119287299,124109495
"North Korea",20293054,20609150,20937404,21265834,21577982,21862299,22113548,22313302,22514799,22709253,22906146,23108678,23313344,23491463,23682039,23856359,24012975,24154882,24262141,24389632,24517824,24648131,24779472,24911018,25041014,25168185
"Northern Mariana Islands",39986,42579,45188,47819,50497,53352,56336,59464,62397,64638,66054,66474,65944,64793,63168,61449,59591,57549,55651,54059,52900,52388,52375,52685,53106,53446
Norway,4241473,4261732,4286401,4311991,4336613,4359184,4381336,4405157,4431464,4461913,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607
Oman,1427982,1497973,1572739,1647328,1710149,1770039,1813936,1840314,1857797,1878347,1905112,1943685,1995814,2056090,2126933,2204894,2288530,2380509,2485872,2620594,2789019,2994473,3232513,3462812,3699504,3922623
Pakistan,92926644,95781813,98618766,101572117,104439053,107352675,110321985,113338375,116515126,119563131,122593107,125600475,128597533,131603730,134646808,137749152,140913312,144139344,147443787,150845771,154356965,157985128,161721583,165540174,169403733,173093789
