Country,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,,,,0.34,0.43,0.4,0.38,0.36,0.37,0.41
Albania,0.42,0.43,0.44,0.44,0.52,0.45,0.445,0.44,0.46,0.47
Algeria,,,,,,,,,0.41,0.34
Angola,,,,,,,,,0.32,0.37
"Antigua and Barbuda",,,,,,,,,,0.52
Argentina,0.43,0.455,0.48,0.45,0.56,0.57,0.605,0.64,0.63,0.64
Australia,0.76,0.8,0.84,0.75,0.74,0.78,0.79,0.8,0.82,0.81
Austria,0.76,0.78,0.8,0.78,0.72,0.75,0.735,0.72,0.72,0.71
Bahamas,,,,,,0.45,0.465,0.48,0.5,
Bangladesh,0.37,0.36,0.35,0.36,0.47,0.45,0.455,0.46,0.44,0.43
Barbados,,,,,,0.52,0.505,0.49,0.52,0.52
Belarus,,,0.36,0.39,0.46,0.43,0.39,0.35,0.36,0.36
Belgium,0.65,0.66,0.67,0.67,0.7,0.73,0.74,0.75,0.77,0.76
Belize,,,,,0.55,0.45,0.445,0.44,0.45,0.45
Benin,,,,,,,,,0.39,0.41
Bolivia,0.47,0.435,0.4,0.38,0.45,0.44,0.445,0.45,0.42,0.43
"Bosnia and Herzegovina",,,0.49,0.54,0.59,0.566,0.542,0.518,0.494,0.47
Botswana,,,0.67,0.61,0.57,0.49,0.475,0.46,0.48,0.5
Brazil,0.51,0.525,0.54,0.5,0.56,0.62,0.615,0.61,0.62,0.61
Bulgaria,0.46,0.495,0.53,0.46,0.54,0.58,0.565,0.55,0.54,0.56
"Burkina Faso",,,0.4,0.41,0.43,0.45,0.455,0.46,0.46,0.47
Cambodia,0.33,0.35,0.37,0.38,0.36,0.24,0.235,0.23,0.27,0.27
Cameroon,0.31,0.29,0.27,0.33,0.39,0.35,0.34,0.33,0.34,0.34
Canada,0.77,0.805,0.84,0.82,0.75,0.8,0.81,0.82,0.81,0.81
Chile,0.63,0.655,0.68,0.65,0.68,0.72,0.715,0.71,0.72,0.71
China,0.54,0.48,0.42,0.41,0.43,0.44,0.445,0.45,0.42,0.43
Colombia,0.59,0.545,0.5,0.49,0.56,0.64,0.635,0.63,0.63,0.64
"Congo (Kinshasa)",,,,,,,,,0.32,0.34
"Costa Rica",,,,,0.68,0.69,0.705,0.72,0.71,0.7
"Ivory Coast",,,,,,0.37,,,,
Croatia,0.47,0.5,0.53,0.49,0.58,0.59,0.605,0.62,0.61,0.61
"Czech Republic",0.53,0.51,0.49,0.52,0.64,0.69,0.675,0.66,0.66,0.67
Denmark,,,0.82,0.79,0.78,0.86,0.86,0.86,0.86,0.88
Dominica,,,,,,0.5,0.5,0.5,0.5,0.5
"Dominican Republic",0.45,0.485,0.52,0.48,0.52,0.54,0.53,0.52,0.51,0.53
Ecuador,,,0.38,0.4,0.51,0.45,0.47,0.49,0.51,0.5
Egypt,,,0.48,0.44,0.42,0.23,0.24,0.25,0.22,0.22
"El Salvador",0.43,0.4,0.37,0.37,0.51,0.51,0.515,0.52,0.51,0.53
Estonia,0.72,0.71,0.7,0.71,0.72,0.81,0.8,0.79,0.8,0.81
Ethiopia,0.34,0.315,0.29,0.32,0.39,0.27,0.275,0.28,0.28,0.32
Finland,,,0.84,0.76,0.76,0.85,0.855,0.86,0.87,0.86
France,0.61,0.68,0.75,0.7,0.69,0.77,0.785,0.8,0.79,0.78
Gambia,,,,,,,,,,0.36
Georgia,,,0.47,0.48,0.61,0.63,0.6,0.57,0.59,0.57
Germany,0.73,0.73,0.73,0.73,0.72,0.79,0.79,0.79,0.79,0.79
Ghana,0.49,0.52,0.55,0.5,0.56,0.55,0.535,0.52,0.51,0.5
Greece,,,0.5,0.5,0.57,0.57,0.585,0.6,0.61,0.61
Grenada,,,,,,0.56,0.53,0.5,0.47,0.46
Guatemala,0.45,0.455,0.46,0.45,0.48,0.49,0.49,0.49,0.51,0.51
Guinea,,,,,,,,,0.39,0.37
Guyana,,,,,,0.47,0.465,0.46,0.44,0.45
Honduras,,,,,0.49,0.46,0.445,0.43,0.42,0.42
"Hong Kong",0.77,0.795,0.82,0.77,0.63,0.66,0.705,0.75,0.75,0.73
