Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,0.035,0.0406,0.0462,0.0518,0.0574,0.063,0.0634,0.0638,0.0642,0.0646,0.065,0.0661,0.0672,0.0683,0.0694,0.0705,0.0715,0.0726,0.0737,0.0748,0.0759,0.077,0.0982,0.1194,0.1406,0.1618,0.183,0.179,0.154,0.129,0.109,0.1203,0.1317,0.143,0.1348,0.1265,0.1183,0.11,0.13,0.15,0.1699,0.1899,0.1838,0.1778,0.1717,0.1657,0.1596,0.1743,0.1744,0.2126,0.2365,0.2518,0.2414,0.2846,0.2983,0.285,0.2782,,
Angola,0.067,0.0688,0.0706,0.0724,0.0742,0.076,0.084,0.092,0.1,0.108,0.116,0.1119,0.1079,0.1038,0.0997,0.0956,0.0916,0.0875,0.0834,0.0794,0.0753,0.0712,0.0671,0.0631,0.059,0.0562,0.0533,0.0505,0.0477,0.0448,0.042,0.0445,0.0469,0.0494,0.0518,0.0543,0.0567,0.0592,0.0596,0.06,0.0604,0.0609,0.0613,0.0617,0.0621,0.0759,0.0898,0.1036,0.1175,0.1313,0.1417,0.1521,0.1625,0.173,0.1834,0.1938,0.2042,0.2146,
Albania,0.276,0.317,0.358,0.399,0.44,0.481,0.5326,0.5842,0.6358,0.6874,0.739,0.911,0.845,0.8832,0.9214,0.9596,0.9978,1.036,1.1463,1.2567,1.367,1.383,1.399,1.415,1.407,1.406,1.3997,1.3933,1.387,1.3806,1.3743,1.4611,1.6217,1.4131,1.345,1.3634,1.3806,1.3885,1.3904,1.282,1.3821,1.31,1.1695,1.1863,1.1913,1.1876,1.1838,1.1951,1.2124,1.2297,1.2347,1.2217,1.2683,1.2773,1.257,1.2367,1.2164,,
Andorra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2379,2.3476,2.4572,2.5273,2.594,2.5688,2.6003,2.9,3.3333,3.1324,3.2319,3.0123,3.0109,3.0794,3.1479,4,3.8667,3.7333,3.6,3.4666,3.3333,,,
"United Arab Emirates",,,,,,,,,,,0.909,0.9249,0.9408,0.9567,0.9726,0.9885,1.0044,1.0203,1.0362,1.0521,1.068,1.0393,1.0105,0.9818,0.953,1.006,1.0591,1.1121,1.1651,1.2182,1.2712,1.3242,1.3773,1.4303,1.4833,1.5363,1.5894,1.6424,1.6954,1.7485,1.8015,1.9829,2.0027,2.0763,1.9176,1.5193,1.3298,1.4053,1.6405,1.5177,1.4195,1.4369,1.4767,1.7413,1.9953,2.2111,2.371,2.4356,2.5278
Argentina,1.351,1.4142,1.4774,1.5406,1.6038,1.667,1.712,1.757,1.802,1.847,1.892,1.8874,1.8828,1.8782,1.8736,1.869,1.9594,2.0499,2.1403,2.2308,2.3212,2.4117,2.5021,2.5926,2.683,2.705,2.984,3.008,3.032,2.856,2.68,2.6642,2.6484,2.6589,2.6695,2.68,2.7923,2.9046,3.0169,3.094,3.171,3.2481,3.2273,3.2065,3.1857,3.21,3.21,3.21,3.21,3.21,3.21,3.4528,3.6957,3.9385,3.9594,3.9804,4.0013,3.9901,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.747,0.7386,0.7415,0.7187,0.6956,0.686,0.6625,0.6533,0.673,0.6928,2.7007,2.6187,2.5633,2.4563,2.4604,2.5643,2.5897,2.6724,2.7432,2.7679,2.8419,2.8677,2.8968,2.9031,2.8928,2.9143,3.6583,4.4023,
"American Samoa",,,,,,,,,,,,,,,,,,,,,,,,,0.772,0.7726,0.7732,0.7738,0.7744,0.775,0.7756,0.7762,0.7768,0.7774,0.778,0.7786,0.7792,0.7798,0.7804,0.781,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",0.294,0.2995,0.305,0.3105,0.316,0.3215,0.327,0.3325,0.338,0.3435,0.349,0.3696,0.3901,0.4107,0.4312,0.4518,0.4723,0.4929,0.5134,0.534,0.5545,0.5751,0.5956,0.6162,0.6367,0.6573,0.6778,0.6984,0.7189,0.7395,0.76,0.919,1.9745,3.03,1.895,0.76,1.141,0.8142,0.4874,0.1606,0.3548,0.549,0.7432,0.9375,1.1317,1.3259,1.5201,1.7143,0.5269,0.7968,1.0667,1.3366,1.6065,1.8764,2.1463,2.4162,2.6861,2.956,
Australia,,1.1,1.12,1.14,1.16,1.18,1.2,1.2,1.2,1.2,1.2,1.2,1.26,1.32,1.38,1.44,1.5,1.56,1.62,1.68,1.74,1.8,1.8,1.8,1.8,1.9,2,2.1,2.1,2.1,2.2,2.3,2.4,2.4,2.4,2.4,2.5313,2.4,2.4,2.4,2.5,2.4942,2.5,2.5931,2.6863,2.7794,2.8338,2.9954,3.0056,3.1085,3.3429,3.2878,3.2858,3.353,3.4314,3.4886,3.5672,3.6778,
Austria,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.6,1.7264,1.8529,1.9793,2.1058,2.2322,2.3587,2.4851,2.6116,2.738,2.8645,2.9909,3.0813,3.2174,3.3018,3.4028,3.4932,3.5622,3.6383,3.7642,3.7613,3.8492,3.9616,4.0337,4.1173,4.2095,4.3355,4.4684,4.5528,4.6169,4.706,4.8016,4.8398,4.8859,4.9744,5.0359,5.1035,5.1234,5.1697,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,3.362,3.4494,3.5368,3.6242,3.7116,3.799,3.877,3.906,3.964,3.99,3.7959,3.8232,3.7711,3.8021,3.7507,3.7576,3.7171,3.643,3.5641,3.5367,3.5743,3.548,3.5618,3.5505,3.5568,3.5819,3.5649,3.7124,3.6844,3.6751,3.6629,3.4376,3.4901,3.4558,3.446,,,,
Burundi,0.01,0.0114,0.0128,0.0142,0.0156,0.017,0.017,0.017,0.017,0.017,0.017,0.016,0.015,0.014,0.013,0.012,0.0159,0.0198,0.0237,0.0276,0.0314,0.0353,0.0392,0.0431,0.047,0.0525,0.058,0.058,0.058,0.058,0.058,0.059,0.0575,0.056,0.0555,0.055,0.0544,0.0538,0.0532,0.0526,0.052,0.046,0.04,0.034,0.028,0.0314,0.0347,0.0381,0.0415,0.0448,0.0482,0.0399,0.0539,0.0581,0.0619,0.05,0.05,0.1001,
Belgium,1.3,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.6,1.55,1.5,1.6,1.7,1.8,1.9,1.9,2,2.1,2.2,2.3,2.4,2.5,2.8,2.7,2.8,2.9,3,3.1,3.2,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.7,3.7,2.7929,2.8204,2.8397,2.8497,2.8454,2.8522,2.8521,2.8664,2.8855,2.9021,2.9078,2.9085,2.9219,2.9393,2.9585,2.9723,3.0138,3.0679,3.0709,
Benin,0.04,0.038,0.036,0.034,0.032,0.03,0.0308,0.0316,0.0324,0.0332,0.034,0.0365,0.039,0.0415,0.044,0.0465,0.049,0.0515,0.054,0.0565,0.059,0.059,0.067,0.075,0.074,0.073,0.0725,0.072,0.0715,0.071,0.051,0.042,0.055,0.057,0.061,0.058,0.056,0.054,0.052,0.05,0.0481,0.0461,0.0441,0.0421,0.0401,0.0457,0.0512,0.0568,0.0623,0.0591,0.0558,0.0577,0.1646,0.1849,0.1393,0.0937,0.0481,0.0636,0.0791
"Burkina Faso",0.011,0.0116,0.0122,0.0128,0.0134,0.014,0.0132,0.0124,0.0116,0.0108,0.01,0.0108,0.0116,0.0124,0.0132,0.014,0.0148,0.0156,0.0164,0.0172,0.018,0.018,0.018,0.018,0.0133,0.0087,0.004,0.0123,0.0207,0.029,0.0298,0.0307,0.0315,0.0323,0.0332,0.034,0.035,0.038,0.0385,0.039,0.0395,0.04,0.0448,0.0495,0.0543,0.0412,0.028,0.0301,0.0322,0.0446,0.0457,0.0386,0.0475,0.047,0.0487,0.0657,0.0645,0.0847,
Bangladesh,,,,,,0.123,0.1222,0.1214,0.1206,0.1198,0.119,0.1191,0.1192,0.1193,0.1194,0.1195,0.1196,0.1197,0.1198,0.1199,0.12,0.1268,0.1336,0.1404,0.1472,0.154,0.144,0.1523,0.1605,0.1688,0.177,0.188,0.1913,0.1945,0.1978,0.201,0.2005,0.2,0.2125,0.2249,0.2374,0.2498,0.2606,0.2714,0.2809,0.3084,0.3167,0.3293,0.342,0.3544,0.3635,0.3839,0.4001,0.4218,0.4887,0.4858,0.4974,0.5433,0.5809
Bulgaria,1.405,1.4574,1.5098,1.5622,1.6146,1.667,1.7062,1.7454,1.7846,1.8238,1.863,1.896,1.985,2.042,2.102,2.152,2.205,2.258,2.321,2.408,2.46,2.484,2.588,2.688,2.759,2.865,2.953,3.022,3.089,3.1561,3.2231,3.0524,3.1164,3.3182,3.315,3.4691,3.5687,3.4895,3.4993,3.4705,3.4416,3.4279,3.5199,3.6042,3.5387,3.6651,3.6805,3.68,3.6488,3.7401,3.7661,3.8467,3.8995,3.963,3.975,4.0332,,,
