Country,2012,2013,2014,2015,2016,2017,2018
Estonia,0.77,0.767,0.763907896,0.78312773,0.773180548,0.8006,0.82794343
Ethiopia,0.41,0.4003,0.390696812,0.422097236,0.415537015,0.4076,0.399590378
Finland,0.88,0.867,0.854078103,0.86041822,0.867352112,0.8718,0.876172934
France,0.81,0.8044,0.798728911,0.788057682,0.75943428,0.7365,0.713646515
Georgia,0.49,0.4951,0.500165917,0.603518494,0.619420999,0.6038,0.588101172
Germany,0.86,0.843,0.826096701,0.84249321,0.822213208,0.8209,0.81964185
Ghana,0.84,0.815,0.789915935,0.78158168,0.790015415,0.7973,0.804602975
Greece,0.66,0.6468,0.633644661,0.608652604,0.583412503,0.6096,0.635875186
Grenada,,,,,0.641716314,0.6233,0.604935956
Guatemala,0.61,0.5999,0.589775221,0.564093553,0.625064287,0.6199,0.614832113
Guyana,,,,,0.593388271,0.6003,0.607127348
Honduras,,,,0.509777159,0.463212503,0.4591,0.455003904
"Hong Kong",0.89,0.8793,0.868636333,0.787363639,0.78271343,0.753,0.723256162
Hungary,0.59,0.5526,0.515131607,0.384074649,0.35847917,0.3601,0.361706713
India,0.71,0.6996,0.689184217,0.694969178,0.76941911,0.7394,0.709325881
Indonesia,0.74,0.7486,0.75729114,0.784065234,0.784684161,0.7888,0.7928533
Iran,0.49,0.4862,0.482491117,0.262976162,0.331390293,0.3354,0.339327626
Italy,0.73,0.7264,0.722783637,0.721151496,0.727113868,0.724,0.720881766
"Ivory Coast",0.46,0.4479,0.435875516,0.507778555,0.468680566,0.4482,0.427762706
Jamaica,0.67,0.6719,0.6738843,0.67616394,0.672049246,0.6663,0.660499642
Japan,0.89,0.8508,0.811593994,0.80979516,0.666685132,0.6596,0.652610656
Jordan,0.62,0.499,0.378049232,0.345966907,0.634012792,0.6445,0.654911986
Kazakhstan,0.36,0.334,0.308072699,0.340704021,0.437669026,0.4483,0.458834928
Kenya,0.56,0.603,0.645921436,0.725592244,0.666374282,0.6363,0.606212394
Kyrgyzstan,0.58,0.6095,0.638948284,0.606034721,0.570898275,0.5451,0.519397655
Lebanon,0.74,0.7298,0.719528742,0.752933043,0.710363006,0.7361,0.761791819
Liberia,0.73,0.7069,0.683759717,0.701199625,0.751113693,0.6928,0.634532575
"Macedonia (F.Y.R.O.M.)",0.51,0.5081,0.506184178,0.430267194,0.399172915,0.4736,0.547988366
Madagascar,0.5,0.4706,0.441159811,0.518299093,0.542745587,0.5102,0.477657657
Malawi,0.53,0.553,0.576069521,0.649896584,0.624476491,0.6228,0.621205394
Malaysia,0.69,0.6949,0.699757688,0.661982038,0.583216365,0.5358,0.488386574
Mexico,0.72,0.7122,0.704307751,0.604884807,0.578725579,0.5782,0.577730549
Moldova,0.53,0.5214,0.512891734,0.602422778,0.607075777,0.6054,0.60378307
Mongolia,0.62,0.6163,0.612677182,0.601065997,0.577876957,0.6321,0.686394373
Morocco,0.67,0.6404,0.610714377,0.665043503,0.675596905,0.6585,0.641404484
Nepal,0.6,0.6073,0.614680431,0.744343154,0.739498323,0.7526,0.765620698
Netherlands,0.87,0.8595,0.848997496,0.88014976,0.892202458,0.8984,0.904694153
"New Zealand",0.91,0.9008,0.891639646,0.861417496,0.858938884,0.8461,0.833240502
Nicaragua,0.38,0.3716,0.363287834,0.378207396,0.33695597,0.3486,0.360308799
Nigeria,0.62,0.625,0.630050387,0.641928795,0.660638775,0.6714,0.682084671
Norway,0.92,0.918,0.916042255,0.928187256,0.936742156,0.9432,0.949706694
Pakistan,0.55,0.5392,0.528317574,0.624521082,0.61960643,0.5949,0.570216489
Panama,0.37,0.3562,0.34247048,0.528301511,0.589520528,0.5581,0.526757792
Peru,0.72,0.6766,0.633101669,0.634678802,0.722670878,0.7517,0.780686097
Philippines,0.76,0.7406,0.721103007,0.692667405,0.668950539,0.6409,0.612788952
Poland,0.83,0.8102,0.790335649,0.79058455,0.614363904,0.5796,0.544860595
Portugal,0.76,0.7554,0.750831433,0.790129571,0.785332237,0.8116,0.837815268
Romania,0.59,0.6026,0.61526225,0.657088166,0.743902609,0.7359,0.727903434
Russia,0.32,0.3582,0.396375068,0.403511245,0.354693252,0.3591,0.363520203
"Saint Kitts and Nevis",,,,,0.675755545,0.6844,0.692960893
"Saint Lucia",,,,,0.634730326,0.6419,0.648985799
"Saint Vincent and Grenadines",,,,,0.535301311,0.5256,0.51592742
Senegal,0.51,0.5569,0.60383472,0.612262635,0.654101874,0.6164,0.5787873
Serbia,0.55,0.5532,0.556360297,0.557853203,0.52009435,0.4832,0.446310735
"Sierra Leone",0.67,0.6412,0.61249373,0.566789029,0.553423168,0.5461,0.538773759
Singapore,0.65,0.6585,0.667059845,0.685977236,0.645758328,0.5951,0.544441883
Slovenia,0.71,0.7002,0.69030823,0.55865577,0.553365927,0.6143,0.675173848
"South Africa",0.72,0.6881,0.656287168,0.643605964,0.567282124,0.5542,0.541022704
"South Korea",0.54,0.6542,0.76848505,0.801703185,0.630057942,0.6282,0.626379518
Spain,0.8,0.7374,0.67476374,0.687021548,0.694412791,0.6969,0.699363975
"Sri Lanka",0.6,0.5617,0.523434672,0.475791601,0.517284573,0.5455,0.573798078
Suriname,,,,,0.527543528,0.5011,0.474598925
Sweden,0.89,0.8487,0.807494917,0.795927881,0.831111316,0.8298,0.828546413
Tanzania,0.66,0.6563,0.652675666,0.694243043,0.546700936,0.5166,0.48654826
Thailand,0.67,0.6439,0.617781648,0.40300833,0.548430821,0.5411,0.533707616
"Trinidad and Tobago",,,,,0.74431791,0.7554,0.766535751
Tunisia,0.68,0.6705,0.661001331,0.699997206,0.730111944,0.6872,0.644340371
Turkey,0.52,0.4954,0.470776463,0.404384103,0.403673252,0.3996,0.395537291
Uganda,0.46,0.4427,0.425315603,0.412226345,0.395595026,0.4021,0.408579489
Ukraine,0.41,0.4981,0.586114496,0.610348492,0.630496449,0.5931,0.555746293
"United Arab Emirates",0.5,0.5085,0.516941921,0.530602402,0.546761668,0.549,0.551214319
"United Kingdom",0.8,0.8152,0.830409486,0.834783654,0.848221031,0.8446,0.840996949
"United States",0.88,0.8427,0.805316373,0.871691506,0.864435322,0.8492,0.83402429
Uruguay,0.72,0.7249,0.729765391,0.724645367,0.804484133,0.7945,0.784459614
Uzbekistan,0.05,0.0588,0.06766232,0.109239179,0.123900545,0.118,0.112034022
Venezuela,0.29,0.2614,0.23278165,0.240500919,0.25635279,0.2619,0.267485951
Vietnam,0.33,0.3159,0.301731366,0.310439323,0.422404547,0.4205,0.418589985
Zambia,0.53,0.521,0.511991679,0.507147861,0.516130797,0.5038,0.491551385
Zimbabwe,0.36,0.3479,0.335801709,0.356135189,0.321999468,0.3138,0.305652456
