Country,2012,2013,2014,2015,2016,2017,2018
Afghanistan,,,0.612835797,0.587372162,0.59871054,0.5605,0.522211269
Albania,0.57,0.5754,0.580854682,0.600536696,0.656481197,0.6561,0.655622455
"Antigua and Barbuda",,,,,0.656596032,0.6297,0.602793278
Argentina,0.5,0.4545,0.409069106,0.41128664,0.609591622,0.6407,0.67179016
Australia,0.91,0.8842,0.858480121,0.861129419,0.830386539,0.8392,0.847935089
Austria,0.88,0.8877,0.895416485,0.850405574,0.829853481,0.8237,0.817609467
Bahamas,,,,,0.636044086,0.636,0.636030343
Bangladesh,0.52,0.5343,0.548568981,0.521659574,0.547180285,0.5637,0.580174252
Barbados,,,,,0.741215886,0.7487,0.756129269
Belarus,0.28,0.2727,0.265453116,0.268705457,0.270356408,0.2691,0.267771097
Belgium,0.83,0.8364,0.842736248,0.8677873,0.83217799,0.8365,0.840790032
Belize,,,,0.515124469,0.500274481,0.5179,0.535499216
Bolivia,0.37,0.3516,0.333278871,0.384022455,0.36416202,0.3488,0.333345645
"Bosnia and Herzegovina",0.65,0.6358,0.621655588,0.648966592,0.642041153,0.5846,0.527137131
Botswana,0.76,0.739,0.718048678,0.736666056,0.57046063,0.5446,0.518799178
Brazil,0.73,0.7247,0.71931507,0.70398293,0.738712437,0.742,0.745278712
Bulgaria,0.51,0.578,0.646089626,0.696980993,0.510868545,0.481,0.451060837
"Burkina Faso",0.4,0.3987,0.39731281,0.417186631,0.481350958,0.5513,0.6211759
"Burma (Myanmar)",,,0.578160876,0.670044605,0.706788663,0.6269,0.547047025
Cambodia,0.43,0.4318,0.433675817,0.433049496,0.386090779,0.3989,0.411642355
Cameroon,0.24,0.2827,0.325333785,0.381842854,0.380911846,0.3712,0.36140744
Canada,0.78,0.7742,0.768335715,0.727405236,0.791192588,0.7993,0.807415076
Chile,0.78,0.7755,0.77106037,0.725025606,0.729709615,0.7207,0.711695622
China,0.65,0.6152,0.580487843,0.624565725,0.579437984,0.5904,0.601298273
Colombia,0.61,0.6008,0.591648926,0.599064946,0.592662423,0.5832,0.573823091
"Costa Rica",,,,0.812291627,0.782034043,0.7934,0.804787826
Croatia,0.67,0.632,0.594020959,0.607898416,0.677027749,0.67,0.662884657
"Czech Republic",0.79,0.7843,0.778623634,0.751711965,0.767104874,0.7468,0.726559642
Denmark,0.91,0.905,0.89999124,0.896421632,0.90512041,0.915,0.924911711
Dominica,,,,,0.497304254,0.4705,0.443695267
"Dominican Republic",0.61,0.5638,0.517630575,0.530078297,0.483143961,0.4956,0.508130108
Ecuador,0.4,0.3816,0.363221383,0.347313418,0.341569646,0.4085,0.475469702
Egypt,0.66,0.5855,0.511023296,0.369255918,0.210633118,0.2027,0.194865988
"El Salvador",0.69,0.6514,0.612787826,0.646607266,0.612254843,0.5895,0.566806234
