"Data Item",1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
"Lynchings in the United States",149.9972,150.3576,150.7181,151.0785,151.439,151.7994,152.1598,152.5203,152.8807,153.2412,153.6016,147.1386,140.6755,134.2125,127.7494,121.2864,114.8233,108.3603,101.8972,95.4342,88.97114,86.3314,83.6917,81.052,78.4123,75.7726,73.1329,70.4932,67.8535,65.2138,62.57407,59.4638,56.3535,53.2432,50.1329,47.0226,43.9123,40.802,37.6917,34.5815,31.47116,29.6548,27.8385,26.0221,24.2058,22.3894,20.5731,18.7567,16.9404,15.124,13.3077,12.3152,11.3227,10.3302,9.3377,8.3452,7.3527,6.3602,5.3677,4.3752,3.382735,3.1549,2.9271,2.6993,2.4715,2.2438,2.016,1.7882,1.5604,1.3326,1.104766,1.0533,1.0018,0.9503,0.8988,0.8473,0.7958,0.7443,0.6928,0.6414,0.5898603
