Country,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Afghanistan,,,,,,,,,,,,0.5,0.8
Albania,,,,,6.8,9.9,12.3,17,19.7,13.1,16.7,27.1,38.9
Algeria,,,0.2,0.2,0.2,0.2,0.2,0.3,2.3,2.4,2,1.9,3
Angola,1.8,2.9,2.9,2.3,2.7,2.5,2.4,1.8,1.8,2.4,1.8,3.3,1.9
Argentina,20.1,22.1,25.4,25.5,31.2,34.3,30.8,35.9,37,41.9,41.2,42.6,41.6
Armenia,,2.6,1.5,2.8,2.6,4.4,16.9,23.7,20.5,21.9,23.5,,
Austria,1.1,1.2,1.2,1.3,1.3,1.4,1.4,1.7,1.8,1.7,2,2.2,2.3
Azerbaijan,,0.4,1.1,1.4,3.1,6.9,7,15.6,17.7,23,28.7,33.6,36.4
Bangladesh,0.7,0.4,0.6,0.7,0.6,0.9,0.6,0.6,0.8,0.8,0.9,0.9,0.9
Belarus,1.1,1.1,1.1,1.1,2.4,23.4,33.5,49.5,56.2,60.3,64.5,66.9,70.1
Belgium,53.3,55.3,56.2,57.2,57.7,56.5,57.2,72.6,89,96.2,96.4,96.3,95.3
Benin,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6
Bhutan,,,,,,,,6.4,13.5,15.6,,,
Bolivia,9.6,10.3,11.5,12.1,11.9,11.6,11.3,11.8,14.8,14.1,15.1,15,15.4
"Bosnia and Herzegovina",,,,,,23.2,30.2,35.3,36.2,39.1,39.7,38,37.6
Brazil,7.8,9.6,16.9,17.1,20.2,23.7,26.9,36.1,46.8,50.4,52.5,55.1,53.4
Brunei,,,,,,,,,,55.7,56.6,61.2,61.8
Bulgaria,1.3,13.6,20.7,25.4,30.7,34.8,37,52.8,56.3,61,62.9,64.7,66.9
"Burkina Faso",0.2,1.9,2.4,2.1,1.9,1.9,1.8,1.8,1.7,2,2,0.3,0.3
Burundi,0.2,0.2,0.1,0.2,0.3,0.2,0.2,0.3,0.3,0.3,3.9,4.4,4
"Cape Verde",,11.9,11.9,20.3,21.8,23,22.1,20.2,19.7,17.3,16.7,17.8,20
Cameroon,0.1,0.8,3.4,1,4.9,1.8,2.9,3.6,9.1,8.9,5.4,6.5,8
"Central African Republic",0.1,1.2,1.1,1.4,1.2,2.1,2,2.2,2.4,3.1,2.6,3.3,3.1
Chad,,0.2,0.2,0.2,0.6,0.2,0.8,0.5,0.5,0.8,2.1,2.4,2.3
Chile,29,25.9,31.3,26.2,28.1,32.9,30.9,35.6,37.4,40.5,44.7,45.1,48.4
China,0.4,0.4,10.2,7.8,10.1,13.7,16.9,23.7,27.7,30.2,33.2,89.5,91.1
Comoros,,,,,,,,,,,,7.4,7.9
"Congo (Kinshasa)",,,,,,,,,,,0.2,0.3,0.7
"Congo (Brazzaville)",0.1,2.3,1.4,2.4,2.4,3,2.9,8.2,8.3,9,9.4,10.9,12.2
"Costa Rica",1.6,2.1,2.5,6.1,14.6,24.3,23.3,25.5,28.3,25.4,27.4,27.5,30.5
"Ivory Coast",0.2,3,3.1,2.8,2.9,2.7,2.6,2.6,2.9,3.2,3.2,0.3,0.3
"Czech Republic",2.1,2.8,3.5,4.2,4.6,4.9,4.9,6.1,6.1,6.4,6.4,6.7,6.8
Djibouti,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4
"Dominican Republic",19.2,19.2,11.9,13.3,33.9,29.7,28.5,35.9,44.1,59.7,38.1,23.2,25.2
Ecuador,12.4,13.6,15.2,37.9,37.7,37.2,36.5,,,,,,
Egypt,1,1.2,1.5,1.7,2.2,2.5,2.9,3.5,4.3,5.3,5.8,6.6,7.1
"El Salvador",19.8,17.3,30.5,17.2,18.4,21,21.8,23.9,26.5,27.3,28.2,27.6,28.7
"Equatorial Guinea",,2.4,2.4,1.9,2.7,3,2.5,2.9,3.9,4.7,5.1,7.5,9
Ethiopia,,,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2
France,12.3,12.3,12.3,24.8,28.3,32.5,33.3,43.3,42.4,43.6,44.5,45.1,46.7
Gabon,,2.6,2.6,2.4,2.4,3.9,22.5,24.2,53.8,51.1,50.8,52,50.8
Germany,0.6,0.6,0.5,0.7,0.7,0.8,1,1.3,1.3,1.3,1.3,1.6,1.9
Guatemala,,,16.1,20.7,16.1,16.9,16.4,17.3,18,19.1,19.2,19,17.7
"Guinea Bissau",,1,1,0.9,1,1.1,1,1,1.1,1.1,1,0.1,0.1
Haiti,0.3,0.3,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.1,1.1,1.6,1.6
Honduras,6.1,11.2,8.3,12.7,11.3,21.7,22.7,16.3,20.7,21.1,21.8,22.2,22.8
Indonesia,0.4,4.4,8.4,20.5,26.1,22,25.2,31.8,36,41.2,46.4,48.5,51.8
Iran,13.7,13.7,13.7,22.2,21.7,31.3,22.7,26.5,25.9,41.6,45,49.1,51
Italy,7.9,6.1,9.9,11,11.8,12.2,16.6,23,24.1,25.6,24.6,27.3,29
Jordan,0.5,0.6,0.7,0.8,1,1,1.5,1.6,1.9,2,2.2,2.4,2.5
Kosovo,,,,,,18.9,16.9,20.5,22.2,22.1,22.8,95.2,38.1
Kuwait,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,15.3,14.5
Laos,,,,,,,,2.5,2.5,2.4,3.5,5.1,10.9
Latvia,0.6,1.1,1.9,2.6,3.5,46.5,57.2,59.7,63.8,73.6,76.8,80.8,84.9
Lebanon,3.1,3.5,4.3,4.7,6.8,8.3,8.7,16.6,18.6,19.2,20.3,23.9,22
Liberia,,,,,0.3,0.3,0.2,0.6,1.1,1.4,1.7,1.8,1.7
Libya,,,,,,,,,0.5,0.5,0.5,0.5,0.5
Lithuania,4.4,2.5,4.2,6.6,8.9,12.1,20,15,24.4,28.3,28.8,33.9,37.8
