Country,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Macedonia (F.Y.R.O.M.)",0.6,1.9,2.1,4,6.5,28.1,39.4,34.3,34.8,34.8,36.4,38,40
Madagascar,0.3,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,2.2,2.6,3,3
Malaysia,33.9,33.7,42.2,44.5,52.9,48.5,62,49.4,56.1,52.9,56.2,57,62.4
Maldives,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.5,17.3,15.6,22.6
Mali,0.1,2.3,2.9,2.5,4.1,4,2.9,3.7,3.3,3.7,3.6,0.1,0.1
Malta,,,,,,,,,,,,,53.6
Mauritania,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.5,1.4,4.6,6.1,6.6
Mauritius,,,10.2,10.2,20.6,36.8,49.8,49.8,56.3,69.2,71.9,82.6,83.3
Mongolia,2.3,4.7,10.2,10.8,22.7,22.2,19.2,51.4,58.9,58.3,32.7,40.5,42.2
Montenegro,,,,,26.3,27.6,26.7,26.4,25.2,25.2,26,26.4,30.8
Morocco,0.6,2,2.3,2.3,2.4,,,,,,,,
Mozambique,0.5,0.8,0.7,0.9,1.9,2.3,2.2,3.8,4.4,4.3,5.7,5.6,5.3
Nicaragua,6.2,8.1,12.5,14.8,13.4,16,14,10.5,10.8,16,16.2,16.3,17.9
Niger,0.1,0.9,1.2,1,0.9,0.9,0.7,0.9,0.8,1,1,0.3,0.3
Nigeria,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oman,,,17.5,12.4,23.4,17,19.6,18.9,37.3,21,20.6,23.3,22.7
Pakistan,0.2,0.3,0.3,4.6,4.9,5.6,5.8,6.9,7.2,8,7.3,6.7,9.4
Paraguay,9,8.7,10.6,11,9.7,10.9,13.9,15.7,16.7,20.9,22.8,23.1,24.4
Peru,14.3,14.3,19.2,20.7,23.7,23,25.5,28.5,31.2,31.7,33.5,35.2,37.4
Portugal,63.7,64.3,72,67.1,76.4,81.3,67.1,86.2,96,100,100,100,100
Qatar,,,,,,,0.1,32.2,25.2,22.7,23.3,26.5,30.5
Romania,0.4,1.4,2.6,4.1,4.5,5.7,13,15.2,14,11.8,12.3,15.9,16.8
Rwanda,0.1,0.1,0.2,0.2,0.3,0.4,0.7,1.4,2,2.1,2.4,5.4,7.4
"Saudi Arabia",0.1,0.2,0.2,,,,,,,,,,
Senegal,0.3,4.3,4.7,4,4.4,4.4,3.7,4.5,4.6,1,1,0.5,0.6
Serbia,0.1,0.1,0.1,0.1,,,,,,,,,
Seychelles,,,,,,,,,,,,47.5,100
"Sierra Leone",,,,,,,,,0.7,0.9,1,1.2,1.6
Slovakia,0.6,0.5,1,1.2,1.4,1.4,2.2,2.6,2.7,2.7,2.8,3.2,3.1
Slovenia,2.5,2.7,2.9,2.5,2.7,2.7,2.7,3.3,3.4,3.3,3.2,3.1,3.1
Spain,39.4,42.1,44.9,44.9,45.8,45.3,54.6,54.7,53.3,51.9,50,49.8,49.6
Syria,,,,,,,2.2,3.7,4.9,7,7.7,5.9,7.2
"Timor Leste",,,,,,,,1.8,2,5.4,5.7,5.8,5.6
Togo,0.3,3.5,3.6,2.7,2.6,2.7,2.5,2.5,2.8,3.1,3,0.5,0.5
Tunisia,9.3,8.2,11.6,13.7,14.9,19.9,22.9,27.3,27.8,28.8,30.2,28.9,27.5
Turkey,3.2,4.9,6.7,10.3,12.7,15.9,18.3,23.8,23.5,27,63.6,74.9,76.6
"United Arab Emirates",1.8,1.5,1.7,1.4,6.5,7.3,8.4,9,5.9,5.8,6.8,7.7,8.9
Uruguay,7.2,5.5,13.2,14.1,15.4,17.8,19.4,28.6,32.9,80.2,84.6,84.1,100
Uzbekistan,,,,,2.3,2.6,4.5,5,,,,,
Venezuela,29.6,16.8,,,,,,,,,,,
Vietnam,0.8,1.1,2.7,9.2,13.4,19,26.4,29.8,37.8,39.1,41.8,41.5,41.8
"West Bank and Gaza",,,0.7,1.8,7.8,6.5,5.6,5.5,8.1,8.8,9,22.5,17.2
Yemen,,0.1,0.1,0.1,0.1,0.2,0.3,0.7,0.9,1,1.2,1.3,1.3
