Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,8.131293297,8.131293297,8.060782433,8.060782433,8.273663521,8.273663521,8.273663521,8.273663521,8.320878029,8.320878029,9.206179619,10.39063168,10.04845333,10.13970852,10.12523937,10.48173332,11.53287792,11.77016068,12.15479088,11.91513443,11.02612209,11.29146004,10.71069717,10.32834911,10.43871117,10.44194317,10.57065487,10.57831192,10.59307957,10.72457314,10.46715355,10.49270725,11.45282936,14.04090691,15.94056511,17.69577599,20.06004906,22.31281853,24.72159767,29.83986282,31.3639431,32.33521271,32.8609848,35.57137299,36.83865738,36.27132034,32.53798294,34.49491501,34.11291885
Albania,33.65070724,33.0807457,32.63784409,31.68790245,30.54797554,28.96514702,28.96514702,29.1551342,29.09220505,29.09220505,29.04769325,29.20770836,29.11498833,29.08195114,29.06604576,29.0507412,28.94940948,28.92840004,28.91658401,28.90546417,29.235075,31.19754601,34.77566528,35.0121994,40.06687164,41.16228485,41.95835495,45.65603638,48.3715477,50.79421997,51.34833145,56.12625504,58.77167511,60.79764938,64.0164032,64.63059998,65.62654114,68.33715057,68.56230164,69.28099823,70.14829254,71.04157257,72.76921844,72.84176636,72.60163879,72.66508484,70.4748764,69.33313751,68.34584808
Algeria,30.49002647,30.42709923,30.42709923,30.55415916,30.49123001,30.49123001,30.19552803,30.5755024,31.20950317,31.3924942,31.59699631,31.71578979,31.93359756,31.45358086,31.17034721,32.00504303,32.8651619,31.73082542,31.3890686,31.85728264,31.274786,30.41299438,28.84378052,29.30708694,29.44096184,30.22444534,30.35965157,30.87206459,31.17539597,31.44294167,31.55498695,31.44697189,32.50647736,34.4390831,39.72485352,41.55128098,42.61534119,43.6043663,43.68910217,44.80321884,44.7698555,45.95692444,45.99582672,46.64421082,46.5549736,45.95482254,46.3787117,45.87466812,45.086483
Andorra,79.63127136,79.95259094,80.59523773,80.91655731,81.23787689,81.5592041,81.98696136,82.30828094,82.9509201,83.37866974,83.61810303,84.51422882,84.75272369,85.32080841,85.24229431,85.48320007,85.76264954,86.05130005,86.00589752,86.30209351,86.60105133,86.91986847,87.1308136,87.45858002,87.42627716,88.08894348,88.7530899,89.0765686,90.09706879,90.95570374,91.12046051,91.29788208,91.9906311,93.57885742,94.10884857,94.30280304,91.96694946,93.98271942,93.99079895,93.99615479,93.86843109,93.87897491,93.72174072,94.07533264,94.59461212,95.63192749,95.81079102,96.49533844,96.83772278
Angola,,,,,,12.22985935,13.79144287,12.73448658,13.3032465,13.61909008,13.99855232,14.0022192,14.20213985,14.00950146,14.01557541,14.02309513,14.97427082,14.16511536,13.75635529,14.19430923,14.38739681,14.27747345,13.97162724,15.24837589,15.72439098,15.71534252,19.94706154,14.75491428,15.01796627,15.4862175,15.10027599,16.7357769,17.09969711,18.52115059,19.46699333,21.63022232,22.49031448,24.27094841,25.46935272,27.2022438,27.76626396,29.96005249,32.3732338,31.01567459,33.68556595,32.59612274,25.69628906,24.72948647,23.52355766
"Antigua and Barbuda",,,,,,,,,,,,75.28572083,75.20056152,76.00109863,77.64671326,78.25917053,77.94049835,78.69918823,79.26909637,80.82036591,81.17979431,80.39109802,81.02477264,81.03283691,82.34771729,84.57519531,83.75434875,84.73616791,84.49623108,85.52986908,86.53954315,87.03137207,87.71849823,88.25469971,88.76430511,90.19128418,91.79247284,92.2098465,92.39846039,91.85825348,92.03747559,91.62805176,91.325737,90.66114807,91.22514343,92.64995575,92.83668518,92.81664276,92.93554688
Argentina,34.28070068,34.21777344,34.34482956,34.34482956,35.90826797,36.1202507,35.82455063,35.86034012,35.81121063,35.99485397,35.0945015,34.85348511,34.47735977,33.56803131,33.39365768,33.43174744,33.76648331,34.02641678,33.8469429,33.95211792,36.90561676,36.62859726,38.07627106,37.84194183,39.06627655,39.61170197,39.86527252,40.90636826,40.92257309,41.79878616,43.97887421,45.13161469,45.8669014,46.88521194,48.76431656,52.504879,54.30965805,56.76419449,58.21171951,59.826931,59.0681076,60.68307495,60.1135788,62.32278824,60.09923172,60.64226532,61.23452377,61.66516876,62.07368088
Armenia,,,,,,,,,,,,,,,,,,,,,,51.18189621,51.20321655,51.42855453,52.12316132,53.87309265,53.79971313,54.10069275,53.51992035,53.45666504,53.34669876,54.58116913,54.70851898,55.49240112,58.03902817,59.539711,62.50151062,64.6216507,64.0059967,64.48901367,67.02229309,66.19129944,66.70548248,66.78013611,67.15110016,66.1032486,65.34524536,65.35160828,65.69025421
Aruba,,,,,,,,,,,,,,,,,79.58299255,79.91643524,80.20690155,80.58840942,82.05615234,82.34764862,82.07962799,82.13719177,82.10601807,83.58188629,82.48693085,82.71963501,83.4010849,84.86042023,85.52893066,87.36039734,88.8695755,86.01631927,88.07841492,86.98040771,88.32223511,87.99429321,86.8518219,91.06954956,90.92105865,89.43058014,88.83946228,91.28985596,91.29375458,91.51229095,91.34430695,91.23123932,91.47110748
Australia,61.15472412,61.37102509,61.37102509,61.58732605,62.09231567,57.59537888,57.59537888,57.81168365,58.02798462,58.24428558,58.35707474,58.64527893,58.95002747,59.02776718,59.33076477,59.42694092,59.78220749,60.06158066,60.12182236,60.49073792,61.02713394,61.16646957,61.56111145,61.46791077,62.20632935,62.46837616,63.78722,64.26992798,64.03943634,64.97106934,64.77376556,65.26043701,66.1081543,66.70310974,67.5639801,68.28599548,68.62546539,68.31793976,68.88337708,69.51760864,75.44998932,75.74925995,75.25133514,75.92848206,74.2252121,74.02945709,75.01296997,74.50338745,75.22228241
Austria,71.15050507,71.53047943,71.78339386,71.97338104,72.16336823,72.20550537,71.95194244,72.4376297,72.62761688,73.11330414,73.09853363,73.37421417,73.31154633,73.30477142,73.91586304,73.96434784,73.96279907,74.02350616,74.02108002,74.42462158,74.62909698,74.49922943,74.90497589,74.57850647,74.86247253,74.86904144,74.96535492,75.07741547,76.10486603,76.89105988,78.16838074,78.66078186,78.89512634,79.3034668,80.0355835,80.1280899,80.58343506,80.83480835,83.02043915,83.95817566,85.07007599,85.53456879,85.52719879,85.76075745,85.5019455,85.57974243,85.00085449,84.82588959,84.75525665
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,37.1711998,37.1981926,36.95775223,36.58627701,37.40639877,35.47192764,35.37799072,36.27889633,37.12524414,37.48431015,38.27132797,39.96666718,40.16062927,42.2234993,45.34196854,46.66126251,49.0545845,51.91480637,53.00924301,55.11930466,56.87768555,57.98090363,58.18120575,58.85222626,56.08137894,53.97028351,53.67900467,54.68257904
Bahamas,,,,77.08792877,77.3207016,77.25777435,77.2791214,78.4995575,79.07062531,79.05683136,79.43644714,78.58202362,79.52893829,78.80599213,78.88790894,78.87615204,79.20341492,79.55402374,80.23460388,77.78688049,78.67684174,79.34837341,79.55693817,79.87757874,79.82886505,79.54371643,81.12625122,81.70892334,81.62158203,84.79440308,83.14473724,84.67359924,84.44164276,84.49502563,87.85718536,86.72116852,86.01354218,88.10340881,88.66484833,88.56145477,90.38832855,89.5020752,89.28964233,88.50384521,89.24538422,89.86547852,91.61554718,90.82061005,91.47653198
Bahrain,,63.73532104,64.11529541,64.36820984,64.41034698,64.8532486,64.80412292,66.62910461,67.27644348,67.89443207,68.63201141,68.85014343,69.14892578,69.07137299,69.2082901,69.76408386,69.88959503,69.70418549,70.57504272,69.86019897,70.19604492,70.50487518,71.08522797,71.34906006,71.77700043,72.20750427,72.59027863,73.37572479,73.73719025,74.29702759,75.15370941,75.84505463,75.71628571,76.29191589,76.78788757,76.78555298,76.93244171,77.34266663,78.36724854,77.28547668,78.15300751,78.72279358,79.94869232,80.08755493,80.37129211,80.24813843,79.83194733,79.12550354,77.77011108
Bangladesh,,17.6813221,17.6813221,17.6813221,17.53347206,16.94206619,16.79421425,16.58389282,16.97132111,17.11963081,17.89196968,16.36342812,17.0303421,19.19675446,18.96440697,18.79493904,18.73011971,18.8123436,19.45468903,19.16487885,19.0814209,19.29895973,16.87181854,16.98316002,17.05656242,17.27147675,17.21195221,17.67168236,18.12836647,14.44001675,13.29325104,14.10692501,16.66387749,17.697649,18.67494392,22.02081871,24.43060684,39.32629776,40.01031113,41.86102295,44.29084778,46.13414383,46.94683456,45.8285141,47.48532104,47.73033905,47.07484055,46.22757721,46.53731155
Barbados,72.28572845,72.63736725,73.08772278,73.5738678,74.62400055,74.97563934,76.11703491,76.01085663,76.36994934,76.75737762,77.11631775,77.51765442,77.08916473,77.4070816,77.61256409,78.01906586,78.64538574,78.55499268,78.8768158,79.61720276,79.63349152,79.71070862,79.89064789,79.91490173,80.27632141,80.86153412,81.55163574,81.62744141,82.03382874,82.77154541,83.51456451,84.13883209,84.99933624,85.9683075,87.02513885,87.66994476,88.40132141,88.71144104,89.31835938,89.92105103,89.85137939,89.52973175,89.61508942,89.19229126,88.86543274,90.01831055,89.3718338,87.61090088,87.77964783
Belarus,,,,,,,,,,,,,,,,,,,,,,40.05564499,40.10272217,40.36952591,40.02064514,41.38624573,42.15310669,42.29841614,42.67174911,42.83743286,43.84295273,43.22206497,44.9272728,44.61955643,46.73433304,47.41892242,50.80784607,52.54582596,55.19562912,57.06929016,59.25492859,63.77965927,67.51663208,67.07670593,66.39826965,63.68675613,64.81560516,66.0124588,66.25184631
Belgium,68.51633453,68.95923615,69.21215057,69.21215057,69.52799225,69.71797943,69.63305664,69.67520142,70.01303864,70.11810303,69.95331573,69.82569122,69.69695282,69.67531586,69.55934143,69.52811432,69.92305756,69.91416168,69.96253204,69.60946655,69.94651794,69.89044952,70.22618866,69.23799133,69.20236206,69.56842804,69.81638336,70.5929184,71.13448334,71.53947449,73.45379639,74.26802826,74.97810364,75.81162262,74.84103394,75.19987488,74.97712708,75.24349976,75.62258911,76.44064331,77.74406433,78.27843475,79.10929108,79.3371582,79.98848724,79.4641571,79.26956177,78.38968658,78.93386078
Belize,,,,,,,,,,,,57.79282761,58.75491714,59.07139587,60.75655365,62.07086182,63.24769592,67.15340424,67.39376068,68.23593903,68.29034424,68.56542969,69.03495026,68.82196045,69.00231934,68.51944733,67.89440918,68.6966095,68.80206299,69.07518768,70.86274719,72.03102112,72.24898529,72.99851227,73.48867035,74.62129974,76.15046692,76.86799622,77.38356018,76.78717804,77.58808136,77.27881622,75.92141724,76.15629578,75.77729034,75.91340637,75.55715179,75.73944855,76.10124969
Benin,23.80916977,23.99915695,23.99915695,23.99915695,23.99915695,24.68274498,24.97890663,25.41592407,25.51464462,26.34608459,26.05517578,25.79293442,25.3197155,25.53752518,25.15456772,25.10417366,25.67883492,25.95418549,25.48527908,25.74735451,25.82296562,26.14108467,26.50484657,26.3701725,26.22885513,26.04241371,25.75074387,25.56556702,26.02230263,25.41617393,26.72885895,28.18627739,29.63607788,29.40063858,31.23989487,33.10422897,35.3589325,37.70164871,39.29567719,40.75349426,42.02394485,42.03866959,43.07119751,44.06666183,43.88718033,42.51486969,41.50936508,40.625103,40.86887741
Bermuda,86.25449371,86.51457977,86.51457977,86.51457977,86.51457977,86.51457977,86.77466583,87.03474426,87.29483032,87.29483032,87.51023865,87.7287674,88.21087646,88.17208862,88.40309906,88.62945557,88.60968781,88.8587265,89.10842133,89.35888672,89.33823395,89.59650421,89.57740784,89.83070374,90.45065308,90.71029663,90.97586823,91.51889038,91.78481293,91.63957214,91.91365814,91.9149704,93.32203674,94.1707077,95.01439667,95.29403687,95.99628448,96.40894318,96.68960571,96.68732452,96.68145752,96.67484283,96.66858673,96.79602814,94.17764282,90.74378967,93.90811157,94.18245697,94.18584442
Bhutan,36.08110046,36.08110046,36.08110046,36.08110046,36.08110046,36.27108765,36.46107483,36.27108765,36.27108765,37.03104019,37.24123383,37.07664108,37.3168602,37.36879349,37.6251564,37.74731445,37.78517532,37.81657028,37.84476852,37.86554337,37.8670845,38.31565094,38.55965042,39.11871719,39.33911514,39.5806694,40.06132126,39.99615479,40.7639122,40.89020538,41.40685654,40.94016647,41.30527115,42.07422256,45.05896378,46.7827034,48.42349625,49.15456009,51.05354309,52.20791626,54.34405136,55.98713684,59.0391922,58.00621033,58.01786804,57.18181229,58.62617493,58.93651199,59.33594894
Bolivia,33.17841721,33.17841721,33.17841721,33.17841721,33.32626724,33.26334,33.11548996,33.11548996,33.55950165,34.08843994,34.12584686,33.47472382,33.9237175,34.20185852,33.73941803,33.64660645,34.43030548,34.60088348,34.30884933,34.47980881,34.51733398,34.78436279,35.74079895,41.99177933,42.04985809,41.69163132,39.42864609,42.37828064,43.69122314,44.48577118,41.51366806,42.69110489,43.37807083,44.844944,45.4095192,47.60473251,50.70256042,52.93953705,53.59996796,51.21725082,52.97365189,53.55357361,53.75127792,53.97826385,55.39514542,54.34466171,51.4285965,51.4119606,51.15904999
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,57.31783295,57.55100632,55.16791153,54.9950943,55.59668732,56.06015778,56.82397079,57.2881012,59.48692703,60.55665207,61.08930588,62.47736359,61.77565765,61.86964417,63.16695023,64.38696289,67.34557343,67.60546875,68.80883789,68.70717621,69.74643707,69.98015594,71.20944214,70.2207489,70.62871552,70.77472687,71.23179626
Botswana,48.47065735,48.66064453,48.66064453,48.85063171,49.25139999,49.58923721,49.88585663,50.67562103,50.52730942,50.90139771,50.62162018,50.79228973,50.39741898,50.81895065,50.25714874,49.54219437,50.28726578,51.60389709,52.13776398,51.28382492,52.55143738,53.2147789,53.36472321,52.48938751,53.38109589,53.63314438,53.65611267,54.8719101,55.87337112,58.46052551,60.63544464,63.12170029,63.80589294,65.47490692,67.07254791,67.55765533,68.01598358,69.17497253,70.84229279,72.08109283,75.27867126,76.09884644,77.91949463,78.6865387,80.58608246,81.65260315,78.54417419,72.45414734,72.32761383
Brazil,21.13663101,21.26369095,21.45367813,21.39075089,21.51781082,21.70779991,21.29258537,21.96126747,22.2783165,21.61698723,21.64439201,21.56104851,21.55188751,20.82803917,20.72242928,20.8130703,21.48406029,20.57258224,20.68764687,20.6716671,21.23031425,21.66978455,22.10826492,21.89776802,22.80431366,23.81855202,24.07240295,24.88215446,26.16682625,26.7550602,28.05250931,28.9883728,29.58569145,30.78827286,32.32253647,33.55241394,34.66837692,35.99658966,37.38640594,37.60820007,38.95490265,40.74014282,41.06197357,42.84479141,43.24454117,42.14263153,42.1640625,41.62749863,41.40842438
