Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bahamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.775230039,24.19105373,-13.62491468,10.3794899,1.041043772,-2.420834325,8.658968875,-8.600751841,-9.638554217,-6.083333333,9.050576752,3.661513426,11.93092622,9.677419355,-6.969309463,-9.347079038,-9.552691433,-6.370494552,3.491495076,3.287197232,1.256281407,-7.775020678,3.139013453,-18.60869565,-5.982905983,0.681818182,5.191873589,-5.25751073,11.09852775
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.126917713,0.178126113,11.13086771,-7.904,1.598332175,2.086183311,1.440536013,11.39365918,-3.112955826,6.915544676,-0.858614768,3.781755196
Bangladesh,5.208136666,5.246177198,-3.364688932,9.538324061,-1.066446185,2.5904944,-2.693533641,10.27067214,0.972407135,5.422769301,-4.508098223,-10.70660626,0.272871769,6.438208427,-4.563524652,8.387863927,-3.658242081,7.834220164,-0.664807058,-1.518205102,3.303884672,1.023737189,3.889743452,4.905098749,0.190430821,3.325031425,0.095033405,-0.436044383,-0.177027263,9.211673783,2.129153238,2.323351112,2.389076743,0.737008387,-0.372499002,2.96758128,4.518572148,3.935409139,3.881541662,7.390266092,2.757926822,-0.118901138,3.983851121,4.973513597,4.38245498,5.55271778,6.692496278,4.493867876,3.466088467,6.151947125,4.456368993,3.014271411,2.464887535,4.371870053,3.328381065,2.78626795,2.974838395,4.185269647
Barbados,,,,,,,,,,,,,,,,7.21244619,1.985066216,-0.058019865,8.236692606,5.461905857,-17.17423683,-2.485380117,3.898050975,9.37950938,-0.527704485,4.50928382,-11.16751269,-5.857142857,-8.952959029,7.166666667,-3.421461897,-9.661835749,-4.634581105,-0.186915888,-0.374531835,17.66917293,-0.638977636,-13.34405145,9.461966605,3.728813559,-9.477124183,-4.151624549,-3.95480226,-7.254901961,8.033826638,-5.675146771,2.282157676,2.561,2.839756592,-6.114398422,-6.302521008,2.69058296,2.838427948,-3.821656051,-3.090507726,-2.050113895,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.648140794,-8.170509856,1.584228421,-15.90132861,-2.438562484,1.50829382,-5.455962394,-1.490741543,-7.16905819,8.950853571,1.420940661,2.891308256,7.571554419,13.24679472,2.457567469,5.942385571,4.805275849,8.606545723,0.283388019,2.380279522,6.674498259,6.395304968,-4.188263378,2.756317403,-2.413696419,3.93699142,4.399544297,-3.952562827
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.864125122,3.21676328,0.672098697,6.63039005,-7.110081907,10.37809889,-3.291647497,7.183634634,-2.719606182,8.868057572,-0.270507106,0.60742665,-6.170495538,10.76487252,2.038728535,0.171870524,-14.18001144,0.241576076,18.84738439,-6.198650491,0.108087961,-24.49085967
Belize,,,,,,,,,,,6.306310999,3.389949547,5.122858235,8.577109075,3.411030174,-9.72222594,33.26928722,5.483357807,-1.641512279,1.136236264,2.379620248,4.618071253,-3.950133035,1.493438325,0.755195592,-4.909204014,17.5369425,0.073738713,6.24181698,11.21964224,4.539747771,12.86695842,5.05096917,3.708187615,-0.062283343,7.294363584,6.638918531,2.282824091,10.86069627,11.529032,-0.393871003,0.542241909,38.83196616,9.46478358,3.100308441,-6.458463715,-20.65534828,9.886797105,1.512411971,7.878978608,-4.342986985,6.308138578,6.047033101,2.418814001,-12.49854149,-21.65829662,9.761710709,-3.857834962
Benin,,,,,,,,,,,-3.650403637,3.419558764,13.88178576,-14.38685612,-5.407826612,11.24022266,-0.435643107,10.49911296,4.749882643,3.099394188,-7.184573678,1.895631155,10.4881,19.08066014,9.322651083,5.12991655,-7.604563753,14.19753348,7.840535776,2.52610373,8.092227707,0.668935875,10.12693098,3.282737491,5.766855551,5.603571802,6.083006751,5.246946548,5.982777426,5.443886097,6.096108022,5.034624743,2.352102637,8.617688022,-0.224394935,6.425702811,4.830188679,2.001439885,4.743083004,-1.940700809,2.020340847,3.098477704,4.769371488,5.387877276,-7.236686391,10.74090068,7.311129587,7.298856068
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,3.9,16.3054798,-2.588819415,-1.831002263,7.034967929,5.313302588,10.43660679,1.275080138,8.761605552,4.076397422,5.42046396,-5.017977484,-0.924642658,-4.035827627,-7.234079586,1.128101693,,,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,5.680867173,4.816130332,7.888847715,5.216754218,4.259787875,5.01711697,4.601261016,7.732606699,5.670350695,5.251222774,-0.807679573,0.58448509,-0.165454104,0.283011854,1.512544846,2.048193832,4.019575644,2.438684264,1.572001087,5.383797802,5.489419947,2.836497529,2.120827199,2.150116843,1.03107709,2.701821019,0.712871616,0.545884194,2.717666707,0.8072746,2.337830966,2.237712986,2.258616576,2.132476649,4.659909397,4.225054456,2.94827672,4.361070984
Bolivia,4.889298893,-0.967458223,5.625790139,2.034709755,5.571847507,3.666666667,-2.947481243,6.073992269,-9.370119729,4.365307295,3.696316979,6.770098731,8.058124174,4.245387864,9.808102345,5,1.705963939,-2.313741534,3.592368544,1.352079777,-3.385383007,5.607532715,-14.20429142,13.74731432,6.729269629,-3.160073957,2.075528151,4.11532388,-1.526833967,4.611814971,9.859907544,-4.235117164,4.143522824,6.672373827,1.40373579,6.704270841,4.554769657,-4.429199975,2.507121366,3.475370232,3.460874912,0.447307548,8.712871947,0.247813943,4.98283787,4.259468219,-0.505785684,2.615000852,3.681916393,-1.178063009,3.055860943,4.149434158,4.685137992,3.820039345,5.116097384,3.133475303,7.598586265,6.91144227
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.718990952,2.139571923,4.245700783,-1.85564846,-3.981698181,-0.179296972,-11.215102,15.75541395,-12.65796454,9.187671528,7.59892337,-11.29206204,9.074253428
Botswana,2.463061952,3.605780324,3.480255013,3.643550163,-7.101402309,17.9150139,10.3004176,17.50971628,1.05960758,-1.703808632,25.8666763,26.27118344,31.16610436,9.785750577,-5.063037345,3.241662528,1.632276468,-3.312514494,-2.710807222,-4.730853219,-3.808331918,-5.42114259,-13.44732965,-8.519044094,4.457486834,1.769763317,28.13263037,19.58396682,-2.821387236,3.012442115,2.733632524,1.051981351,-2.452564932,-3.059914132,21.44683269,-3.227818494,-6.936835321,-5.021210285,8.60450278,-13.81451951,11.18901548,-20.48519881,20.12500275,0.47249492,-2.503075469,13.32766597,12.23510807,1.973855407,6.372378968,5.816763865,0.175050751,-8.531969099,1.333548661,-0.352161304,0.318758229,0.586592526,2.153431542,2.886833668
Brazil,,,,,,-14.64650758,8.875975372,4.891191129,3.626861663,0.999979977,10.15663338,3.969819054,0.030057118,0.989973468,7.21000617,2.440066083,12.12978824,-2.774088699,4.769399118,9.549069673,7.970123775,-0.490758998,-0.577100358,3.369673207,9.962603208,-8.021958808,14.97161608,0.840627866,2.850299703,-3.700367639,-3.603078191,5.437280662,0.986634643,7.441067787,5.736188053,2.454247114,0.813027956,3.408888106,6.525237719,2.723405972,5.20034025,8.020170843,8.306342175,1.995123593,1.120066206,4.639422729,3.247001017,5.770967211,-3.728679887,6.696942486,5.638646425,-3.082242261,8.361444022,2.790794415,3.314331452,-5.224217735,12.54057686,0.102440105
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.551863411,1.545530493,-0.664315165,4.426788834,1.235891849,2.912309286,1.383144054,11.33564912,3.667709281,11.17297245,6.558490918,5.845311518,5.180353131,11.30361393,11.98977301,1.307230789,-9.863819554,-4.467628054,3.741247464,5.709991777,-5.861399119,-2.189781022,7.462686567,-0.694444444,4.195804196,6.711409396,-3.660125786,-1.556530731,-1.575770196
Bulgaria,,,,,,,,,,,,,,,,,,,,,4.470257245,5.792606086,-16.33654342,11.68066337,-20.61757112,22.04569097,-14.63513987,7.645743637,-4.974832867,-3.699012978,7.697086126,-14.75735141,-30.21988517,9.470742307,13.91916062,-36.35955728,35.79318449,2.472432379,6.644790812,-10.88914027,0.482392668,5.202516613,-2.007877798,3.617647059,-8.494181096,-0.496316402,-26.89320136,31.99602004,-9.037555526,-7.970285308,0.620678566,-7.421375607,3.293516537,4.826203209,-6.813544191,5.330687378,8.864706838,-1.10700006
"Burkina Faso",,,,,,,,,,,1.156364938,-0.294281076,-5.604747979,15.0001624,-0.815684493,3.836347671,-5.804730977,5.601395492,-6.440635984,2.472188636,8.073613476,2.789003492,0.290128284,-1.062544607,7.201729526,12.5527117,-10.15599735,17.935507,-1.366136294,-6.528589269,20.61679717,2.55917406,9.815052649,0.525940597,6.363435151,12.53511483,-3.900220065,16.55237636,1.404823946,4.511606167,11.0425753,0.335966031,6.852980023,-3.515721004,10.23466159,2.949515517,-3.249047395,20.53666666,-9.764389883,12.20891456,1.873594614,7.944882231,2.904836271,2.725848854,-2.798852475,3.26799817,-2.837556783,7.657476448
"Burma (Myanmar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.699910584,6.030983936,11.70790361,10.9815678,12.07701172,5.478298012,8.605752933,6.268154853,5.882791597,-3.331657549,-0.660672322,1.682026433,3.640520022,2.754219232,3.408043593,-0.461453938,1.283505438,1.27
Burundi,,,,,,4.457642575,-4.063162217,-4.844583068,-0.281300393,39.73625364,19.24797098,-9.953984073,12.02237717,-4.002401442,4.610599431,3.643124202,4.096030688,-2.676761109,1.479249736,1.278106023,14.10732047,-7.587033792,4.391812548,-3.615162896,13.12854632,4.128402669,5.197875188,1.586688537,-2.172874805,5.566252719,2.129731044,3.139999999,-4.379999988,-9.730000006,-6.770000016,1.510000003,3.330000003,1.930000008,-1.040000006,-5.178650092,-3.442938187,4.234388388,-3.513826143,-0.239338316,-6.560406975,3.189172213,-9.33897523,1.964164661,-1.176952879,1.615687016,-1.35817145,2.134247674,8.41591434,-3.579693446,-3,-2.2,0.299999991,2.999980006
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93176125,2.360245715,1.662333737,4.407655147,3.706759444,2.534280449,3.557428393,-2.487310578,10.50863771,-0.865850941,15.72001883,5.479122883,5.028730736,5.714752039,5.418174505,3.956664837,3.080714914,4.305270318,1.566581908,0.281592527,0.202900903,1.323601557,1.738541784,1.236480589
Cameroon,,,,,,4.018476913,6.305504727,5.263158238,5.436510425,4.892735978,1.291708215,5.809431135,3.916966094,4.832477829,1.229253135,1.335768549,1.318151157,3.78474272,14.92877395,0.247896342,13.15789112,3.822045777,-7.576943664,8.830347276,8.63954972,6.091903457,0.51444543,-12.66119617,7.11409666,-1.000001588,-4.000002301,6.000005465,12.40749063,5.757504891,0.098588993,5.42311617,2.762289877,5.237730307,5.700709501,4.646420974,6.25214451,3.005486997,-2.248915519,7.916716656,1.51165071,-0.690997749,4.548299412,3.913089324,0.792691092,5.721433488,2.608309061,3.65995264,7.024060256,6.186080915,5.2901467,5.037195636,3.213267263,5.074650459
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.205254844,-5.0820979,1.303856719,4.087419222,1.300808007,17.089162,-6.665290307,4.354437316,4.307855461,-0.215894944,2.255256069
"Cape Verde",,,,,,,,,,,,,,,,,,,,,-6.722696252,-19.77983732,-5.342314036,3.256648232,26.51003054,7.086206547,33.34824567,7.943840343,-2.786649795,-11.44929087,-7.101107089,-4.720595978,28.06945407,11.19805287,23.53717208,1.8934546,4.716156506,3.891128201,43.77521813,9.585121972,-8.270890882,-3.291270164,1.981331158,6.069548945,-3.790339069,0.284389388,31.65568776,0.954002944,10.5157773,-3.811628248,5.211991279,8.938923059,-1.320845785,-0.168336575,8.095724917,-3.499795187,-12.52952632,-19.04312348
"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.634818504,5.481393975,10.21907871,-1.467105417,3.633926163,1.07698078,1.732677016,8.219565573,2.200440226,2.838893787,2.404497471,
"Central African Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.962096911,3.669449784,1.961885434,-44.49125046,-1.446570229,0.573664274,5.04383248,3.199524459,3.421698644
Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.928568954,-3.057554864,16.13472737,-7.641602304,11.79263949,-2.093559355,6.400010049,10.10000101,-6,3.107842939,3.999999132
Chile,-1.836385591,-4.55640408,6.202341317,1.294432927,1.123146808,20.88557607,2.752256115,5.066963399,-11.77471821,3.193997856,-1.096800997,-8.321431572,-9.979381443,26.75726574,4.372791519,-1.615819644,10.62448676,-3.708024037,6.170845417,3.834451283,3.846025773,-0.721477586,-2.096185524,8.956848773,7.045750447,7.621307337,9.524492087,11.51436023,6.247747106,9.109175451,2.428242237,12.0028145,3.122826701,7.542837354,6.91584996,2.804894255,4.508663431,5.406138947,-1.997918497,7.098550948,4.305211899,4.133221502,1.999727713,13.24797432,12.71841823,8.95456464,2.268417255,6.831646073,-5.074339881,0.951484792,11.00777944,-3.996966033,-0.060717276,0.182843474,6.263368658,2.262139499,1.764000732,5.693053414
China,1.400000005,4.499999996,11.3,12.90000001,9.699999996,7.200000006,1.899999995,-1.599999991,0.799999989,7.700000007,1.900000001,-0.900000006,8.999999999,4.099999999,2.000000009,-1.800000006,-2.200000003,-1.120491461,6.1,-1.413760603,6.978967495,11.52815013,8.253205128,12.95336788,1.834862385,3.281853282,4.735202492,2.49851279,3.07603018,7.376126126,2.35972732,4.610655738,4.652301665,3.977538606,4.905490549,5.062205062,3.429971417,3.434662456,2.748091603,2.303120357,2.650689906,2.688362221,2.376851533,6.123822342,5.072923272,4.737477369,3.514837223,5.176732535,3.995766076,4.249363868,4.173785697,4.475164011,3.790087464,4.062229905,3.903654485,3.277378098,3.947368421,3.499627699
Colombia,,,,,,2.789261184,7.087526017,6.283793658,3.544617077,3.432570245,0.816504692,7.816220759,2.36455762,5.547542951,5.781781213,3.052725131,3.268150822,8.115246798,4.844794137,2.213655444,3.202474144,-1.893856337,2.808705082,1.754484847,1.646686449,3.375474871,6.384420748,2.769165428,4.298742268,5.826063412,3.461679013,1.258779053,1.709295716,2.539973153,3.733016698,-1.235266336,0.650095569,0.038786135,-0.047597668,3.849374889,1.76764329,4.550783794,3.090085974,2.977317594,2.812989047,2.131039839,3.932702395,-0.806789922,-0.232363383,0.298631986,1.914204167,2.507211609,7.452347784,2.909407944,4.300324871,2.736680243,5.535891264,2.140043578
Comoros,,,,,,,,,,,,,,,,,,,,,3.866363782,6.382273671,4.821929187,4.108802029,2.281593119,1.866046512,1.638266396,2.688230009,-3.181325027,5.091454598,-5.395132858,8.531486329,3.004974791,-5.276851777,3.610300429,-1.290739483,4.030281666,1.282775313,1.922893102,10.84921144,2.332271074,2.324587995,2.104795378,1.91896811,2.837843084,2.647539952,1.390148822,2.200512647,4.999526784,2.699596638,2.099835436,-1.498968452,5.299501467,-1.100210304,-0.538417221,1.895714632,3.78600738,2.718744398
"Congo (Brazzaville)",-3.5713879,0.601704556,0.698910589,4.367255195,-9.816228735,8.280497539,6.470529369,4.41966631,-3.174547319,8.743145016,3.517797196,3.88333387,3.738479114,3.603420594,3.478379717,-4.621780054,3.964515315,-0.423668987,6.383018739,7.597414105,4.395633177,4.999973658,4.511304419,-1.678657061,0.731707293,0.811137971,9.816260366,6.640129461,3.777844781,1.581027638,-9.510918367,6.658821393,-9.739023887,-3.186543489,6.47015438,0.54,0.790974533,1.68162784,-6.4787798,4.363207547,8.02259887,8.577405858,6.262042389,4.805077063,4.411764706,5.385252693,5.000157233,5.579356725,-3.186253652,6.256272021,8.389631876,5.55873561,7.987588118,8.069096732,5.239843254,3.941021792,3,-1.652605656
"Congo (Kinshasa)",,,,,,,,,0.492545374,-13.46024006,2.707507494,1.532729694,3.804968358,1.976935937,-1.483124158,5.328287199,-3.299006834,0.170600656,3.065123809,2.80773791,2.003726398,3.2008105,2.117386624,2.623947861,2.759281313,2.356443798,2.033727848,2.923511176,2.801555084,2.611658031,2.803394834,3.121634412,1.878915089,-0.819673779,11.60468574,2.099996106,-2.720342648,-1.454144972,2.300002429,-11.69981993,-1.506816551,-3.63445038,0.663586728,1.610480641,0.481645726,5.637787939,2.763457484,2.772520637,2.781430804,3.614424055,3.571958292,3.453097133,4.245800003,4.73978133,4.65686075,3.260058031,1.610424479,1.456463518
"Costa Rica",3.67665898,6.128753244,-0.291069973,4.367118169,2.047437906,8.990242298,7.86641183,9.027324443,10.3926097,4.106617077,4.614468592,5.421172453,5.648535565,-1.69274992,3.034437947,0.498202687,2.202560241,6.600356112,0.495334639,-0.498624484,5.097632625,-4.702400526,3.997009432,10.06470165,-5.521780636,4.796851734,4.227138942,4.571790253,7.440171338,2.496099844,6.253170978,5.024873944,4.161105052,5.36850336,9.525282503,2.196608608,5.373506742,8.061109845,3.730724542,-1.319402345,0.588011983,-2.497780884,7.66812514,2.28931519,2.119541152,9.118449338,4.60489593,-3.239404105,-3.355241939,6.591515131,0.685045935,4.84265059,0.10558506,1.538353052,-2.727470921,5.208239496,3.731302919,2.000518441
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.534331682,1.577758717,5.047101112,-4.318615919,1.146882683,1.804451692,4.550183759,-7.276736494,14.04790216,-4.347767216,8.758829608,-4.832065391,8.77485708,-3.76065582,-9.20397685,-2.796483352,-18.36147111,4.921986201,-13.68184568,2.3854809,6.438271786,-2.467298648,1.977810846
Cuba,,,,,,,,,,,8.569397364,4.822957492,3.451651634,1.024875134,9.422864581,5.353474173,8.75869767,6.721116691,1.246749477,-5.318014988,19.47339009,9.601411619,5.914309058,8.310594972,-2.171313433,1.529068433,2.190103409,3.449580983,0.42790649,-8.739931788,-23.99362097,-10.32287086,-22.73828476,-4.919454175,4.105075354,17.46586293,2.335241945,-14.11409764,11.62419365,9.120558448,0.891405799,-2.515461774,2.393772991,0.20826825,-11.64372337,-6.04555153,18.03843024,0.63630097,-0.205490279,-5.913410771,4.320987654,0.699300699,4.700854701,2.244897959,2.49500998,5.793573515,-1.380579844,2.613159123
Cyprus,,,,,,,,,,,,,,,,8.463234885,0.10265327,-3.282060678,3.605532812,5.629479808,-0.678264278,0.390220869,-1.069022217,9.332027904,-0.269534823,-0.540526553,3.442022593,10.9457123,3.314924162,0.763942078,-15.0871726,21.33926144,3.752751445,-10.92196907,30.10562135,3.617585062,-15.86109884,13.75362772,5.077132085,-2.479118026,6.761450666,4.335485116,-8.204682919,2.96309484,-6.425453802,-11.80841493,-6.361945155,-8.16681245,-8.456229818,7.661596038,4.916305192,-4.549068146,-4.909255944,-15.11521487,2.211670353,16.25898063,0.70012791,3.048508147
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.15432653,-9.831177367,-8.207343425,-5.964396327,5.494921622,1.552625342,1.450522504,-2.490003718,-0.667909232,2.899139903,10.93550549,10.22054791,-8.825393676,-25.53707743,8.992055122,20.54654173,-16.10817745,1.929911974,4.11914234,-2.442879477,8.067180963,5.507065721,3.368130774,-3.001143275,4.919527965
Denmark,,,,,,,3.870970839,2.399197994,2.612686928,-19.45436606,18.76374416,3.138367847,-5.790639891,16.63951027,-5.201789619,-11.55598313,15.49424591,3.524510325,1.13304431,0.665752106,9.779453581,8.789589249,-6.505174893,21.32333921,-1.320202297,-0.752549877,-9.589399289,1.329726725,14.25113294,5.715801778,-1.306926454,2.727580586,24.33244681,3.322114599,5.262561656,2.721656129,3.363302912,1.509162871,-1.216698494,7.080705159,4.333429373,-4.809954703,0.13208438,2.555598419,-6.167496375,4.370255796,6.417458757,-24.64431103,-3.416677062,30.21693,-10.73263069,11.45010833,-4.62972894,17.09810256,-12.52039524,-15.28896533,15.83481738,-13.01599732
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.821115722,-1.405651561,4.420285967,2.781143359,3.500000921
Dominica,,,,,,,,,,,,,,,,,,11.01540995,-33.41676685,-2.061460155,19.88221266,1.70915619,0.117956236,6.151721133,-5.313273281,17.57830674,3.953171704,6.571107921,-15.73800872,8.957342653,-0.737609421,1.833083435,-0.127302646,-4.649164633,-9.045108129,5.862779299,-2.05335204,-2.36136381,-2.698602653,-1.192251431,-5.418883722,-2.386736654,-5.181817946,0.107876342,-0.364761537,1.243869409,-7.914871926,13.50046815,1.73132697,-8.28474189,7.309769714,7.82291099,4.576754901,-0.153186275,-2.784596502,9.311133907,-19.05002527,-27.37649367
"Dominican Republic",,,,,,,,,17.05286257,30.17216296,5.361639001,3.840315475,8.60206511,0.027067295,-2.510970258,7.326831708,1.770736253,4.555860806,1.094810598,4.873294347,5.493597687,4.600626468,3.088152723,0.01815541,-3.557814485,-0.527009223,2.894985809,-1.324016182,2.254938502,-8.583925642,4.246411508,14.08414281,1.823877076,-5.659917569,8.790633191,3.612789557,-0.056063849,4.076277474,-2.20088007,1.383833594,12.31427273,2.46541071,7.910377329,-4.538997635,7.447659446,8.078195033,4.391367415,-2.657872486,10.19393296,7.825463239,7.298334131,2.76557303,2.870966855,2.414916095,2.346529047,5.644338058,5.819229771,5.499131833
Ecuador,5.369949274,8.598937583,0.596147967,0.50144355,-1.179316601,0.544941093,3.271749682,-2.986686517,3.500207312,4.098905533,-0.789983541,3.013971182,-0.478326475,8.000270154,6.855285391,0.945512265,-3.294061968,-12.36385058,1.899367715,1.716545919,13.83122874,0.420536225,-17.17272589,14.84728489,7.92272189,12.79578859,5.443481712,5.625826313,6.856389498,4.434530082,8.528032362,4.023495758,-0.498318813,5.288889375,3.3455579,5.928412158,5.221559408,-2.979508723,8.849039529,0.834332005,4.965135361,1.766687563,6.607247953,2.385050814,7.058366273,4.30875212,3.419525807,1.667102532,1.715203926,0.73926763,7.941257996,0.775396909,6.693635299,7.581121506,2.909047967,0.859837313,5.530198471,3.227181904
