Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,15.82235038,15.65245022,15.46812875,15.26820277,15.08716685,14.96204134,14.7788836,14.6392177,14.54931963,14.4971868,14.38475678,14.47560037,14.61907545,14.79937286,15.01193402,15.25905299,15.19439887,15.18950482,15.25847795,15.41302266,15.65858767,15.9823055,16.39567379,16.88395572,17.42006277,17.50547752,17.634485
Albania,40.56603707,41.48018254,42.18176426,42.6976665,43.1741148,43.43247356,43.04915446,42.6894716,41.99523216,41.39776478,40.9862196,40.89788225,40.96896577,41.08781048,41.22086485,41.31713957,41.40680117,41.4498362,41.44542844,41.40091897,41.27549989,40.93825356,40.60826425,40.30101834,40.02877133,39.93469296,39.86474459
Algeria,11.65737602,11.84939828,12.06454508,12.30273713,12.55965992,12.83343189,13.09957332,13.14235099,13.22560774,13.35159153,13.5223934,13.73576796,13.99040787,14.28507224,14.6149767,14.9756769,15.37214872,15.80381205,16.2707294,16.77289056,16.88873111,17.84102844,18.83904723,19.23239891,19.06649271,19.13750866,19.20091913
Angola,46.52549036,46.63626605,46.97840829,48.0225296,48.00555076,47.7746646,47.52294265,47.36407854,47.23370177,47.21271628,47.1958417,47.17252564,46.80202303,46.76110316,46.49344531,45.95506443,45.43958943,44.86116657,44.55400458,44.7455396,44.9284975,45.00767671,45.0842158,45.14935743,45.26124736,45.24351437,45.23737312
Argentina,35.71112749,35.64314941,35.73394682,36.02021493,36.29763974,36.75598265,37.00260807,37.26203407,37.53339498,37.81395014,38.10148092,38.61601304,39.11688057,39.60293981,40.71421067,40.63743163,40.56232191,40.76016044,40.96275848,41.27770906,40.26494173,40.40564338,40.26439695,40.8136491,40.99787293,41.03705984,41.0910367
Armenia,43.86146791,44.21331332,45.50093277,45.96992892,46.12572987,46.29602481,46.47372094,46.70447072,46.85083332,47.03421711,47.13140417,46.9954582,46.77803192,46.49789575,46.21370246,45.88621692,45.56022479,45.24316824,45.01357278,46.13911424,45.32729273,46.78923774,47.00518713,47.33764021,47.32136181,47.32071221,47.33947247
Australia,41.36459169,41.56913442,41.72892977,41.86833619,42.28420772,42.7046063,42.80688875,42.92879852,43.07609242,43.21641916,43.61666245,43.91512836,44.0359711,44.41999252,44.31227424,44.65640818,44.83040535,44.92749885,45.04067937,45.17326511,45.0707511,45.28439242,45.41369316,45.52177886,45.68782854,45.72940364,45.73702861
Austria,40.98285843,41.100703,41.68377879,41.93664771,42.99680746,42.91546189,42.9000141,43.07944361,43.13134445,43.18833648,43.25955843,43.65272973,44.13806608,44.40664182,44.82705405,45.09007334,45.32354598,45.22880119,45.59402746,46.05156292,46.0167975,46.07059269,46.23773074,46.50721151,46.73974158,46.73151152,46.71900486
Azerbaijan,45.41284735,45.40158651,45.45658486,45.6675666,45.98432264,46.26291211,46.3368813,46.36931555,46.37264493,46.4117819,47.09944787,47.65031141,48.1504169,48.6187551,49.07618301,49.54162398,50.02832659,50.53291748,49.0349868,49.05229559,49.40560379,49.1671351,49.01824687,48.9486795,48.95726365,48.88426481,48.81323796
Bahamas,45.93426161,45.99992274,46.10203197,46.23503706,46.4063592,46.77700409,47.28113181,47.92807376,48.7294756,48.76337315,48.77634514,48.7145978,48.62472733,48.5197945,48.42021795,48.3393256,48.31117558,48.29814006,48.29857018,48.30427247,48.4171385,48.41600499,48.42776033,48.41466514,48.37997153,48.36379464,48.35228727
