"Data Item",1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005
Iodine,327,284,224,126,365,822,801,282,375,1028,259,91,564,458,431,1245,546,100,402,863,450,497,631,562,533,531,611,624,579,756,542,755,882,1178,1133,1222,1419,1590,1707,1621,2019,2840,2941,3447,REF,REF,REF,2812,3266,3901,3674,3674,3946,3992,3130,3692,2507,2346,2332,3200,4315,4834,3040,4330,3930,4330,4780,3540,3700,5140,4950,5990,5420,4730,6520,5240,5560,5600
