Country,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
"Congo (Brazzaville)",,,,44.59962845,46.0329,47.4662,48.8995,50.3328,51.7661,53.19934082,52.3063,51.4132,50.5201,49.62702942,,,,,,
"Costa Rica",,,,,,,,,,,,,,,93.39157867,92.05091095,89.9753418,90.71247864,86.23777771,
"Ivory Coast",,22.55644989,24.15481949,22.0284996,21.8795,21.73053932,25.23142052,26.5906,27.9499,29.3091,30.6683,32.0275,33.3868,34.746,36.1052,37.4644,38.8236,40.18286896,41.69810104,
Croatia,,,68.84259796,67.49491882,67.08080292,69.66519928,71.11457062,,,,,,,,,,,,,
Cuba,,,88.40547943,89.75744629,89.46723175,92.53611755,88.65973663,96.24941254,97.91246796,98.57218933,95.2086792,95.18727875,98.45610046,97.97821808,92.49688721,89.88574219,84.06253815,86.65164185,95.79189301,
Cyprus,,,,,,91.82224274,91.9517,92.0812,92.2107,92.3402,92.4696,92.5991,92.7286,92.8581,92.9875,93.117,93.2465,93.37596893,,
"Czech Republic",,,,,,,,,,,,,,,,,54.84302902,,,
Denmark,,,,87.64753723,85.4671,83.2867,81.1062,78.9258,76.74536133,79.0549,81.3645,83.6741,85.98364258,,,,,,,
Djibouti,,,17.4749794,18.02280045,20.8954,23.768,26.6406,29.5133,32.38587952,37.2728,42.15972137,43.1584,44.1571,45.1558,46.1545,47.15317917,,,,
Dominica,,,,,68.83853149,63.7322,58.62594986,52.25806046,59.5774,66.8967,74.21602631,75.79142761,73.6317,71.4719,69.3121,67.1524,64.9926,62.83287048,72.38234711,
"Dominican Republic",,,,54.69548035,54.2833,53.87120056,58.0265,62.1818,66.337,70.4923,74.64758301,55.80405045,57.9699,60.13584137,61.76319885,67.2059021,67.15930939,69.71341705,76.39125824,
Ecuador,,80.31465912,80.59230804,81.1172,81.64201355,83.31291962,83.55362701,81.4578476,79.46430206,85.54885101,86.12181091,82.1699,78.218,74.2661438,75.98390961,76.23990631,78.11959076,53.18545914,48.08325958,55.24100113
Egypt,,,,,,,,,,,,,89.1235199,87.2040329,,,,,,
"El Salvador",,,,,61.39799881,62.905,64.412,65.9189,67.42591858,66.7919693,66.40194702,66.70288086,65.31565857,63.65642166,65.24355316,65.01284027,62.62590027,63.45084,66.81490326,
"Equatorial Guinea",,,,,,,,,,,,28.16053009,23.74805069,26.85396957,27.96718979,26.7455101,26.4063,26.067,25.72779083,
Eritrea,,,15.93455982,17.90827942,25.27319908,26.54136086,28.5003109,25.92795944,26.40163994,23.52207947,19.9429,16.36372948,16.27407074,17.14538956,20.31892967,18.89912987,21.23751068,20.4301,19.62261963,
Estonia,,,,,,,,,,,,,,,,,78.21006012,76.69226074,78.93292999,
Ethiopia,,,19.10773087,21.2091,23.3105,25.4118,27.5132,29.61453056,38.1229,46.6313,55.13967896,67.40210724,61.82038116,59.05369186,74.68106079,75.0487,75.4164,75.7841,76.15174866,
Fiji,,74.26051331,73.33332825,69.2234726,72.55964661,73.4371,74.3145,75.19194031,74.638,74.084,73.53,72.9760437,74.4489,75.9217,77.39453888,77.9623,78.53,79.0978,79.66551208,
Finland,,,,,,,,,,,,,,,,,,98.78701782,96.50839996,
Gambia,,37.37810898,39.76,42.1418,44.5237,46.9056,49.2874,51.6693,54.05118179,55.7184906,53.36061096,51.9669,50.5732,49.1795,47.7858,46.3921,44.99834824,,,
Georgia,,,,,,,,,,,,98.9569931,98.524,98.091,97.65795898,89.98513031,78.94812775,82.24057007,88.21733856,
Ghana,,,30.82262039,29.2285,27.6344,26.0403,24.44615936,27.3248,30.2033596,37.18782043,38.18490982,40.69335938,39.10969925,,,,,,,
Greece,,88.20387268,95.77516174,95.37097931,96.53401184,90.38520813,96.15560913,95.70861816,95.5949,95.4812,95.3675,95.2538,95.14,95.0263,94.9126,94.7989,94.6852,94.5714798,,
Grenada,,,66.89362335,68.105,69.3163,70.5276,71.739,72.9503,74.1616,75.373,76.58432007,76.62624359,83.02433777,,,,,,,
Guatemala,,,53.64218903,58.1033783,59.15325165,61.11605835,63.9438,66.77147675,67.21098328,69.80937195,72.2202301,71.76338959,72.22419739,66.27440643,56.373909,54.46633148,56.55543137,59.71456909,61.94493103,
Guinea,,,16.82863998,21.01791954,22.2449,23.47190094,29.97550011,32.64992142,33.28802872,35.84159851,36.99718094,37.12773895,41.11783981,42.4635,43.8091,45.15480042,44.4978,43.84088135,,
"Guinea Bissau",,,,,,,,,,,,,,37.60810089,,,,,,
Guyana,,,,,,,,,,,54.33969879,55.816,57.2924,58.7687,60.24509811,59.85847092,,,,
Honduras,,,,48.88838959,50.7698,52.6512,54.53258896,62.04159927,66.465,70.88847351,67.8381,64.78775787,69.43740082,69.58332825,75.38356781,77.0800705,73.84297943,78.19789124,79.35774231,
Hungary,,,,,,,,,,,,,,,,,,,59.27878189,
Iceland,,97.34307861,96.41342926,99.33422089,94.72978973,91.62185669,94.08553314,92.79070282,94.90718842,95.2966,95.686,96.0755,96.46488953,98.41345978,98.1097,97.806,97.50231171,,,
India,,,,,,,,,,,,,,,,,,58.80593109,60.71902847,
Indonesia,,,,,43.72605896,45.21694946,37.9250412,35.89183044,37.51850891,37.78549957,38.0458,38.3062,38.5665,38.8269,39.0872,39.3476,39.6079,39.86828995,,
Iran,,,,,,,84.50353241,87.4149,90.3262,93.23755646,95.78317261,85.9103,76.03742218,75.7826767,74.41246033,81.8043,89.196,96.58782959,,
Iraq,,,80.26725006,77.51821136,78.8501,80.182,81.5139,82.84584045,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,57.37105179,61.20034027,61.93064117,
Israel,,,,,,,,,,,,,,,,,84.96877289,84.15429688,87.45317078,
Jordan,,,70.21247864,71.73754883,70.3226,68.90760803,68.38497925,66.82897949,,,,,,,,,,,,
Kazakhstan,,,,65.36100006,64.09889221,66.03721619,63.60124969,61.30440903,60.42861176,57.46405029,54.38618088,50.61151886,,,,,,,,
Kenya,,,28.78517914,,,,,,,,,,,,,,,,,
Kiribati,,,,,,,,,,,,,,,,,,,72.82302856,
"North Korea",,,,,,,,,,,,,93.08222961,91.4792,89.8762,88.2731,86.6701,85.0671,83.46405792,
"South Korea",,97.3704071,97.70925903,91.33824158,93.82073975,97.38742828,97.66291809,97.9668808,98.563591,97.09407806,97.8556366,87.30471802,76.58564758,92.26931,95.58924103,96.5493,97.5093,98.46930695,,
Kuwait,,,65.55335236,70.26567078,75.40911865,76.72236633,72.5200882,70.33843994,59.29222107,59.139,58.98580933,66.39703369,65.4583,64.5196,63.5809,62.64213943,61.096241,,,
Kyrgyzstan,,,57.5763092,58.65478897,59.34896088,61.2262001,61.55582809,58.36260986,56.66571045,60.2577095,59.65658188,58.24534988,56.96318817,58.98968124,59.21326828,58.73696136,54.93606949,53.95211029,53.71472168,
Laos,,,49.58792877,53.65554047,53.46944046,56.4649086,57.06192017,59.30624008,60.6241684,64.35881042,71.56240082,72.89491272,78.65807343,85.79548645,85.47561646,88.30139923,92.03146362,90.01010132,86.87944794,
Latvia,,,,,,,,,,,,,,,,,,,87.94857025,
Lebanon,,,,,,86.8842926,86.37187958,81.04208374,74.20015717,62.54106903,62.29169846,63.11294937,71.29341125,66.42749786,66.46588135,66.36026764,66.9358,67.5113,68.0867691,
Lesotho,,16.97859001,27.24695015,58.40132141,52.43304062,49.92470932,51.68513107,52.50392151,50.31386185,51.10202026,51.92926025,54.14685059,55.48637009,62.01078033,62.73246002,62.54121017,58.30879974,59.34820938,60.99568176,
Liberia,,,,,,,,,,,,6.535349846,7.601349831,7.0633,6.525219917,6.8446,7.164,7.4833,7.802700043,
Liechtenstein,,,,,,,56.63660812,47.13978958,50.9508,54.76190186,57.40740967,54.12371063,57.05881882,47.71131897,62.19512177,52.10525894,52.55102158,,,
Lithuania,,,,,,,,,,,,,,,,,,91.62895966,92.43830872,
Luxembourg,,,,,88.28540802,88.2854,88.2853,88.2853,88.2853,88.2852,88.2852,88.2852,88.2851,88.28511047,86.45906067,87.6894,88.91976166,90.26879883,,
Macau,,,65.62589264,67.36653137,69.9179306,72.01880646,73.36936951,70.69299316,71.39909363,75.32411194,73.92102814,71.44245148,71.89575958,71.48207855,77.49859619,84.78501129,90.09008789,95.37348938,91.57537079,
"Macedonia (F.Y.R.O.M.)",,,,,,70.51373291,71.8078,73.1018,74.3958,75.6898,76.9838,78.2779,79.57189178,80.1885,80.8051,81.4217,82.03836823,80.3553009,,
Madagascar,,,,,,,62.74861145,66.658,70.56742859,81.26020813,82.87227631,81.49655151,81.1998,80.90310669,79.2278,77.55255127,77.746,77.9395,78.13292694,
Malawi,,,,,,,,,,68.83071899,76.71956635,78.66346741,80.19152832,82.75995636,80.79012299,86.6758728,,,,
Malaysia,,,,,,,,,,,,,,,,,99.17720032,98.3641,97.5509491,
Maldives,,,79.82315063,84.1121521,86.23757172,84.37850189,81.8654,79.3523,76.8391,74.326,71.8129,69.29975891,,,,,,,,
Mali,,,,,,,23.35416985,23.26127052,23.44135094,25.26240921,23.21722984,24.49761963,19.51176071,18.47780037,18.8202095,15.88230038,15.8879,15.8936,15.89918041,
Malta,,,,,,,,,,70.83882141,66.32840729,71.7185,77.1085,82.4986,87.8887,93.2787,98.66880035,,,
"Marshall Islands",,,,,,74.6268692,,,,,,,,,,,,,,
Mauritania,,,,,27.89366913,30.8113,33.72890854,38.29827881,34.61780167,35.04893875,34.02647018,34.59043121,33.55870819,32.86943054,35.44940186,37.16444016,37.46216965,41.58211136,52.10282898,
Mauritius,,74.93537903,70.7569,66.5785,62.40007019,65.8977,69.3953,72.893,76.3906,79.8883,83.3859024,83.11142731,83.56253052,85.10220337,86.9480896,69.62207794,84.57955933,81.6444931,78.42469788,
Mexico,,,85.43257904,85.01389313,84.35296631,85.83564758,84.04007721,80.98796082,80.46598816,80.82482147,84.58618927,79.74594116,76.3946,73.04318237,72.0571,71.071,70.08487701,71.56613922,,
Micronesia,,,,,,,,,,,,,,,,,,51.54729843,74.97757721,
Moldova,,,,,,,,,71.62595367,70.65400696,75.15426636,73.80387878,73.25245667,75.57605743,74.71650696,74.36052704,73.5379715,72.23248291,72.79219818,
Mongolia,,,80.31468964,74.11802673,72.22683716,62.8950119,67.14591217,57.86034012,67.4077,76.95500946,70.08911896,75.8816,81.67398834,86.52980804,86.97612762,83.64440918,82.20493317,92.71822357,92.35147858,
Montenegro,,,,,,,,,,,,,,,,,,,93.52310944,
Morocco,,,48.15102005,58.65942001,67.71430206,76.81738281,78.85224152,80.658638,83.10916138,83.3431015,85.41088104,75.49822998,76.0526,76.60695648,77.99403381,77.179,76.36389923,76.2024765,,
Mozambique,,13.12633038,16.67856979,20.28074074,23.02792931,23.10054016,32.4627,41.82489014,43.3763504,48.61420059,53.56111908,55.65602875,58.87091827,61.06803131,61.26071167,62.91355133,69.76802063,73.08345032,72.62934875,
Namibia,,62.35570145,61.55012894,62.90328979,63.8737793,61.70679092,61.44787979,58.0157814,60.62335968,57.19738007,56.7991,56.40085983,52.72647095,54.15301895,,,,,,
Nauru,,66.66667175,66.8713,67.0759,67.2805,67.4851,67.6897,67.8943,68.099,68.3036,68.5082,68.7128,68.9174,69.122,69.3266,69.53125,70.4799,71.42857361,,
Nepal,,,,,,,,,,,,,,,88.47382355,96.99578857,94.8811,92.76647186,,
"New Zealand",,,,,,,,,,,,,,,,,96.32578278,95.2361908,97.28386688,
Nicaragua,,,41.04499817,42.18806839,41.36658859,42.87519836,41.4208,39.9664917,40.94374084,72.42276764,76.02129364,70.77346039,70.1548,69.53610992,,,,,,
Niger,,,21.5557003,23.36804962,25.09486008,31.38829041,33.87292099,31.73856926,30.39830017,37.05578995,36.33946991,45.67982101,50.37036133,56.27568817,57.20505905,55.92617035,55.81005096,53.44269943,56.05337906,
Norway,,,,,,,,,,,,,,,,,99.26509857,98.98036957,,
Oman,,,72.43108368,73.13633728,71.19970703,68.80091095,60.93595886,60.9549,60.9738,60.9927,61.0117,61.0306,61.04949951,67.3411,73.6326828,76.5308609,56.35570145,53.29375076,55.22180939,
Paraguay,,,,,74.21114349,73.0721283,72.11303711,71.5913,71.0696106,69.55500031,68.18531799,69.79794312,73.81826782,73.83715057,73.92842865,70.74131775,,,,
Peru,,,,,,83.75615692,81.8728,79.98951721,80.2700882,80.43549347,78.7855835,77.80313873,81.9662,86.12922668,86.62664795,74.25096893,73.6880188,79.4803,85.27256775,
Philippines,,,43.7909584,45.3438,46.89656067,46.89002991,47.03356934,48.26908875,48.3157196,44.2036705,48.58792877,50.54573822,56.393,62.2402,68.0874,73.9347,79.78191376,,,
Portugal,,,,,,,,90.07990265,95.2399292,94.69548035,96.6049881,92.76087189,95.25023651,,,,,,,
"Puerto Rico",,,,,,,,,,,,,,,,,63.62105942,73.26296997,,
Qatar,,,,,,,,,,,,,,63.37918854,64.49060059,62.24547958,60.64307022,60.34664917,62.13626099,
Romania,,,,,,77.02523041,75.8733,74.7214,73.5696,72.4177,71.2658,70.1139,68.96198273,71.7322,74.5023,77.2725,80.0427,82.81282043,80.14058685,
Rwanda,,,,,66.21824646,69.21618652,86.21321106,88.5762,90.9391,93.30210114,93.2126,93.123,93.0335,92.944,92.8545,92.7649,92.67539978,85.8468,79.01828766,
Samoa,,76.24893951,,,,,,,,,,,,,,,,,,
"San Marino",,,,,,,,,,,,,89.78102112,84.24241638,89.6822,95.12194824,,,,
"Saint Thomas and Principe",,,,,,,,,,,56.82609177,58.98947144,66.1758,73.3621,80.5484,87.7347,94.92098999,95.81777191,93.21468353,
"Saudi Arabia",,,,,,,,,,,,,60.82096863,79.02256012,80.74453735,81.9780426,83.00234222,81.18221283,83.90028381,
Senegal,,,,,,,,18.45771027,17.06388092,22.22405052,28.09480095,29.437,30.7793,32.1215,33.4637,34.8059,36.1481514,38.3313,40.51454163,
Serbia,,,,,,,,,,,,,82.84842682,81.2963,79.7442,78.1921,76.63993835,83.01806641,84.54270172,
Seychelles,,62.95336914,64.09037018,68.45387268,62.97296906,69.11564636,67.42857361,68.6885,69.9484,71.2083,72.4682,73.72808075,75.2057,76.6833,78.16091919,76.6843,75.2076,73.73095703,70.26438141,
"Sierra Leone",,,,,,,,,,,,,,,,70.25470734,,,,
Slovenia,,,,,,,,,,,,,,,,,95.79239655,,,
"Solomon Islands",,,,,,,,,,,,,,,,,,10.01978016,9.293530464,
"South Africa",,47.76628113,42.19168854,39.8024,37.41316986,42.77186966,43.08396912,53.48118973,52.10742188,,,,,,,,,,,
Spain,,,,,,97.41014862,98.83847809,98.44790649,97.97566986,99.23178864,99.152,99.07221985,99.05227661,98.7614,98.47051239,98.73848724,98.0928,97.44702911,98.42368317,
"Sri Lanka",,,,,94.08792877,95.86241913,92.55647278,93.1095,93.6625,94.21555328,,,,,,,,,,
"Saint Kitts and Nevis",,,,,,71.61572266,66.16378784,66.45570374,65.6096,64.7636,63.91753006,54.07098007,53.6014,53.1317482,56.9114,60.69113922,63.36206818,55.65401077,,
"Saint Lucia",,,,72.53193665,68.7038,64.87558746,62.62857056,63.23529053,66.49249268,69.19999695,72.18453217,,,,,,,,,
"Saint Vincent and Grenadines",,,,,,,64.378479,63.5306,62.6826,61.8347,60.9868,60.1388,59.2909,58.44298172,59.4056,60.3682,61.3308,62.29338837,,
Suriname,,,,,,,,,63.36275864,79.54004669,80.57256317,90.54884338,92.98281097,65.28507996,61.03630829,61.61283875,63.83863831,67.83084106,67.99246216,
Swaziland,,37.46237946,41.37931061,43.9406395,45.66823959,44.87807846,43.59260178,46.7806015,45.92245865,52.29814911,51.54360962,47.0099,42.47615051,46.66799927,40.75814056,36.26366043,36.774189,,,
Sweden,,,,,,92.37117004,89.76537323,89.62854004,90.61009216,95.20330811,98.25810242,95.5344162,95.90113831,96.9698,98.03852081,97.2939,96.54936218,97.50063324,96.5555191,
Switzerland,,,,,,,55.90309143,,,,,,,,,,,,,
Syria,,,60.1763916,59.38349915,54.4892807,60.9803,67.47141266,59.41764832,59.66107941,55.3872,51.11339951,50.88014984,,,,,,,,
Tajikistan,,,81.89003754,82.6326,83.3751,84.1176,84.8602,85.6027,86.3453,87.0878,87.8303,88.5729,89.3154,90.0579,90.8005,91.543,92.28555298,93.67201233,95.28434753,94.36411285
Tanzania,,12.81025982,14.89060974,23.1872,31.48386002,89.54747772,82.5773,75.60710907,77.60115051,84.90579224,86.76528168,82.6289,78.4926,74.3562,70.2199,66.0836,61.9472084,,,
Thailand,,,,,,,,,,,,,,,,,,,63.06813049,
"Timor Leste",,,,,,,,,36.20923996,38.6832,41.1571,43.63108063,47.05430984,56.62036896,45.27703857,36.66889954,41.12372971,41.81729889,38.495121,
Togo,,,37.54602051,37.60831833,40.77571869,41.52191925,41.09576035,41.02323914,40.9814415,46.51425934,46.98593903,50.5692,54.1525,57.73580933,53.93328857,55.19662094,58.4828,61.769,65.05523682,
Tonga,,58.85166931,45.49654007,66.6807,87.86482239,85.4203,82.9758,80.5312,78.0867,75.6422,73.1977,70.7531,68.3086,65.8641,63.4195,60.97500992,55.92564011,,,
"Trinidad and Tobago",,,69.78690338,63.58821106,65.06394958,64.4449,63.82593155,62.27928162,63.8187,65.358,66.8974,68.43678284,72.49241638,73.38905334,,,,,,
Tunisia,,,,,87.15001678,86.13291168,87.7719,89.41085052,88.6326,87.85437775,89.06855774,90.57256317,91.36103058,90.32617188,90.97521973,91.3139267,91.3520813,,,
Uganda,,,,,,71.9985199,69.7004,67.40218353,71.71703339,66.62062836,73.01148987,73.77725983,71.95269012,70.11521149,69.14967346,66.9162,64.6827,62.4493,60.21580124,
Ukraine,,,,,,,73.68031311,73.3586,73.0369,72.71521759,76.19754791,77.98227692,80.78382111,88.43379211,91.05169678,84.64096832,75.20429993,68.82887268,,
"United Arab Emirates",,,49.94564819,47.40639877,48.58745956,45.81793976,48.77011108,42.20730972,41.8127594,38.79141998,41.69675827,42.9088,44.1208992,44.71141815,48.91659164,48.42306137,47.02653122,46.9538,46.88108063,
"United Kingdom",,,,,,,,,,,,,,,,,,,92.27858734,
"United States",,,,,,77.9294281,79.38614655,74.77033997,75.55796051,74.26294708,80.54377747,81.95581055,77.81752777,75.51889038,74.6396,73.7604,72.88108826,74.45857239,75.2976532,
Uruguay,,,,,,,,,,,,,,,,,,91.06143188,,
Uzbekistan,,,,,,,,,,,,,76.08325195,76.7044,77.3254,77.94654846,78.27735901,,,
Vanuatu,,,,,,,,55.50661087,51.906,48.3055,44.7049,41.10429001,38.3922081,45.02674103,,,,,,
Venezuela,,,59.21416855,63.00249863,65.96582794,64.6655426,61.60469055,62.27890015,59.1266098,64.11976624,68.38285065,63.40715027,75.04447174,75.00298309,74.75385284,74.09519958,74.19722748,72.7906189,72.38410187,
"West Bank and Gaza",,,,72.79405212,69.48654175,68.26168823,62.73865128,60.12781143,61.82678986,63.41807938,64.12689209,73.67736816,74.96943665,76.46867371,76.33609772,83.59182739,,,,
Yemen,,,19.99515915,22.6614,25.3276,27.9938,30.66,33.3262,35.9925,38.6587,41.3249,43.99110031,45.5023,47.0134,48.5246,50.0357,51.54690933,,,
Zambia,,36.75394821,36.68244171,37.11708069,36.3873,35.65742111,37.5609,39.46435928,43.39984894,44.92343903,45.76470184,51.54840088,49.8544,48.16032028,50.48680878,53.27597046,51.84337997,,,
Zimbabwe,,,,43.99607849,47.05680084,44.82686996,44.97047043,44.5136,44.0568,43.5999,43.1431,42.6862,42.2294,41.7725,41.3157,40.8588295,37.38898849,,,
