Country,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cyprus,,,83.62554,84.6422,85.6588,86.6754,87.6921,88.7087,89.7253,90.742,91.7586,92.7752,93.79186,,,,,
"North Korea",,,,,,,,,,99.98765,,,,,,,,
"Congo (Kinshasa)",,,36.20845,38.6017,40.995,43.3883,45.7815,48.1748,50.56806,50.0215,49.475,48.9285,48.3819,47.83542,47.8692,47.9029,47.9366,47.97039
"Dominican Republic",,,,63.78142,64.7282,65.675,66.6218,67.5686,68.51539,68.9942,69.4731,69.95193,72.39174,73.0357,76.14693,78.8039,78.39423,
Ecuador,,,73.0538,69.9041,66.7544,63.6048,60.4551,57.3054,54.15573,59.8606,65.56541,71.50731,69.72816,73.19667,74.49757,77.03318,77.89132,77.65764
Egypt,,,,,,,45.96575,26.78477,29.9487,33.1127,36.2767,39.44067,37.2628,35.08499,43.21608,,,
"El Salvador",,,,,,,,53.43535,52.50418,53.53153,55.64249,56.98033,56.82196,58.7257,60.62945,62.7228,64.81618,
"Equatorial Guinea",,52.82759,,,,,,,,,,,,,,,,
Eritrea,,,,18.12139,18.5927,19.064,19.5352,20.0065,20.4778,20.94907,,,,,,,,
Estonia,,99.55336,99.5685,99.5837,99.5989,99.6141,99.6293,99.6445,99.6596,99.6748,99.69,99.7052,99.72036,,,,,
Ethiopia,,,,,,,8.74862,11.187,13.62546,,,,,,,,,
Gabon,,,,,,,,,,,,,,60.55844,,,,
Gambia,,15.79533,15.3789,14.9624,14.5459,14.1295,13.713,13.2965,12.8801,12.4636,12.0471,11.6307,11.2142,10.7978,10.38129,,,
Georgia,,,,98.79334,98.8167,98.84,98.8634,98.8867,98.9101,98.9334,98.9568,98.9801,99.0035,99.0268,99.0502,99.07352,,
Ghana,,29.49326,30.033,30.5727,31.1125,31.6522,32.1919,32.7317,33.2714,33.8111,34.3509,34.89061,,,,,,
Greece,,,86.93287,83.5587,80.1845,76.8103,73.43612,74.9674,76.49875,76.5339,76.56899,84.2503,91.93168,,,,,
Greenland,,,,,,,,,,,,,,,,,100,
Guatemala,,,,40.58972,40.7032,40.8166,40.9301,41.0436,41.157,41.2705,41.3839,41.4974,41.6109,41.72431,45.39427,50.71098,,
Guinea,,,,,10.81081,10.4882,10.1655,9.8429,9.5203,9.1976,8.875,8.55236,9.6922,10.832,11.9719,13.11172,,
"Guinea Bissau",,9.6635,10.3633,11.063,11.7628,12.4626,13.1623,13.8621,14.5619,15.2616,15.9614,16.6612,17.361,18.0607,18.7605,19.46026,,
Guyana,,,,,,,,,,,64.42554,61.5187,58.6118,55.705,52.7982,49.89131,,
Haiti,,,,,20.19867,16.3105,12.4224,8.53427,,,,,,,,,,
Honduras,,,45.55004,46.413,47.276,48.1389,49.0019,49.8648,50.7278,51.0095,51.2912,51.57285,48.05157,56.69617,57.09355,59.2414,60.18654,66.28326
India,,,35.59497,35.5204,35.4458,35.3713,35.2967,35.22215,36.4984,37.7747,39.051,40.3273,41.60357,,,,,
Indonesia,,,,,,53.22152,63.2885,73.35551,65.6402,57.92487,62.11606,63.2223,64.32847,66.8224,69.3164,71.81034,69.17215,70.05508
Iran,,,,,,,26.68147,27.81924,28.3688,28.9183,29.8434,30.7686,31.6937,32.61885,34.25027,34.28904,,
Iraq,,18.58736,18.7256,18.8638,19.002,19.1403,19.2785,19.4167,19.5549,19.6932,19.8314,19.9696,20.1078,20.2461,20.3843,,,
Italy,,,95.06645,95.2328,95.3991,95.5654,95.7318,95.8981,96.0644,96.2308,96.3971,96.5634,96.72978,,,,,
Jamaica,52.36038,,,,,,,,,,,,,,,,,
Jordan,,,,,41.54482,42.9903,44.4357,45.6842,46.93262,49.1276,51.3225,53.51751,55.01237,87.69847,,,,
Kazakhstan,96.53265,96.7491,96.9655,97.182,97.3984,97.6148,97.8313,98.0477,98.2641,98.4806,98.69699,99.49632,,,,,,
Kenya,,36.85446,37.8481,38.8418,39.8354,40.8291,41.8227,42.8164,43.81002,45.2717,46.7334,48.195,49.6567,51.1183,52.58,54.04168,,
Kuwait,,,,,,,51.48683,53.66805,55.5259,57.3673,59.0267,60.68619,62.6342,64.58226,68.17706,68.8621,69.54723,
Kyrgyzstan,90.15115,90.3832,90.6152,90.8472,91.0792,91.3112,91.5432,91.7752,92.0072,92.2392,92.47118,,,,,,,
Laos,,36.2979,28.3874,30.136,31.8847,33.6333,35.3819,34.5773,33.7726,32.968,32.1633,31.3587,30.55403,,,,,
Latvia,,99.40557,99.4525,99.4995,99.5465,99.5934,99.6404,99.6874,99.7343,99.7813,99.8283,99.8752,99.9222,,,,,
Lebanon,,,,,,,,,58.59079,59.3724,60.1541,,,,,,,
Lesotho,,69.04762,67.5297,66.0118,64.4938,62.9759,61.458,59.94,58.4221,56.9042,55.38623,54.5976,53.809,53.0203,52.2317,51.44308,,
Liberia,,,,,,,,,32.81332,,,,,,,,,
Lithuania,,,99.31075,99.3611,99.4115,99.4619,99.5123,99.5627,99.6131,99.6635,99.7139,99.7642,99.81463,,,,,
Madagascar,,46.5847,46.8165,47.0483,47.2801,47.512,47.7438,47.9756,48.2074,48.4392,48.671,48.9029,49.1347,49.36649,,,,
Malawi,,,,,,,,,,,,34.62895,35.3559,36.0828,36.8097,37.53658,35.14244,
Malaysia,,44.32522,45.7401,47.1549,48.5697,49.9846,51.3994,52.8142,54.2291,55.6439,57.0587,58.47356,,,,,,
Maldives,,90.01761,90.355,90.6924,91.0298,91.3672,91.7046,92.04205,92.1314,92.2208,92.3102,92.3996,92.489,92.5784,92.6678,92.75723,,
Mali,,,,,,,,11.30527,11.1746,11.0439,10.9132,10.78245,13.32861,13.3968,13.465,13.5332,13.60144,
Malta,,,,,,,81.83255,82.4867,83.1409,83.7951,84.4493,85.1035,85.75765,,,,,
"Marshall Islands",,,,,,,,,,,,,89.40651,,,,,
Mauritania,,34.64842,33.4969,32.3454,31.1939,30.0424,28.8908,27.7393,26.58782,,,,,,,,,
Mauritius,,52.44721,53.5477,54.6481,55.7485,56.849,57.9494,59.0499,60.1503,61.2508,62.3512,63.4517,64.55211,,,,,
Mexico,,67.32032,65.3874,63.4545,64.5276,65.60067,68.79232,71.4327,72.68319,72.70719,74.91957,71.52189,72.19507,75.58978,76.24995,77.55537,77.03147,
Mongolia,,88.14068,88.791,89.4414,90.0918,90.7422,91.3925,92.0429,92.6933,93.3436,93.994,94.64437,,,,,,
Montenegro,,,,,89.34481,89.9178,90.4907,91.0637,91.6366,92.2096,92.7825,93.3555,93.92843,,,,,
Morocco,,,,,,13.84111,14.9209,16.0006,17.0803,18.16009,18.56927,24.2985,30.02779,32.75375,,,,
Mozambique,,,,,18.81457,19.2031,19.5917,19.9803,20.3688,20.7574,21.14594,,,,,,,
"Burma (Myanmar)",,75.17114,74.1102,73.0492,71.9882,70.9272,69.8662,68.8052,67.7443,66.6833,65.6223,64.5613,63.5003,62.4393,61.3784,60.3174,59.2564,58.1954
Namibia,,,53.81877,51.9422,50.0656,48.189,46.3124,44.4358,42.55916,46.0993,49.6395,53.1797,56.71985,,,,,
Nepal,,,15.97179,16.453,16.9343,17.4155,17.8967,18.3779,18.8592,19.3404,19.8216,20.3029,20.78409,,,,,
Nicaragua,,,45.96912,46.7846,47.6001,48.4156,49.23103,,,,,,,,,,,
Niger,,,2.10702,5.4738,8.8406,12.2074,15.57423,14.2448,12.9154,11.5859,10.2565,8.9271,7.5976,6.26818,,,,
Nigeria,,,,,21.03704,21.1412,21.2453,21.3494,21.4535,21.55761,,,,,,,,
Oman,,,,,16.30811,16.0208,15.7335,15.4462,15.1589,14.87162,19.0831,23.29463,25.3824,27.4702,29.558,31.64576,35.04726,
Pakistan,,,,,,,20.51553,24.35572,24.9727,25.58964,24.85196,24.85196,23.97586,25.50246,24.50798,25.29323,,
Palau,,,,,,,,,,,,,,,98.33641,91.5299,84.7233,
"West Bank and Gaza",,,,,,35.17855,37.9337,40.68878,42.80033,36.4735,47.09326,49.07223,48.49606,52.80669,56.72189,58.32675,60.9897,63.93363
Panama,,75.58258,76.1112,76.6398,77.1684,77.6971,78.2257,78.7543,79.2829,79.8116,80.3402,80.86881,,,,,,
"Papua New Guinea",,29.92515,,,,,,,,,,,,,,,,
Paraguay,,,,,,,,,78.34763,77.1304,78.30592,77.41091,78.1646,78.9183,79.672,80.42565,81.19645,
Peru,,,,,,61.80168,63.86987,65.272,65.8114,67.7697,69.7279,71.6862,73.6445,75.60274,75.065,74.52734,76.85827,77.70143
Philippines,,78.41357,82.2592,86.1049,89.95054,89.2606,88.5707,87.8807,87.1908,86.50088,87.23,87.9591,88.6882,89.4173,90.14642,,,
Portugal,,,,,,,,,,,,,80.47789,,,,,
"Puerto Rico",,,,,,,,,,,,84.53075,,,,,,
Qatar,,,,,,40.99303,45.3107,49.6283,53.94589,61.87623,56.45783,66.33857,73.71372,84.68882,80.68822,78.91273,,
Moldova,,80.8554,82.1044,83.3535,84.6025,85.8516,87.1006,88.3497,89.5987,90.8478,92.0968,93.3459,94.5949,95.84394,,,,
Romania,,,,91.91444,92.4562,92.9981,93.5399,94.0817,94.6235,95.1653,95.7071,96.2489,96.7907,,,,,
Russia,,,,97.63503,97.825,98.0149,98.2048,98.3947,98.5847,98.7746,98.9645,99.15444,,,,,,
Rwanda,,20.17544,21.4007,22.6259,23.8512,25.0764,26.3017,27.5269,28.7521,29.9774,31.2026,32.42787,28.363,24.29805,,,,
Samoa,,,,,,,,,,,,,96.3107,,,,,
"Saint Thomas and Principe",,,40.42322,41.2776,42.132,42.9864,43.8408,44.6951,45.5495,46.40391,47.1967,47.9895,48.7823,49.57511,,,,
"Saudi Arabia",,20.65897,21.9559,23.2527,24.5496,25.84652,28.6843,31.522,34.3598,37.1975,40.0353,42.873,45.7108,48.5485,51.38626,,,
Senegal,,,,14.29824,15.3684,16.4386,17.5088,18.57894,21.1684,23.7579,26.34737,25.7179,25.08847,23.2767,21.46485,,,
Serbia,,,,,,,,,,,,,92.81086,93.5602,94.3096,95.0589,95.8083,96.55761
Seychelles,,,,66.57111,67.1919,67.8128,68.4336,69.0544,69.6753,70.2961,70.9169,71.53777,,,,,,
"Sierra Leone",,,,,,13.77797,12.6609,11.5439,10.4269,9.3098,8.1928,7.0758,5.9587,4.8417,3.72468,,,
Singapore,,60.3115,61.8527,63.3939,64.9352,66.4764,68.0176,69.5588,71.1,72.6413,74.1825,75.72369,77.3884,79.0531,80.7177,82.3824,84.04711,
"South Africa",,,,,,,,,56.3438,62.1233,67.90273,67.15196,67.68043,69.14626,70.0149,70.8835,72.10399,
"South Sudan",,,,,,,,,,10.99341,,,,,,,,
Spain,,,,,,90.48643,91.94093,92.3181,92.69521,92.01408,92.22122,92.55905,92.8224,93.28406,93.81801,93.99366,94.21737,94.65579
"Sri Lanka",,,76.8845,76.1976,75.5108,74.8239,74.1371,73.45023,73.7972,74.14425,75.4201,76.69586,,,,,,
Sudan,,28.0733,27.5973,27.1213,26.6453,26.1693,25.6933,25.2172,24.7412,24.26523,,,,,,,,
Suriname,,,,,,62.93397,65.2487,67.5634,69.8782,72.19292,74.4703,76.74774,76.3531,75.95851,,,,
Swaziland,,36.67109,37.5219,38.3726,39.2234,40.0742,40.925,41.7758,42.6265,43.4773,44.3281,45.17886,,,,,,
Syria,,,,43.67063,41.357,39.04337,,,,,,,,,,,,
Tajikistan,,95.09786,,,,,,,,,,,,,,,,
Thailand,,68.46028,69.3123,70.1642,71.0162,71.8682,72.72014,76.7896,80.8591,84.9286,88.9981,93.06761,87.9202,82.7727,77.62527,78.1781,78.73101,
"Macedonia (F.Y.R.O.M.)",,,,82.52321,,,,,,,,,,,,,,
"Timor Leste",,,,,,,,,,,,11.17163,,,,,,
Togo,,13.80338,14.1997,14.596,14.9923,15.3886,15.7849,16.18123,17.0842,17.9871,18.89008,18.6149,18.33978,18.8566,19.3735,19.8904,20.40721,
Tonga,,,,,,,,98.0315,98.1976,98.3637,98.5298,98.6959,98.86195,,,,,
Tunisia,,,,,,19.66459,20.2115,20.7583,21.30517,20.83006,22.0804,23.33064,24.31524,25.96641,32.8689,39.77147,,
Turkey,,,,,,53.06621,55.36998,54.87719,56.88051,59.4741,62.06768,65.00097,70.8008,74.63232,76.07619,77.08006,78.08592,
Uganda,,,,29.91572,30.7668,31.6178,32.4689,33.31992,33.6043,33.8887,34.1731,34.45753,35.2699,36.08221,,,,
Ukraine,,,97.50435,97.7269,97.9495,98.1721,98.3947,98.6173,98.8399,99.0624,99.285,99.5076,99.7302,99.95277,,,,
"United Arab Emirates",,,,,,,42.0723,,,,,,,,,,,
Tanzania,,,,27.79915,30.8708,33.9424,37.014,40.0857,43.1573,46.2289,49.3006,52.37219,47.9758,43.57946,43.5404,43.5013,43.46219,
Uruguay,,,,,,,,95.29296,95.24907,96.06662,96.03524,95.55604,96.43743,96.81356,96.40409,96.68119,97.02598,
Uzbekistan,,87.13932,88.1216,89.104,90.0863,91.0686,92.0509,93.0332,94.0156,94.9979,95.9802,96.9625,97.9449,98.9272,99.9095,99.65888,99.72267,
Venezuela,,,77.54069,77.3988,77.257,77.1151,76.9733,76.8314,76.68957,77.408,78.12635,79.0293,79.93223,81.2346,82.537,83.8393,85.14168,88.10031
Vietnam,,64.39888,65.7828,67.1667,68.5505,69.9344,71.3183,72.7022,74.0861,75.47,76.85385,,,,,,,
Zambia,38.60951,41.1373,43.6651,46.19289,46.9618,47.7308,48.4997,49.2687,50.0376,50.8065,51.5755,52.34441,,,,,,
Zimbabwe,,,,,,,,,,,,,59.00661,66.38,73.7535,81.1269,,
