Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Ireland,,,,,,0.4,0.3,0.4,0.5,0.7,0.3,0.9,0.5,0.5,0.7,1,0.7,0.7,0.4,0.5,0.5,0.8,0.4,0.7,1,0.9,0.3,1,0.9,0.7,0.8,1,1.1,1.2,1.3,1.6,1.3,0.9,1.3,1.3,1,0.8,1.2,1.6,0.9,1.5,1.2,1.5,1,2,1.4,1,1.7,2.2,1.7,1.8,2.3,1.9,2.8,2.8,2.6,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.3,1.9,2.3,2.2,1.5,2.8,1.6,1.2,2.2,1.6,2.1,1.7,2,2.8,2.4,2.6,2.6,3.5,2.4,1.7,2.5,2.5,2.1,2,2.9,2.4,1.7,2.3,2.1,2.6,2.2,2.2,2.5,2.3,2.4,2,2.4,
Italy,,,,,,,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.6,0.7,0.6,0.6,0.8,0.8,0.9,0.9,1,1.2,1.3,1.4,1.2,1.4,1.3,1.4,1.3,1.4,1.6,1.5,1.5,1.6,1.4,1.6,1.6,1.5,1.6,1.7,1.6,1.7,1.7,1.8,1.6,1.6333,1.6667,1.7,1.7,1.6,1.8,1.7,1.8,1.7,
Japan,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.2,2.3,2,2.1,2.2,2.4,2.2,2.7,2.3,2.7,2.2,2.6,0.8,0.7,0.7,1.1,0.9,1,1.1,0.95,0.8,
Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.15,0.2,0.275,0.35,0.425,0.5,0.7,0.6,0.1,0.1,0.1,0.1125,0.125,0.1375,0.15,0.1625,0.175,0.1875,0.2,0.1833,0.1667,0.15,0.1333,0.1167,0.1,0.25,0.4,0.3333,0.2667,0.2,0.1857,0.1714,0.1571,0.1429,0.1286,0.1143,0.1
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.1,0.8,0.3,0.9,0.3,0.2,0.9,0.3,1.1,0.5,0.6,0.6,0.7
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.8,2.8,1.5,2,2.1,1.1,1.7,1.6,1.4,2.1,2,2.1,2.1,2.6,2.2,2.7,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,1.3,1.1,1.9,1,1.5,1.5,1.4,1.8,2,1.4,2.3,2.2,2.6,2.1,2.5,3.2,2.8,2,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.5,0.7,1.1,1.2,0.4,1.3,1.7,3.7,0.8,1.9,0.4,1,1.6,2.1,0.4,2.2,2.5,0.9,2.3,0.9,2.6,1.8,1.7,2.5,3.1,1.4,1.3,1.4,3.2,1.6,1.4,1.7,1.5,2.3
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.4,2.7,3.5,2.3,2.7,2.5,2.1,2.9,2.6,2.3,3.2,3.8,2.4,3.9,2.6,3.6,2.1,2.7,2.4,,,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.8,1.5,2.2,0.8,1.7,1.15,0.6,0.9,1.2,0.95,0.7,0.8,0.9,1.7,0.8,0.75,0.7,0.3,0.9,0.8,2.9,1.2,0.4,0.9,2,0.3,0.7,1.6,1.2,1.5,1.8,0.8,1.3,1.5,
Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.5,0.6,0.7,0.6,0.5,0.4,0.3,0.2,0.1889,0.1778,0.1667,0.1556,0.1444,0.1333,0.1222,0.1111,0.1,0.12,0.14,0.16,0.18,0.2,0.1667,0.1333,0.1,0.1,0.14,0.18,0.22,0.26,0.3,0.3,0.1,0.3,0.5
Mexico,,,,,,,,,,,,,,,,,0.1,0.1,0.15,0.2,0.25,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.3,0.4,0.3,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.6,0.6,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.8,1.2,0.9,1.2,0.7,0.8,1,1,0.8,1,0.9,0.8,0.9,1.1,0.8,1.3,1.7,1,1.2,1.2,1.1,1.5
Netherlands,,,,,,0.4,0.7,0.7,0.6,0.8,0.7,0.7,0.9,1,0.9,1.1,1,1.1,0.9,1.3,1.5,1.6,1,1.4,1.2,1.2,1.1,1.4,1.4,1.5,1.5,1.8,1.5,1.7,1.7,1.7,1.9,2.2,1.8,1.8,1.8,2.1,2.1,2,2.4,2,2.3,2.2,2.4,2.4,2.6,2.6,2.7,2.6,2.9,2.8,2.8,2.9,3,3.3,3.2,2.9,3.2,3.3
"New Zealand",,,,,,1.8,2,1.7,1.6,1.9,2.1,1.8,1.7,2.3,2.1,2.6,1.8,3,3.1,4,2.5,2.9,3,2.3,3.5,4,4,4.4,3.4,4.2,4.7,4.6,5,4.6,4.9,5.7,4.9,4.4,5.2,4.9,5.8,5.3,4.8,5.1,5.1,5.6,4.6,5,5.8,5.8,6.1,5.9,5.5,6.1,5.2,5.4,5.4,5.5,6.2,6.1,5.6,6.8,,
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.2,0.1,0.4,0.3,0.25,0.2,0.2,0.2,0.2,0.3,0.2,0.7,0.2,0.25,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.5,
"Northern Ireland",,,,,,0.1,0.3,0.4,0.5,0.6,1.1,0.3,1.7,0.6,0.4,0.5,0.5,1.3,1.2,1.5,0.7,0.9,0.8,0.9,1,0.7,1,1.1,1.05,1,1.3,1.2,0.7,0.9,1.2,1.5,1.5,1.2,1,0.7,1.9,1.3,1.2,0.8,1.3,0.8,1.2,1,1,1.3,1.2,2,1.6,1.9,1.9,2.2,1.9,1.7,1.9,1.3,2.8,1.9,1.6,0.9
Norway,,,,,,1,1.1,1.1,1,1.5,1.4,1.1,1.7,1.6,1.4,1.7,1.6,2.3,1.6,1.7,2.7,2.5,2.2,2.5,2.8,2.4,3,3.2,1.9,2.9,2.2,2.8,3.6,3.3,3.3,3.6,3.5,3,3.5,3.4,3.8,2.9,3.9,4,4.3,3.3,3.3,3.7,3.3,3.6,4.3,3.8,3.6,3.6,3.8,4.6,3.8,4.5,4.1,4.3,4.4,4.5,4.3,4
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.6,0.7,0.5,0.2,0.8,0.7,0.8,0.3,1.1,0.3,0.3286,0.3571,0.3857,0.4143,0.4429,0.4714,0.5,0.4,1.2,0.3,0.7,0.5,0.6,0.5,0.6,0.6,0.3,0.6,0.4,0.4,0.4,0.2,0.6,
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.6,0.4,0.4,0.8,0.1,0.3,0.4,0.9,0.8,0.8,0.3,0.5,0.5,0.6,0.8,0.6,0.6,
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.5,0.3,0.4,0.3667,0.3333,0.3,0.2,0.4,0.3,0.1,0.1,0.2,0.25,0.3,0.4,0.4,0.4,0.3,0.4,0.6,0.4,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.4,
Philippines,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.3,0.2,0.22,0.24,0.26,0.28,0.3,,,,,
Poland,,,,,,,,,,,,0.3,0.2,0.4,0.3,0.5,0.4,0.4,0.5,0.55,0.6,0.6,0.6556,0.7111,0.7667,0.8222,0.8778,0.9333,0.9889,1.0444,1.1,1,1,1.4,1.2,1.4,1.3,1.4,1.3,1.4,1.5,1.6,1.5,1.8,1.6,1.8,1.8,1.8333,1.8667,1.9,2,1.9,1.8,2,2,2,2.2,2.1,2.3,2.3,2.2,2.3,2.3,2.5
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.3,0.4,0.3,0.5,0.5,0.5,0.4,0.7,0.9,0.6,0.7,0.8,0.7,0.8,0.7,1,0.9,1,1.1,1.1,0.9,1,0.9,0.925,0.95,0.975,1,1.3,1.1,1.3,1.2,1.5,1.2
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,0.8,0.7,0.9,1,0.9,1.1,0.9,0.9,1,0.8,1,1,1,0.9,0.9,0.9,1,1,1.2,1.3,1.3,1.3,1.4,1.3,1.1,1.2,1.2,1.2,1.2,1.2,1.4,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.4,1.5,1.5,1.5,1.6,1.7,1.6,1.7,1.7,1.8,1.8,1.8,,
Scotland,,,,,,0.8,0.7,0.7,0.8,0.8,0.9,0.9,0.8,0.5,0.7,0.7,0.7,0.5,0.8,0.5,0.9,1,1.1,1,1,0.9,0.9,0.8,1.4,1.1,0.8,0.8,1.4,1.3,1.1,1.2,1.4,1.6,1.6,1.8,1.2,1.5,1.4,1.6,1.6,1.8,1.8,1.8,1.8,1.9,1.5,2.1,1.8,2,2.3,2,2.1,2.1,2.1,2.3,2.4,2.2,2,1.8
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.4,1.6,1.8,1.4,1.5,1.7,1.8,1.7,1.9,2.2,2.2,2,2,2.1,2
Singapore,,,,,,,,,,,,,,,,,,,1,0.4,0.2,0.3,0.2,0.1,0.1,0.7,0.4,0.2,0.2,0.3,0.2,0.1,0.5,0.4,0.4,0.4,0.2,0.1,0.4,0.3,0.3,0.2,0.3,0.4,0.3,0.5,0.5,0.2,0.2,0.1,0.3,0.4,0.1,0.4,0.4,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.3,0.5
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2.1,2.3,1.8,1.8,2.8,2.3,2.6,2.5,2.7,2.4,2.5,3.3,2.2,2.6,2.3,2.5,3,,,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.4,2.2,3.1,2.9,2.9,4,2.9,3.2,2.5,2.4,4.2,2.2,2.3,2.3,3,3.1,3.9,3.3,3.5,2.8,2.9,4,2.8,3.3,4,,,
"South Africa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.3,1.2,1.4,1.2,1.1,1.1,1.1,1.4,1.1,1.1,1.2,1.2,1.2,1.4,1.2,1.2,1.3,1.3,1.2,1
"South Korea",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.4,
Spain,,,,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.7,0.9,0.9,0.9,1,1,1.1,1,1.1,1.3,1.3,1,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.3,1.1,1.2,1.3,1.2,1.3,1.2,1.2,1.3
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.75,0.7,0.6889,0.6778,0.6667,0.6556,0.6444,0.6333,0.6222,0.6111,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.4,0.3,0.9,1.2,1.025,0.85,0.675,0.5,1.2,1.2,1.2,0.4,0.55,0.7,
Sweden,,,,,,1,1,1.1,1.1,1.4,1.4,1.3,1.4,1.3,1.3,1.7,1.3,1.6,2,1.7,1.8,2.1,2,2,2,2.2,2,2.3,2.6,2.3,2.1,2.1,2.5,2.7,2.7,2.7,2.7,2.6,2.8,2.8,2.6,2.7,2.7,2.6,2.6,2.6,2.4,2.9,2.8,2.7,2.7,2.6,2.8,2.7,2.4,3.2,2.9,3,3.4,3.2,3,2.9,3.2,3
Switzerland,,,,,,0.8,0.9,1,1.1,1.3,1.3,1.1,1.4,1.3,1.3,1.3,1.7,1.4,1.8,1.9,1.7,1.5,2.2,1.9,2,2.9,2.1,2.4,2.4,2.3,2.2,2.4,2.2,2.5,2.2,2.5,2.3,2.5,2.4,2.6,2.5,3.1,2.5,2.6,2.1,2.5,3,2.6,2.6,2.3,2.4,2.3,2,2.2,2.6,2.6,2.5,2.8,2.2,2.4,2.4,2.3,2.7,
Thailand,,,,,,,,,,,,,,,,,,0.1,0.1125,0.125,0.1375,0.15,0.1625,0.175,0.1875,0.2,0.1875,0.175,0.1625,0.15,0.1375,0.125,0.1125,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,,,,,,,,,,,,,,,,,
