"Data Item",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Releases,81662,78589,82238,84969,87420,88745,92167,100168,107869,109826,113410,112321,113072,117767,128801,138717,144051,142408,140818,143025,148245,153484,154088,156044,158757,165195,171108,178353,185160,187816,191839,199916,208797,210758,201227,175409
