Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.18000031,68.37000275,70.25,69.65000153,70.77999878,72.11000061,71.81999969,72.15000153,57.72000122,58.09999847,58.54000092,58.47000122,57.97000122,47.90999985,75.70999908,44.04999924,73.25,45.36000061,47.40999985,44.63000107,42.70000076,41.25999832,
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.05999947,21.09,21.12000084,20.71999931,19.5933,18.4667,17.34,16.2133,15.0867,13.96,12.8333,11.7067,10.57999992,8.779999733,,
"American Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.440000057,2.469,2.498,2.527,2.556,2.585,2.614,2.643,2.672,2.701,2.73,2.759,2.788,2.817,2.846,2.875,2.904,2.933,2.962,2.991,3.019999981,,,,,,
Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.059999943,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,11.27999973,11.39999962,11.89000034,11.44999981,11.104,10.758,10.412,10.066,9.72,9.374,9.028,8.682,8.336,7.99,7.644,7.298,6.952,6.606,6.26,5.914,5.568,5.222,4.876,4.53,4.184,3.838,3.492,3.146,2.799999952,2.809999943,2.809999943,2.809999943,2.809999943,2.809999943,2.799999952,2.799999952,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,0.119999997,0.270000011,0.25999999,0.2714,0.2829,0.2943,0.3057,0.3171,0.3286,0.340000004,0.400000006,0.449999988,0.449999988,0.620000005,0.75999999,0.790000021,0.75999999,0.74000001,0.670000017,0.829999983,0.980000019,1.389999986,1.159999967,1.110000014,0.819999993,1.005,1.190000057,0.689999998,2.950000048,3.119999886,3.039999962,0.610000014,2.039999962,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.25999832,45.95999908,46.88000107,46.24000168,46.18000031,36.52999878,44.15999985,39.45000076,38.59999847,36.88999939,37.27999878,36.27000046,35.8,35.33000183,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109999999,0.23,0.35,0.469999999,0.4833,0.4967,0.50999999,0.5343,0.5586,0.5829,0.6071,0.6314,0.6557,0.680000007,0.6667,0.6533,0.639999986,0.600000024,,,,,
Australia,,,,,,,,,,8.010000229,8.039999962,7.480000019,7.880000114,7.369999886,6.909999847,6.809999943,6.519999981,6.679999828,6.239999771,6.559999943,6.480000019,6.480000019,6.420000076,6.599999905,6.199999809,6.150000095,6.079999924,5.769999981,5.820000172,5.510000229,5.550000191,5.349999905,5.039999962,5.099999905,4.880000114,4.760000229,4.829999924,4.889999866,4.829999924,4.909999847,4.840000153,4.739999771,4.369999886,3.900000095,3.720000029,3.569999933,3.400000095,3.309999943,3.210000038,3.230000019,3.220000029,2.809999943,2.789999962,2.609999895,2.799999952,2.650000095,2.640000105
Austria,,,,,,,,,,,,,,,,,,,,,,,,9.920000076,9.399999619,8.989999771,8.609999657,8.630000114,8.140000343,7.929999828,7.849999905,7.360000134,7.050000191,6.889999866,7.199999809,7.340000153,7.429999828,6.889999866,6.480000019,6.230000019,6.050000191,5.800000191,5.760000229,5.5,4.889999866,5.269999981,5.239999771,5.53000021,5.25,5.320000172,5.210000038,4.940000057,4.679999828,4.579999924,4.840000153,4.53000021,
