Country,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Albania,19.29923959,15.7,13.2,6.6,13.4,15.048,11.752,13.859,15.176,16.952
Algeria,51.21951257,56.5,53.7,55.9,30,53.432,50.095,42.408,51.091,40.206
Angola,,,,,13.8,8.647,15.877,23.107,18.242,
Argentina,23.30788545,26,27.2,27.265,24.9,22.894,22.023,21.768,21.354,18.772
Armenia,16.55033619,24.7,28.3,28.5,23.8,19.602,18.702,17.267,15.494,12.953
Australia,20.10476143,21.2,21.6,24.2,24.1,24.904,24.939,25.181,24.676,23.967
Austria,21.89428444,22.9,25,26.9,24.126,25.134,25.21,24.795,24.559,24.954
Azerbaijan,32.57629456,58,59.9,61.3,35.6,46.177,47.866,43.215,43.395,39.17
Bahrain,27.89534007,35.2,29.9,35.3,41.3,34.374,28.575,41.978,28.431,18.767
Bangladesh,25.03607038,26.6,27.1,24.3,27.4,26.668,26.717,29.855,28.152,30.044
Barbados,9.317344288,9.317344,9.317344,13.508,12.0485,10.589,3.915,10.581,2.363,
Belgium,24.16952731,20,23.3,24.954,21.2,20.167,21.124,20.753,18.159,23.489
Belize,,,,,,15.233,,,,
Benin,12.83522026,12.3,11.5,12.9,10.5,12.436,9.787,8.231,9.2155,10.2
Bhutan,,,,,,,,29.056,31.726,22.141
Bolivia,17.80814516,28.4,26.8,32,22.7,25.634,23.972,29.96,25.456,22.738
"Bosnia and Herzegovina",-0.337514365,-2,6.772,9.21,9.591581,14.215,10.867,6.515,8.82,11.125
Botswana,40.58128613,41.4,41.2,38.6,28.5,24.919,14.742,30.68,38.715,47.996
Brazil,21.78109043,18.3,18.145,17.135,15,16.975,18.449,15.373,14.656,16.163
Brunei,,,39.84,59.14,53.5093818,51.8,,,,
Bulgaria,15.84755094,13.3,15.2,15,17.6,24.139,25.004,23.154,23.022,21.596
"Burkina Faso",10.45110375,10.1,9.9,9.1,11.9,16.002,11.231,13.684,15.367,
Burundi,8.618344884,-2.6,12.8,-4.3,8.5,8.668,7.738,4.368,-3.219,2.408
"Cape Verde",,,,,18.1,35.289,24.065,21.805,34.586,28.804
Cambodia,11.23654753,13.9,16.8,14.3,12.3,14.12,13.367,13.454,14.9,11.196
Cameroon,18.1185313,16.9,17.3,17.7,18.2,11.922,14.843,15.264,16.2,17.87
Canada,23.35940881,23.7,23.684,23.679,18.477,19.037,20.005,20.785,21.122,21.87
Chad,19.90960069,-3.1,10.5,-0.8,9.2,-3.681,18.761,33.013,18.338,-6.058
Chile,23.31709224,23.986,25.464,22.626,21.6,28.164,23.357,21.4,20.522,20.327
China,47.57692894,51.2,52.2,51.5,52.3,53.983,51.036,49.473,49.979,48.873
Colombia,17.45782047,21.3,19.7,22.1,22.4,19.264,21.822,20.197,20.915,19.432
"Costa Rica",18.02715193,21.1,19.8,18.4,11.942,16.33,16.084,15.359,16.306,14.286
"Ivory Coast",,,14.459,9.164558411,12.2094272,13.462,14.867,11.9,16.013,13.679
Croatia,28.81574373,25.8,24.8,24.1,21.1,21.667,23.444,20.207,19.54,18.536
Cyprus,19.64465243,15,12.2,11.1,8.7,11.416,8.135,8.585,10.015,10.064
"Czech Republic",24.89630717,23.6,24.5,23.277,18.64,19.908,21.505,21.636,21.319,25.893
Denmark,23.09160411,25.551,24.656,24.497,21.693,21.244,23.814,22.572,24.023,25.596
"Dominican Republic",21.41081031,14.4,12.1,9.9,10,3.044,8.287,9.209,11.575,18.073
Ecuador,26.15352149,25.9,28.9,30.3,25.5,20.877,28.736,26.846,27.0065,27.167
Egypt,19.49266667,21.3,21.5,18.1,12.5,16.911,15.123,13.647,12.122,13.224
"El Salvador",11.15144658,10.8,9.4,7.8,11.1,10.919,8.376,9.411,7.391,9.508
Estonia,20.11609365,24,19.877,20.648,24.072,23.539,27.699,26.428,25.409,25.816
Ethiopia,17.21324928,5.4,17.2,18.1,15.8,20.768,25.644,21.058,22.204,25.178
Finland,23.95119753,26.9,28.6,24.6,18.1,21.857,21.006,17.713,16.972,19.593
France,19.24495671,18.4,20.416,20.754,16.708,17.251,18.78,17.569,17.749,20.938
Gabon,,,,,,,40.5,43.897,41.268,36.842
Gambia,10.88338698,12.4,17,12.6,11.9,5.441,3.609,6.274,1.766,10.686
Georgia,15.79157872,14.5,13.1,7.7,12.3,5.187,10.903,14.89,19.402,15.626
Germany,21.31797286,22.8,23.827,25.702,22.1,22.807,23.716,24.232,24.271,26.328
Ghana,,,20.1,13.9,27.5,14.57,16.155,6.414,20.242,15.482
Greece,16.12069495,14.8,12,6.363,6.911,4.108,4.792,10.713,13.692,11.5
Guatemala,15.30678963,14.59574,14.376,16.65,14.1608429,13.705,12.94,11.039,11.509,11.719
Guinea,,,,,,,8.627,-8.448,-0.993,-8.816
Guyana,8.270679821,8.8,25.8,9.3,20.2,7.746,7.827,7.137,0.725,3.498
Haiti,,,,,,24.397,24.452,25.114,23.567,25.41
Honduras,24.76170222,31.019,23.536,21.9,16.231,16.757,18.36,15.264,15.673,14.439
"Hong Kong",31.17296772,33.4,34.7,34.551,31.3,30.424,27.004,27.503,26.708,25.321
Hungary,15.96943392,15.8,16.2,13.119,21.3,19.356,20.698,20.431,20.734,26.22
Iceland,12.0106507,6.4,11.739,13.218,10.9,4.714,7.838,9.67,14.123,20.699
