Country,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.058,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.072,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.073,0.105,0.105,0.105,0.111,0.111,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.112,0.213,0.26,0.26,0.315,0.187,0.159,0.159,0.159,0.159,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.115,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.148,0.191,0.199,0.573,0.652,0.652,0.652,0.682,0.682,0.682,0.682,0.682,0.682,0.419,0.276,0.204,0.204,0.204,0.204,0.204,0.19,0.258
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,0.613,0.635,0.491,0.311,0.356,0.436,0.436,0.607,0.607,0.513,0.414,0.414,0.42,0.5,0.585,0.585,0.585,0.585,0.585,0.669,0.669,0.669,0.669,0.727,0.727,0.817,0.817,0.817,0.817,0.817,0.733,0.733,0.733,0.733,0.733,0.713,0.713,0.79,0.772,0.805,0.756,0.694,0.715,0.669,0.704,0.644,0.627,0.535
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.513,0.513,0.667,0.716,0.716,0.716,0.714,0.714,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.754,0.556,0.556,0.556,0.556,0.556,0.556,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.609,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.856,0.856,0.856,0.856,0.856,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.912,0.909,0.909,0.905,0.905,0.89
Bavaria,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.165,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.237,0.309,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.184,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.485,0.482,0.66,0.66,0.66,0.605,0.492,0.522,0.534,0.439,0.328,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.269,0.269,0.316,0.313,0.403,0.426,0.498
Belgium,0.4,0.4,0.4,0.4,0.4,0.4,0.269,0.28,0.2909,0.3019,0.3129,0.3239,0.3348,0.3458,0.3568,0.3677,0.3787,0.3897,0.4007,0.4116,0.4226,0.4336,0.4445,0.4555,0.4665,0.4775,0.4884,0.4994,0.5104,0.5213,0.5323,0.5433,0.5543,0.5652,0.5762,0.5872,0.5981,0.6091,0.6201,0.6311,0.642,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.416,0.416,0.416,0.416,0.449,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.773,0.773,0.773,0.773,0.667,0.408,0.408,0.408,0.408,0.548,0.923,0.93,0.93,0.93,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.914,0.88,0.88,0.88,0.88,0.88,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.896,0.908,0.908,0.908,0.908,0.944,0.944,0.944,0.944,0.931,0.931,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.956,0.957,0.957,0.958,0.946,0.923,0.932,0.907
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.377,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.418,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.644,0.52,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.472,0.891,0.891,0.908,0.908,0.908,0.908,0.908,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.917,0.875,0.875,0.88,0.874,0.874,0.868,0.868,0.868,0.88,0.88,0.921,0.938,0.887,0.869,0.874
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.186,0.203,0.203,0.203,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.207,0.26,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.292,0.292,0.366,0.366,0.366,0.366,0.366,0.366,0.352,0.352,0.352,0.463,0.551,0.551,0.566,0.62,0.62,0.62,0.62,0.7,0.716,0.807,0.772,0.772,0.772,0.82,0.82,0.82,0.737,0.803,0.772,0.789
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.128,0.128,0.128,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.176,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.384,0.194,0.194,0.133,0.133,0.133,0.133,0.189,0.189,0.096,0.096,0.096,0.096,0.096,0.096,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.142,0.191,0.191,0.191,0.191,0.191,0.101,0.119,0.119,0.196,0.196,0.368,0.368,0.368,0.368,0.148,0.148,0.17,0.388,0.372,0.306,0.324,0.324,0.181,0.181,0.18,0.18,0.643,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.616,0.461,0.403,0.403,0.403,0.403,0.472,0.367,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.379,0.326,0.326,0.66,0.748,0.754,0.609,0.482,0.482,0.536,0.536,0.52,0.556,0.556,0.547,0.733,0.707,0.707,0.707,0.707,0.707,0.778,0.778,0.79,0.836,0.832,0.838,0.922,0.957,0.957,0.957,0.953,0.953,0.909,0.924,0.935,0.891,0.87,0.894,0.925,0.794
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.416,0.416,0.416,0.416,0.584,0.544,0.592,0.521,0.611,0.601,0.601,0.649,0.649,0.592,0.622,0.592,0.64,0.64,0.636,0.636,0.636,0.723,0.68,0.68,0.663,0.677,0.652,0.618
