Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Niger,758,902.2,1046.4,1190.6,1334.8,1479,1623.2,1767.4,1911.6,2055.8,2200,2440,2680,2920,3160,3400,3800,4900,5200,5600,5870,6360,6999,7445,7894,8141,8300,8500,8700,9109,9272,9871,10258,10503,12453,13743,15353,16404,18114,18891,19991,21669,22399,22975,24040,23954,29925,41686,64738,76336,83383,85354,100537,100500,105300,110000,160848,114352,,
Nigeria,20544,27344.7619,34145.5238,40946.2857,47747.0476,54547.8095,61348.5714,68149.3333,74950.0952,81750.8571,88551.619,95352.381,102153.1429,108953.9048,115754.6667,122555.4286,129356.1905,136156.9524,142957.7143,149758.4762,156559.2381,163360,151600,182550,192560,203980,215630,227460,235530,250000,289190,294166,320934,342287,368715,405073,412779,404177,438619,473316,553374,600321,702000,888534,1027519,1223258,1687972,1579664,1307625,1482000,1050237,719406,418166,360537,183290,187155,154513,139344,140491,
Nicaragua,,,,,,,,,,,17000,17989.4,18978.8,19968.2,20957.6,21947,25393,28421,30349,29317,30827,32998,35946,39548,41853,43364,44118,45921,45483,46169,46328,48305,54280,66810,85254,96611,111397,122817,141233,150258,164484,157753,171632,205004,214480,220869,247862,249000,254438,254686,258325,287618,299123,324971,339629,354017,366636,375856,325821,228782
Netherlands,1043656,1135724.8,1227793.6,1319862.4,1411931.2,1504000,1643600,1783200,1922800,2062400,2202000,2428700,2655400,2882100,3108800,3335500,3612100,3932800,4279900,4604800,4892100,5103300,5291000,5462000,5643000,5823000,6029000,6234000,6466000,6690000,6940000,7175000,7395000,7634000,7859000,8124000,8431000,8860000,9337000,9613000,9889000,8158000,8026000,7846000,7861000,7600000,7450000,7404300,7317200,7256000,7232000,7133000,7182000,7125486,6946000,6951528,6774000,6551000,5900000,5560000
Norway,454900,480440,505980,531520,557060,582600,614540,646480,678420,710360,742300,776620,810940,845260,879580,913900,955900,1004500,1054400,1114200,1197287,1297653,1425512,1554194,1657403,1757656,1861412,1948680,2016213,2070249,2132290,2198243,2268486,2334836,2394000,2444000,2484000,2775000,2475000,2446000,2401000,2337856,2316919,2236113,2180429,2108628,2055057,1988166,1899519,1770923,1647400,1522207,1396016,1236698,1080869,944510,807163,686718,560945,
Nepal,,,,,,,,,,,,,,,,7100,7700,8600,9100,10200,11400,12800,14290,16496,18592,20691,26000,30404,38000,45457,57320,64894,68886,72683,75637,83713,112645,139989,208387,253035,266890,298062,327673,371816,417944,484640,611544,701126,805061,812615,841698,845542,831703,829097,837266,846940,858237,861299,799368,
Nauru,,,,,,,,,,,,,,,,1200,1500,1500,1600,1600,1400,1200,1200,1200,1200,1200,1200,1200,1180,1200,1200,1200,1200,1400,1500,1550,1600,1650,1700,1750,1800,1850,1800,1800,1800,1800,1800,1800,1800,1900,,,,,,,,,,
"New Zealand",537035,572628,608221,643814,679407,715000,740200,765400,790600,815800,841000,870200,899400,928600,957800,987000,1054996,1070702,1092148,1102740,1136453,1173276,1197726,1225569,1259761,1295022,1327766,1370000,1406000,1444000,1469000,1493000,1534000,1593000,1658000,1719000,1726600,1776400,1809000,1833400,1831000,1823000,1765000,1798000,1800500,1729000,1761645,1746874,1750000,1870000,1880000,1880000,1880000,1850000,1850000,1850000,1760000,1790000,1760000,
Oman,,,,,,200,271.4,342.8,414.2,485.6,557,1185.8,1814.6,2443.4,3072.2,3701,6649,9699,11112,11163,17286,17286,19642,21370,23391,41320,49565,56899,81321,91462,104679,116558,130107,147784,157840,169939,197687,200557,219956,220373,221807,230507,227625,236178,242745,265237,269700,294921,301010,300139,283941,287323,304545,351411,375196,434932,422518,509756,560326,592196
Pakistan,66776,72620.8,78465.6,84310.4,90155.2,96000,104800,113600,122400,131200,140000,153600,167200,180800,194400,208000,227000,242000,260000,286000,303000,326930,337710,384430,441091,455675,519540,583930,636590,792211,843346,1116113,1243569,1528470,1830000,2127344,2376786,2557619,2661000,2874000,3053460,3252000,3655474,4047423,4502230,5227831,5240012,4806206,4416737,6144250,6079095,5721725,5861915,6370860,4897814,3537600,3104415,2940243,2798606,2461916
Panama,,,,,,,,,,,,,,,,,,,110700,120500,126700,136830,145772,150005,157237,168078,176654,192700,197452,201044,216026,229389,242692,261447,287317,303950,325284,365733,418756,462476,429135,381912,386904,381421,424811,470453,488308,495250,523999,536356,539317,560184,569880,577028,588397,620436,652816,662588,728379,741269
Peru,,,,,,83000,94400,105800,117200,128600,140000,159800,179600,199400,219200,239000,254000,267300,279800,287000,302815,321651,331497,361620,384281,412819,445317,454100,489400,530674,564504,539914,613711,673021,772390,1109231,1435147,1645920,1555093,1688000,1717117,1570956,1656624,1839165,2193599,2402626,2559232,2844309,3075428,3548609,3159884,3250444,3415478,3205894,3032556,2911495,3074464,3082036,2728617,
Philippines,,,,,,83000,101800,120600,139400,158200,177000,198400,219800,241200,262600,284000,304000,364000,371000,389000,420000,442840,480740,490355,505065,510268,535303,546017,570643,591248,610032,647939,660587,859762,1109652,1409639,1787000,2078000,2491605,2892435,3061387,3315091,3310933,3340000,3437491,3367252,3633188,3940082,4076140,4100000,3335398,3555951,3493164,3148835,3093236,3223787,3781962,4163282,4132490,4165209
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6928,7370,7751,7977,7326,7474,7386,7137,6976,6916,7325,7263,7125,7204,,,,
"Papua New Guinea",,,,,,4263,5510.4,6757.8,8005.2,9252.6,10500,11900,13300,14700,16100,17500,17800,18400,20700,22800,25422,25554,25232,27569,28009,30002,29740,30428,30993,30991,30187,33875,36464,39321,40017,43648,46796,54087,56938,59773,64835,61610,62059,62885,63456,63720,61500,60000,66846,91125,121172,130000,139000,140000,145100,150000,154000,158000,,
Poland,535202,584961.6,634721.2,684480.8,734240.4,784000,841200,898400,955600,1012800,1070000,1133200,1196400,1259600,1322800,1386000,1568000,1671000,1760000,1852000,1943000,2023000,2108590,2217048,2349218,2487451,2625111,2774410,2952807,3124400,3293000,3565294,3938144,4415800,5006094,5728497,6532394,7510000,8812342,10175196,10945567,11400000,11861266,12292450,12553477,11836243,11475613,10490569,9453928,8493453,7667085,6852599,5950896,8257428,9731940,9053648,8143145,7412432,6575246,6824896
"Puerto Rico",,,,,,,,,,,,,,,,242900,276200,306800,340200,377400,413200,451600,473792,501400,547462,593500,639368,696100,763584,812998,982187,1032758,1096225,1095446,1130238,1195921,1254088,1256646,1261733,1294704,1299291,1288439,1276493,1212779,1111894,1037700,1038000,1012909,949377,905735,890820,826145,706274,660838,823527,813106,813546,783739,703266,686901
"North Korea",,,,,,,,,,,,,,,,,,,,,,,,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,860000,916000,980000,1000000,1000000,1000000,1180000,1180000,1180000,1180000,1180000,1180000,1180000,1180000,1180000,1180000,1180000,,
Portugal,95697,158357.6,221018.2,283678.8,346339.4,409000,435600,462200,488800,515400,542000,589200,636400,683600,730800,778000,820602,864257,904284,939599,989470,1057305,1149305,1248906,1324736,1400418,1510599,1656306,1849247,2189000,2379265,2694140,3014173,3260319,3474400,3642891,3821890,4002478,4116900,4229848,4321000,4385454,4350528,4281119,4238270,4233701,4241779,4203800,4160159,4328295,4486211,4542561,4558075,4529794,4588563,4682997,4787677,4831284,5073815,5128714
Paraguay,8189,8509.2,8829.4,9149.6,9469.8,9790,11491.8,13193.6,14895.4,16597.2,18299,20634.6,22970.2,25305.8,27641.4,29977,31957,35271,40153,45852,49508,54741,60884,67632,72828,77134,80714,85636,94380,103323,112452,120237,128051,142277,151143,166895,176320,217988,260736,268080,282909,288818,273218,280790,303425,320294,331061,394416,370381,387318,362934,368846,410988,437643,371902,344853,350455,294280,302754,
"West Bank and Gaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73000,75000,78400,80000,83381,110893,167271,222198,272211,255218,241894,243494,271458,337025,321999,348788,354804,368216,360402,382700,393880,403025,403118,406500,432000,476239,469741,
"French Polynesia",827,1041.6,1256.2,1470.8,1685.4,1900,2320,2740,3160,3580,4000,4560,5120,5680,6240,6800,8000,9000,10000,11000,12500,13200,15700,18000,20470,23800,26800,29200,31665,34125,38180,41231,43539,44943,47078,48655,51236,52297,53089,52272,53689,53350,53166,53518,53275,53389,53650,54099,54553,54320,54942,55000,62549,61793,60945,60693,60530,86631,90278,
Qatar,600,1080,1560,2040,2520,3000,4020,5040,6060,7080,8100,8940,9780,10620,11460,12300,14300,17100,18100,22000,30600,41200,51918,60400,64833,69501,74281,77474,83215,88913,92071,96662,105527,110300,115766,122701,133513,141902,150508,154904,160191,167446,176519,184508,190876,205386,228327,237368,265865,287942,270000,309000,394407,412584,417589,459887,467148,461561,452088,461289
Romania,,,,,,306000,332800,359600,386400,413200,440000,523400,606800,690200,773600,857000,984000,1133000,1300000,1480000,1618000,1700000,1750000,1800000,1900000,1963000,2083115,2171222,2256205,2337882,2365830,2445276,2574070,2603600,2805636,2967957,3175533,3398000,3599000,3740000,3899206,4116000,4215235,4331564,4388000,4383000,4198000,4416000,4750000,4730000,4500000,4680000,4650000,4720000,4560000,4270000,4110000,3890000,3660000,3380000
Russia,,,,,,,,,,,,,,,,5900000,6500000,7700000,8400000,9200000,9700000,11030000,11830000,12690000,13610000,14600000,15660000,16790000,18000000,19300000,20700000,22296491,22848601,23475147,24097265,25018894,25914510,28250447,29246000,30949000,32070000,33278200,35500000,36100000,38500000,40100000,43900000,45218214,45539288,45379601,44915829,44151461,42168388,40473148,38212576,35553328,32276615,31952072,30108289,
Rwanda,1366,1212.8,1059.6,906.4,753.2,600,720,840,960,1080,1200,1420,1640,1860,2080,2300,2300,2500,2700,2800,3300,3340,4034,4666,4905,5168,5444,6561,8171,9213,10381,11298,11763,11000,10000,6900,10254,11621,10825,12651,17568,21500,25105,25565,22972,23601,23362,23123,16770,33451,39664,38901,44363,45338,49612,16983,13403,12333,12960,11393
"Saudi Arabia",,,,,,,,,,,93600,102480,111360,120240,129120,138000,141000,153000,196938,277288,319576,512205,693799,790711,889966,905909,957357,1003982,1069433,1124681,1234000,1466311,1568370,1614676,1675654,1719412,1796041,1877049,2167037,2706182,2964730,3232925,3417000,3502629,3695133,3844000,3951000,3996000,4100000,4171000,4165750,4633158,4801824,4939715,4343310.5,3746906,4238774,4659836,5387405,5377978
Sudan,17339,19271.2,21203.4,23135.6,25067.8,27000,28260,29520,30780,32040,33300,35100,36900,38700,40500,42300,43200,43500,43984,44286,45355,45874,48282,51859,54973,57642,58150,58745,59000,60000,62000,63600,64000,64000,64000,75000,99000,112544,162225,251420,386775,448000,671842,936756,1028899,570000,499000,345194,366200,370423,544984,483617,424586,415571,415106,118954,136472,143280,136923,137842
Senegal,9494,9595.2,9696.4,9797.6,9898.8,10000,10207.6,10415.2,10622.8,10830.4,11038,11716.8,12395.6,13074.4,13753.2,14432,14900,15249,15589,17300,18001,18900,19430,19856,21082,22163,24807,27402,28933,36166,44326,48469,58095,63863,72089,81988,95070,115902,139549,165874,205888,237160,224623,228844,244948,266612,282573,269088,237752,278788,341857,346406,340019,343718,311945,300219,285933,290636,302243,207592
Singapore,37113,41366,45619,49872,54125,58378,67991,77604,87217,96830,106443,127232.4,148021.8,168811.2,189600.6,210390,267263,339896,415397,480003,536602,589597,643014,693580,759665,805128,841373,886103,938719,998073,1053942,1101079,1169089,1245571,1331730,1428607,1562682,1684949,1777900,1876600,1946000,1947500,1927200,1889500,1857000,1844400,1853500,1861800,1876000,1930900,1996100,2018100,1987600,1967000,1996700,2016100,1998400,1991700,2001000,1905800
"Solomon Islands",,,,,,,,,,,,,,,,,,,,,,,1500,1700,2000,2234,2482,2782,3200,3750,4675,4850,5143,5460,6020,6502,7210,7695,7907,8132,7689,7389,6601,6238,6962,7407,7600,7800,8000,8200,8400,8391,8060,7618,7525,7438,7405,7405,7430,7104
"Sierra Leone",,,,,,2700,3283.3333,3866.6667,4450,5033.3333,5616.6667,6200,6783.3333,7366.6667,7950,8533.3333,9116.6667,9700,10283.3333,10866.6667,11450,11500,12050,12690,14650,12690,15100,12650,12650,12860,13280,13560,13839,14470,15754,16627,17189,17382,17407,18230,18980,22745,24000,25300,26500,27800,29000,30300,31500,32800,14000,16000,18000,16000,16500,17000,17000,17000,4352,3434
"El Salvador",,,,,,12200,15500,18800,22100,25400,28700,32580,36460,40340,44220,48100,55000,62000,64162,67095,68833,72690,79603,80448,86257,90496,91122,98107,105672,119867,124969,129964,164949,173503,235730,284777,325259,360410,386659,495340,625285,649879,667699,752645,887816,971455,1036777,1080083,1077179,1099128,1000901,1029742,1059000,960535,953773,944266,941184,928433,923029,
"San Marino",,,,,,,,,,,,,,,,,,,,,,,,7000,7200,7600,8200,8600,8820,9659,10246,10800,13504,14100,14432,16088,17063,17538,19325,19904,20302,20501,20601,20689,20754,20849,21000,21080,21300,20428,19556,18685,18700,18752,18600,16550,16000,18000,16500,16000
Somalia,1249,1570.4762,1891.9524,2213.4286,2534.9048,2856.381,3177.8571,3499.3333,3820.8095,4142.2857,4463.7619,4785.2381,5106.7143,5428.1905,5749.6667,6071.1429,6392.619,6714.0952,7035.5714,7357.0476,7678.5238,8000,8000,8000,8000,8000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,23000,24000,25000,35000,35000,100000,100000,100000,100000,100000,100000,100000,100000,90000,70000,64000,57200,51000,48000,61400,74800,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2685419,2527328,2719402,2993403,3084872,3105728,3110339,3030432,2976849,3031657,2856134,2770462,2684419,2609601,2574691,2565091
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2200,150,,,,,,,
"Saint Thomas and Principe",352,361.8667,371.7333,381.6,391.4667,401.3333,411.2,421.0667,430.9333,440.8,450.6667,460.5333,470.4,480.2667,490.1333,500,500,600,600,666,732,798,1222,1555,1765,1874,2001,2117,2240,2200,2200,2218,2360,2386,2460,2499,2596,4300,4295,4526,4614,5441,6366,6970,7050,7112,7593,7654,7643,7694,7804,7960,8035,6976,6800,6441,5733,5569,5299,4784
Suriname,,,,,,,,,,,,,,,,10494,11022,12358,13300,14331,15203,16174,16553,21117,25838,27643,29903,30999,32056,33897,36673,40531,43522,47230,50643,54150,56844,63888,67308,70846,75308,77366,78680,79815,81709,81056,81500,82000,83000,83747,84957,83985,86449,84941,84900,91916,89030,89030,88098,92756
Slovakia,79322,95298.2,111274.4,127250.6,143226.8,159203,180025,200847,221669,242491,263313,287259,311205,335151,359097,383043,404969,426955,448759,463204,469964,479549,489592,503780,522452,539320,563585,593827,629190,668915,710847,758999,820882,892766,1003829,1118486,1246471,1391864,1539283,1655380,1697982,1556254,1402725,1294673,1250415,1197044,1167390,1310027,1288661,1219645,1098821,1056025,974762,967106,918662,866630,823594,758842,722704,675297
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,286481,313545.4,340609.8,367674.2,394738.6,421803,458717,494268,527827,577173,614796,663497,710044,723204,757563,785399,801877,807787,812322,994444,1019436,1029055,1005654,978267,939107,910833,881239,835255,798356,769682,753082,728686,739121,722802,707059
Sweden,2089300,2256840,2424380,2591920,2759460,2927000,3062200,3197400,3332600,3467800,3603000,3724200,3845400,3966600,4087800,4209000,4356000,4495000,4595000,4678000,4820000,4895050,4965900,5016791,5127591,5242497,5373000,5480500,5601000,5716000,5848700,5957000,5929000,5910000,5967000,6013000,6032000,6254000,6389000,6093000,6056000,5954000,5849000,5780000,5688000,5635000,5547000,5500000,5338000,5140000,4734480,4482202,4169083,3928425,3778569,3554665,3104305,2622159,2392386,1924972
Swaziland,1200,1360,1520,1680,1840,2000,2100,2200,2300,2400,2500,2671.6,2843.2,3014.8,3186.4,3358,3550,3600,3900,4600,5210,6039,6939,7430,7900,8300,9440,9816,11800,12500,13600,14350,15170,16338,18189,21130,22602,25073,28999,31314,31858,33739,35060,46199,44507,44091,44287,44849,45162,45162,52966,75825,45565,46000,44400,43000,42000,41000,,
Seychelles,,,,,,232,273.6,315.2,356.8,398.4,440,648,856,1064,1272,1480,1710,2260,2470,2850,3500,3500,4036,4512,5592,5893,6720,6800,7221,7610.5,8679,9349,10068,10909,12110,13111,15712,17844,18750,19635,20621,21247,21249,21191,21268,21404,20679,22722,22322,26078,22045,27912,20948,21752,21208,21341,20836,19652,20290,20122
Syria,38885,42508,46131,49754,53377,57000,61558.4,66116.8,70675.2,75233.6,79792,89433.6,99075.2,108716.8,118358.4,128000,137000,151000,169000,191000,239824,305000,335000,366000,416000,440000,455000,466000,478000,489000,496360,502314,513403,567000,686431,958457,1199000,1312585,1477000,1600355,1675246,1816991,2095000,2411000,2658000,2903139,3243000,3452000,3633443,3871114,4069041,4289000,4254047,4428774,3629047,3539665,3464846,2726193,2740000,2843103
"Turks and Caicos",,,,,,,,,,,,,,,,440,510,510,540,530,640,711.6667,783.3333,855,832,902,1230.2857,1558.5714,1886.8571,2215.1429,2543.4286,2871.7143,3200,3234,3300,3717,4052,4420,2411,2819,3396,3822,3631,3715,3718,3700,3700,3700,3700,3700,3700,3700,3700,4000,4100,4000,,,,
Chad,,,,,,1500,1580,1660,1740,1820,1900,2000,2100,2200,2300,2400,2400,2400,1937.5,1475,1012.5,550,670,1160,1590,2101,2289,2423,3319,3639,4026,4121,4200,4571,4733,5334,6004,7471,8631,9700,10261,10689,11835,12450,13000,13000,20000,32000,45000,58267,51227,31839,27937,31323,23580,17029,13332,8664,9036,6524
Togo,1164,1347.6,1531.2,1714.8,1898.4,2082,2265.6,2449.2,2632.8,2816.4,3000,3300,3600,3900,4200,4500,4800,5800,5600,5700,5783,6120,7425,7936,8351,8390,8455,9225,9595,9869,10516,10730,15337,17298,21400,21715,24050,25132,31415,38166,42763,48384,51156,61099,65949,62831,82057,99483,140919,178713,60011,60273,61590,62537,53311,52690,33817,36111,37691,43605
Thailand,37148,40518.4,43888.8,47259.2,50629.6,54000,62200,70400,78600,86800,95000,119800,144600,169400,194200,219000,237000,261000,296000,332000,366000,382240,434320,463231,519491,626498,798912,901622,1005872,1158014,1324522,1553160,1790029,2214519,2750839,3481997,4160158,4826684,5037549,5215636,5591084,6049129,6557023,6632409,6811615,7034662,7071633,7024049,7394349,7204936,6835146,6661000,6377000,6056000,5690000,5309000,4706000,3466000,2929000,2614000
Tajikistan,,,,,,,,,,,,,,,,70000,80000,90000,100000,110000,120000,140000,150000,160000,170000,180000,190000,200000,216000,230000,240000,257500,267097,265050,268118,262725,246625,225600,221324,212500,218516,226851,237600,245192,273400,280200,286465,292730,286940,347260,367693,380000,393000,425000,440700,457000,468000,479000,,
Turkmenistan,,,,,,,,,,,,,,,,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,170000,180000,194000,210000,220000,237320,248789,265130,304600,320300,338200,354000,354036,358900,364400,387620,374000,376100,388000,398100,423810,458180,477670,494312,520002,547000,575000,602000,624400,648000,665000,682000,,
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,2098,2334,2504,2440,2641,2907,2907,3054,3000,3000,3557,2720,2545,2381,2206,2075
Tonga,529,535.2,541.4,547.6,553.8,560,564,568,572,576,580,566.6667,553.3333,540,526.6667,513.3333,500,500,510,920,1305,1690,2245,2800,2567,2600,2700,2800,3400,3984,4382,5080,5487,5914,6464,6610,7780,7300,8500,9100,9700,10800,11201,12000,13000,13746,18447,21034,25536,31000,31000,30000,30000,31000,12000,13220,11000,14697,14697,6637
"Trinidad and Tobago",,,,,,22200,24780,27360,29940,32520,35100,36240,37380,38520,39660,40800,42200,43334,44006,43794,43174,45152,46779,66323,82733,118075,141819,158848,161110,158208,164931,173965,180108,192488,203817,209310,219551,243390,264070,278876,316767,311842,318189,318879,322338,322300,325500,307301,314792,303227,293315,292036,286605,291291,288922,270872,272187,257445,319401,343385
Tunisia,26218,27574.4,28930.8,30287.2,31643.6,33000,35600,38200,40800,43400,46000,49800,53600,57400,61200,65000,71300,78600,87200,100000,112000,121440,138560,152014,168800,189337,216661,227663,248885,277490,302836,331947,374848,421362,474253,521742,584226,654242,752180,850381,955131,1056209,1148586,1163849,1203530,1257479,1268462,1273332,1239074,1278548,1289585,1217781,1098893,1021979,949395,943642,974129,1113168,1302015,1454183
Turkey,180030,192696.2,205362.4,218028.6,230694.8,243361,270086.2,296811.4,323536.6,350261.8,376987,437706.6,498426.2,559145.8,619865.4,680585,769907,851353,986844,1092137,1147782,1301558,1501977,1673227,1941088,2247884,2779615,3696872,4910911,5861517,6861458,8151740,9410486,10935523,12212000,13127000,14286478,15579000,16807000,17912000,18395171,18904486,18890000,18916721,19125163,18978223,18831616,18201006,17502205,16534356,16201466,15210846,13859672,13551705,12528865,11493057,11077559,11308444,11633461,11532903
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,126,150,493,504,504,508,600,630,660,650,660,700,750,890,1100,1300,1000,800,1200,1450,1450,1450,1500,2000,2000,2000,,
Tanzania,8130,8550.2,8970.4,9390.6,9810.8,10231,11180.2,12129.4,13078.6,14027.8,14977,17392.8,19808.6,22224.4,24640.2,27056,28766,31777,35021,38283,39770,40704,42007,43987,47509,52064,54460,58919,66058,70640,73011,76369,81306,85005,88315,90270,92760,105095,121769,149611,173591,177802,161590,147006,148360,154360,152000,163269,123809,172922,174511,161063,176367,164999,151274,142819,129597,127094,124238,76288
Uganda,7000,7600,8200,8800,9400,10000,10800,11600,12400,13200,14000,15220,16440,17660,18880,20100,20000,21000,22600,20700,19600,20480,22962,24067,20970,25580,25830,26000,26943,27414.5,27886,28405,30047,20770,30449,38972,47927,54074,56919,57239,61678,56149,54976,60995,71568,87513,108140,165788,168481,233533,327114,464849,314956,272844,324442,328811,368243,262286,186902,
Ukraine,1200000,1280000,1360000,1440000,1520000,1600000,1700000,1800000,1900000,2000000,2100000,2240000,2380000,2520000,2660000,2800000,3000000,3200000,3400000,3600000,3800000,4000000,4300000,4609900,4900000,5200000,5500000,5800000,6233000,6684200,7028300,7344100,7577900,7820400,8066000,8311000,9241000,9410000,9698200,10074000,10417000,10669600,10833300,11109500,12141956,11666600,12397133,12905864,13176871,13026293,12941346,12680881,12182142,11830969,10461083,9113061,8451229,7186579,6074255,4182994
Uruguay,110000,116400,122800,129200,135600,142000,145600,149200,152800,156400,160000,165400,170800,176200,181600,187000,193000,202000,204000,212000,220000,226450,232904,247682,259644,288029,306926,311984,345390,375830,415403,451421,492108,530370,582149,621996,669032,761088,823501,896849,929141,950866,946533,938186,996701,1006001,986867,965216,959286,953655,962187,964859,1010953,1048445,1082903,1106431,1113566,1136977,1153533,1165373
"United States",49269000,51073000,52877000,54681000,56485000,58289000,60439000,62589000,64739000,66889000,69039000,71334200,73629400,75924600,78219800,80515000,82802000,85426000,88431000,91265000,94282000,105559222,107519214,110612689,112550739,115985813,118289121,122789249,127086765,131504568,136114201,139412884,143341581,148106159,153447946,159659000,166446000,173867000,179850000,189502000,192513000,191570800,189250143,182933281,177690711,175160940,167459899,158418151,162763000,152873000,149652000,143319000,138595000,133233000,128495000,124848000,121343000,116297000,110439000,107281000
Uzbekistan,,,,,,,,,,,,,,,,350000,390000,460000,500000,550000,580000,660000,720000,780000,850000,930000,1010000,1100000,1200000,1350000,1402844,1458455,1528900,1543300,1557100,1544200,1531300,1541000,1536700,1599380,1655044,1662963,1681127,1717068,1750400,1793500,1841870,1822146,1849563,1856592,1892164,1927735,1980038,2000000,2507711,2816611,3412921,3444330,3460258,3553310
"Saint Vincent and Grenadines",,,,,,,,,,,1600,1914,2228,2542,2856,3170,3330,3480,3550,3550,3550,3721,3808,3900,3941,5419,6000,7000,8000,9024,13118,14632,15606,16476,17176,18236,19351,20498,21045,23631,24906,26078,27323,21190,19022,22505,22640,22927,22777,23019,21703,22723,19379,19069,23903,24865,20550,20092,19219,12934
Venezuela,125000,135600,146200,156800,167400,178000,198200,218400,238600,258800,279000,323400,367800,412200,456600,501000,578000,617000,658000,701000,800000,859739,956038,1021133,1096745,1213519,1321772,1401733,1457771,1465169,1487710,1598947,1831670,2082846,2334218,2463165,2666845,2803977,2592317,2550789,2535966,2704921,2841771,2956185,3346462,3650501,4216794,5195071,6417775,6866686,7082888,7332413,7648753,7773777,7808524,7780096,7660417,5928714,5547291,5467044
"British Virgin Islands",,,,,,,,,,,800,944,1088,1232,1376,1520,1430,1590,1730,1780,1840,1944.75,2049.5,2154.25,2259,2597,2642,3501,4570,5478,6478,7361,7700,8029,8758,9400,9620,9800,10000,10200,10400,10500,11705,15813,17347,15764,15383,14753,14231,13567,12757,12514,12268,12080,11849,11754,11167,9544,6222,
"Virgin Islands (U.S.)",,,,,,,,,,,,,,,,,,,,,,29000,29569,29954,37227,39000,41000,42012,44937,46378,47179,51104,54142,56721,59012,58319,59470,62140,64851,67229,68283,69400,69369,69691,70888,71700,72500,73400,74200,75000,75800,75866.6667,75933.3333,76000,76100,76000,,,,
Vietnam,7217,9843.5,12470,15096.5,17723,20349.5,22976,25602.5,28229,30855.5,33482,36108.5,38735,41361.5,43988,46614.5,49241,51867.5,54494,57120.5,59747,62373.5,65000,68000,70000,72000,76000,77000,78000,80000,98536,137135,152727,260000,442000,775000,1186367,1332909,1743567,2105891,2542718,3049925,3929140,4402000,10124899,9346209.5,8567520,11165617,14767629,17427365,14374438,10174849,9556089,6725329,6725329,7324947,5598017,4385427,4296301,3658005
Vanuatu,,,,,,,,,,,500,602,704,806,908,1010,1070,1100,1230,1320,1410,1500,1590,1733,1787,1567,2047,2200,2300,2400,2600,3047,3565,4078,4414,4215,4470,4800,5170,5500,6640,6762,6611,6540,6759,6964,7500,8820,10400,7219,7111,5873,4848,5497,5727,4797,4555,4511,4154,3809
Samoa,,,,,,,,,,,,,,,,,,,,,,3472,3550,3600,3650,3700,3750,3800,3950,4000,4100,4167,6500,7100,7400,7800,8251,8451,8480,8500,8520,9670,11786,13287,16393.5,19500,17200,14900,12600,10300,8000,8135,8270,8382,11778,11453,9679,8454,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106300,106300,106300,106300,106300,106300,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,16960,24171,38809,49879,57989,67486,74432,81172,87300,92800,124516,130943,143382,161112,172933,186659,204702,220275,249515,284296,346709,422228,542204,693884,798000,901385,968328,1022000,961000,997000,1046263,1075000,1104000,1143000,1168600,1142227,1165828,1190000,,
"South Africa",650013,671010.4,692007.8,713005.2,734002.6,755000,787200,819400,851600,883800,916000,964000,1012000,1060000,1108000,1156000,1229000,1310000,1398000,1508000,1632000,1788610,1936620,2071817,2152959,2297773,2532680,2668589,2866024,3080333,3315022,3434788,3458126,3593851,3775355,4002180,4258639,4645065,5075417,5492838,4961743,4924458,4917000,4910000,4903000,4896000,4889000,4882000,4875000,4868000,4861000,4854000,4847000,3875582,3647770,4131055,4522850,4810074,3345440,2024730
Zambia,15000,15420,15840,16260,16680,17100,18320,19540,20760,21980,23200,24240,25280,26320,27360,28400,28200,29500,30000,30698,32659,34927,36330,37493,41819,43772,47164,50919,58492,65750,65057,68935,75880,77966,79786,76769,77935,77377,77700,83084,83326,85662,87674,88426,91719,94665,93427,91789,90600,90341,118388,85727,82542,115762,114420,116165,101407,101444,100444,96719
