Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"United Kingdom",5037000,5336400,5635800,5935200,6234600,6534000,7069800,7605600,8141400,8677200,9213000,10016400,10819800,11623200,12426600,13230000,13960000,15070000,16358000,17326000,18161000,18797000,19241000,19871000,20546000,21175000,21727000,22664000,23740000,24797000,25368000,25911000,26514000,27336000,28358000,29411411,30677755,31879000,32829000,34021000,35228000,34579000,34737600,34550320,34576487,34068428,33848510,33462200,34191893,33506000,33409000,33252352,33197391,33383853,33238083,33211498,32633398,32148366,31919894,
Georgia,,,,,,,,,,,,,,,,220000,245000,260000,270000,295000,320000,340000,360000,380000,400000,420000,440000,460000,485000,510000,540000,556800,572700,570896,525596,554300,567400,616517,628770,671511,508750,569040,640400,667120,683230,570200,553105,556100,618028,620000,1111897,1340488,1275850,1200286,1097364,950167,840431,713826,604348,517617
Ghana,,,,,,17300,18520,19740,20960,22180,23400,24971.8,26543.6,28115.4,29687.2,31259,32979,33839,35396,36406,37694,37103,37151,37129,38104,38240,38472,39610,40442,43021,44243,46613,47761,48681,50007,63067,77886,105534,133426,160698,212548,244632,275039,291030,313326,321526,356355,376509,143900,267389,277897,284721,284981,270422,260407,275570,251490,301551,278379,288531
Gibraltar,1960,2124,2288,2452,2616,2780,2944,3108,3272,3436,3600,3823.0769,4046.1538,4269.2308,4492.3077,4715.3846,4938.4615,5161.5385,5384.6154,5607.6923,5830.7692,6053.8462,6276.9231,6500,7000,7813,8000,8500,9181,9713,10750,11541,12831,13658,15153,16517,17500,18632,20380,21916,23541,24512,24552,25000,25354,25000,24000,24000,24000,24000,24000,24000,23108,23254,23400,20213.5,17027,19753,17671,16968
Guinea,2054,2318.6,2583.2,2847.8,3112.4,3377,3641.6,3906.2,4170.8,4435.4,4700,5016.6667,5333.3333,5650,5966.6667,6283.3333,6600,6600,7545,8490,9435,10380,11580,13050,14630,14506,13007,12112,10000,11053,11300,11553,10788,11579,9308,10855,16206,19786,15213,21064,24311,25490,25989,26165,26200,25000,23000,22000,27000,22000,18000,18000,,,,,,,,
Gambia,,,,,,780,822,864,906,948,990,1086,1182,1278,1374,1470,1600,1700,1800,1980,2150,2300,2300,2300,2420,2500,3000,4100,5175,5700,6168,10030,14000,16274,18306,19202,21319,24833,25609,29216,33300,35029,38350,41986,42993,44000,46302,48700,48868,48451,48777,50450,64196,64196,55841,45000,37969,32040,44000,
"Guinea Bissau",325,398.0952,471.1905,544.2857,617.381,690.4762,763.5714,836.6667,909.7619,982.8571,1055.9524,1129.0476,1202.1429,1275.2381,1348.3333,1421.4286,1494.5238,1567.619,1640.7143,1713.8095,1786.9048,1860,3140,3860,4940,5500,5500,5500,5500,5700,5955,6175,6425,6665,6935,7363,7926,7633,8079,6098,11123,9901,11197,10558,9719,9614,6784,4574,4647,4844,,,,,,,,,,
"Equatorial Guinea",,,,,,,,,,,,,,,,,,,,,,500,600,700,800,900,1000,1200,1300,1300,1300,1300,1300,1300,2515,2515,3668,3800,5580,5800,6100,6900,8800,9600,10500,10000,10000,10000,10000,10000,13537,14520,14868,14873,15110,11334,10989,11179,10848,
Greece,181734,228387.2,275040.4,321693.6,368346.8,415000,509400,603800,698200,792600,887000,1047000,1207000,1367000,1527000,1687000,1806000,1904742,2025307,2156046,2270406,2401169,2534413,2714395,2926885,3116798,3291971,3465815,3618065,3788146,3948654,4190087,4496544,4744016,4976205,5162772,5328794,5430855,5535521,5610931,5659274,5607779,6293806,6300432,6352302,6311656,6170455,5469425,5253695,6000361,5898097,5744955,5461193,5392610,5319159,5260560,5200950,5176475,5078083,5001508
Grenada,1053,1186.1333,1319.2667,1452.4,1585.5333,1718.6667,1851.8,1984.9333,2118.0667,2251.2,2384.3333,2517.4667,2650.6,2783.7333,2916.8667,3050,3044.8,3039.6,3034.4,3029.2,3024,3000,3000,3131,3596,3904,5000,7000,9000,12000,15200,16200,18508,20100,21000,23200,24100,26500,27484,29429,31355,32750,33544,32644,32705,27426,27702,28530,28579,28332,28369,28072,27727,28585,27279,27034,26776,32491,22542,
Greenland,,,,,,580,776,972,1168,1364,1560,2182.6,2805.2,3427.8,4050.4,4673,5454,5993,7113,8337,9559,10103,10721,11060,11770,12325,13300,14729,15757,16561,16605,16770,16860,17555,18475,19599,21116,23361,24968,25617,26180,24217,25330,25248,25128,32151,35983,23159,22818,22040,21822,19896,18910,18000,17200,16000,12633.5,9267,8060,7133
Guatemala,17821,19118,20415,21712,23009,24306,27019,29732,32445,35158,37871,39813.4,41755.8,43698.2,45640.6,47583,52770,64486,74237,78623,82975,88587,98670,106125,117151,128179,130971,132718,138222,158840,190218,202209,214409,231090,245094,286352,338035,429712,517000,610701,676631,756085,845968,944140,1132121,1248161,1354926,1413695,1448891,1413234,1498604,1626341,1743842,1863052,1718298,1718851,2454778,2461109,2436093,1974006
Guam,2644,3113.6,3583.2,4052.8,4522.4,4992,5350.6,5709.2,6067.8,6426.4,6785,7912,9039,10166,11293,12420,11449,11815,12332,21966,25033,27378,29056,30543,32175,32922,27412,29000,32000,35553,39036,43209,46285,65841,63584,69206,69922,71136,75051,77609,74367,80000,70000,65531,65500,65500,65500,65500,65500,65500,65500,66250,67000,67000,67400,68000,,,,
Guyana,5323,5478.4,5633.8,5789.2,5944.6,6100,6340,6580,6820,7060,7300,8680,10060,11440,12820,14200,15300,15488.6,15677.2,15865.8,16054.4,16243,16500,17000,17500,18000,20000,16000,16000,16000,16000,16000,28373,41287,44063,44615,50190,55108,59910,64034,68400,79913,80441,92332,102688,110136,118000,128394,138822,147042,149857,152299,154207,156805,159729,154057,141595,135795,,
"Hong Kong",79145,118530.5,157916,197301.5,236687,276072.5,315458,354843.5,394229,433614.5,473000,545804.6,618609.2,691413.8,764218.4,837023,909679,993882,1082408,1172530,1278866,1383667,1476960,1573420,1664372,1764338,1877322,2021394,2190997,2345236,2474998,2642414,2819797,2992056,3149280,3277854,3451241,3646516,3729191,3868794,3925843,3897558,3831829,3806444,3763350,3792912,3835936,4209125,4183017,4277297,4361669,4342230,4381555,4419423,4417856,4331725,4318346,4249372,4196061,4053512
Honduras,,,,,,,,,,,,,,,,17003,17140,17781,20177,26927,28944,31468,32965,35365,43097,45903,50126,54258,66476,78689,88038,94432,104751,117123,131176,160819,190236,233593,249497,279197,298713,309702,322497,334400,387314,493680,715106,821245,825769,716335,673399,614281,610506,619095,527339,497072,442929,491107,532004,490103
Croatia,,,,,,,,,,,132000,149400,166800,184200,201600,219000,244914,266799,302480,331627,362000,396000,443000,500000,540000,580000,620000,660000,704619,753924,822988,891217,954616,1027430,1205220,1287061,1389026,1488065,1557969,1633564,1721139,1781000,1825000,1871300,1887600,1882500,1831050,1846700,1878080,1859190,1865729,1848031,1743540,1668265,1568981,1476506,1435977,1401354,1355662,1333661
Haiti,,,,,,,,,,,,,,,,,,,,,,20000,24000,26000,28000,31000,34000,37000,40000,42200,45000,45010,45010,45010,50000,60000,60000,60000,65000,70000,72500,80000,130000,140000,140000,145300,150000,108340,108000,107000,50000,50000,50000,41000,41000,5692,5692,5922,5922,
Hungary,243400,255470.6,267541.2,279611.8,291682.4,303753,322815.4,341877.8,360940.2,380002.6,399065,420856.6,442648.2,464439.8,486231.4,508023,517000,523000,533000,561000,617200,636600,655200,676400,705400,738800,770100,812700,858200,915900,995839,1128129,1291133,1497577,1774100,2157202,2651215,3095300,3423000,3725779,3798254,3742152,3669200,3602912,3564000,3415715,3360371,3250635,3093996,3068685,2977234,2933313,2960633,2978018,3011253,3094228,3119735,3131598,3079730,3048754
Indonesia,82862,90489.6,98117.2,105744.8,113372.4,121000,125400,129800,134200,138600,143000,155900,168800,181700,194600,207500,219400,241000,275100,317100,375800,427185,475459,503253,536102,602356,677279,759127,828812,863814,1066222,1295002,1652378,1863947,2462831,3290854,4186030,4982466,5571644,6080193,6662605,7218938,7750035,8058139,10376381,13507830,14820733,19529507,30378071,34809627,40931063,38617480,37982855,30722651,26224974,10378037,10752912,11053303,8303511,9477137
India,332399,390598,448797,506996,565195,623394,694986.4,766578.8,838171.2,909763.6,981356,1078167.8,1174979.6,1271791.4,1368603.2,1465415,1613644,1726746,1867828,2016066,2149470,2295530,2466364,2668240,2897862,3165214,3487908,3800986,4174278,4588832,5074734,5809929,6796748,8025586,9795304,11978000,14542651,17801696,21593686,26511345,32436134,38536187,41420000,42000000,46198025,50176509,40770000,39250000,37900000,37060000,35090000,32835261,30940618,29032974,27000105,25520000,24404000,23234687,21868192,21004534
Ireland,110625,121500,132375,143250,154125,165000,178800,192600,206400,220200,234000,253200,272400,291600,310800,330000,357000,386000,412000,436000,483000,536000,579600,613459,669267,703000,750805,796204,842677,916000,983000,1048000,1113000,1170000,1240000,1310000,1390000,1558000,1633000,1737000,1832000,1860000,1975000,1955000,2015000,2052000,2176646,2258626,2222651,2131901,2077978,2046567,2007746,2034473,2022522,1932059,1917742,1872309,1829166,1767476
Iran,116417,133133.6,149850.2,166566.8,183283.4,200000,217000,234000,251000,268000,285000,365000,445000,525000,605000,685000,814000,830000,850800,852840,915122,1025043,1055757,1120670,1202166,1318638,1480235,1661228,1879682,2029038,2199285,2456437,2997852,3597900,4319900,5090363,5824968,6503466,7354992,8371167,9486260,10896572,12887525,15340805,16342050,20339000,22626944,23835000,24800000,25804100,25815161,27766931,28758465,29688558,29376105,30418973,30869311,31069938,30481734,28954855
Iraq,,,,,,,,,,,92000,107800,123600,139400,155200,171000,186800,202600,218400,234200,250000,275000,300000,325446,390000,470000,560000,673965,677809,675000,712109,669830,714389,680210,649207,638593,639699,650616,649963,675000,675000,675000,1128300,1183300,1034240,1115000,1247512,1364512,1082300,1650136,1720591,1794000,1871000,1900000,1947700,1997000,2031000,3237858,2705028,
Iceland,33000,35473.2,37946.4,40419.6,42892.8,45366,47811.4,50256.8,52702.2,55147.6,57593,61174.4,64755.8,68337.2,71918.6,75500,73900,74800,77700,80700,84837,87867,91200,93937,97245,102657,113028,117371,121650,125136,130472,135559,140031,143597,148330,148675,156807,165390,173673,184973,196336,196528,187999,192552,190478,193852,188575,186668,199503,190165,193614,191118,180004,168023,171535,168149,164566,146213,136713,125567
Israel,64811,86248.8,107686.6,129124.4,150562.2,172000,211400,250800,290200,329600,369000,414600,460200,505800,551400,597000,641800,686000,730800,786500,859500,922400,977400,1040300,1086000,1180000,1283000,1393000,1471900,1533584,1626449,1703457,1804000,1958100,2137900,2342618,2539117,2675000,2807000,2878000,2974000,3033000,3006000,2913000,2896000,2936295,3004653,3074602,3224000,3316000,3408000,3500000,3594000,3399000,3427000,3412000,3340223,3240000,3200000,3040000
Italy,3057645,3354116,3650587,3947058,4243529,4540000,4924200,5308400,5692600,6076800,6461000,7100800,7740600,8380400,9020200,9660000,10166000,10778000,11456000,12172000,13017000,13860000,14697780,15601029,16520763,17396112,18252972,19104828,20091532,21265518,22350000,23071000,23709000,24167000,24542000,24845000,25259000,25698000,25986120,26502000,27153000,27353000,27142000,26596000,25957000,25049000,26890339,22417000,22039000,22642679,22536367,22105471,21748814,21098033,20581426,20209324,20267173,20700659,20396603,19621081
Jamaica,19932,21205.6,22479.2,23752.8,25026.4,26300,28040,29780,31520,33260,35000,37940,40880,43820,46760,49700,50900,53500,53500,52945,52586,56204,60493,64213,66901,76678,81322,81713,85179,89091,105285,131566,167251,208480,250531,290262,357262,415610,462824,487325,493523,511302,434772,458675,423000,319000,342692,369656,316591,302451,263055,270068,253143,250340,254500,252849,310213,297027,363820,398048
Jordan,11606,12245.4,12884.8,13524.2,14163.6,14803,15442.4,16081.8,16721.2,17360.6,18000,21287.4286,24574.8571,27862.2857,31149.7143,34437.1429,37724.5714,41012,44508,52356,60533,71641,86074,100000,113666,147873,156024,203059,222908,238292,245782,265211,278265,290086,316593,317007,345527,404333,510875,565273,620000,660000,674511,622572,637811,628000,614000,559000,518990,501238,485529,465388,434437,378411,375483,368938,404112,357203,369145,356046
Japan,3632938,4386150.4,5139362.8,5892575.2,6645787.6,7399000,9199800,11000600,12801400,14602200,16403000,19597800,22792600,25987400,29182200,32377000,34444000,35837000,37214000,38611000,39934000,40275768,41500868,42879293,43958545,45299761,46771989,48419274,50339604,52453639,54527953,56259918,57652436,58830075,60690000,62292000,64037000,65735000,62413286,62053583,61957097,61325782,60772460,60219000,59608000,58053000,56029000,51235000,48426826,66794250,65618748,64668524,64225254,64019263,63557374,63705579,64130388,64066893,63525713,
Kazakhstan,,,,,,,,,,,,,,,,470000,526360,560000,590000,620000,660000,697518,752159,811033,858278,909333,960314,1023811,1118939,1225536,1333454,1425213,1490384,1975840,1987001,1962940,1916592,1805330,1775382,1759769,1834226,1939628,2081858,2228400,2550000,2708000,2928400,3236900,3458440,3856500,4057600,4265800,4361400,4392000,4353400,4147800,3931100,3686600,3350900,3210500
Kenya,,,,,,28000,30200,32400,34600,36800,39000,41800,44600,47400,50200,53000,57000,62400,65300,69700,73900,80200,88100,95700,106100,118361,129453,137505,151964,162894,175050,200000,207442,214759,228522,256434,266780,271816,288251,290000,291706,309379,321482,328358,299255,286729,293364,463766,646356,664099,380748,283546,251567,204354,179990,85496,72801,69861,65644,70394
Kyrgyzstan,,,,,,,,,,,,,,,,77048,90000,100000,115000,130000,146261,159050,171174,181279,197060,213951,236304,259611,270694,287912,314052,331776,338699,367400,338899,357000,342023,350900,368430,370636,376092,388222,394770,396168,416430,440383,458876,482005,494503,498328,489052,502020,488853,461277,443184,408037,382149,362288,331140,298855
Cambodia,1774,1801.2593,1828.5185,1855.7778,1883.037,1910.2963,1937.5556,1964.8148,1992.0741,2019.3333,2046.5926,2073.8519,2101.1111,2128.3704,2155.6296,2182.8889,2210.1481,2237.4074,2264.6667,2291.9259,2319.1852,2346.4444,2373.7037,2400.963,2428.2222,2455.4815,2482.7407,2510,2670,2896,3115,3885,4068,4215,6943,8528,15475,20044,24261,27704,30880,33494,35419,31379,32180,32971,25648,37529,43100,54200,358850,530000,584475,420942,361056,256387,227261,132911,88157,56445
Kiribati,,,,,,,,,,,,,,,,,,,,485,479.3333,473.6667,468,513,600,669,800,910,1000,1100,1200,1272,1374,1753,1923,2025,2112,2487,2802,3082,3353,3628,4474,4400,4300,4200,4000,4000,4000,8297,8397,8461,8000,6000,2000,1477,871,765,392.5,20
"Saint Kitts and Nevis",,,,,,,,,,,,,,,,,,,,,,,,2200,2350,2950,4320,5270,7057,8125,9712,10168,11529,12232,13596,14410,15644,17181,18368,20059,21910,22500,23500,23500,20350,20300,20650,20450,20400,20500,19800,19800,20000,19200,19400,19748,17433,17293,16146,
"South Korea",,,,,,220635,272749.4,324863.8,376978.2,429092.6,481207,596580.6,711954.2,827327.8,942701.4,1058075,1270837,1537139,1879263,2292686,2704504,3263322,4079590,4809897,5594973,6517395,7520699,8625496,10306028,11791674,13276449,14572585,15593454,16686058,17646614,18600203,19600950,20421913,20088543,25619000,25863000,25775000,25735043,25127610,23567741,23905152,22431484,23006667,24357581,26893831,28543173,29468502,30099175,30333077,29481226,28882783,28035600,26844692,25906849,24727415
Kuwait,3316,5252.8,7189.6,9126.4,11063.2,13000,18000,23000,28000,33000,38000,48200,58400,68600,78800,89000,103000,114000,126000,139000,157000,170213,191605,203969,210226,221882,235447,254826,281771,310837,331406,321909,345583,357996,372719,382287,391841,411629,427288,455643,467067,472414,481891,486904,496973,504806,516982,538219,519966,528497,519418,514696,510000,508000,494000,480000,533234,542082,515542,
Laos,736,788.8,841.6,894.4,947.2,1000,1020,1040,1060,1080,1100,1960,2820,3680,4540,5400,5700,5700,5500,5500,5500,5500,5400,5600,5800,5961,6100,6231,6468,6265,6910,7266,8510,8598,18126,16602,19468,24553,28472,35107,40876,52625,61910,69760,75000,90806,92151,94828,127799,100228,103102,107643,450000,701712,920756,962497,1266605,1125469,1482276,1490831
Lebanon,,,,,,,,,,,,,,,,,,,,,,,320000,328400,337100,346000,355100,364500,374100,384000,394100,404500,415200,426100,437300,448800,460579,561651,566000,571000,576000,626000,678840,700000,630000,634740,681381,697540,750000,803740,838000,855000,867000,870000,965723,1012849,1816262,907881,893529,882175
Liberia,,,,,,,,,,,,,,,,,,,,,,7000,7000,7000,7290,8240,8037,8037,8597,8748,9380,3300,4500,4500,4500,4500,4500,6371,6500,6600,6700,6800,6900,5929.6,4959.2,3988.8,3018.4,2048,2000,2374,5806,9289,13734,11000,10040,9000,8000,,,
Libya,8427,12278.0952,16129.1905,19980.2857,23831.381,27682.4762,31533.5714,35384.6667,39235.7619,43086.8571,46937.9524,50789.0476,54640.1429,58491.2381,62342.3333,66193.4286,70044.5238,73895.619,77746.7143,81597.8095,85448.9048,89300,99750,111400,124350,138900,155000,173100,199300,215850,220000,232980,235803,240000,264000,318000,380000,400000,500000,550000,605000,660000,720000,750000,799500,852300,909000,969000,920416,1063265,1228300,1000000,814000,789000,914491,1063265,1374408,1576000,,
"Saint Lucia",,,,,,,,,,,2100,2400,2700,3000,3300,3600,3700,3900,4200,4600,4800,5000,4953,5000,6658,7564,8210,8902,10918,12521,17000,17170,20293,24223,25012,30576,33783,36992,40373,44465,48900,50000,51121,49000,42000,39000,39357,39688,40940,38561,37450,35904,36842,33500,32832,34874,35545,35014,36469,
Liechtenstein,,,,,,,,,,,5319,5802.8,6286.6,6770.4,7254.2,7738,8246,8725,9158,9538,10038,10600,10986,11480,11959,12536,13156,13812,14612,15518,16538,17499,18455,18916,18554,19632,19916,19772,19762,19763,20072,20100,19923,19900,19981,20010,19755,19578,19600,19600,19600,19600,18470,18300,18043,17336,16385,15342,15243,14032
"Sri Lanka",22772,23757.6,24743.2,25728.8,26714.4,27700,29580,31460,33340,35220,37100,38180,39260,40340,41420,42500,43550,44625,45700,47400,54200,66013,70381,73500,80770,87686,92065,97333,103521,105483,121388,125834,135504,157774,180724,204350,255049,341622,523529,669113,767411,827195,883108,939013,991239,1243994,1884078,2742059,3446411,3435958,3578463,3608392,3449391,2706787,2709848,3287676,2479802,2603178,2473875,
Lesotho,400,560,720,880,1040,1200,1220,1240,1260,1280,1300,1423.4,1546.8,1670.2,1793.6,1917,1950,2019,2590,3085,3446,4470,4870,5200,5407,7358,8931,10295,11456,12228,12357,12275,11380,14621,15712,17792,15975,20400,21000,21600,22200,21382,28603,35101,37230,47964,53136,47582,41190,40000,38612,38579,50769,50345,49714,40570,41158,10637,8328,
Lithuania,40388,46678.2,52968.4,59258.6,65548.8,71839,86116.2,100393.4,114670.6,128947.8,143225,165836.8,188448.6,211060.4,233672.2,256284,283812,311202,337573,364748,393984,420316,447510,476594,509508,544080,593129,632393,680842,734204,780965,814009,832292,858450,897627,940977,992627,1054361,1112882,1152583,1187657,1151673,935899,824219,820039,801110,792357,799436,784935,747412,753439,711909,675394,625990,586694,561919,530871,486895,427066,368213
Luxembourg,36486,40988.8,45491.6,49994.4,54497.2,59000,63600,68200,72800,77400,82000,87000,92000,97000,102000,107000,111000,117000,122000,127000,131660,135000,138808,142134,147074,151525,157112,161682,167159,176363,183700,191760,206205,214821,222846,229468,248116,255745,255011,251575,248880,256656,248514,245000,245000,244500,248400,248200,260600,263600,272400,279130,266700,267600,271100,276900,276400,275300,273530,267400
Latvia,,,,,,,,,,,,,,,,250000,280000,330000,360000,390000,410000,470000,480000,490000,510000,530000,550000,570000,584000,600000,620000,643042,652466,694296,667124,704504,739200,740114,742298,731527,734693,721752,701211,653853,650455,731094,657380,644043,592850,561650,532100,516344,476141,423000,400000,356000,362940,342296,266214,227616
Macau,2304,2924.5,3545,4165.5,4786,5406.5,6027,6647.5,7268,7888.5,8509,9129.5,9750,10370.5,10991,11611.5,12232,12852.5,13473,14093.5,14714,15334.5,15955,17712,27716,38026,47591,55643,65381,78830,93155,106685,120777,134489,145303,153273,161485,169591,173893,178445,176837,176450,176106,174621,173928,174389,176665,178013,175920,170486,168374,166310,162533,158414,153587,146138,142000,138000,123469,
Morocco,78690,79752,80814,81876,82938,84000,85400,86800,88200,89600,91000,94800,98600,102400,106200,110000,123000,136000,149000,154000,167000,177400,191440,201452,215421,240443,251687,266187,286493,334593,403000,497000,654000,827000,1007000,1128000,1208000,1300528,1393355,1471000,1425000,1191335,1127447,1219213,1308569,1341156,1266119,2393767,2991158,3516281,3749364,3566076,3279054,2924861,2487738,2222370,2070173,2046390,2199140,2054545
Monaco,3660,4128,4596,5064,5532,6000,6300,6600,6900,7200,7500,8000,8500,9000,9500,10000,12000,12800,13400,13900,14600,15300,16300,17700,18900,20800,21000,21500,22100,23000,24400,26020,29128,29816,30446,31027,31680,31200,30200,29789,29969,29656,33711,33499,33845,33986,34347,34700,35000,43179,42910,44495,45743,46850,50610,49085,46575,47013,43374,44119
Moldova,20500,22000,23500,25000,26500,28000,32759.8,37519.6,42279.4,47039.2,51799,68701.2,85603.4,102505.6,119407.8,136310,157021,176385,192166,208506,226089,240000,255900,269500,286280,309670,332140,361480,395000,426800,462082,495890,510997,523925,545719,566464,593328,627136,657456,555291,583811,639165,719286,791131,863374,929400,1018072,1079874,1114564,1138729,1161148,1179953,1205768,1221474,1218274,1202466,1171287,1143852,1108200,1071514
Madagascar,,,,,,9500,10100,10700,11300,11900,12500,12933.3333,13366.6667,13800,14233.3333,14666.6667,15100,15100,16800,18500,19100,19300,19441,19645,21137,22226,23457,25000,25500,27750,31543,36306,36583,34806,33675,37074,39406,43197,47193,50226,54995,58399,59491,59598,58702,92366,129809,133894,164851,186150,142065,138322,143227,145772,148555,148635,148585,68792,69046,
Maldives,,,,,,,,,,,260,295,330,365,400,435,470,540,850,800,1170,1540,1700,1900,2100,2272,2800,3400,4200,5100,6240,7631,8523,9970,11860,13869,15268,17967,19985,22179,24432,27242,28651,30056,31503,32296,32181,33063,46925,30490,28376,24084,23140,22557,22549,21911,21137,20378,18754,16664
Mexico,338450,369749.2,401048.4,432347.6,463646.8,494946,567716,640486,713256,786026,858796,1015936.6,1173077.2,1330217.8,1487358.4,1644499,1849373,2079483,2314593,2556918,2699732,2943882,3116239,3314409,3499957,3704432,3899168,4122681,4387436,4847166,5354500,6024800,6753652,7620880,8492521,8801030,8826148,9253715,9926879,10927385,12331676,13774146,14975085,16330066,18073238,19512024,19861299,19997903,20491430,19505573,19918643,19996800,20587800,18593529,18559692,20170913,20820073,20752662,21645824,22519654
"Marshall Islands",,,,,,,,,,,,,,,,,,,,,,,,350,371.4286,392.8571,414.2857,435.7143,457.1429,478.5714,500,700,850,2300,2976,3185,3377,3410,3744,3879,3999,4186,4379,4461,5510,5195.1,4880.2,4565.3,4250.4,3935.5,3620.6,3305.7,2990.8,2675.9,2361,,,,,
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,,,,,,,210000,220000,230000,240000,250000,260000,270000,285700,290000,312314,324291,337200,351000,367256,407785,439177,470982,507316,538507,560026,525000,537000,533656,490887,463638,457122,437301,413091,422053,408318,396523,383590,371003,368370,366529,382901,394728
Mali,1648,1838.4,2028.8,2219.2,2409.6,2600,2650.8,2701.6,2752.4,2803.2,2854,2996.6,3139.2,3281.8,3424.4,3567,3771,3969,3992,4188,4920,5384,5830,6488,7071,7243,7346,8522,8772,9667,11169,12464,12837,13812,15203,17164,21294,24195,27063,33778,39223,51071,56603,60925,65834,75904,82521,80005,81076,84796,114546,104696,111979,126362,154417,169006,200812,214893,228097,
Malta,9268,10294.2,11320.4,12346.6,13372.8,14399,15982.2,17565.4,19148.6,20731.8,22315,23561.6,24808.2,26054.8,27301.4,28548,33829,38708,42612,46496,51142,57661,65600,76992,79931,84665,97523,110386,116672,122043,128249,138787,150448,157519,162889,170717,180608,186993,191548,197764,204193,207745,207269,208271,206529,202116,208361,230433,241115,246890,247635,232203,229740,231331,230361,230226,234368,240280,255437,257010
"Burma (Myanmar)",11476,12700.8,13925.6,15150.4,16375.2,17600,18220,18840,19460,20080,20700,21640,22580,23520,24460,25400,25900,26500,27200,28200,31800,35400,39000,42274,43000,47512,59343,65580,66707,67016,70086,85947,99073,117337,137337,157843,178631,213516,229320,249083,271356,295234,342317,362976,424871,503930,571293,464090,504445,444265,493314,523865,524225,534810,526792,514920,514385,556112,520863,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170933,168233,176289,174046,171749,170553,170856,169803,169032,164671,154448,148015,152155,172880,188175
Mongolia,,,,,,,,,,,,,,,,,,,,,,,42902,45000,47000,49000,51000,53000,55000,57000,66357,68480,69225,66399,69114,77745,83688,87309,103353,103400,117500,124315,128000,138137,145981,156045,195122,183440,200494,188875,193239,187561,176706,175698,228327,255634,225287,292594,369853,395922
"Northern Mariana Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12971,13500,14359,15460,18837,20639,20639,20528,20990,21400,21900,22400,22800,23300,23800,24200,24700,25100,25500,24250,23000,23000,22400,22000,,,,
Mozambique,9403,10922.4,12441.8,13961.2,15480.6,17000,18400,19800,21200,22600,24000,25420,26840,28260,29680,31100,29700,28200,29300,30600,33000,35400,36474,36859,37558,38332,39840,40174,40786,41278,47439,52874,56125,55463,57490,59819,61175,65606,75354,78072,85714,87291,87367,77576,75256,65992,70313,78000,78324,82447,88062,88120,88140,77568,86856,89292,82421,80545,63006,
Mauritania,,,,,,,,,,,600,745.8,891.6,1037.4,1183.2,1329,1534,2214,2567,2989,3256,3350,3511,3714,3776,3953,4110,4310,4517,4539,5880,6382,6750,7499,8426,9249,10204,13045,15030,16525,18969,24856,31529,38178,39000,41000,34870,40267,76354,74464,71572,72294,65069,53993,51432,51294,53191,57057,59959,61858
Mauritius,6047,6677.6,7308.2,7938.8,8569.4,9200,9602.2,10004.4,10406.6,10808.8,11211,12055.6,12900.2,13744.8,14589.4,15434,15500,16814,19943,22456,23627,24890,29232,31575,35346,39589,41828,47355,49883,52595,55554,64022,79422,106926,129443,148185,183861,222747,245367,257099,280885,306773,317792,348202,353808,357490,357340,360762,363600,375160,387700,374600,349100,363000,372200,380000,389500,413100,434300,
Malawi,3500,3580,3660,3740,3820,3900,4320,4740,5160,5580,6000,6540,7080,7620,8160,8700,9540,10727,11792,13164,14555,15438,16445,17100,18233,19856,21228,22466,23600,25960,26640,28564,30804,32767,33081,34338,35471,36754,37371,41562,46444,54607,73100,85000,93000,102724,130000,175209,111333,111333,152108,173481,227295,33569,18963,14462,11234,17337,14992,13101
Malaysia,48021,54216.8,60412.6,66608.4,72804.2,79000,84000,89000,94000,99000,104000,117000,130000,143000,156000,169000,194259,227564,271010,325154,395640,488670,585390,700097,849129,958598,1042827,1131719,1247687,1388183,1585744,1816860,2091578,2410721,2863755,3332447,3771314,4223042,4384148,4430799,4628000,4709564,4669903,4571561,4446265,4365647,4342100,4350000,4514000,4524000,4609800,4522900,4588900,4535800,4410200,4489500,4837200,6580800,6433300,6474400
Namibia,11000,11800,12600,13400,14200,15000,15800,16600,17400,18200,19000,20000,21000,22000,23000,24000,25000,26000,27000,28000,29000,33000,38000,43000,44000,45000,46000,47000,48769,50668,53000,56939,60974,66749,69784,78499,85549,99904,105877,108193,110176,117398,121413,127380,127935,138997,136163,138171,145360,148672,157063,159059,171249,183532,182593,182507,187853,193045,154816,139698
"New Caledonia",2394,2535.2,2676.4,2817.6,2958.8,3100,3420,3740,4060,4380,4700,5540,6380,7220,8060,8900,9300,10700,11400,12160,13240,14210,15530,16720,18010,18690,20312,21915,23958,26643,28382,31475,35114,38748,41605,43725,45574,47479,49259,50652,51005,50709,52000,51928,53306,55310,57800,60209,63006,67426,72200,76196,80000,85000,88500,77719,,,,
