Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,3245940,3449198,3719810,4021174,4311903,4569577,4737550,4858470,4963318,5089753,5234117,5488629,5798773,6139598,6478539,6795212,6982165,7139660,7292595,7474251,7707349,8050184,8458402,8916157,9397624,9825616,10221047
Albania,1418741,1427378,1416285,1397341,1378085,1354277,1351332,1364149,1357847,1352259,1348219,1337035,1337942,1320708,1302765,1284116,1270016,1254859,1239840,1225724,1216574,1209673,1202142,1193017,1182427,1187927,1190932
Algeria,6213062,6499368,6795623,7102135,7421021,7753195,8089607,8293402,8503148,8714991,8926334,9152062,9372057,9589920,9809718,10030999,10241470,10444923,10643942,10842037,11115092,11334795,11571668,12036382,12216573,12429690,12631062
Angola,4373869,4505172,4672951,4893474,5067414,5231526,5367296,5512209,5667809,5846050,6043810,6240145,6434521,6670373,6902459,7120373,7320251,7525025,7767322,8073712,8394741,8697734,9020219,9359059,9720079,10077619,10438882
Argentina,13088293,13273712,13509630,13795348,14084880,14408955,14604303,14806006,15013859,15227219,15444027,15727706,16001437,16269070,17523093,17785280,18010680,18074237,18145797,18472750,18478554,18592982,18887510,19220374,19542348,19804913,20052726
Armenia,1489330,1473382,1439265,1400881,1366851,1336942,1318160,1306209,1300344,1298561,1298353,1304109,1318185,1329929,1340518,1349111,1353064,1356386,1363391,1376394,1427010,1460214,1455333,1464171,1471158,1480692,1488483
Australia,8493090,8544354,8619471,8666406,8820844,9040081,9154050,9227463,9334570,9435953,9623696,9791209,9941870,10120085,10242433,10552172,10801785,10970722,11257550,11489734,11693952,11868407,12023138,12192397,12338969,12493021,12640432
Austria,3560818,3611819,3690853,3722391,3831117,3856864,3822409,3833738,3841647,3872314,3884790,3912745,3978124,4020885,3998012,4076456,4153660,4239270,4277580,4313061,4316715,4350847,4398901,4433263,4414374,4466147,4522637
Azerbaijan,2910967,2957694,3053474,3145057,3219930,3277833,3325759,3372601,3420178,3473465,3539171,3611968,3682884,3754584,3832902,3920144,3999776,4085717,4278957,4444371,4506590,4552419,4627589,4702039,4762901,4835556,4890239
Bahamas,124676,129435,133762,137757,141653,142895,142780,142090,140808,144506,148367,153804,159532,165450,171511,177729,183382,189146,195130,201359,207346,211459,215934,220332,224101,227447,230471
Bahrain,214797,222174,229737,238254,247485,257031,263099,270299,279149,290518,304975,324893,345844,371346,401655,441442,490250,545096,602406,656695,702530,717703,723905,726459,733548,751328,782055
Bangladesh,46324086,47670098,48627614,49591818,50560696,51535733,52475220,53920002,55387808,56871710,58363260,59273460,60165403,61013076,61785608,62471582,62943612,63342123,63688571,64016262,64352482,65536644,66746410,67995984,69307791,70709722,72075901
Barbados,136446,134909,137518,139607,141426,143677,142940,143765,144775,145582,146398,147980,146890,148115,150313,150988,151471,151929,152304,152486,152253,153327,151586,152219,152055,151928,151973
Belarus,5276972,5210415,5158912,5113036,5053725,4987992,4936039,4877295,4816161,4760095,4786832,4806062,4823371,4839271,4853919,4865287,4865944,4874617,4886611,4899857,4891827,4874930,4863541,4854449,4844217,4834794,4809857
Belgium,3960483,4047943,4085054,4106986,4167089,4196499,4197731,4216958,4253248,4365231,4410672,4312413,4406264,4434973,4523771,4634460,4652143,4738039,4779436,4799884,4898271,4880506,4920388,4975992,4989495,5015320,5038477
Belize,63610,64447,64965,65861,67479,69886,73222,77068,81244,85460,89569,93603,97610,101656,105868,110301,115743,121359,127121,132990,138930,145439,151973,157910,163926,169435,174622
Benin,1957008,2025188,2100513,2182818,2267033,2351599,2423566,2496213,2570182,2646759,2726710,2806904,2891395,2991810,3094328,3198020,3292312,3387968,3485706,3586891,3692117,3807498,3927312,4052688,4183217,4317485,4452676
Bhutan,197867,195914,192638,188887,185731,184047,188353,194791,203151,213213,224697,240846,258201,275765,292458,307646,319692,330341,339747,348242,351979,354540,350616,361773,369242,379597,389209
Bolivia,2672363,2751079,2833234,2918862,3007921,3100338,3232143,3365805,3446271,3527418,3608459,3703130,3801017,3901354,4003442,4107007,4227460,4347511,4467718,4588898,4684572,4776596,4908948,5043424,5180836,5299681,5418461
"Bosnia and Herzegovina",1507872,1462437,1411790,1364731,1323612,1318698,1350751,1349966,1349390,1351456,1354028,1357350,1363680,1371501,1378683,1397566,1397759,1435577,1464853,1457502,1472214,1448831,1451710,1426199,1407582,1394291,1386783
Botswana,562907,586352,610040,634253,659414,685888,708996,733339,758432,783475,808046,829263,850232,871329,893195,916177,938517,961666,986051,1012154,1037023,1062065,1087484,1112901,1138670,1165720,1191848
Brazil,62529767,66324498,70297961,71764748,73631356,75570080,75176822,77830547,79694023,82478757,83896218,85187303,88036152,89960492,92735060,95550599,96906935,98039556,99948858,101720628,101716804,101600638,102939910,103961886,105818575,107108795,108258660
Brunei,110217,114220,118218,122423,126906,131712,136032,140784,145970,151496,157202,161118,164884,168772,172612,176244,178499,180975,183654,186511,189509,192391,194864,197026,199025,202453,205406
Bulgaria,4081771,4013242,3952097,3883348,3831540,3771925,3712003,3644865,3575499,3505510,3433085,3502342,3411994,3341510,3384018,3325503,3434495,3510714,3579073,3506935,3420680,3343397,3353034,3377282,3369458,3343145,3314050
"Burkina Faso",3875766,3971430,4080667,4196185,4321523,4452047,4571042,4703472,4844241,4992579,5152482,5300890,5460677,5628052,5807953,5993351,6173763,6368978,6573011,6790667,7013666,7235968,7466545,7712511,7968472,8230018,8496102
Burundi,2579284,2589814,2602691,2616470,2629192,2640634,2646290,2649859,2656395,2692182,2741063,2838216,2949488,3072777,3203526,3339109,3474490,3615599,3760980,3909589,4060139,4185677,4314842,4447067,4581966,4714768,4854551
"Cape Verde",113650,116988,120850,125120,129603,134190,138602,143014,147504,152242,157313,163285,169534,176022,182599,189127,195494,201705,207812,213910,220082,225983,232111,238345,244562,250517,256552
Cambodia,4009258,4128987,4234652,4340440,4455871,4600185,4742614,4907071,5096668,5411201,5763085,6148773,6327106,6458747,6545214,6759846,6986962,7212563,7256715,7674980,8102427,8325418,8191705,8257154,8415376,8584170,8754595
Cameroon,4228769,4368521,4514239,4665608,4822925,4986124,5138798,5326153,5524378,5733550,5953421,6168745,6394787,6631930,6881178,7142736,7398866,7671311,7957074,8253292,8558485,8802818,9056829,9319128,9593390,9887775,10182927
Canada,14721331,14813977,14795306,14881526,14992053,15056841,15199473,15450514,15703590,15990683,16239726,16498736,16950838,17362970,17585206,17727585,17916072,18281265,18602892,18719423,18920617,19067472,19284294,19507017,19616661,19747160,19942444
"Central African Republic",1303620,1336843,1376466,1417721,1459583,1501384,1539537,1575286,1611703,1649394,1690174,1720195,1751507,1786715,1818992,1853548,1879750,1907330,1935898,1959716,1979691,1979873,1974923,1985606,1986220,1995826,2026321
Chad,2262878,2317909,2377226,2464240,2537920,2617091,2693087,2776288,2866879,2965142,3071235,3177061,3292695,3416232,3545472,3679536,3805186,3936279,4074420,4221343,4377968,4534713,4702446,4879818,5065303,5257336,5443815
"Channel Islands",68726,69735,70349,70668,70473,70520,71028,71298,71899,72727,73322,74201,75029,75906,76450,77136,77537,78078,79228,80867,80395,80029,80656,81019,80931,81114,81239
Chile,4995339,5078962,5287375,5510954,5605902,5603259,5655872,5792653,5916100,6018658,6067560,6101796,6172880,6349096,6546462,6731819,6928359,7115631,7401091,7504723,7963575,8237552,8344377,8487027,8655459,8772809,8884652
China,641843803,650046404,660040921,670927282,681314845,690274242,702632955,711916951,719516986,727598548,737171286,742896411,749451288,756276440,762426576,767603718,771175145,774410172,777009887,778575719,778967720,784390231,789130421,793347524,796905370,800358075,802968952
Colombia,11821172,12141960,12453881,12764256,13420961,14107999,14816538,15559036,16330107,17119829,17920706,18749724,19577424,20406214,20241015,20525582,20306985,20481070,21051961,22256460,22837934,23282097,23858717,24179129,24662611,25038316,25402280
Comoros,119550,123330,127323,131534,135953,140587,145308,150201,155303,160615,166156,171625,177335,183273,189437,195825,202231,208889,215784,222895,230209,237206,244430,251838,259423,267144,274735
"Congo (Kinshasa)",13561794,14071582,14647678,15262253,15842236,16383936,16811290,17224171,17622941,18057182,18545764,19030680,19556760,20122652,20723881,21358718,21971035,22627574,23325554,24072405,24839237,25591550,26389430,27225727,28103944,29076305,30046557
"Congo (Brazzaville)",884717,916115,949278,984304,1021171,1059459,1097947,1138461,1180706,1224903,1270564,1313671,1358640,1405969,1455892,1508671,1560138,1618250,1675660,1732445,1787399,1831509,1874224,1916970,1959888,2008297,2062376
"Costa Rica",1175920,1201865,1225076,1277514,1323397,1386297,1386805,1482195,1564607,1596117,1603342,1717064,1753756,1789914,1801534,1905652,1945948,2013590,2034702,2063740,2074923,2162229,2182008,2227127,2264503,2300264,2335690
"Ivory Coast",4521816,4689473,4867815,5054452,5245375,5437377,5601229,5764704,5925078,6094443,6260800,6381683,6498246,6614013,6733266,6859586,7005870,7161658,7328678,7508619,7701426,7906993,8128729,8364604,8611684,8867217,9115565
Croatia,2190293,2076985,2048807,2116412,2109959,2106573,2021135,2048316,2008384,2025123,1963706,1950545,1932827,1944513,1995958,1994995,1979486,1988421,1984687,1972743,1949140,1870201,1856946,1839625,1890555,1871921,1855492
Cuba,4350111,4410213,4467730,4519442,4562409,4595188,4631125,4649413,4656474,4661630,4669516,4674211,4683321,4694876,4704573,4800092,4893487,5023218,5102578,5268224,5212161,5280307,5301660,5318220,5330127,5334490,5329841
Cyprus,318582,330160,334069,346851,354584,361046,374046,383784,391464,401864,445086,465094,476156,495828,511176,521179,535140,550163,561399,573764,588343,589549,594353,598898,608774,616778,623401
