Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Afghanistan,67.72,69.25,67.6,73.52,76.1,74.83,83.47,85.48,87.83,79.57,71.59,84.36,91.71,95.4,98.18,103.45,86.7,96.66,93.48,91.23,88.72,86.12,83.77,81.98,78.54,75.05,75.58,71.94,68.93,68.7,75.36,70.9,75.92,78.42,80.03,81.19,85.17,89.58,82.79,68.48,71.16,87.11,97.46,86.59,109.39,104.02,122.09,103.3,132.08,126.61,114.58,135.37,134.98,142.51
Albania,37.59,41.48,40.21,48.35,43.41,51.76,51.31,53.29,54.55,56.46,57.9,61.16,66.75,68.07,69.45,77.04,81.53,82.68,85.29,80.19,83.86,88.13,98.63,90.14,90.08,91.03,92.58,79.01,93.87,84.28,61.36,67.47,79.4,79.37,81.57,80.31,82.74,89.27,81.89,86.03,88.82,86.34,91.21,97.85,97.35,104.8,102.01,118.97,127.52,140.15,148.84,160.72,159.34,163.78
Algeria,50.06,53.26,54.07,46.42,54.01,32.47,36.02,48.3,43.06,45.02,46.16,39.74,36.57,39.75,44.69,40.16,29.51,29.36,34.73,38.21,39.22,30.73,32.04,35.13,48.55,49.26,46.44,40.31,46.75,41.09,54.72,60.58,54.32,45.48,55.26,73.04,51.98,60.77,66.87,56.93,65.94,67.39,86.45,98.82,98.92,102.26,85.91,89.19,123.23,126.86,137.88,147.35,167.68,161.08
"American Samoa",60.21,63.41,67.99,65.44,62.51,64.3,70.04,71.35,78.41,74.73,68.65,67.48,66.47,62.4,61.17,57.49,55.97,52.63,44.11,49.11,48.8,48.9,47.47,45.05,43.51,44.58,41.07,41.01,40.8,44.96,42.03,44.64,49.75,53.63,56.7,61.02,64.21,84.88,66.25,74.87,86.05,90.68,100.83,97.05,100.56,102.39,104.25,106.59,109.46,111.33,109.8,105.91,114.61,113.59
Angola,40.61,43.32,42.12,45.36,46.88,48.79,50.02,48.73,52.41,53.39,54.74,52.31,53.62,54.25,45.61,37.94,35.74,34,30.94,31.1,28.33,28.35,28.47,28.75,28.71,30.03,30.42,30.38,30.08,29.27,31.27,33.26,32.38,39.91,39.26,39.77,38.16,46.56,43.13,52.53,62.98,74.35,81.78,93.29,101.68,105.03,120.64,129.79,171.57,181.51,201.11,158.45,227.3,189.08
"Antigua and Barbuda",195.53,204.79,251.07,250.95,160.03,123.17,102.16,74.64,97.65,101.64,173.75,77.68,75.02,71.67,77.5,77.06,78.08,81.28,85.69,89.35,101.3,96.67,88.62,87.61,100.88,101.79,106.12,111.59,92.2,97.86,105.13,105.76,104.76,104.31,102,104.37,106.38,105.37,108.05,107.91,107.23,111.66,113.1,116.28,88.8,94.91,101.82,106.09,108.15,109.81,110.57,107,109.01,110.91
Argentina,25.69,26.33,29.13,30.93,28.09,29.65,33.65,28.81,30.75,33.61,35.14,31.64,35.91,40.9,38.92,41.76,41.62,44.96,46.9,41.43,46.83,53.75,52.2,54.19,51.76,51.61,50.8,55.88,46.3,53.12,56.99,58.01,54.57,58.54,66.09,63.18,71.32,82.99,80.13,81.29,86.79,88.18,92.21,90.66,106.07,103.27,117.68,119.22,84.62,119.3,127.03,110.27,123.45,129.89
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.24,58.65,72.33,70.64,73.55,57.04,64.12,62.47,58.94,63.44,63.04,68.87,85.22,105.47,109.31,124.07,118.33,119.51,96.52,120.28,136.56,141.16,143.23
Australia,24.96,29.85,30.23,34.23,28.92,40.14,31.14,44.97,37.61,36.83,39.64,35.74,43.71,42.34,45.85,44.77,40.71,56.76,54.56,46.62,57.96,45.18,67.72,67.11,65.79,65.51,58.26,64.5,65.84,66.69,62.97,75.5,77.45,60.91,81.34,97.72,95.9,104.23,113.06,108.12,116.62,81.2,110.17,101.14,116.81,82.05,82.66,99.4,101.93,102.37,122.2,137.65,127.24,124.29
Austria,86.38,76.5,87.87,93.3,65.42,83.96,88.38,95.8,90.21,89.09,82.75,78.48,86.81,85.84,86.07,88.09,81.54,88.76,84.89,93.2,82.09,107.96,91.77,93.04,84.57,86.79,82.04,98.09,88.85,89.96,87.23,79.95,82.68,83.85,86.64,86.42,93.5,95.68,98.37,93.89,97.07,95.21,92.37,106.05,99.46,94.49,98.88,110.05,103.49,101.47,118.94,98.75,99.12,114
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.67,78.03,68.03,62.52,64.37,53.74,55.7,62.18,71.77,80.77,84.54,89.87,88.77,106.57,104.66,102.81,108.55,111.54,101.39,112.02,117.46,120.06,110.72
Bahamas,38.56,40.4,42.7,44.14,45.61,49.08,52.35,52.79,53.11,58,54.89,63.13,63.86,65.62,68.38,75.66,75.14,73.76,74.03,73.83,79.94,77.81,74.38,78.21,75.46,73.35,73.87,75.25,78.82,78.06,72.23,67.78,68.32,69.28,74.01,73.95,78.05,81.51,88.29,87.2,91.28,87.95,92.57,98.98,97.77,103.25,109.07,109.7,102.09,132.16,136.4,136.64,137.47,140.79
Bahrain,73.48,73.65,74.8,74.8,75.02,73.78,74.49,75.07,75.58,76.53,77.22,78.8,78.8,85.69,121.05,158.88,200.17,201.38,201.83,204.47,91.82,73.85,75.31,76.41,84.61,89.39,98.84,98.8,98.62,61.6,65.49,74.61,80.02,92.51,110.23,110.45,109.46,128.04,112,110.2,106.98,95.06,97.93,94.43,85.75,119.82,111.02,109.38,109.16,108.31,105.34,105.31,104.51,104.09
