Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Afghanistan,11.44176197,11.44176197,11.44176197,11.44176197,11.44176197,11.44176197,11.44176197,11.44176197,11.44176197,11.44176197,11.43540955,11.42818069,11.42007542,11.41154766,11.40258598,11.39281273,11.3842907,11.3778801,11.3696537,11.36067677,11.34916306,11.33774948,11.32542706,11.32551289,11.33842468,11.36526012,11.42039299,10.57445049,10.63793468,10.700243,11.62260342,11.09171009,15.0528841,23.3272171,24.71832657,33.69041061,34.45075226,34.11286926,33.67222214,35.01689529,34.6358757,35.80920792,36.13288498,38.21756363,39.12535095,39.11103439,41.25311279,42.46595764,42.40659714
Albania,44.95190811,44.95190811,44.95190811,44.95190811,44.95190811,44.95190811,44.95190811,44.95190811,44.95190811,44.95190811,44.98309708,45.02116776,45.07330322,45.13634491,45.20532227,45.28121567,45.34457779,45.4092865,45.4779129,45.55627441,45.63433838,45.69852829,45.73493958,45.72084045,45.6568222,39.69802856,40.31657028,40.65366364,49.0078392,49.40126038,50.99162292,54.1821022,57.57347107,59.14268875,62.13379288,63.76280975,72.17704773,73.92565918,75.78728485,78.92841339,80.00954437,80.70198822,81.12168884,82.82636261,84.23477173,84.91436005,85.01407623,85.74305725,86.15374756
Algeria,15.39369297,15.39369297,15.39369297,15.39369297,15.39369297,15.39369297,15.39369297,15.39369297,15.39369297,15.39369297,15.41169739,15.43396568,15.46543312,15.50417519,15.54676628,15.59367847,15.63264561,15.67368698,15.71643448,15.765481,16.45456314,16.81675339,17.15882301,17.7919426,17.7484169,18.51895142,19.18611526,24.41048813,26.92126656,38.30558014,41.42366409,46.71231842,54.75587845,59.57781982,60.77032089,61.80455399,64.10887909,65.07516479,64.11095428,68.79706573,68.86752319,70.77161407,71.47724915,72.83538818,75.98200226,76.43706512,77.03759003,77.62470245,78.13561249
Andorra,77.86566162,77.86566162,77.86566162,77.86566162,77.86566162,77.86566162,77.86566162,77.86566162,77.86566162,77.86566162,77.89580536,77.9303894,77.97008514,78.01272583,78.05795288,78.10752869,78.15067291,78.18489838,78.22757721,78.27469635,78.33309937,78.38986206,78.44776154,78.44586182,78.38247681,78.25829315,78.0065918,80.52051544,83.12719727,83.52693176,84.53951263,84.41575623,84.31103516,85.36747742,86.92031097,88.84416199,90.61078644,94.60191345,94.60910034,95.84955597,96.49985504,96.52812958,97.19065094,97.86299133,97.90558624,97.94284058,97.98868561,96.37237549,96.44799042
Angola,,,,,,11.24750137,11.24750137,11.24750137,11.24750137,11.24750137,11.25380516,11.26108837,11.26965714,11.27901936,11.28897381,11.29985619,11.30922794,11.31700039,11.32636356,11.3367281,11.34906864,11.36074448,11.37195015,11.37128544,11.35844421,13.50622177,12.81800461,15.78081226,19.23124123,23.12527275,23.84552765,25.07922363,26.99415779,30.31836319,32.72148514,39.16035843,40.24762344,42.18023682,42.34023666,44.08552933,44.34137344,44.11507797,45.159729,46.50082016,49.11164856,47.12354279,46.82931137,46.95209122,47.13900757
"Antigua and Barbuda",,,,,,,,,,,,65.71578217,66.0300827,66.03561401,66.04136658,66.36151123,66.36825562,66.3733902,66.6977005,66.70641327,66.71696472,66.72706604,66.73704529,67.05865479,67.36737061,64.24256897,64.98674011,62.07194519,62.89503098,63.3527832,63.81001663,65.0583725,68.70652008,71.96932983,73.80891418,78.4041748,79.3983078,79.57213593,79.62171936,80.46908569,81.49288177,82.0776825,82.64147186,83.62059021,83.9930954,84.79718781,85.41738129,86.20842743,86.42028809
Argentina,46.70205688,46.70205688,46.70205688,46.70205688,46.70205688,46.70205688,46.70205688,46.70205688,46.70205688,46.70205688,46.74412537,46.79368591,46.85539246,46.92563248,47.0012207,47.08407593,47.15450668,47.21855164,47.29137802,47.37311172,47.46337128,47.54426956,47.61024475,53.72457886,54.76228714,57.15861893,58.0652771,60.49750519,63.8764534,67.45014954,70.72736359,73.5895462,74.47206116,74.37264252,76.06404114,75.1524353,74.64360809,74.49972534,75.64791107,76.19004059,78.11586761,78.46133423,79.3380661,79.73867035,80.42409515,81.08196259,82.00746155,83.51385498,83.8278656
Armenia,,,,,,,,,,,,,,,,,,,,,,23.09706879,23.1049118,23.1146431,23.12469482,30.4353714,35.41413498,38.46123505,41.08498001,50.4065094,56.44290543,57.40186691,58.29539108,58.75528717,59.96114731,65.34502411,64.11729431,64.05258179,66.0984726,66.81409454,72.18507385,74.05077362,74.86214447,76.52693176,78.2798233,79.6815567,80.08880615,80.47227478,81.41275787
Aruba,,,,,,,,,,,,,,,,,59.42819595,59.40905762,59.38861847,59.36531448,59.34183121,59.32229996,59.31058121,59.3146286,59.33429337,59.35548019,59.39030075,59.96564865,60.54210281,61.10983276,66.04318237,66.58588409,66.59037018,67.13909149,68.25232697,68.80950165,84.69752502,80.75225067,81.89920044,80.1619873,77.954422,79.00652313,80.06066132,80.54393005,81.0271225,81.49699402,81.94735718,81.84925842,81.73846436
Australia,79.9145813,79.9145813,79.9145813,79.9145813,79.9145813,79.9145813,79.9145813,79.9145813,79.9145813,79.9145813,79.9479599,79.98728943,80.03631592,80.09214783,80.15224457,80.21812439,80.27411652,79.3758316,80.38301849,79.49000549,80.84056854,79.47364807,81.57993317,81.61878967,82.90026855,83.49759674,82.75283051,84.57335663,87.80831146,89.29734039,90.28931427,91.03333282,91.3997879,90.25471497,90.3127594,92.34725189,92.49061584,91.72338867,92.2021637,92.18464661,92.2934494,93.27993011,93.34864807,93.8325119,93.46456146,93.5475769,93.6448822,94.1622467,94.2858963
Austria,62.06693268,62.06693268,62.06693268,62.06693268,62.06693268,62.06693268,62.06693268,62.06693268,62.06693268,62.06693268,62.09056854,62.11772537,63.3884697,63.42713165,64.09308624,63.82717514,67.9633255,70.22927856,70.29659271,70.37247467,70.45415497,72.35751343,75.32673645,75.04066467,76.45876312,77.07499695,82.77197266,83.41384888,84.85237885,86.96602631,88.47595978,88.64945984,80.4645462,82.48171234,82.05763245,86.19039154,87.01443481,89.08682251,89.54104614,89.99959564,90.05865479,90.52146149,90.56503296,90.60270691,90.65074158,90.67199707,90.30834198,91.21074677,91.28694916
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,34.66764832,34.70568085,35.3294754,35.57098389,37.20761871,40.06753159,43.27553558,44.71489716,49.1516571,53.36235046,54.13944626,61.48125458,47.24701309,64.38609314,64.68626404,66.32819366,66.83378601,67.88310242,70.42798615,73.21963501,74.1252594,74.72690582,76.77445221,77.49474335,77.5322113,78.1214447,78.46129608,79.20394897
Bahamas,,,,67.814888,67.814888,67.814888,67.814888,67.814888,67.814888,67.814888,67.82610321,67.83847046,67.8508606,67.86261749,67.87452698,67.88741302,67.89910126,67.9052124,67.91532135,67.92580414,67.94277191,67.96166229,67.98721313,67.98920441,67.9664917,71.94142914,73.26127625,72.70832062,73.70024109,74.70695496,76.52024841,77.56105042,83.83299255,83.31015015,82.53501129,83.29032898,82.72278595,82.54993439,81.59767914,81.97967529,83.60033417,85.65805817,86.4892807,86.94521332,86.90090179,87.09583282,86.66956329,86.6830368,86.7137146
Bahrain,,55.20635986,55.20635986,55.20635986,55.20635986,55.20635986,55.20635986,55.20635986,55.20635986,55.20635986,55.21911621,55.23604965,55.26390839,55.30091095,55.34235382,55.38819122,55.42550659,55.46958923,55.5126152,55.56283951,55.60617447,55.31479263,55.31646347,55.94789886,56.88323593,61.65497971,62.69643784,61.30508041,62.64633942,61.46199036,60.37376404,62.38681793,62.33454514,65.58487701,65.23847198,64.86685944,68.88392639,70.2149353,73.06946564,73.87863159,74.82017517,77.09127045,76.37203979,77.40003204,77.94780731,78.85649872,65.24610901,78.50979614,79.2049942
Bangladesh,,16.52090645,16.52090645,16.52090645,16.52090645,16.52090645,16.52090645,16.52090645,16.52090645,16.52090645,16.52945328,16.84681702,16.85277367,17.16636658,17.48152542,17.48571587,17.8056221,17.80361557,17.80657387,18.12780762,18.46113205,19.12332916,19.47738838,20.44699478,20.73789787,21.91267967,22.0582695,19.17067719,23.127491,28.88238907,30.60032082,32.92311859,31.89889336,32.07545471,32.40557098,33.50064468,37.90343857,40.45355225,41.51620483,44.05794144,46.9536972,48.21481705,50.39464951,51.46023178,53.3550148,53.37465668,51.89850616,51.33892822,51.4571991
Barbados,50.33421707,50.33421707,50.33421707,50.33421707,50.33421707,50.33421707,50.33421707,50.33421707,50.33421707,50.33421707,50.36788559,50.40625381,50.44947052,50.49510956,50.54312515,50.59548569,50.64109802,50.67575073,50.71993256,50.76820755,50.8296814,50.89035416,50.95517349,50.95444489,50.88599014,49.81443024,62.28816605,63.36475754,65.52714539,65.46453094,68.75346375,74.98574829,83.24871826,85.3478775,85.40096283,85.78780365,86.19591522,86.18180847,85.77780914,86.16869354,86.15340424,86.55433655,86.9611969,87.17617035,87.57579803,87.55336761,87.94828796,88.13395691,88.1096344
Belarus,,,,,,,,,,,,,,,,,,,,,,27.92152596,27.96203613,27.94696426,27.55591011,30.55768394,37.41087723,34.40491486,35.79457474,44.73064804,49.03579712,52.23173904,52.83282089,59.95751572,60.32180023,61.03668213,57.71030807,59.8355217,60.57808304,66.28318024,67.39588928,68.7480011,70.37929535,71.31252289,73.04482269,73.8916626,75.0287323,77.43647766,78.52610779
Belgium,49.98610306,49.98610306,49.98610306,49.98610306,49.98610306,49.98610306,50.90917587,52.44762802,52.44762802,52.75531769,52.80951691,52.87229919,52.94668198,52.71735001,52.80304337,52.58287811,52.66226196,54.31045914,55.34999847,55.13113785,55.24584198,61.6685257,65.84313965,70.61144257,74.49900055,77.06731415,78.95583344,79.94591522,80.97907257,84.2896347,87.96238708,87.90153503,90.46370697,92.44693756,92.81002808,92.63757324,94.66487885,95.05625916,95.44789886,95.3367157,95.75289917,96.5871048,96.6520462,97.06597137,97.0639801,97.06148529,97.48103333,97.06409454,97.0777359
Belize,,,,,,,,,,,,44.15476608,44.16240311,44.16717911,44.17110825,44.17511368,44.17974091,44.17642212,44.17791367,44.17815018,44.18740463,44.20184326,43.90812683,43.91378021,44.85803986,48.53143692,56.04714966,58.05744553,59.46290207,62.28356934,64.2831192,64.53850555,64.70544434,66.38855743,67.93912506,70.70368195,71.95847321,72.56140137,72.35136414,73.49961853,74.06010437,73.4154129,74.30119324,74.16713715,74.92035675,75.25830841,75.58102417,74.4538269,74.38782501
Benin,24.3099308,24.3099308,24.3099308,24.3099308,24.3099308,24.3099308,24.3099308,24.3099308,24.3099308,24.3099308,24.32009888,24.6387558,24.95396233,25.2663784,25.26738167,25.58191681,25.58548355,25.8943615,26.53024483,26.85106468,27.18709183,27.20996475,27.25041962,28.54501534,28.5106945,29.04365921,28.82724762,37.17513657,39.25066376,43.66331863,44.63898849,45.80739594,47.60350418,49.45400238,49.65284348,49.58319473,50.30330276,50.94098663,49.80757904,50.45897675,51.10790253,51.79475021,51.44216919,51.7290802,51.55698776,52.89146423,53.16867447,53.65129471,53.46473312
Bermuda,77.57215881,77.57215881,77.57215881,77.57215881,77.57215881,77.57215881,77.57215881,77.57215881,77.57215881,77.57215881,77.58824158,77.60781097,77.63439941,77.66639709,77.70137024,77.73986053,77.77205658,77.80460358,77.83934784,77.87895966,77.91889191,77.95209503,77.97200775,77.9651413,77.93170166,77.89567566,81.07065582,83.20367432,85.36447906,86.45308685,87.00000763,88.09442139,88.64221954,89.18984222,89.74082184,90.29100037,91.40329742,92.4036026,93.49954987,93.93573761,94.37533569,94.91087341,94.90131378,95.8859787,95.87145996,95.85455322,95.83399963,95.81136322,95.78579712
Bhutan,35.8972168,35.8972168,35.8972168,35.8972168,35.8972168,35.8972168,35.8972168,35.8972168,35.8972168,35.8972168,35.88919067,35.88009262,35.87001419,35.85951614,35.84851456,35.83653259,35.82604599,35.81837845,35.80834961,35.79745483,35.78319168,35.76887894,35.75300217,35.7529335,35.7692337,37.04489136,37.10056686,36.25487518,36.31856918,31.97422409,36.05931473,38.12680817,41.32649612,37.8466568,44.85527802,42.28022385,43.71353912,46.06771851,46.44652176,47.62142944,52.55331421,53.3217392,54.61932755,55.94120026,58.20552444,60.28167725,61.41026306,63.83314896,64.01043701
