"Data Item",1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"United States",3.35,3.18,2.76,2.58,2.57,2.47,2.51,2.42,2.32,2.17,2.08,1.91,1.75,1.75,1.73,1.73,1.69,1.65,1.58,1.55,1.53,1.51,1.51,1.48,1.44,1.46,1.42,1.36,1.26,1.15,1.11,1.1,1.14,1.1,1.08,1.15,1.19,1.16
