Country,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mozambique,445,10414,8711,10220,7457,13519,30070,16358,11909,11734,12508,16507,16109,12749,12142,22832,18082,5059,3092,5799,9618,4166,9251,15324,15693,3936,7375,7085,7155,28898,9396,12598,183,267,4,60,2321,177,145,8,9,79,100.5,122,16,63
"Burma (Myanmar)",2350,4326,7674,6190,5867,17090,21457,26821,25102,18919,16580,16386,3830,5540,4323,3883,7900,4437,1794,2682,1855,1170,1684,1035,1465,791,845,2519,736,830,1329,314,760,1088,333,329,190,2046,2175,1010,122,6,266,1293,1389,5252
Namibia,,,,,,,,,,,,,,16874,4482,5080,5678,6276,6874,1328,133,1723,4901,5359,495,296,469,416,1278,262,4,4,3,21,2048.5,4076,3138,79,86,1028,477,212,40,16,9,12
Nauru,,,,80,33,21.5,10,5.5,1,1,1,1,1,75.75,150.5,225.25,300,265.4286,230.8571,196.2857,161.7143,127.1429,92.5714,58,29.5,1,1.7692,2.5385,3.3077,4.0769,4.8462,5.6154,6.3846,7.1538,7.9231,8.6923,9.4615,10.2308,11,,,,,,,
Nepal,,,225,307,854,1025,561,254,1268,1117,2042,952,68,190,193,171,182,93,136,59,1401,4810,7213,12677,5771,7584,9397,10849,6749,13344,12074,5023,2838,1415,2089,189,190,2359,3362,1861,1279,1599,1269,99,260,430
Netherlands,,,2512,1812,133,56,178,77,95,480,82,24,90,227,1519,124,16,59,472,468,302,184,57,21,9,2368,1019,511,3,4,11,4,1,10,109,15,15,51,10,2632,140,7,6,16,24,84
"New Zealand",,,,,,,,,,,,,,,,,,9239,4654,69,33,702.3333,1371.6667,2041,164,106,65,65,21,66,33,20,20,25,111.5,198,43,597,68,8,280,10,103,15,30,2189
Nicaragua,841,1934,1368,901,161,1270,3784,224,226,112,153,956,2550,792,314,818.5,1323,1827.5,2332,339,3,5,,,,,,,,,,,,,,,,,,,,,,,,
Niger,32646,17018,23523,18175,35302,44294,36811,36139,39815,30288,42199,64689,17626,14290,16864,22932,20463,90071,31341,36557,48685,67986,68921,32649,11404,36156,21319,61208,31584,54190,63057,2183,59,282,1317,801,372,771,272,1224,1142,7693,776,1171,5034,10321
Nigeria,115634,134976,153560,282897,188727,176468,162106,129671,139785,136778,182591,161768,115743,77566,75908,33678,115682,44026,85965,54734,106081,12393,88675,21385,143098,217151,212183,168107,42007,141258,31521,110927,704,2613,9960,1272,8491,18843,6447,52852,6855,12423,17136,11190,7063,28094
Niue,,4,2.5,1,1.5,2,22,2,6.75,11.5,16.25,21,7,4,1,1,61,121,81.3333,41.6667,2,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,15570,3636,3204,13407,15942,2724,1322,4586,10974,6181,1775,1312,1219,563,133,13,95,17,73,7,6,18,23,11,9.25,7.5,5.75,4,5,8,7,6.25,5.5,4.75,4,2,3,39,4,8,3,14,7.5,1,12,18
Oman,,16679,21187,11689,22221,16706,10630,40679,16645,9151,9652,4161,2001,3804,6052,4255,1262,220,1834,3108,181,68,46,12,5,9,15,15,5,1,18,25,13,24,18,19,3,5,13,37.5,62,86.5,111,9,,
Pakistan,2353,6892,3069,6571,26163,26263,28573,29010,19890,21004,17322,26686,42304,45996,55543,2349,21785,617,2967,1967,1421,1720,1090,1848,2333,2940,2064,3849,3903,4740,4248,2981,7641,2801,1129,863,4321,4386,8046,8749,1370,386,2703,9175,33007,2066
Palau,,,,,,,,,,,,,,,,1,24,47,70,93,74.6,56.2,37.8,19.4,1,,,,,,,,,,,,,,,,,,,,,
Panama,508,245,1317,2545,2346,4350,2096,4332,4014,595,358,4295,4199,1885,378,301,1891,2430,845,90,3,19,18.0625,17.125,16.1875,15.25,14.3125,13.375,12.4375,11.5,10.5625,9.625,8.6875,7.75,6.8125,5.875,4.9375,4,,,,,,,,
"Papua New Guinea",4141,4172,6135,7121,8059,9394,12125,16519,12771,10023,9874,5680,19024,10206,6543,9799,4575,2740,6634,8212,6821,3730,2313,678,1148,6304,7135,4023,17620,3863,1385,1222,1,2.5714,4.1429,5.7143,7.2857,8.8571,10.4286,12,2299,38,22.5,7,19,1
Paraguay,2601,140,1331,1596,487,1309,745,428,531,1259,979,666,610,1742,755,386,1396,526,864,2066,122,73,13,143,70,,,,,,,,,,,,,,,,,,,,,
Peru,7687,6749,9761,8827,3386,13345,19246,10071,12708,7619,13039,9393,6099,6240,5785,1145,737,1014,22605,1730,670,353,105,95,10,12,1,1,1,1,1,1,1,1,1,1.4286,1.8571,2.2857,2.7143,3.1429,3.5714,4,16.6667,29.3333,42,2
Philippines,22999,28198,29901,27694,27842,29230,26765,27031,35989,43684,75290,62959,59375,81896,70801,68986,42938,29037,39304,7541,3006,3913,6565.5,9218,1984,2981,7120,7360,7003,10511,3025,118,9,530,341,1469,6368,6538,1536,2920,58848,619,716,2428,20827,48525
Poland,70857,146664,125168,44949,84073,30653,24882,35283,7620,11271,54403,35680,6806,1286,1005,7225,56471,2419,3695,1410,864,752,639,338,2255,99,77,133,34,48,11,13,120,40,77.5,115,13,42,71,84,97,110,123,63,359,1367
Portugal,,,,,,,,,,,,,,813,2285,11791,407,275,208,881,3230,192,112,129,96,50,45,26.5,8,8,5,7,5,3,1,3,5,2,23,1,12,23,34,34,162,10
Qatar,215,126,242,376,319,402,392,1489,506,816,886,1410,2095,409,382,1083,314,563,68,86,31,34.5,38,439,116,81,46,23,34,24,29,74,144,361,236.5,112,295,101,160,73,46,18,30,9,2,5
"South Korea",4867,4973,7328,5064,6149,2533,5097,2307,6776,695,2246,1283,1818,1880,1579,2394,3415,4532,5649,6766,7883,71,71,2,4,16325.5,32647,23060,62,33,11,7,28,194,2,17,114,42,2,107,442,7,18,5,15,194
Moldova,,,,,,,,,,,,,,,,,3242,621,322,866,3951,1174,344,364,673,245,687,457,4929,87,4,6,34,10,10.2,10.4,10.6,10.8,11,27,2,86.5,171,255.5,340,90
"Macedonia (F.Y.R.O.M.)",,,,,,,,,,,,,,,,,,181,180,2495,229,217,1056,364,208.5,53,36,27,19,18,9,5,3,1,27,5,217,701,7,4,116,1,10,19,64,1337
Romania,122470,110703,113907,124227,110124,66371,10476,21584,61682,4723,2108,5007,34037,11833,1810,3870,4691,1773,6061,28321,6228,2188,906,23579,9547,240,35,10,14,9,117,5043,3196,353,12,8,193,4189,7450,1159,59,4,2435,9076,6407,3900
Russia,,,,,,,,,,,,,,,,,18370,20449,18570,74463,28672,6630,7120,2874,6215,7428,4800,2072,580,3291,2444,454,1147,173,27,101,129,629,2123,2339,4711,843,178,721,2539,4491
Rwanda,48246,44721,79278,73337,96203,61094,80402,79384,36792,20001,17269,16760,42749,12387,4364,5429,8970,5820,17429,9861,5999,28874,3988,787,2573,4359,2095,896,2738,1064,386,129,494,26,6,5,121,31,75,17,10,1,95,145,229,818
"Saint Kitts and Nevis",,,,1,9,856,305,52,138,556,2,27,22,21,12,12,80,64.2,48.4,32.6,16.8,1,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Lucia",382,520,725,429.5,134,9,35,134,2039,71,13,9,32,4,4,10,30,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,
"Saint Vincent and Grenadines",1,202,7,18,29,40,257,19,757,63,15,5,2,1,10,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,538,314,1348,240,1026,68,376,72,28,7,551,1095,1,1,1,1,2,3,4,7,33.6667,60.3333,87,47.5,8,8,8,8,8,8,8,8,8,8,8,8,8,4.5,1,1.4,1.8,2.2,2.6,3,2845,5687
"San Marino",,,,,,,,,,,,,,,,,1,1,7,6,10,14,18,22,15,8,1,1.6667,2.3333,3,2.7778,2.5556,2.3333,2.1111,1.8889,1.6667,1.4444,1.2222,1,2.5714,4.1429,5.7143,7.2857,8.8571,10.4286,12
"Saint Thomas and Principe",476,250,24,8,186,362,519,194,3,216,576,62,69,93.5,118,64,10,36,62,88,319,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,,,,
"Saudi Arabia",47202,27173,28472,24407,36993,30627,46115,35790,33294,44633,30457,18393,22830,29220,8225,3588,5439,6368,11299,3182,1253,2574,2407,3978,5519,2815,1485,155,311,1208,1880,373,807,4648,158,82,334,362,294,1164,154,219,125,459,1164,1035
Senegal,35069,26567,46309,44844,29888,39188,29144,34516,32380,26481,19931,13381,6831,3453,1596,10940,5004,11427,15367,14693,5944,7006.5,8069,6594,6594,3668,5839,24789,18184,1519,31,17,3,11,6,999,428,18,46,17,32,58,162,11,12,267
Serbia,24340,31782,31487,27918,27667,18596,37441,20878,13826,12967,20233,25325,14148,8639,6629,16149,4978,991,2108,16777,800,524,458,4692,922,288,38,35,63,15,11,2,2,201,2,1,20,370,185.5,1,37,383,11,721,5076,22
Seychelles,,,,,,2,3,4,347,267,19,10,4,2,3.5,5,13,6,5.2,4.4,3.6,2.8,2,3,626,2,3.1429,4.2857,5.4286,6.5714,7.7143,8.8571,10,1,,,,,,,,,,,,
"Sierra Leone",1328,901,474,534,151,4102,3625,3408,4102,4327,4016,3351,164,1000,207,625,830,284,914,2288,114,344,352.5,361,1432.3333,2503.6667,3575,649,568,586,7,29,33,38.5,44,31,1089,1865,678,15,1006,607,920,1873,344,40
Singapore,2,7,131,255,384,513,642,771,1965,677,2417,136,218,123,192,146,143,216,606,382.5,159,185,799,1413,114,65,141,408,211,33,96,33,23,15,18,16,50,148,42,138,121,104,87,70,38,152
Slovakia,,,,,,,,,,,,,,,,,47,211,415,551,29,2,311,620,530,424.2,318.4,212.6,106.8,1,2,1.9091,1.8182,1.7273,1.6364,1.5455,1.4545,1.3636,1.2727,1.1818,1.0909,1,4,7,565,318
Slovenia,,,,,,,,,,,,,,,,,,32,10,7,134,398,8,9,13,1,1.0909,1.1818,1.2727,1.3636,1.4545,1.5455,1.6364,1.7273,1.8182,1.9091,2,22,2,1,52,18,1,8,9,51
"Solomon Islands",,,,2936,3054,39,340,2104,3331,923,238,2,218,434,593,13779,343,45,86,1527,640,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,,,,,79,187.6,296.2,404.8,513.4,622,487,128,70,222,296,988,1108.2857,1228.5714,1348.8571,1469.1429,1589.4286,1709.7143,1830,2452.5,3075,5523,3965,3571,9559,8257,12008,6007.5,7,1149,1081,13,115,17298,9983,3173,10229,7497,26,23039,9126,283
"South Africa",,,,,,4115,19193,15809,12906,16735,16160,17884,13459,22559,15258,18268,10624,4777,22745,12870,6845,8845,6501,1337,977,385,1459,1166,1043,244,830,615,81,31,39,5857,12499,92,32,25,66,17,18,210,71,59
"South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,1952,525,441,878,898,487,263,3401
Spain,147793,179638,133060,129375,129712,93608,145322,146689,159562,304350,38914,80663,220109,35146,22701,32908,21650,24445,24460,11985,6796,8849,4964,1842,446,246,152,109.5,67,256,26,22,362,267,297,41,302,3802,1204,131,154,115,37,161,225,288
"Sri Lanka",1580,5000,5639,5814,6128,6126,5032,6232,13273,8171,13215,9398,6235,3508,2630,780,4004,1896,701,558,566,408,158,195,177,2417,16527,309,139,65,35,3,23.5,44,33,21,79,60,51,2107,1686,1568,112,1,1,49
Sudan,57507,58028,24542,35115,16426,44015,50168,64804,68171,2806,2390,67589,27136,1635,7466,15114,14075,30014,17017,683,963,841,2559,350,550,3347,2875,4362,4529,4381,9562,1374,228,327,129,68,680,5616,8523,2813,676,3585,1767,665,4980,3555
Suriname,,,143,170.75,198.5,226.25,254,716,647,17,40,110,37,5,68,51.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,7464,7841,8774,10313,6908,8668,1786,3540,6223,4626,1003,326,173,105.5,38,62,29,25,57,25,21,23,44,62,61,60,59,5,9,3,5,13,19,1,25,3,6,26,30,51,26,22,3,41,43,20
Switzerland,,,,,,,,,,,,,,7400,7600,2700,1990,2700,4300,3000,1400,1400,2000,6400,2000,800,750,700,637,574,39,60,537.5,1015,2022,958,77,621,61,175,23,35,65,105,50,
Syria,1981,2057,1054,1492,1062,1664,1478,1729,800,879,1405,425,2154,292,58,729,535,359,374,2300,1334,1362,2060,6850,5400,3,146,290,538,801,189,375,517,403,19,22,26,13,13,740,594,45,66,737,329,27
Tajikistan,,,,,,,,,,,,,,,,,6897,1241,2439,5045,531,56,42,3882,3070,177,192,38,927,2144,4,3.5,3,2,1.75,1.5,1.25,1,16,1,2,3,52,654,330.5,7
Thailand,2739,3392,5538,8775,8502,13151,16795,24298,27691,34713,47205,32156,19545,42172,36092,14862,29244,26709,7892,17851,38659,11112,5757,15122,13734,3167,4074,7319,10315,4519,4165,3526,3588,3893,7790,6071,2583,3156,5197,2641,1397.5,154,652,1946,6035,5412
"Timor Leste",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,41,203,90,63.3333,36.6667,10,50,763,16,4,47,43,2,8.6667,15.3333,22
Togo,19020,24304,26018,23057,37445,18356,33960,19043,21925,19403,25869,25729,13119,10111,17577,3499,4548,9934,6959,4017,7298,6144,223,450,3771,2540,3578,1833,363,295,61,38,26,8,187,425,120,187,238,564,577,20,15,46,38,69
Tonga,34,1260.5,2487,84,17,523,2336,187,19,36,5,412,233,163.6667,94.3333,25,65,18,10,224.2,438.4,652.6,866.8,1081,36,6,5,4,40.3889,76.7778,113.1667,149.5556,185.9444,222.3333,258.7222,295.1111,331.5,367.8889,404.2778,440.6667,477.0556,513.4444,549.8333,586.2222,622.6111,659
"Trinidad and Tobago",219,244,589,1602,775,394,384,3601,1284,2392,3556,3549,2660,441,388,2170,511,141,117.6667,94.3333,71,47.6667,24.3333,1,,,,,,,,,,,,,,,,,,,,,,
Tunisia,,,,,250,351,225,3007,1828,1464,2481,4766,3740,573,288,1147,547,1250,11872,1413,597,676,533,371,123,101,47,231,98,22,1,15,3,4,2,1,1,11,48,16,15,16,7,5,13,4669
Turkey,12836,24347,21740,16123,12517,11471,8618,26547,8778,31515,30666,14695,2267,2194,9279,19273,11372,22521,24626,34285,23733,13544,27171,22795,27120,16329,16244,30509,7823,5844,8927,6200,34,3,3.5,4,7,111,349,7405,565,342,9,84,716,2904
Turkmenistan,,,,,,,,,,,,,,,,,2806,1346,692,2486,2613,393,96,377,1035,452,113,9,11,1,1,24.5,48,59,,,,,,,,,,,,
Tuvalu,,,1,32,63,94,509,3,20,11,2,96,190,284,227.4,170.8,114.2,57.6,1,1,1,1,51,14,,,,,,,,,,,,,,,,,,,,,,
Uganda,3643,6802,12828,26879,17877,2571,13415,18630,11408,43016,20072,15470.5,10869,6267.5,1666,660,2637,19574,36511,43163,49815,42659,26198,12562,42528,42737,42554,48543,49871,29429,141,22,5736,3776,1319,1601,1313,3312,2027,7878,314,478,139,1021,2627,920
Ukraine,,,,,,,,,,,,,,,,,6841,5321,13289,23452,9837,1923,8678,7000,5107,1389,817,16970,7587,411,146,2392,42724,1005,48,43.5,39,1333,12746,8532.3333,4318.6667,105,102,4782,53219,57282
"United Arab Emirates",555,399,897,1056,1973,1616,2796,2820,1691,2105,1749,2400,2158,2913,1187,1068,1187,1148,1063,745,518,671,425,243,296,117,69,30,53,42,22,29,37.6667,46.3333,55,71,87,109.5,132,238,344,347,223,121,172,187
"United Kingdom",118672,158619,68422,190393,133811,93371,147962,61779,105642,114948,67632,104774,90214,44850,88259,30160,28228,11727,12317,12018,23525,9017,6866,4844,74,89,104,73,314,460,189,79,764,1022,1445,1212,443,1112,2092,1919,133,91,558,364,1216,1092
Tanzania,,,33221,67756,83009,66062,63100,79764,102127,68804,39311,46032,38229,42109,14568,7033,14920,27188,13040,16471,3558,3160,10676,7287,10023,5887,14649,11847,5131,1673,1419,23,2362,7726,3413,1574,167,1622,1668,185,88,30,33,852,74,120
"United States",22094,24374,41126,57345,26871,13597,13506,3124,1714,1497,2587,2822,6282,3655,3396,18193,27786,9643,2231,312,958,309,489,138,100,100,85,116,41,56,37,66,55,43,140,71,63,220,55,187,667,188,85,120,375,
Uruguay,4456,5754,1356,5178,552,1226,141,15465,135,18,352,160,198,1190,76,20,110,2040,187,16,10.5,5,2,2,6,34,32.75,31.5,30.25,29,27.75,26.5,25.25,24,22.75,21.5,20.25,19,17.75,16.5,15.25,14,12.75,11.5,10.25,9
Uzbekistan,,,,,,,,,,,,,,,,,3943,3878,2020,2354,1661,294,228,261,875,1193,80,22,25,85,75,737,823,863,2,59.5,117,476,320,164,8,22,1,11.5,22,1672
Vanuatu,,129,24,1133,378,7,39,45,832,401,1634,940,1064,253,140,169,67,541,154,67,27,27,4,113,62.5,12,9,7,101,165,84,3,3.7778,4.5556,5.3333,6.1111,6.8889,7.6667,8.4444,9.2222,10,39,,,,
Venezuela,33454,34796,23268,13330,18568,21691,9750,31255,14200,11263,11833,21974,14026,19261,12339,10160,9881,15273,11949,20244,15364,172,89,27,4,13,22,115,2392,1813.5,1235,656.5,78,32,25.8,19.6,13.4,7.2,1,146.2,291.4,436.6,581.8,727,5667,548
Vietnam,26975,63896,71011,122558,115034,117560,86901,62400,72466,125176,87796,82231,68463,30460,23308,22332,8175,9874,11830,12015,11853,6171,5156,6507,11690,14134,16512,12058,6755,2297,217,410,1978,17,352,6582,2809,750,578,1123,15033,256,46,227,2256,14156
Yemen,1530,2564,8814,14234,7744,23335,18020,21355,24482,33348,39713,27997,15596,17408,10424,26681,13378,75,2420,601,35,225,138,51,8785,26126,13305.5,485,890,8536,12708,6285,8079,13,7,130,510,2676,2177,400,815,468,143,433,10640,1161
Zambia,113643,91461,128135,112021,98516,95069,98659,184210,73499,51140,36881,51000,23866,14793,12487,5747,6748,2822,11006,11829,14255,8533,9459,7140,15329,23518,30930,16997,25036,881,35,45,459,535,140,26,15754,13234,896,35,9,9,8,13,11,15
Zimbabwe,,,6112,9026,6081,8849,23650,4995,4941,36253,21662,22290,20388,17675,49812,47509,13728,24090,17346,34071,37785,8529,37407,12971,2049,772,1483,529,304,998,31,420,212,242,547.5,853,9696,8080.1667,6464.3333,4848.5,3232.6667,1616.8333,1,1,1,4
