"Data Item",1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Black representatives",6,6,6,8,10,11,12,13.5,15,15.5,16,16,16,16,16,17,18,19.5,21,20.5,20,21,22,23,24,25.5,27,33,39,40,41,40,39,38,37,36.5,36,36.5,37,39,41,41,41,40,39,40.5,42,42,42,44,46,48,50,53,56
