Country,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Austria,,2.352345715,2.996829695,3.321868921,3.416796377,3.191946821,3.002992346,2.518273458,2.542447599,2.038540087,1.994948724,2.166289753,2.044556314,2.089006539,1.880161387,1.941623277,1.568401568,1.439499622,1.568812245,1.74027377,1.533035994,1.40389829,1.488556749,2.022245438,1.21354689,1.763830757,1.275737183,1.254739967,0.992832526,0.914191752,1.055190829,1.125614701,1.313185739,1.027258857,1.254191814,1.256077205,1.050247101,1.194424862,1.273292029,1.876546594,2.275723023,2.562378645,3.173692617,4.636414463,5.278911124,2.674997451,3.375867295,3.456456577,3.218493744,3.371344946,3.624504386,2.658384621,2.386195601,1.96798511,1.705897762,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.39021652,61.44838123,68.931057,78.59607586,85.08093842,91.32822862,88.92237479,86.01067066,82.21596106,76.7646114,84.59134206,81.39896585,97.08278487,92.85686298,94.50949632,94.74739396,93.41935678,92.98503898,92.63841257,87.02313552,87.51498266,90.13947243
Bahamas,,,,,,,,,,,,,91.83641197,94.50777864,90.81265741,91.9685,93.1244,94.2803,95.43622222,92.16341916,88.41569105,89.65853958,84.32924662,65.69229201,49.66218445,37.45428186,40.25864222,36.2328,32.207,28.1812,24.1554,20.1296,16.1037,12.0779,8.0521,4.0263,0.000476776,0.171,0.341470598,0.1851,0.02871824,0.026,0.0234,0.0207,0.018,0.0154,0.0127,0.01,0.0074,0.0047,0.002020524,0.002008101,,,,
Bahrain,,,,,,,,,77.87215097,81.41452957,78.28150084,80.62253411,84.47690923,81.45615271,78.95787481,78.63228041,79.65928143,0.727744592,0.290528101,0.213286222,0.129751979,0.057021754,0.175614336,0.072613676,0.034291311,0.00424573,0.003700127,0.004304551,0.004427745,0.032088902,0.025898214,0.00933351,55.54908803,53.12921771,0.017637078,0.0232,0.0288,0.0343,0.03992076,66.93353732,69.36640397,72.5181646,75.54461779,78.15928027,80.5901159,80.83024976,69.06259078,68.60204297,74.3474764,71.84392274,64.14880278,59.00503373,66.83465476,58.14473698,55.03088481,
Bangladesh,,,,,,,,,,,,,,,,1.534776128,1.210929296,0.6059,0.000883885,0.001754972,2.236837098,3.715179287,1.877380972,2.545890922,1.734343609,0.8663757,1.111794636,1.227626711,1.278832738,2.062247472,0.893245569,0.855248611,0.475965232,0.449813472,0.26792349,0.382926323,0.222245801,0.2257,0.229218459,0.156088285,0.305510456,0.323339463,0.468685482,0.579411123,0.761461123,1.623045043,1.410664172,1.726703219,1.873404523,1.151975632,1.675285153,1.135842763,0.8487,0.561579807,,
Barbados,,,,,,1.201257277,1.054235825,1.34833737,1.269053198,0.237487728,0.59874987,0.783441053,1.657730316,1.231928567,0.958451714,0.345762529,0.544779681,0.199038603,0.17669393,0.151809503,0.240775705,0.346710742,0.330386185,0.001150308,0.014014617,18.05748179,16.57050267,19.37149531,27.52465732,28.38340106,0.042349491,0.12244203,0.024774928,0.024585798,0.00760667,0.008411908,2.961349918,5.729642709,8.624427778,5.13270533,3.737827165,7.465995536,8.825210579,7.896872935,9.421866682,22.98840669,8.509967831,5.18462777,0.021633232,7.378605979,10.80756093,9.206663556,9.42637536,5.564839393,3.551638186,5.232462428
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76463093,9.05706914,19.7874948,17.60128683,20.07700496,21.86294277,26.74095717,34.62934827,38.17807194,34.91930915,36.92703802,37.26633105,27.5490687,35.65378484,37.6416417,32.12514141,33.16786379,28.9159441,20.51034325,
Belgium,3.810327816,4.493404592,3.929072966,3.241171439,2.772784161,2.775064801,3.1194529,3.30144183,2.667353416,2.68136877,2.904667458,2.851852505,3.333554543,4.842615925,4.796044369,5.372709171,4.269222625,6.286865034,8.301193099,8.982651226,8.589350782,8.309233742,7.812220273,6.451048806,4.801830561,3.686857494,3.524373363,3.38797232,3.430935489,3.82730144,3.42254323,3.350117948,2.963115201,2.564943847,3.158706802,2.883399941,2.416942988,2.886215464,4.527983726,4.0052681,4.331738727,5.293962864,5.632358057,6.987596449,7.876634577,7.008900559,9.200623673,7.458383296,8.791204827,10.75099697,11.46654999,12.90739843,11.33667661,8.370263043,6.82584136,7.985861293
Belize,,,,,,,,,,,,,,1.554946775,2.561191338,2.552133378,2.116395776,1.9988,1.8813,1.7637,1.6462,1.5286,1.411,1.2935,1.1759,1.0584,0.9408,0.8233,0.7057,0.5881,0.4706,0.353,0.2355,0.1179,0.000346466,15.2057,30.4111,45.61641204,38.7903,31.9643,25.1382,18.3121,11.4861,4.66,16.54786301,28.20803539,40.26231353,27.97245389,36.15245717,42.85129104,27.46286631,20.96708625,16.65826719,6.802222449,5.650173661,6.303917216
Benin,0.117962927,0.105524532,0.127987683,0.134450674,0.208814319,0.067484708,0.077720656,0.081371818,0.152456259,0.013171839,0.019950042,0.013583675,4.864261984,4.3454,3.8266,3.3078,2.7889,2.270102034,4.203018097,4.0661,3.92913016,4.9867,6.0443,7.1019,8.1595,9.2171,10.2747,11.3323,12.3899,13.4474,14.5050372,9.01080743,6.730111828,5.415670117,4.384084943,1.788459725,1.197415607,0.665815365,0.3379,0.010009294,0.245831838,0.2826,0.3194,0.3563,0.393061422,3.066382864,0.266725847,0.007979119,0.010728003,0.105566632,0.005118762,0.002370158,0.254303759,3.725170096,0.046990113,
Bermuda,,,,,,,,,,3.650097871,10.38532336,13.35897294,27.88019825,34.43960198,34.46650666,41.68154871,39.78249927,55.03362435,44.37915876,37.83049537,0.090702357,0.8553627,0.001045766,0.002942026,0.0231,0.0433,0.063405467,0.001128604,0.002026214,0.005518141,0.070217057,0.003310315,0.3358,0.6682,1.0007,1.3332,1.6656,1.9981,2.3305,2.663,2.9955,3.3279,3.6604,3.9928,4.3253,4.6578,4.9902,5.3227,5.6551,5.9876,6.320066191,4.2415,2.1629,0.08425699,0.18891746,0.158094075
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.08194102,22.05938547,28.07104682,25.61839269,26.9634,28.3084,29.6534,30.99835513,41.94140767,40.1074,38.2733,36.4393,34.6052,32.7712,30.93710958,27.18582534,36.51445985,48.917514,42.46872382,1.179381166,1.326033846,32.91664734,,,,,
Bolivia,1.939678559,2.200444492,0.642442449,0.575444257,4.407186206,13.75621485,14.23490873,11.69943716,4.53113212,11.05982221,17.29745297,18.619047,29.82621321,29.04660933,26.29405424,18.56661142,16.67094138,13.5671612,23.65759818,34.17264518,44.49172389,51.37929334,49.78633494,55.65878447,52.26803665,44.93888921,36.64326333,26.17184674,24.56523474,26.76339935,16.51851237,13.97550758,10.64992016,14.55379592,13.07387351,9.216483848,7.963144347,5.625638277,12.97666808,24.08172555,26.72021479,31.45651984,38.15193307,49.21370362,50.35214523,49.17656539,52.30357865,40.00696879,43.8774279,46.72428925,55.00512427,57.2503133,57.82125731,50.39506879,34.60627779,39.91500102
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.482399497,7.798544065,8.77275348,8.030557309,7.731122518,9.64881928,13.1058867,14.96251495,13.83246048,8.796816119,11.24464629,9.396595726,6.808648958,6.664423851,8.174132511
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081775741,0.06517265,0.017432925,0.041123502,0.035228958,0.085236909,0.133620186,0.241992605,0.300339258,0.315765228,0.356998534,0.404507892,0.57594424,0.42196583,0.488134903,0.38326427,0.170939776,0.144670075
Brazil,0.612005556,0.669628343,0.186358953,0.000485497,0.0254,0.05040879,0.033904542,0.144149331,0.581632321,0.827027019,1.002191414,1.347984625,1.391583021,2.315376357,2.474801621,1.786915043,1.551282706,1.495972639,1.776016921,5.055655122,7.155709153,5.29088506,6.767884569,6.356257736,3.124674882,3.607937338,2.672332279,2.473252535,2.15987393,1.365211328,1.597165548,1.652680038,1.810205265,0.874509604,0.890640553,0.609968622,0.719941952,0.836684208,1.643350194,3.582627107,4.883448149,5.193161402,4.567795539,5.983345354,7.708439385,8.289251019,9.459411643,8.999659134,9.905787556,10.54474205,11.02714286,7.435762062,9.246522347,7.265044489,6.34469228,8.700854494
Brunei,98.1962784,98.64924038,98.72202034,99.01582682,99.20986543,99.45899574,99.44470716,99.25106098,99.194803,99.10619207,99.45831113,99.61368712,99.79785052,99.89109501,99.89321051,99.92727513,99.93403162,99.93187082,99.96906497,99.95511669,99.9560083,99.94386263,99.9437254,99.93343027,99.94623239,99.95465087,99.75806535,99.63513794,99.47779099,99.34037802,99.25907212,99.70904025,98.69373625,96.1662,93.6387,91.11113809,88.57735273,90.8202,93.0631,95.30602963,93.22572874,94.38116106,91.40943088,93.8676,96.3258685,96.14531126,97.81516945,96.06223429,95.15038672,95.44218965,95.74848579,96.52759606,92.53989246,92.97980923,87.88392637,89.72629538
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.506962566,7.5843313,6.233163747,6.989948437,11.65483744,8.949586445,5.990776394,5.794927661,7.977800743,10.36870745,13.27591022,14.60917972,16.06783597,12.60084253,13.29811795,13.10126979,16.21001343,14.75178773,11.166175,9.059197072,8.407353015,7.460668609
"Burkina Faso",0.205041138,0.18511853,0.110452375,0.005970015,0.089027602,0.015953289,0.015988703,0.006441547,0.010791428,0.023398884,0.024010836,0.515611778,0.014863748,0.001440367,0.0289,0.056354739,0.139081786,0.575745956,0.114979794,0.170724771,0.004238374,0.001828973,0.0109,0.02,0.0291,0.0382,0.0473,0.0564,0.0655,0.0746,0.0836,0.0927,0.1018,0.110918168,0.154284569,1.645838448,1.140738518,1.104342141,3.217924986,2.940357435,0.002819049,0.041422676,0.044905843,0.020282251,0.0124,0.004514983,0.031538528,0.022492757,0.052281948,0.018307717,10.42187021,11.61077764,11.73303093,0.029129375,1.096857367,
"Burma (Myanmar)",0.548012712,0.53359313,0.308641702,0.196843699,0.380723933,0.36428366,0.691683308,0.740251051,1.194600534,1.148278223,1.790881366,1.503835758,1.082091007,1.024029062,0.962830597,0.9146,0.8664,0.8182,0.77,0.7218,0.6736,0.6254,0.5773,0.5291,0.4809,0.4327,0.3845,0.3363,0.2881,0.239869816,0.297097379,2.4197,4.5423,6.6649,8.7875,10.9101,13.0327,15.1553,17.2779,19.4004,21.523,23.6456,25.7682,27.8908,30.0134,32.136,34.2586,36.3812,38.50379678,35.90971924,24.35832536,33.61744067,40.20134153,40.98653277,28.16364731,26.88884315
Burundi,,,,0.005551244,0.0061,0.0067,0.0073,0.0079,0.0085,0.0091,0.0097,0.0103,0.0109,0.0115,0.0121,0.0127,0.0133,0.0139,0.0145,0.0151,0.0157,0.0163,0.0169,0.0175,0.0181,0.0187,0.0193,0.0199,0.0205,0.0211,0.0217,0.022287002,0.085,0.1477,0.2104,0.2731,0.3358,0.3985,0.4612,0.5239,0.5866,0.649256943,0.012504214,0.064255629,2.897,5.729812,1.396358139,1.878585239,2.324284391,0.03621768,0.009361122,0.000467857,0.039931806,0.005387805,0.1186,0.231715964
Cambodia,0.066681477,0.135821951,0.105214943,0.03419751,0.036649909,0.006455554,0.2963,0.586181113,1.721924722,5.275116999,0.007506923,0.0073,0.007,0.0068,0.0066,0.0064,0.0061,0.0059,0.0057,0.0054,0.0052,0.005,0.0047,0.0045,0.0043,0.004,0.0038,0.0036,0.0033,0.0031,0.0029,0.0027,0.0024,0.0022,0.002,0.0017,0.0015,0.0013,0.001036793,0.003210403,0.000617818,0.000957294,0.001193062,0.99,-0.5933,-2.1767,-3.76,-1.8799,0.000103594,0.000141032,0.014763169,0.000907739,-1.45,-2.05,0.007859785,
Cameroon,0.034514558,0.007530421,0.015211717,0.055865216,0.020136667,0.022201972,0.013153464,0.032958272,0.040597289,0.047479996,0.184740542,0.168892498,0.215723273,0.318887734,0.388122286,0.069755585,3.263936026,23.59723007,30.67319511,38.8185,46.96377112,37.699,28.4342,19.1694,9.904664334,17.50682355,17.7633,18.01979961,49.86368781,45.7238,41.5839,37.444,33.3041,29.16418287,36.15257872,33.14554394,40.1473,47.149,54.1507367,51.90256114,49.18710884,48.8123397,46.68503623,56.86534506,61.61078082,58.68062171,1.247116831,0.947430673,49.54819465,0.552257811,55.61147342,54.65477445,54.38476894,44.64768749,6.172801271,
Canada,8.787815877,5.024692448,4.961415174,5.088761337,4.838013237,5.287258946,5.134353535,5.406911253,6.044943865,7.138096002,8.593247427,9.78095975,15.79841431,16.51258952,13.81145371,12.52250698,10.92413825,13.20936133,14.27829163,13.84095542,14.33535319,13.75951479,13.10294166,14.0507464,9.654047053,10.10085783,9.121016887,9.3233153,10.04398695,10.92705601,10.47553032,10.66621128,9.833281375,9.189383925,10.59093027,10.28270935,8.308141832,8.53399767,14.16584469,15.36891885,12.67978164,16.21372455,17.87473609,21.60042667,21.40127614,22.41729349,29.69570832,25.04006151,26.2948485,28.60467285,26.55798911,27.3268577,29.92180488,21.3206802,18.28402685,22.73578607
"Cape Verde",,,,,,,,,,,,,,,,,,1.318838992,1.6084,1.898,2.1876,2.4772,2.766789191,2.6643,2.5619,2.4594,2.357,2.2545,2.1521,2.0496,1.9472,1.8447,1.7423,1.6398,1.5374,1.4349,1.3325,1.23,1.1276,1.0251,0.9227,0.8202,0.7178,0.6153,0.5128,0.4104,0.3079,0.2055,0.103,0.000589382,,,,,,
"Cayman Islands",,,,,,,,,,,,,,,,,,,0.007595162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Central African Republic",2.131822574,1.4433,0.754858025,0.829299826,0.170004294,0.432015276,0.239749276,0.300227697,0.18919196,0.135378909,0.2972,0.459046279,0.009479398,0.003232246,0.0033,0.0034,0.0035,0.0035,0.0036,0.0037,0.0037,0.0038,0.0039,0.004,0.004,0.0041,0.0042,0.004255164,0.0465,0.0888,0.1311,0.173432501,0.395946062,0.782708693,0.190305805,0.108426711,0.196831191,0.153823272,0.454833137,0.075533152,0.07791077,0.1306,0.183296701,0.399585643,0.013490207,0.019,0.024434211,0.2024,0.3804,0.558397644,0.046875275,0.093596195,0.0525,0.011315874,0.046736866,
Chad,3.950351835,0.45927599,2.556464458,3.534373281,0.638577901,0.484662529,0.001960642,0.006980793,0.06546462,0.00965243,7.668731238,10.55368029,9.732448326,7.942934475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,0.007005698,0.007084787,0.008932182,0.006759488,0.005517419,0.130004738,0.096766082,0.064735434,0.033853484,0.097130294,0.328018082,0.207779303,0.804363271,0.865672508,1.568464164,2.740668995,1.698883674,1.29747181,1.296096193,1.800777413,1.993864796,1.58310565,1.262685909,0.473205281,0.061812823,0.140397222,0.177333695,0.315104482,0.524346655,0.529735896,0.346493195,0.183295775,0.215281812,0.257033958,0.192394683,0.307864737,0.398531331,0.443291855,1.137422974,1.476267793,1.210233927,2.903974433,2.278328567,2.833892853,2.456167991,1.869148566,2.408793388,1.486573331,0.953082836,1.140277491,1.014231703,1.014882281,0.933984283,0.775101209,0.770344728,0.876430246
China,,,,,,,,,,,,,,,,,,,,,,,23.02097657,25.75895273,11.64274043,11.45505044,8.246212052,8.150829759,8.308208321,6.507963827,5.477113399,4.453732716,3.350938988,3.575345449,3.907836027,3.80833843,2.801565216,2.381704616,3.143509612,3.157604219,2.592142346,2.536423358,2.434015555,2.29877661,1.811000299,1.686111763,2.205497417,1.698107797,1.688608535,1.693468579,1.501676314,1.521362829,1.458796189,1.227332122,1.285975708,
Colombia,14.656862,18.31541185,15.12297546,17.82110473,16.03239653,14.64726342,9.092789229,12.77359243,10.05841731,10.18191632,7.564536804,5.267246567,8.275583804,7.209939855,4.070760543,3.923199246,4.309938456,3.992778098,2.848112714,1.547240619,7.447965478,14.6539503,14.86717284,16.28121507,13.01940283,32.52492454,25.74971651,32.37510486,36.89343174,28.76791885,28.47104087,26.50320009,21.92007953,27.70819045,36.35446365,31.34753801,30.00104186,39.73529773,43.1100126,36.33407162,36.26640245,38.9534325,38.2200672,40.43989194,39.77102341,37.24141203,47.2568622,50.72191384,60.40337891,68.20134353,69.64147473,69.4293696,67.52860132,54.44942665,49.95959942,
Comoros,0.312336955,0.3062,0.3001,0.2939,0.2878,0.2817,0.2755,0.2694,0.2633,0.2571,0.251,0.2449,0.2388,0.2326,0.2265,0.2204,0.2142,0.2081,0.202,0.1958,0.1897,0.1836,0.1774,0.1713,0.1652,0.159,0.1529,0.1468,0.1406,0.1345,0.1284,0.1222,0.1161,0.11,0.1039,0.097720275,0.0745,0.0512,0.028,0.004698443,0.0071,0.0095,0.0119,0.0143,0.0167,0.0191,0.0215,0.023865792,0.05476624,0.081639455,0.028739098,-0.03,,,,
"Congo (Brazzaville)",7.562594823,3.490413917,3.179488754,2.669328855,2.862257381,1.495412524,1.969123026,1.5099,1.05072006,1.209442152,4.968172516,32.99529011,69.2636268,73.39043446,75.28312916,54.51643338,62.9070665,85.16284607,89.58051055,88.9333,88.2862,87.63897471,91.75334533,93.25504111,89.09531826,89.8516,90.6079,91.3642,92.1206,92.8769,93.6332,94.38948159,83.37777565,87.64076953,87.5894,87.5381,87.4867,87.4354,87.384,87.3327,87.2813,87.23,87.1787,87.1273,87.076,87.02461809,84.0943536,70.65930867,67.72045179,77.66616608,78.89782786,75.70978131,61.8681573,,,
"Congo (Kinshasa)",0.000556243,0.1104,0.2203,0.33018528,0.2991,0.268,0.2368,0.2057,0.174625161,1.5817,2.988809992,0.175209862,0.156403302,0.669680436,8.861878711,3.530354758,1.316173241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Costa Rica",,,,0.00098369,0.000433181,0.01701008,0.16630685,0.084011618,0.416617552,0.817667977,0.230851086,0.114732592,0.134296129,0.066086621,0.125785501,0.093575946,0.102597193,0.087613011,0.600008675,1.240525465,0.913849689,1.74299901,1.906839286,1.808798182,1.35372564,1.059510038,0.821513806,1.062615488,1.015770957,0.503827035,0.543526431,0.393656896,0.580687785,0.77617056,0.868752587,0.544278842,0.389648821,0.366666793,0.617905557,0.847659406,1.018918462,0.487683935,0.075155536,0.489710662,0.616116904,0.58070074,0.848616989,0.574196565,0.582055575,0.342014273,0.056626986,0.048842854,0.043355735,0.055046129,0.052186378,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.59480039,9.615284658,9.063414892,8.559297395,9.230660951,9.833727504,5.812490085,7.762020199,10.97504245,10.22386569,9.361374125,9.643684269,11.33734341,13.90439249,15.10232208,12.75683407,12.69788054,12.94211047,12.32772624,12.0039758,13.70273838,13.90581593,13.45813323,10.88764531,9.448439872,10.65437157
Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.268909453,3.125669212,1.485991549,0.401735621,1.500172498,0.500281623,0.849553496,0.001527246,,,,,,,,,,,
Cyprus,,,,,,,,,,,0.285822302,0.1596,0.033318915,0.423863805,3.852988162,1.846303649,2.425025743,5.0557073,5.233064864,5.679053207,6.957071611,8.378887132,6.303582743,8.107197608,5.875668752,5.195870086,1.218191122,1.793307738,1.910747456,1.723549895,2.203773063,2.371548651,2.606952451,1.626424367,2.589557709,1.926599405,2.605058098,3.020950414,5.919088123,5.090517649,3.892595645,3.591574773,0.969680764,0.038646966,0.057510331,0.00763159,0.004843163,0.000397481,0.002404146,0.013896236,3.99,-2.59,4.6331,11.85628228,19.75770852,32.42267614
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.874787617,5.529919155,4.231193166,4.49227901,3.7214185,2.941729577,2.809871181,2.984023415,2.939600202,3.958984063,2.817749816,2.693237043,2.876835629,2.704997541,2.579428104,2.957609506,3.551472464,3.652037232,3.763926953,3.786291977,2.954877327,2.644426517,2.949306377,1.881041193,1.761121284
Denmark,0.8331702,0.62024503,0.858935018,1.086784114,1.312727431,1.329116775,1.510724619,1.900982335,2.50219176,2.263027238,2.07440969,2.160737363,3.749442498,3.374916758,3.726792318,3.200379576,2.555214315,3.917981616,3.449077216,3.215632236,2.575659867,4.996550124,5.17362818,5.479457753,3.129539816,2.973234862,2.202242753,2.999120385,3.326203286,3.630669066,3.450663653,2.972670864,2.503801694,2.604676254,4.312766318,3.770201664,2.768924414,3.779934645,7.016174061,5.733779089,6.188958863,6.562639512,7.856627843,9.654882775,10.10746941,8.452249225,9.600226934,7.653514526,8.092291427,8.940761536,9.383673271,8.591719055,6.541816349,4.820216413,3.592538651,4.16730418
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,0.265437439,0.013685624,0.034243044,0.020932061,0.024832454,0.030149236,0.3881,0.7461,1.104,1.462,1.8199,2.1779,2.5358,2.8938,3.2517,3.6097,3.9676,4.3256,4.6835,5.0415,5.3995,5.7574,6.1154,6.473319413,,,,,,,,
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000321054,-1.33,-0.9974,-0.6649,-0.3323,0.000238925,0.000879249,0.000107611,-1.0399,-2.08,-1.9159,-1.7519,-1.5878,-1.4238,-1.2597,-1.0956,-0.9316,-0.7675,-0.6034,-0.4394,-0.2753,-0.1113,0.052801916,,,,,,,
"Dominican Republic",,,,,,,,,,,,,-3.17,0.002626858,0.069147173,0.001976413,0.004916749,0.004093468,0.001357994,0.005204185,0.004349034,0.003143579,0.0061,0.0091,0.012008488,0.000890379,0.000189697,0.0017,0.0031,0.0046,0.006033929,0.025669356,0.038574406,0.060312905,0.020594839,0.022901414,3.9692,7.9154,11.8617,15.80796455,1.986579477,2.613542969,3.773352649,5.32809222,0.009347162,5.825157533,8.208579724,0.038058968,0.110006474,2.936860954,6.492759374,2.312560379,6.778126307,0.480422837,0.474102079,0.348201986
