"Data Item",1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Norway,1800,1815,1830,1845,1860,1875,1890,1905,1920,1935,1950,1965,1980,1995,2010,2025,2040,2055,2070,2085,2100,2115,2130,2145,2160,2175,2190,2205,2220,2235,2250,2302.5,2355,2407.5,2460,2512.5,2565,2617.5,2670,2722.5,2775,2827.5,2880,2932.5,2985,3037.5,3090,3142.5,3195,3247.5,3300,3296.3,3292.6,3288.9,3285.2,3281.5,3277.8,3274.1,3270.4,3266.7,3263,3259.3,3255.6,3251.9,3248.2,3244.5,3240.8,3237.1,3233.4,3229.7,3226,3222.3,3218.6,3214.9,3211.2,3207.5,3203.8,3200.1,3196.4,3192.7,3189,3185.3,3181.6,3177.9,3174.2,3170.5,3166.8,3163.1,3159.4,3155.7,3152,3148.3,3144.6,3140.9,3137.2,3133.5,3129.8,3126.1,3122.4,3118.7,3115,3111.3,3107.6,3103.9,3100.2,3096.5,3092.8,3089.1,3085.4,3081.7,3078,3074.3,3070.6,3066.9,3063.2,3059.5,3055.8,3052.1,3048.4,3044.7,3041,3037.3,3033.6,3029.9,3026.2,3022.5,3018.8,3015.1,3011.4,3007.7,3004,3000.3,2996.6,2992.9,2989.2,2985.5,2981.8,2978.1,2974.4,2970.7,2967,2963.3,2959.6,2955.9,2952.2,2948.5,2944.8,2941.1,2937.4,2933.7,2930,2938.1,2946.2,2954.3,2962.4,2970.5,2978.6,2986.7,2994.8,3002.9,3011,3044.5,3078,3111.5,3145,3178.5,3212,3245.5,3279,3312.5,3346,3326.8,3307.6,3288.4,3269.2,3250,3230.8,3211.6,3192.4,3173.2,3154,3173.8,3193.6,3213.4,3233.2,3253,3272.8,3292.6,3312.4,3332.2,3352,3363.2222,3374.4444,3385.6667,3396.8889,3408.1111,3419.3333,3430.5556,3441.7778,3453
