Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,0.221330002,0.2376,0.25395,0.341879994,0.284240007,0.30223,0.342269987,0.563579977,0.661189973,0.583540022,0.5913,0.5991,0.6069,0.6147,0.6225,0.6303,0.638090014,0.8411,1.0441,1.2471,1.450039983,1.3799,1.3098,1.2396,1.1695,1.0993,1.0292,0.959,0.8889,0.8188,0.7486,0.6785,0.6083,0.538200021,0.536409974,0.7207,0.905,1.0892,1.2735,1.457790017,1.6751,1.89233005,2.486,3.0796,3.673290014,,
Albania,,9.317959785,9.929089546,9.1552,8.3814,7.6075,6.8337,6.0598,5.285990238,5.2785,5.2709,5.263390064,5.5253,5.787280083,6.23281002,6.47563982,6.724840164,7.144869804,7.85901022,8.435279846,8.830769539,9.336079597,9.783989906,11.34288025,11.21776962,10.58813,11.61839962,14.1918602,15.18871021,17.40917969,18.27248955,19.02149963,19.80876923,20.37801933,24.14739037,27.32504082,30.2403698,35.44992065,36.74427032,39.20413971,52.38336945,58.733181,68.85968018,73.3650589,73.8269577,68.13813782,
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.77173996,23.34989929,23.69662094,27.42291069,31.3143,35.20561981,35.33613968,37.03144073,38.55894089,40.91659927,41.93188095,45.14532089,
Angola,,,,,,,,,,,,,,,,,,,,,0.185719997,0.2236,0.2614,0.2993,0.3371,0.3749,0.4128,0.4506,0.488480002,0.423519999,0.4927,0.5619,0.631139994,0.9799,1.3287,1.6775,2.0263,2.3751,2.7238,3.0726,3.4214,3.770200014,6.3032,8.836170197,8.5385,8.240799904,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83740044,22.67580032,18.58679008,31.14672089,,,,
Argentina,11.62401009,13.99376965,15.31997013,17.93972015,20.62648964,25.73406029,25.86334991,22.92930984,21.33230019,22.00081062,21.89043999,24.68021965,25.46257973,26.88072014,30.80035019,37.58654022,39.97230148,42.14136887,43.5936,45.0457,46.4979,47.9501,49.4023,50.8545,52.3067,53.7589,55.2111,56.6633,58.1155,59.56764984,64.70339203,69.75048065,74.62618256,78.23869324,76.81526184,75.81635284,80.86469269,80.2492218,82.45680237,85.08029938,89.15844727,94.73959351,96.87497711,99.00007629,102.899437,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.67879868,37.45875931,40.7173996,41.70088959,44.44604111,46.6588707,50.29378891,53.84059906,57.44664001,60.73812866,63.13265991,63.19517136,52.86669922,49.30926132,48.49568939,46.91566849,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.08098984,35.65573883,34.8656311,31.94952011,31.40233994,31.27095032,37.29264832,36.58749008,39.04191971,40.7453804,41.73997879,43.94987869,46.85585022,45.58515167,22.57239914,23.04323959,21.37875938,
Australia,10.50597954,11.82583046,13.09539986,14.45184994,17.09888077,19.08658028,20.67974091,21.2135601,22.02346039,22.66390991,23.10993958,23.43206978,23.72989082,24.73539925,25.51379967,26.9847393,29.14606094,30.09668922,32.51353836,34.3471489,37.6379509,41.23324966,42.8311615,64.67861938,66.8241806,71.76708221,77.45880127,83.16678619,75.31597137,74.01502991,73.95166016,73.96118164,83.50060272,81.26753235,79.58493042,80.80500793,80.67346191,82.39167786,83.50862122,88.93451691,94.45539856,97.79512787,100.4042282,101.6734085,106.3088074,,
Austria,,7.293439865,8.869159698,10.43052959,11.34582996,12.40441036,14.23361015,15.10352993,15.9742403,16.90369034,18.02852058,19.08897018,19.59985924,20.52629089,21.58341026,23.33267021,24.7158699,25.78796005,27.42108917,28.52349091,30.49047089,32.32400131,35.3788681,37.69229126,40.45201874,43.6952095,46.71311188,49.18592072,52.54489136,55.63082886,58.85665894,60.16265869,50.01845932,50.1242981,51.24232864,52.16941833,54.12340927,55.95063019,60.84518051,65.7215271,74.21417999,77.05847168,79.00322723,88.104599,87.60204315,89.22865295,
