Country,2012,2013,2014,2015,2016,2017,2018
Afghanistan,,,0.435602187,0.420388485,0.359390562,0.3566,0.353859414
Albania,0.52,0.5163,0.512666909,0.560266738,0.556311476,0.5477,0.539139222
"Antigua and Barbuda",,,,,0.709077046,0.6906,0.672125519
Argentina,0.63,0.6481,0.666211759,0.618466413,0.754401802,0.7782,0.801906345
Australia,0.97,0.9561,0.942127391,0.934156307,0.936355558,0.9277,0.919000331
Austria,0.97,0.9787,0.987338469,0.970935442,0.962738428,0.9546,0.946489476
Bahamas,,,,,0.711211892,0.7301,0.749060675
Bangladesh,0.41,0.4095,0.409049949,0.443746091,0.396459142,0.399,0.401557585
Barbados,,,,,0.750972463,0.7601,0.769304809
Belarus,0.32,0.3283,0.336657459,0.326831978,0.341122735,0.3316,0.322152779
Belgium,0.82,0.8499,0.879861212,0.898279992,0.910688298,0.9035,0.896261774
Belize,,,,0.683576533,0.657252225,0.644,0.630732409
Bolivia,0.49,0.4754,0.460812774,0.389709484,0.463961794,0.4587,0.453382252
"Bosnia and Herzegovina",0.63,0.6321,0.63410009,0.627522279,0.629890183,0.5902,0.550502724
Botswana,0.8,0.784,0.76804474,0.698385104,0.703328434,0.7155,0.727728508
Brazil,0.81,0.8191,0.828255883,0.772447501,0.723974799,0.6735,0.62302724
Bulgaria,0.68,0.6483,0.616687754,0.590234249,0.581926599,0.5643,0.546579534
"Burkina Faso",0.53,0.5615,0.59292614,0.512534759,0.543002339,0.5489,0.5548607
Cambodia,0.38,0.3744,0.368728676,0.351742653,0.359759427,0.3728,0.385822931
Cameroon,0.16,0.2509,0.341856311,0.447101092,0.423282809,0.4082,0.393070179
Canada,0.85,0.8673,0.884608402,0.861278633,0.916022093,0.9348,0.953627409
Chile,0.89,0.9015,0.913039803,0.90907283,0.883368617,0.8763,0.869209982
China,0.25,0.2399,0.229812605,0.216255579,0.212345096,0.2432,0.274042068
Colombia,0.66,0.6704,0.680888415,0.614118611,0.618959917,0.6188,0.618640057
"Costa Rica",,,,0.952877338,0.927719947,0.9248,0.921973437
"Ivory Coast",0.48,0.4839,0.487709261,0.469276277,0.543643659,0.5391,0.534576763
Croatia,0.79,0.779,0.768096046,0.734370632,0.709481402,0.6991,0.688672562
"Czech Republic",0.84,0.8424,0.84489062,0.827645667,0.845957756,0.8693,0.892615085
Denmark,0.96,0.9706,0.981157866,0.981206224,0.978687559,0.98,0.981338611
Dominica,,,,,0.558112076,0.555,0.551926918
"Dominican Republic",0.66,0.6656,0.671207927,0.693174139,0.567105494,0.5567,0.546240324
Ecuador,0.53,0.5174,0.504741166,0.464289851,0.516701475,0.5004,0.484102701
Egypt,0.53,0.4611,0.392120549,0.336187082,0.330743888,0.3699,0.40900715
"El Salvador",0.63,0.6338,0.63765797,0.60844817,0.569338377,0.5335,0.497563484
Estonia,0.87,0.8759,0.881742178,0.884924472,0.882485588,0.8961,0.909620421
Ethiopia,0.28,0.2801,0.280185313,0.259395734,0.307290654,0.2796,0.251968235
Finland,0.94,0.9445,0.949047501,0.956235705,0.971845606,0.9742,0.976579026
France,0.98,0.9583,0.936642142,0.891983261,0.878791393,0.8882,0.897527261
Georgia,0.44,0.4959,0.551797343,0.636627887,0.662691104,0.634,0.605382311
Germany,0.92,0.9359,0.951863935,0.965860963,0.960007484,0.956,0.952000905
Ghana,0.88,0.8388,0.797531355,0.736274694,0.663285186,0.6987,0.734077409
Greece,0.86,0.8804,0.90076791,0.884142587,0.858595878,0.8537,0.848897547
Grenada,,,,,0.753996284,0.7411,0.72822378
Guatemala,0.76,0.7449,0.729858851,0.664944555,0.665030707,0.6631,0.661097092
Guyana,,,,,0.638904114,0.6316,0.624236
Honduras,,,,0.46117805,0.489806194,0.451,0.412172219
"Hong Kong",0.64,0.6313,0.622651436,0.63486727,0.613942447,0.6029,0.591769906
Hungary,0.83,0.8294,0.828842242,0.659281344,0.631724789,0.5981,0.564404339
India,0.71,0.7247,0.739420763,0.733719345,0.743068005,0.7583,0.773602123
Indonesia,0.68,0.6789,0.677885156,0.685618531,0.69291826,0.6836,0.674246863
Iran,0.33,0.3661,0.402229776,0.434589486,0.499189361,0.5179,0.536698112
Italy,0.75,0.7642,0.778472492,0.812919059,0.798781712,0.7952,0.79162678
Jamaica,0.72,0.7197,0.719364509,0.703225283,0.749305184,0.7471,0.744868538
Japan,0.81,0.8017,0.793332764,0.795752937,0.819523464,0.8164,0.813307912
Jordan,0.34,0.3641,0.388174168,0.484733147,0.461193424,0.4783,0.495492517
Kazakhstan,0.35,0.3528,0.355504081,0.340613058,0.447155457,0.4453,0.443535446
Kenya,0.43,0.4562,0.482311546,0.550960839,0.527652475,0.5093,0.491027547
Kyrgyzstan,0.56,0.5329,0.505874391,0.477892925,0.562202084,0.5675,0.572706201
Lebanon,0.56,0.548,0.536060448,0.504496928,0.483234732,0.4998,0.516367542
Liberia,0.71,0.7031,0.696127767,0.692216711,0.684712563,0.6695,0.654229777
"Macedonia (F.Y.R.O.M.)",0.69,0.6961,0.702245029,0.584352837,0.467668779,0.4795,0.491324232
Madagascar,0.45,0.4305,0.411003067,0.44015714,0.525063602,0.5257,0.526248456
