Country,2012,2013,2014,2015,2016,2017,2018
Malawi,0.51,0.5165,0.523051773,0.555329255,0.602816126,0.6252,0.647500647
Malaysia,0.59,0.5789,0.567879857,0.426727315,0.4195655,0.4436,0.467548175
Mexico,0.68,0.6782,0.676357546,0.655731721,0.619409239,0.5945,0.569600884
Moldova,0.53,0.5424,0.554745251,0.527563427,0.46347632,0.4554,0.447412258
Mongolia,0.61,0.6058,0.601557228,0.628005515,0.619395238,0.5989,0.578399503
Morocco,0.77,0.7378,0.705603859,0.634779598,0.604425107,0.6154,0.626359972
"Burma (Myanmar)",,,0.394594704,0.376336719,0.531077785,0.5368,0.542564282
Nepal,0.61,0.6025,0.595021326,0.662485757,0.680197325,0.6669,0.653659703
Netherlands,0.91,0.9082,0.906487374,0.922918901,0.923035947,0.918,0.912943313
"New Zealand",0.9,0.9133,0.926628495,0.910791646,0.892335248,0.9053,0.918319038
Nicaragua,0.3,0.3035,0.306930942,0.279072501,0.32529227,0.3126,0.299840562
Nigeria,0.48,0.4842,0.48838319,0.514543422,0.530761359,0.5458,0.560843663
Norway,0.93,0.9468,0.963578554,0.967003277,0.96455217,0.9691,0.973744908
Pakistan,0.5,0.4994,0.498790512,0.454860698,0.471787432,0.5047,0.537602093
Panama,0.77,0.793,0.816004675,0.816658502,0.844156689,0.816,0.787761934
Peru,0.85,0.8153,0.780659267,0.770225128,0.799329252,0.8121,0.8249422
Philippines,0.46,0.5019,0.54377081,0.550063036,0.650534711,0.6094,0.568340236
Poland,0.96,0.925,0.890087762,0.893386042,0.850241358,0.8211,0.791918934
Portugal,0.9,0.9183,0.936633617,0.946971949,0.923392629,0.9206,0.917721898
"South Korea",0.9,0.8786,0.857131211,0.846655963,0.846195312,0.8544,0.862693846
Romania,0.72,0.7068,0.693668247,0.726531422,0.757243223,0.7442,0.731092347
Russia,0.34,0.3574,0.374884214,0.401893067,0.420765654,0.4213,0.421825197
Senegal,0.72,0.741,0.761935301,0.834391094,0.806755308,0.7695,0.732228427
Serbia,0.69,0.715,0.739939905,0.710195977,0.623883735,0.5726,0.521299904
"Sierra Leone",0.63,0.636,0.642024626,0.631161046,0.631945471,0.6219,0.611952027
Singapore,0.82,0.8232,0.826381989,0.881280086,0.865972604,0.8425,0.819051855
Slovenia,0.77,0.7843,0.79850232,0.815470474,0.800572698,0.7898,0.778938863
"South Africa",0.73,0.7202,0.710476852,0.671732187,0.704637533,0.7011,0.697533057
Spain,0.95,0.9179,0.885779456,0.870398716,0.877202918,0.8735,0.869704887
"Sri Lanka",0.58,0.5431,0.506213553,0.459341022,0.676028509,0.6709,0.66568995
"Saint Kitts and Nevis",,,,,0.702069705,0.701,0.699984151
"Saint Lucia",,,,,0.769169905,0.7663,0.763363573
"Saint Vincent and Grenadines",,,,,0.6550046,0.6515,0.64801331
Suriname,,,,,0.579336175,0.5648,0.550288539
Sweden,0.99,0.9875,0.985002533,0.975755094,0.949045355,0.9427,0.936450421
Tanzania,0.56,0.5643,0.568532312,0.573702314,0.578421137,0.576,0.573550397
Thailand,0.45,0.4665,0.483099311,0.393841861,0.383373,0.3862,0.388989997
"Trinidad and Tobago",,,,,0.746845654,0.7468,0.746737894
Tunisia,0.61,0.618,0.626090906,0.71127802,0.743504454,0.7337,0.723957189
Turkey,0.6,0.5822,0.5643148,0.433486044,0.410800995,0.3691,0.327484719
Uganda,0.39,0.4049,0.419771049,0.316333621,0.321994239,0.3256,0.32914506
Ukraine,0.51,0.5012,0.492325859,0.555222066,0.548201237,0.5477,0.547217388
"United Arab Emirates",0.54,0.5198,0.499548865,0.476204981,0.58650196,0.5633,0.540059787
"United Kingdom",0.85,0.8726,0.895180765,0.895570874,0.933435277,0.9195,0.905495196
"United States",0.77,0.7627,0.755316993,0.836004928,0.83164146,0.7947,0.757834998
Uruguay,0.91,0.923,0.936052509,0.940007786,0.934728582,0.9191,0.903478603
Uzbekistan,0.37,0.3936,0.417298761,0.457900634,0.422923232,0.443,0.463159614
Venezuela,0.3,0.2478,0.195603125,0.180635858,0.200019207,0.207,0.214053068
Vietnam,0.5,0.4898,0.479635438,0.358896823,0.47200661,0.4766,0.481204326
Zambia,0.64,0.6323,0.624516202,0.606494486,0.587433441,0.5296,0.471743409
Zimbabwe,0.14,0.1452,0.150396973,0.100203388,0.145527398,0.1483,0.151168901
