Country,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Barbados,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,7.8333,3.9667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9,1.3,1.3,-4.7,-1.9,4.4,3.6,4.9,7.9,4.4,-1.9,-4.9,0.5,3.6,1.1,5.1,2.6,3.5,3.6,-3.3,-3.9,-7,1.2,3.8,2,4,4.7,3.7,0.3,2.3,-2.6,0.7,2,1.4,4,5.7,1.7,0.3,-4.1,0.3,0.8,0.2,0.3,-0.3,0.8
Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,5.1,3.4,1.1,2.7,1.1,-0.4,6.6,-3.4,-1.4,-9.6,-7.6,-11.7,-10.4,2.8,11.4,8.4,3.4,5.8,4.7,5,7,11.4,9.4,10,8.6,10.2,0.2,7.7,5.5,1.7,0.9,1.6,-1.5
Belgium,5.7,-0.8,3.2,4.1,4.7,2.9,1.9,-0.1,3.2,5.4,4.9,5.2,4.4,7,3.5,3.2,3.9,4.2,6.7,6.2,3.8,5.3,6.1,4.2,-1.3,5.7,0.6,2.8,2.3,4.5,-1.2,1.4,1.95,2.5,1,1.5,2.4,4.7,3.6,3,1.8,1.5,-1,3.2,2.4,1.6,3.7,2,3.7,3.6,0.9,1.6,0.9,3.4,1.9,2.6,3,1,-2.6,2.5,1.6,0.1,0.3,1,1.5
Bolivia,7,3,-9.5,2.1,5.3,-5.9,-3.3,2.4,-0.3,4.3,2.1,5.6,6.4,4.8,4.9,7.2,6.3,8.5,4.5,5.2,3.8,5.1,6.9,5.1,6.6,6.1,4.2,3.4,1.25,-0.9,0.9,-4.4,-4.5,1,-0.7,-3.2,2.6,3.8,2.9,5.2,5.3,1.6,4.3,4.7,4.7,4.4,5,5,0.4,2.5,1.7,2.5,2.7,4.2,4.4,4.8,4.6,6.1,3.4,4.1,5.2,5.2,6.8,3.8,4.3
"Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.6,-27.9,-30.8,2.7,6,54.2,36.6,16.6,9.5,5.4,2.7,5,3.9,6.3,3.9,5.7,6,5.6,-2.7,0.8,1,-1.2,2.5,0.9,2.7
Brazil,4.8,6,4.8,6.6,7.3,1.4,8.3,9.1,8.4,8.3,7.5,6.1,1,3.4,2,6.3,4,8.9,8.7,9.8,10.1,10.8,12.5,7.9,5.2,9.4,4.7,5,7.1,8.8,-4.4,0.6,-3.4,5.4,7.9,8,3.4,-0.2,3.3,-4.2,1,-0.5,4.9,5.9,4.2,2.2,3.4,1.85,0.3,4.3,1.3,2.7,1.1,5.7,3.2,4,6.1,5.2,-0.3,7.5,2.7,1,2.5,0.1,-1.2
Bulgaria,20.6,-4.6,11.2,-1.9,7.2,0.1,10.6,8.7,8,9.5,6.5,8.2,4.6,7.9,6,7.9,5.4,1.8,4.9,5.7,3.3,4.7,3.9,3.1,8.2,3,-1,2.2,3.8,-2.9,2.7,3.2,-1.9,3.3,-3,2.6,0.2,-0.6,-1.8,-10.9,-8.4,-7.3,-1.5,1.8,2.9,-9,-1.1,3.5,-5.6,6,3.8,4.5,5.4,6.6,6,6.5,6.9,5.8,-5,0.7,2,0.5,1.1,1.7,0.8
"Burkina Faso",3.8,3.7,3.6,3.7,3.7,3.8,3.6,3.8,3.6,3,4,6.1,-1.3,2.3,3.8,0.5,8.8,3.1,2,0.2,3.9,4,-5.3,-1.9,-4.3,-1,7.1,11.6,1,1.6,4.4,2.2,-1.1,1.6,13.1,15.7,-1.7,8.3,-1.1,-1,9.1,0.2,3.5,1.3,5.7,11,6.3,7.3,6.2,1.9,6.6,4.4,7.8,4.5,8.7,6.3,4.1,5.8,3,8.4,6.6,8,6.7,4,6
"Burma (Myanmar)",14.6,2.2,2.6,-6.2,13,6.6,5.9,-2.7,15.5,3.3,2.4,8.7,2.8,1.8,2.5,-4.2,2.8,6.6,4.1,4.5,3.3,0.7,0.4,5.3,4.2,6.1,6,6.5,4.7,8.6,5.7,5.4,4.4,4.9,2.9,-1.1,-4,-11.4,3.7,2.8,-0.7,9.7,6,7.5,6.9,6.4,5.7,5.9,10.9,13.7,11.3,12,13.8,13.6,13.6,13.1,12,10.3,10.6,10.2,5.4,7.6,7.5,7.7,8.3
Cambodia,3.4,6.3,1,11.6,-2.1,13.4,6.7,5,9.8,6,-0.9,8.2,7.5,-2.7,4.8,4.5,5.1,4.5,1.5,-9.6,-5,-5.4,36.2,-14.5,-13.3,7.1,7.9,9.3,2,2,1.2,7.7,7.1,6.7,6.3,5.9,-2,2.5,2.5,5.05,7.6,7,4.1,9.2,6.5,5.3,5.7,5,12.6,8.4,7.7,7,8.5,10.3,13.3,10.8,10.2,6.7,0.1,6,7.1,7.3,7.5,7,7.2
Cameroon,3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,2.7,1.2,3.1,3.7,3.6,2,4.7,2.8,6.5,4.9,3,3,4.3,1.5,4.5,5.1,1.9,5.7,5.5,5.4,10.2,17.1,7.6,7,7.8,8.9,7.2,-5,-4.6,-9,-1.6,-3.8,-3.1,-3.2,-0.1,4.1,5,5.3,4.9,4.1,4.2,4.5,4,4,3.7,2.3,3.2,3.3,2.9,1.9,3.3,4.1,4.6,5.6,5.1,5.1
Canada,5.7,7.3,4.7,-0.7,9.3,8.1,2.9,1.8,4.1,3.1,3,7,5.1,6.5,6.6,6.5,3,5.2,5.3,2.6,5.6,5.3,7.2,4.1,2.3,5.5,3.4,4,4.2,1.3,3.1,-3,2.9,5.7,5.4,2.6,4.1,4.9,2.4,0.2,-2.1,0.9,2.6,4.6,2.7,1.7,4.3,4.1,5,5.1,1.7,2.8,1.9,3.1,3.2,2.6,2,1.2,-2.7,3.4,3,1.9,2,2.5,1.9
Chile,4.4,6.4,7.5,-3.2,3.8,1.7,10.3,5.5,-5.7,8.3,4.8,4.7,6.3,2.2,0.8,11.2,3.2,3.6,3.7,2.1,9,-1.2,-5.6,1,-12.9,3.5,9.9,8.2,8.3,7.9,6.2,-13.6,-2.8,5.9,2,5.6,6.6,7.3,10.6,3.7,8,12.3,7,5.7,10.6,7.4,7.1,4.1,-0.5,5.1,3.3,2.7,3.8,7,6.2,5.7,5.2,3.3,-1,5.8,5.8,5.4,4.1,1.9,2.9
China,11.7,11.7,5,3.3,5.8,9.1,5.9,11.2,1.4,-3.4,-17.3,0.4,9.9,11.8,11.4,9.4,-2.8,-2,8.6,12.2,5,2.9,7.4,1.7,6.2,-0.6,6.2,10.9,7.7,3.4,6,7.5,8.5,12.4,10.3,6.7,10.5,7.1,1.8,3.5,6.6,9.7,9.7,10,15.1,2.1,5.3,0.3,6.6,9,10.7,12.4,15.1,10.1,11.3,12.7,14.2,9.6,9.2,10.4,9.3,7.7,7.7,7.4,6.5
Colombia,3.1,6.3,6.1,6.9,3.9,4,3.7,2.5,7.2,4.3,5.1,5.4,3.3,6.2,3.6,5.3,4.2,6.1,6.4,6.7,5.9,7.7,6.7,5.8,2.3,4.7,4.1,8.5,5.4,4.1,2.1,1,1.6,3.6,3.3,6.1,5.4,4.1,3.2,4.2,2.4,4.4,5.7,5.1,5.2,2.1,3.4,0.6,-4.2,2.9,1.7,2.5,3.9,5.3,4.7,6.7,6.9,3.5,1.7,4,6.6,4,4.7,4.6,3.2
"Congo (Kinshasa)",11.7,9.1,5.7,6.1,3.9,6.8,3.2,-2.9,3.5,2.3,-10.9,21.2,5.2,-2.5,1,6.8,-1,4.3,9.3,-0.2,6.4,0.1,8.7,3.4,-5,-5.7,0.5,-5.7,-0.1,2.1,2.4,-0.5,1.4,5.6,0.4,4.7,2.7,0.6,-0.7,-2.4,-8.4,-10.5,-13.5,-3.9,0.7,-1,-5.6,-1.6,-4.3,-6.9,-2.1,2.9,5.6,6.7,6.1,5.3,6.3,6.2,2.9,7.1,6.9,7.1,8.5,9.1,8
"Costa Rica",2.6,12.1,15.2,0.8,11.6,-2.8,8.5,12.4,3.7,8.7,4.2,6.1,8.6,4.9,9.1,7.8,6.1,7.7,6.6,6.6,6.6,8.8,7.8,5.4,2,5.4,8.9,6.2,5,0.7,-2.3,-7,2.8,7.8,0.8,5.5,4.8,3.4,5.7,3.6,2.3,9.2,7.4,4.7,3.9,0.9,5.6,8.4,8.2,1.8,1.1,2.9,6.4,4.3,5.9,8.8,7.9,2.7,-1,5,4.5,5.1,3.5,3.5,3.8
"Ivory Coast",3.7,3.7,3.6,3.7,3.7,3.7,3.7,3.7,3.7,9,9.3,4.4,16.4,17.9,-2.2,7.9,1.4,15.6,4.4,10.9,5,5.5,7.9,2.9,-0.1,12,4.7,9.9,1.9,7.7,3.5,0.2,-3.9,-3.3,4.9,3,-1.6,-1.8,-0.6,-6.9,0.1,-0.6,-0.4,2.1,7.1,6.7,5.7,5.1,1.9,-2.7,0.1,-1.7,-1.4,1.2,1.7,0.7,1.6,2.3,3.8,2.4,-4.7,9.8,9,7.5,9.1
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,-1.6,2.2,0.1,2.8,-0.1,-0.9,-1.6,-7.1,-21.1,-11.7,-8,5.9,6.8,5.9,6.6,1.9,-0.9,3.8,3.4,5.2,5.6,4.1,4.2,4.8,5.1,2.1,-7.4,-1.7,-0.3,-2.2,-0.9,-0.4,0.2
Cyprus,-2.1,9.8,10,1.9,3.6,11,6.3,-2.8,5.9,-7.4,11.1,9,6.2,-9.6,22.4,6.1,13.6,4.6,9.3,3.1,13,6.9,2.6,-16.9,-19,18,15.8,7.6,9.9,5.9,3.1,6.3,5.3,8.8,4.7,3.8,7.1,8.3,8.1,7.4,0.7,9.4,0.7,5.8,9.9,1.6,2.4,5.1,4.7,5.7,3.6,3.2,2.8,4.4,3.9,4.5,4.9,3.6,-2,1.4,0.3,-2.4,-5.4,-2.3,1
"Czech Republic",,,,,,,,,,,,,,,,,,,,,5.2,5.3,4.7,4.8,5.6,4,3.4,4.1,1.4,1.7,-0.2,-1.5,1.6,2.2,2.2,2.7,2.3,2.1,1.7,1,-11.6,-0.5,0.1,2.9,6.2,4.3,-0.7,-0.3,1.4,4.3,3.1,1.6,3.6,4.9,6.4,6.9,5.5,2.7,-4.8,2.3,2,-0.8,-0.7,2,2.9
Czechoslovakia,1.8,3.3,-0.4,4.1,8.6,5.9,6.1,7.6,4.4,7.6,4,1.3,-1.9,4.7,3.7,4.3,4.3,4.7,1.8,2,3.4,3.5,3.3,3.6,3,1.6,4.5,1.2,0.9,2.8,-0.5,1.9,1.5,2.3,0.8,1.8,0.5,2.2,0.8,-2.8,-12.5,-2.3,0.6,3.4,5.9,4.8,0.9,1.2,,,,,,,,,,,,,,,,,
Denmark,0.7,1,5.7,1.9,1.1,1.2,7.6,2.3,7.4,2.8,6.3,5.5,0.6,9.4,4.6,2.7,3.4,4.1,6.4,2,2.7,5.3,3.6,-0.9,-0.7,6.5,1.6,1.5,3.5,-0.4,-0.9,3,2.5,4.4,4.3,3.6,0.3,1.2,0.3,1.2,1.3,2,-0.1,5.5,3.1,2.9,3.3,2.2,2.9,3.7,0.8,0.5,0.4,2.6,2.4,3.8,0.8,-0.7,-5.1,1.6,1.2,-0.7,-0.5,1,1.8
"Dominican Republic",11.8,8.1,-1.3,5.7,6.2,10,6.3,5.3,0.6,4.9,-2.3,17,6.5,6.7,-12.4,13.4,3.4,0.2,10.9,10.6,10.6,12.4,12.1,5.8,4.8,6.7,4.9,2.3,4.3,6.1,4.1,1.8,4.4,0.3,-2.5,3,7.5,0.7,12.7,-4.8,0.9,10.5,7.2,2.3,5.5,7.1,8,7,6.7,5.7,1.8,5.8,-0.3,1.3,9.3,10.7,8.5,3.1,0.9,8.3,2.9,2.7,4.6,7.3,5.1
"East Germany",,,,,,,,,,,0.7,2.7,3.2,2.8,4,3.1,3.2,4.6,2.3,2.6,2.2,3.4,3.1,4.8,3.7,2,3.1,1.7,2.8,2.1,2,-0.3,1.9,2.8,3.1,1.4,1.7,1.1,1.2,-15.6,-22.7,7.8,9.3,9.6,4.4,3.2,1.7,2,,,,,,,,,,,,,,,,,
Ecuador,1.1,12.3,2.1,8.1,2.6,3.7,4.5,2.9,5.4,6.5,2.5,5.3,2.5,7,9.6,2.6,5.3,5.5,5.5,7,5.8,6.2,12.5,5.8,5.3,9.7,6.4,7,5.4,4.6,4.1,1.1,-2.1,4.1,4.2,2.9,-6.3,10.7,0.2,2.9,4.3,2.1,2,4.3,2.3,1.7,4.3,3.3,-4.7,1.1,4,4.1,2.7,8.2,5.3,4.4,2.2,6.4,0.6,3.5,7.9,5.2,4.6,3.8,1.9
Egypt,1.8,1.9,1.7,1.8,1.9,4.8,4.7,4.8,4.8,4.8,6.6,6.7,6.7,6.7,6.6,0.6,-1.3,1.6,6.9,6.3,4.2,1.9,2.8,3.8,10.1,15.5,13,7.7,7.9,10.8,4,10.7,7.7,6.1,6.6,2.6,2.5,4.2,3,2.4,5.6,6,4.7,3.4,4.3,4.8,5.3,4.7,5.1,5.7,4.4,3.4,3.1,3.6,4.3,5.7,7,7.1,5.9,4.9,3.4,2,2.1,2.1,3.1
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,3.7,3.4,2.6,0.1,2.8,1,5,6.4,-8.2,-10,-14.1,-8.5,-1.6,6.5,5.9,11.7,6.8,-0.3,9.9,6.2,6.1,7.5,6.5,9.5,10.4,7.9,-5.3,-14.7,2.5,8.3,4.7,1.6,2.1,2.3
Ethiopia,2.8,2.8,5.8,5.6,5.4,3.3,-0.7,3.3,2.7,5.1,4.9,4.1,13.2,4.9,5.9,3.9,4.2,1.7,3.7,5.7,4.2,5.1,3.3,1.2,0.2,2.7,2.7,-1.1,6.4,4.4,2.1,1.6,5.1,-2.1,-6.7,6.5,9.4,1.9,1.6,-1.6,-6.7,-8.2,2.3,9.1,4.6,9.7,8,-0.1,0.4,4,7.4,4.6,-0.6,5.2,11.7,10.2,10.4,9.8,9.4,10.1,11.5,9.6,8.9,9.7,8.7
Finland,8.5,3.4,0.7,8.8,5.1,3,4.7,0.5,5.9,9.1,7.6,3.1,3.3,5.1,5.3,2.4,2.1,2.3,9.6,7.5,2.1,7.6,6.7,3,1.2,-0.4,0.2,2.1,7,5.3,1.9,3.2,2.7,3,3.4,2.4,4.1,4.9,5.7,-0.1,-5.9,-3.3,-0.7,3.9,4.2,3.7,6.3,5.4,4.4,5.6,2.6,1.7,2,3.9,2.8,4.1,5.2,0.7,-8.3,3,2.6,-1.4,-1.3,-0.1,1.4
France,6.2,2.7,2.9,4.9,5.7,5.1,6,2.5,2.9,7,5.6,6.6,5.2,6.7,4.9,5.1,4.6,4.4,6.9,5.7,4.8,4.4,5.4,2.9,-0.7,4.3,3.7,2.8,3.2,1.4,1,2.5,1.2,1.5,1.4,2.4,2.5,4.4,4.1,2.6,1,1.6,-0.6,2.3,2.1,1.4,2.3,3.6,3.4,3.9,2,1.1,0.8,2.8,1.6,2.4,2.4,0.2,-2.9,2,2.1,0.3,0.3,0.4,0.8
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5.6,6,7.9,6.3,0.3,-0.6,8.6,-2,-13.8,-21.1,-44.9,-29.3,-10.4,2.6,11.3,10.5,3.1,2.9,1.8,4.8,5.5,11.1,5.9,9.6,9.4,12.6,2.6,-3.7,6.2,7.2,6.4,3.3,4.8,4.2
Germany,9.8,9.2,8.8,7.7,12,7.6,5.9,4.3,7.8,8.7,4.5,4.6,2.8,6.7,5.4,2.8,-0.3,5.5,7.4,5.1,3,4.3,4.9,0.3,-1.4,5.3,2.8,3,4.1,1.1,0.1,-0.9,1.8,2.8,2,2.3,1.5,3.7,3.6,3.4,5.1,1.9,-1,2.5,1.7,0.8,1.8,2,2,3,1.7,0.5,-0.7,1.2,0.7,3.7,3.3,1.1,-5.6,4.1,3.6,0.4,0.1,1.6,1.6
Ghana,3.7,-1.8,13.9,12.6,-6.4,5.9,3.2,-1.6,14.5,7.4,3.5,4.8,3.5,2.2,1.3,0.1,1.8,1.4,3.6,4.8,8,-3,2.9,6.9,-12.5,-3.5,2.3,8.5,-2.6,-3.2,0.1,-6.9,-4.6,8.6,5.1,5.2,4.8,5.6,5.1,3.3,5.3,3.9,4.9,3.3,4,4.6,4.2,4.7,4.4,4.2,4.5,4.8,5.2,5.4,6.2,4.6,6.5,8.4,4.7,7.3,15,8.8,7.1,3.1,8
Greece,8.8,0.7,13.7,3.1,7.6,8.5,6.5,4.6,3.7,4.3,8.8,3.8,10.2,8.2,9.4,6.1,5.5,6.7,9.9,8,7.1,12.4,3.9,-3.6,6,6.4,3.4,6.7,3.7,1.8,0.1,0.4,0.4,2.8,3.1,1.6,-0.5,4.5,3.8,3.45,3.1,0.7,-1.6,2,2.1,3,4.5,4.1,3.1,4,3.7,3.2,6.6,5,0.9,5.8,3.5,-0.4,-4.4,-5.4,-8.9,-6.6,-3.9,0.8,2.6
Guatemala,1.4,2.1,3.7,1.9,2.5,9.1,5.6,4.7,4.9,2.4,4.3,3.5,9.5,4.6,4.4,5.5,4.1,8.8,4.7,5.7,5.6,7.3,6.8,6.4,1.9,7.4,7.8,5,4.7,3.8,0.6,-3.5,-2.6,0.5,-0.6,0.1,3.6,3.9,3.9,3.1,3.7,4.8,3.9,4,4.9,3,4.4,5,3.8,3.6,2.3,3.9,2.5,3.2,3.3,5.4,6.3,3.3,0.5,2.9,4.2,3,3.7,2.5,4
"Hong Kong",-6.8,9.3,9.1,9.2,9,8.7,8.3,8,7.6,7.3,6.6,17.5,15.7,8.6,14.5,1.7,1.7,3.3,11.3,9.2,7.1,10.3,12.4,2.3,0.3,16.2,11.7,8.5,11.5,10.1,9.2,2.7,5.7,10,0.4,10.7,12.9,8,2.5,3.4,5.7,6.2,6.2,6,2.4,4.3,5.1,-5.9,2.5,7.7,0.6,1.7,3.1,8.7,7.4,7,6.5,2.1,-2.5,6.8,4.8,1.7,2.9,2.3,2.3
Hungary,9.7,3.4,1.8,3.5,9,-4.5,8.3,6.7,4.1,5.2,5.1,4.2,5.5,5.6,0.8,5.7,5.7,1.2,3,-0.3,4.5,2.2,5.2,2.6,2.1,0.3,6.3,2.4,0.2,1,0.7,3.6,-1,2.6,-2.5,2,1.5,1.5,-2.2,-6.7,-11.9,-3.1,-0.6,2.9,1.5,2.45,3.4,4.2,3.2,4.2,3.7,4.5,3.8,4.8,4.3,4,0.5,0.9,-6.6,0.8,1.8,-1.5,1.5,3.6,2.6
Iceland,-3.1,11,2.8,8.8,9.3,4.4,-0.1,7.2,3.4,4.5,-0.4,8.5,10.2,10.2,7.3,8.6,-1.2,-5.6,2.6,7.5,13.1,6.2,6.8,5.7,0.6,6,8.8,6,4.8,5.8,4.3,2.2,-2.2,4.1,3.3,6.3,8.5,-0.1,0.2,1.2,-0.2,-3.4,1.3,3.6,0.1,4.8,8,6.4,4.2,4.7,3.8,0.5,2.7,8.2,6,4.2,9.7,1.2,-5.1,-3.1,2.4,1.3,3.6,1.9,2.5
India,2.3,3,6.3,4.1,2.4,5.8,-1.1,7.6,2.1,7,3,2.2,5,7.7,-4,0.9,8.3,2.6,6.7,5.1,1,-0.3,4.7,1.1,8.9,1.2,7.7,5.4,-5,7.2,6.1,3.2,8.1,3.9,4,4.3,4.4,10.5,6.6,5.2,1.4,5.4,5.7,6.4,7.3,8,4.3,6.4,6.3,5.6,4.6,4.6,7.4,7.2,9.2,9.6,9.7,8.1,6.5,9.3,7.7,4.8,4.7,5.7,5.9
Indonesia,7.5,4.7,5,6.2,2.7,1.3,6.8,-3.6,4.3,4.2,6.6,-0.1,-3.8,3.7,1,-0.65,-2.3,9.8,12.3,10.5,5.5,11.3,14.8,5.1,6.95,8.8,7.8,4.6,5.4,8.6,6.9,-3.7,4,6.9,2.5,5.9,4.9,5.7,9,8.9,8.9,7.2,7.3,7.5,8.2,7.8,4.7,-13.1,0.8,4.9,3.6,4.5,4.8,5,5.7,5.5,6.3,6,4.6,6.2,6.5,6.2,5.8,5,4.8
Iran,,,0.1,3.0333,5.9667,8.9,14,11.7,8.6,9.7,8.5,2,11,7.2,12.3,10,11.3,15,13,10.6,12.4,16.3,8.6,8.9,4.8,17.1,-1.3,-11.9,-8.6,-14.1,-3,15.7,13.2,1.7,2.4,-9.4,-1.5,-5.6,3.8,10.3,12.8,9,-3.2,-1.9,1.7,8.1,3.8,3.5,2.2,3.4,4.4,7.4,8.3,6.2,4.1,6.6,7.4,0.2,3.7,5.5,0.1,-5.9,-1.7,2.6,2.1
Iraq,8.8,10.6,40.5,18.9,-4.1,7,-1,11.6,4.2,11.6,11.5,5,-1.8,12,9.1,5.3,-2.3,17.8,3.4,-0.4,6.2,-3.7,16.8,5.4,16.6,20.3,2.7,18.2,23,-2.2,-18.1,-0.8,-8.7,0.2,-1.6,-1,2.8,-21.1,-8.8,-1.3,-62.9,29.2,12.1,-5,-9,12.6,-3.9,15,8.5,11,9,7,-21.8,54.2,4.4,10.2,1.4,6.6,5.8,5.5,10.2,10.3,4.2,-2.4,1.3
Ireland,2.5,2.5,2.7,0.9,2.6,-1.3,-0.2,-2.1,4.1,5.6,4.8,3.3,4.7,3.9,1.7,0.9,5.9,8.3,6,2.7,3.5,6.5,4.7,4.3,5.7,1.4,8.2,7.2,3.1,3.1,3.3,2.3,-0.2,4.4,3.1,-0.4,4.7,5.2,5.8,8.5,1.9,3.3,2.7,5.8,9.6,9.1,10.8,8.5,10.2,9.5,5.3,5.8,3,4.6,5.7,5.5,4.9,-2.6,-6.4,-0.3,2.8,-0.3,0.2,4.8,3.3
Israel,29.9,4.3,-1.2,19,13.6,8.9,8.7,7.2,12.6,6.6,10.9,9.9,10.6,9.8,9.4,1.1,2.5,15.3,12.6,8.1,11,12.4,5.1,6.8,3.3,1.3,3.05,4.8,6.3,6.9,5.2,1.8,3.5,0.9,3.4,4.8,7.2,2,0.9,6.6,7.7,7.8,4.1,7.4,6.6,5.8,3.9,4.3,3.7,8.9,0.1,-0.1,1.1,5.1,4.3,5.8,6.3,3.5,1.9,5.8,4.2,3,3.2,2.8,3.9
