Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Australia,3950.125399,3953.323881,3946.926917,2842.786222,1855.815281,1312.562597,1209.294925,1053.035913,1423.754976,976.6469094,1103.547038,1544.961969,1481.291287,1443.875055,1469.480859,1536.232745,589.0959238,499.596277,381.1356105,307.8866559,243.7640112,259.250564,253.6974615
Austria,1022.646321,1030.484331,439.81281,52.56522,58.29723,68.3865,65.9187,96.48288,44.3960941,64.192525,67.4564,90.02663927,83.45778927,102.19542,125.4909,125.0427,136.93945,183.719,167.12525,28.6404,63.93398,60.07083,40.45678
Belgium,1753.3197,1677.7168,1829.5238,1758.6719,2113.0409,2335.2373,2217.411,1211.477608,669.4237317,348.1095436,361.0880481,222.7898327,82.40483274,208.9767784,307.5513063,154.4498776,158.9820766,180.690562,202.0840391,115.8711552,85.56274463,179.0276586,220.1239657
Bulgaria,,,,,,,,,,,,,,,,,,,,0.01638,0.044289,0.0505323,0.043845795
Canada,6538.834525,6949.976395,6556.818459,6450.318346,5965.332094,5489.588823,5622.827923,5512.709001,5601.84211,4645.284652,4311.083903,3500.415516,2994.811376,3019.025031,3046.980147,3317.257312,2583.904138,2193.704785,2252.318593,2171.965946,1607.52257,1455.988032,1551.634232
Croatia,936.564272,642.443634,606.7637,571.0837,535.4038,499.7238,464.0439,428.3639,392.6839,357.004,321.324,285.6441,249.9641,214.2842,178.6042,142.9243,107.2443,71.5643,35.8844,0.204435,0.02912,0.0133,0.02471
"Czech Republic",,,,,,0.007,0.3799824,1.241413499,1.211672052,0.655676891,3.115293553,6.485345471,11.6907613,5.670331302,8.459714078,9.77313859,22.18138462,20.57139703,28.23423065,33.13315016,36.65843049,9.074923618,6.569178058
Denmark,,,,,0.0525,0.50225,1.659525,4.1185725,9.09671525,12.48154373,17.89038935,22.12716042,22.16771813,19.34104506,15.90154558,13.9039345,15.68353605,15.3623142,12.79120503,14.17678912,13.26995319,11.05670582,8.53509647
Estonia,,,,,,,,,,,,,,,,,0.074893,0.06097,0.038493,,,,
Finland,0.07,0.08,0.09,0.1,0.12,0.14,0.16,0.18,0.21,27.9694,22.456,20.06,13.37,14.853,11.88967,9.875,15.43,8.396,11.231,9.3174,0.7497,1.3758,1.8908
France,4293.450858,3973.30747,4047.893463,3954.038277,3527.350874,2562.128499,2338.812477,2426.306033,2847.256391,3530.618098,2488.256476,2193.461881,3479.905635,3220.211727,2182.426231,1432.839034,1169.054299,927.63168,569.0531836,370.1612795,386.9810893,432.0853976,399.8270599
Germany,2629.685,2280.605,2067.6025,1938.773158,1649.691474,1792.110818,1753.172529,1415.730453,1527.797768,1275.094364,822.5164484,756.2784059,821.2003854,879.326126,847.7694378,725.7430507,579.4188144,510.8414629,495.5249959,357.825389,302.291619,241.4413834,208.9472125
Greece,163.3716588,164.1710448,161.20951,96.9769416,60.372676,53.9699748,46.135992,107.6700747,133.0421131,90.3165642,105.0903369,71.16451358,73.56522594,76.89571798,73.42170758,74.32127218,70.77489254,80.63591557,93.53441083,74.27922513,105.5453091,78.34430544,110.3946562
Hungary,270.83,233.719612,134.8214,145.7288,158.934916,166.82386,159.397924,161.5184651,193.5803864,210.8132071,212.157087,199.9524047,203.8767463,190.6953691,201.912107,210.2502697,2.52006295,3.599393868,3.797934051,2.930039395,1.205850371,1.706629281,1.365954691
Iceland,419.6312695,348.3413529,155.2786135,74.85870358,44.56700064,58.84404096,25.14871608,82.35830643,180.1330277,173.2108073,127.1630837,91.66400776,72.54256593,59.78602559,38.57983432,26.09562934,333.2231829,281.1328033,348.9981369,152.7465379,145.632406,63.21904978,79.7448072
Ireland,0.0931,7.62199,15.15088,30.20866,45.26644,75.382,103.085,130.8232,61.87,195.93295,305.4059,295.9841,212.4033,228.7945,182.4274,168.3399,148.32,130.579,106.19716,65.57002,37.0224,13.1984,8.030346667
Italy,2486.74041,2149.92741,1567.239116,1444.453696,1233.11417,1266.379484,1038.261586,1066.246208,1103.895055,1110.76544,1217.434704,1342.038729,1333.923917,1676.711095,1733.213678,1714.999893,1713.614163,1652.09526,1500.588597,1062.810972,1330.834081,1454.540813,1314.038412
Japan,5276.710758,6066.170371,6163.469093,8862.409248,10891.01658,14271.14125,14772.08981,16187.60865,13401.73084,10428.81711,9583.347253,7953.563367,7433.601351,7178.70282,7478.42557,6990.729204,7311.265827,6400.590613,4615.065963,3265.253025,3408.706359,3016.350972,2758.268018
Liechtenstein,,1.61473E-08,5.32907E-07,2.86813E-06,9.50159E-06,2.52329E-05,5.60956E-05,0.000106545,0.000224231,0.001733006,0.004239434,0.008131562,0.010651296,0.013536673,0.027159961,0.037154385,0.050829332,0.060758319,0.065803574,0.063512382,0.061721182,0.055306179,0.048000554
Luxembourg,,,,,,,,,,,0.0077,0.0077,0.0077,0.024960075,0.107039575,0.149706278,0.167799366,0.207784389,0.242314596,0.218099577,0.197542698,0.179785379,0.164147156
Malta,,,,,,,,,,,3.90374E-05,3.90374E-05,3.90374E-05,3.90374E-05,3.90374E-05,3.90374E-05,3.90374E-05,3.99124E-05,3.99124E-05,3.99124E-05,3.99124E-05,3.99124E-05,3.90374E-05
Monaco,,,,,,,,,,,,0.07098,0.05733,0.031668,0.03843,0.063336,0.071358,0.06405,0.015876,0.01575,,,
Netherlands,2264.4754,2244.8752,2042.8526,2068.4683,1989.6678,1937.817057,2155.330752,2343.91385,1829.236775,1470.52902,1580.601535,1488.6119,2185.5515,619.5,284.7274,265.3358,253.7604,318.5181,251.0705,167.9741,208.8558,182.8539,150.95226
"New Zealand",629.87,625.05,396.61,180.454,159.868,131.158,236.774,172.52,125.335,58.958,58.059,60.637,71.909,107.834,84.533,59.57,90.987,41.472,38.844,46.14,40.80906,30.18089015,40.751131
Norway,3370.400605,2992.915357,2286.91933,2297.722937,2032.473362,2007.957379,1829.455614,1633.246478,1485.797593,1388.695003,1318.112414,1328.812237,1437.763243,909.2476105,880.0624818,828.7107848,742.5052122,820.9384677,772.7470397,376.7168,205.0757,225.7263,172.389
Poland,122.8839046,122.4001097,116.6132812,125.4712718,132.3326061,148.9553712,139.4540596,149.5584156,150.871309,145.2663943,151.8804522,168.7376981,177.6143752,172.3085435,175.86283,160.6481799,166.0767626,158.4062681,139.8476791,59.23694686,56.12688722,49.88225794,41.80565975
Portugal,,,,,,,,0.022479572,0.103029095,0.190661333,0.09883848,0.206261723,0.168116381,0.154724719,0.15116858,0.161872732,0.106326765,0.092878039,0.146507225,0.010183462,0.000852791,,
Romania,2115.834518,1942.089282,1352.132502,1409.42529,1490.9748,1773.5284,1768.86122,1786.374554,1753.331012,1603.345229,1292.099174,1044.195319,717.8621093,261.5008317,132.1157827,81.81424006,55.00605473,24.19899328,15.34322838,7.004144,7.841596,10.924,6.38
Russia,11680.24049,12421.07728,11102.03214,10797.22699,10486.30595,10019.2744,8785.605077,7465.750514,7182.290824,7049.848178,7298.601768,6625.623325,5524.471342,5014.567479,5007.424326,4722.138625,4184.010853,3798.357068,3720.570933,2524.583623,2677.572603,2544.152068,2468.290789
Slovakia,271.37262,266.94369,248.42271,155.41518,132.06264,114.32494,34.51172,34.616627,25.40424,13.601692,11.64657444,15.59334444,13.74737444,21.65071373,19.90994777,20.251536,35.82238359,24.88443619,36.16174471,17.76098688,21.1535,17.001,21.713
Slovenia,257.44432,302.58018,106.7497862,105.8737954,105.2982634,106.484,101.745,104.87,102.032,105.352,105.612,105.612,116.444,118.99,120.008,132.7313533,124.7003785,90.8697897,20.91479058,7.432548934,13.68244181,28.61082706,25.70446396
Spain,882.9165518,827.4250131,789.9144368,830.7875335,818.8768362,832.3403675,792.8434711,809.4994554,750.5722124,675.3572503,371.4443814,187.7694118,200.2383739,191.7031416,184.564564,145.0139144,136.2173753,125.7187152,120.6630397,84.16876988,72.71438377,64.7789328,41.17049433
Sweden,376.8188878,380.2457061,252.4202771,290.970182,311.7308977,343.429008,302.9109936,279.6944906,271.8603714,291.2865162,240.5165564,235.6051551,260.9096799,258.3026669,253.9947951,257.1491885,245.3208963,247.6047874,225.05163,35.3334346,158.3421093,183.4301264,68.91990872
Switzerland,100.2134153,84.69895025,69.25538846,29.68768099,17.66391895,14.68774004,17.19932619,20.04757463,22.83268061,35.88325435,69.08323672,45.20856317,40.43707531,57.23995525,53.00406886,33.38686612,32.84467879,29.28737039,39.3907861,35.53806567,37.14337803,39.98359589,33.07713867
Turkey,603.4341983,744.3475662,681.0891564,685.1540883,604.2051895,516.4290669,520.2616497,516.816088,517.2903315,514.8487855,515.1230733,515.8370413,519.0763528,518.5621577,523.3060199,487.7580521,404.6197341,360.9392094,347.9752383,170.5631535,308.0078916,320.7581075,312.7529519
Ukraine,203.2266673,162.1878703,122.6765949,123.7236933,138.939149,153.4499109,123.4450701,126.6768567,103.9692968,87.73964014,99.74138662,96.58915436,85.01993527,66.48920345,80.4362518,122.660141,95.79554898,133.3287689,150.1584473,46.4930597,22.98158174,,
"United Kingdom",1401.596677,1170.865747,573.3640808,489.5971049,485.8972058,461.8097172,479.6437854,397.5799182,387.2419519,366.3682694,460.5521811,384.6756869,318.6476015,275.8908206,340.2543589,297.8694124,301.7357767,219.0983367,203.9253261,145.031793,220.6220671,325.3471711,207.9772243
"United States",20645.87209,17774.73822,16539.87119,16507.73854,15167.42399,15587.02142,16600.18511,15222.68835,14029.04299,13961.47352,13356.40755,6832.780294,8540.895836,6787.366974,5650.064949,5564.358614,5257.863523,6496.447146,5111.388158,3284.260906,3779.366389,5968.359969,5424.239739
