Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"Burkina Faso",1773,1595,1403,1528,1569,1608,1498,1643,1435,1374,1341,1532,1237,1527,1658,1701,1363,1528,1651,1832,2209,1844,2059,2380,2587,2178,1745,1946,2091,2018,1537,1803,2363,2017,1934,2284,1739,1952,2405,1739,2018,1944,1893,1565,1579,1576,1460,1901,1836,2029,1844,1855,1867,2060
Burundi,1683,1748,1567,1935,1792,1791,2000,2171,2389,2541,2547,2439,2544,2648,2835,2863,2859,2872,2676,2974,2966,3048,3344,3173,3176,3177,3176,3096,2844,3250,3151,3196,2930,3260,3130,3337,3455,3320,3285,2973,2433,2690,2852,2915,3705,4608,6278,6724,6042,5925,5384,4952,6243,7549
"Cape Verde",3229,3227,3119,3339,3434,3410,3601,3763,3704,3477,3963,3929,3965,3924,3961,4089,4216,4201,4302,4302,4254,4266,4245,4249,3825,3979,4302,4102,4102,5184,4248,4144,4152,4154,4158,4159,4179,4057,3774,4629,4499,4308,4300,4198,4190,4171,4130,4127,3927,4169,3813,3823,3760,3792
Cambodia,3072,3147,3750,3537,3693,3856,4362,4825,3534,4205,6351,4954,5243,5303,4976,4803,4367,4828,4235,5080,3935,3892,3558,4202,3228,3315,3332,3088,3707,3509,3851,3911,4079,3023,3126,3435,3339,2682,2801,2706,2685,3289,3146,3294,3894,3328,3342,3386,3192,3059,3555,5249,5614,5328
Cameroon,3319,3328,3589,3866,3748,3154,3552,3646,3736,3443,3493,3526,3732,3776,3393,3599,3490,2587,2956,2862,2979,3050,2977,2811,3183,3155,3079,3122,3804,3976,3528,3357,3475,3442,3164,3970,3301,3555,4462,4464,4525,4095,4395,4921,5889,6391,6230,6334,6281,7312,6332,5648,5296,5581
Canada,2098,2723,2989,2685,3025,3079,2834,3354,3086,3537,3540,3548,3403,3027,3595,3855,4738,4466,3732,4213,4500,4598,4105,4029,4604,5181,5204,4074,3938,4782,4937,4717,4907,4735,4627,5276,4779,5131,5678,5287,4410,4429,4906,5462,6297,6044,5368,6777,6789,6591,6711,6610,7757,6630
"Central African Republic",1145,1200,1208,1276,1302,1322,1442,1318,1380,1310,1253,1319,1286,1640,1989,1836,1892,1751,2138,2161,2392,2342,2320,2085,2071,2343,2446,2450,3022,2632,2401,2554,2801,2518,2650,2241,2340,2358,2423,2454,2550,2751,2772,2789,2791,2748,2528,2569,2519,2925,3053,2849,2869,2829
Chad,987,1060,1094,1147,1146,1000,931,1142,1135,978,881,891,1003,1100,963,904,1009,1026,1188,1178,1189,1444,1420,1291,1511,1505,1400,1367,1838,1274,1656,1622,1540,1527,1872,1840,1643,2153,1728,1681,1916,1985,1998,2013,1989,2036,2260,2288,2109,2721,2049,3380,2631,2328
Chile,4722,4398,5031,4591,5316,5273,5767,5768,5128,5306,6170,5461,5066,5538,5446,6265,6074,5907,5235,5424,4959,5958,6771,5833,6164,6606,7704,7687,7239,6850,7809,7555,7262,6196,7385,6105,7852,8419,7760,7642,9547,6398,8949,9459,10830,11131,11019,11644,10431,11193,11443,11142,12320,11816
China,1334,1456,1550,1725,1815,2154,2147,2161,2080,2337,2381,2142,2464,2417,2381,2153,2283,2494,2676,2821,3154,3277,3503,3799,3836,3755,3900,3533,3460,3976,3947,3783,4162,4333,4595,4810,4823,4863,5180,5178,5127,5422,4940,5471,5498,5400,5420,5726,5832,5970,6246,6611,6766,6793
Taiwan,2675,2644,2645,3274,3347,3150,3732,3324,3398,4121,3785,4075,4156,4188,4358,4776,4487,4752,4960,5038,5583,5808,5410,6132,5957,5667,5607,5996,6837,7303,7882,7766,8810,8420,8728,8717,9666,9339,10442,10514,9803,11822,11344,12545,10438,11674,10084,10516,11084,12236,11493,12271,10675,11822
Colombia,1990,1825,2069,1948,2044,1924,2472,2778,2665,2695,3170,3388,3074,3501,2964,2911,2713,2723,4356,4462,4827,7194,8777,7593,6055,6399,7013,7485,8248,8318,8331,9361,12362,16050,17423,17656,20757,22269,25748,27166,27314,25679,24315,25328,26838,30365,33336,34600,36344,29388,28495,33496,35399,35017
Comoros,7091,7091,6855,6973,6500,7091,7327,7682,8273,7918,7800,6736,8864,8273,7150,7345,7150,6500,6400,5104,4141,4333,4271,4394,4225,4339,3674,3674,3674,4728,4240,4111,3946,3671,3765,3715,3577,3680,3678,3666,3656,3654,3630,3633,3627,3668,3616,3624,3676,3684,3692,3701,3708,3715
"Congo (Brazzaville)",3696,3549,4494,4756,5308,6367,6783,7261,6920,7110,6664,6429,6051,5787,5400,5302,5403,5887,6807,6959,6737,7199,7151,7044,6925,7059,6943,6915,7516,7474,7264,6950,6643,6737,6351,6483,5799,6909,4876,4903,4901,5231,4473,4753,5030,5703,5554,5546,5514,5038,5000,5401,5354,3930
"Cook Islands",1368,1365,1421,1456,1592,1592,2399,2305,1592,1592,1592,1589,2043,2488,2577,4086,3714,3343,4643,3714,4457,4457,2600,3900,4117,3467,3250,5200,3250,2773,2485,2528,2955,2275,2624,2786,2955,3115,3330,3506,3966,4333,3813,3343,3340,3375,3377,3277,3101,3060,2866,2611,2492,2395
"Costa Rica",11966,12558,15119,11404,9687,11218,10638,12688,18038,22711,22720,23462,24086,23636,24730,20823,12508,15672,14586,18064,19798,24542,23310,25014,20908,28379,24991,28680,31795,28996,29970,28446,31179,33308,33137,35440,38057,40571,28901,33858,37037,30034,30269,34013,35480,40981,38692,37227,37808,40869,41393,41961,42538,42719
"Ivory Coast",2600,2493,2419,2613,2947,2863,3490,3442,3673,5634,6157,7639,7285,9578,9714,9061,7997,7786,6747,7812,6513,6927,6857,6938,7181,8276,8375,6910,6607,7736,7305,7650,7382,7136,7445,7539,6621,6892,6845,6251,5908,6290,6063,6796,5708,5871,6095,8089,8109,7713,7545,8208,6118,5694
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5296,5860,4946,6319,4510,5336,6041,5911,4806,5248,6412,5401,6202,5649,6560,6412,8899,7954,6264,6791,6382,7742,7306
Cuba,2273,2195,2065,3431,3289,3402,3329,4129,3943,3887,3917,4049,4455,4229,4256,3683,4012,4058,4307,4680,4487,4721,4983,4695,3514,3676,3734,3810,3742,3288,1553,1925,2057,2059,1904,1941,2240,2478,2990,3575,3962,4180,4949,5090,4635,4774,4348,4113,4045,4110,4204,5155,4298,4682
Cyprus,2860,723,1288,752,2410,1774,3067,1566,1978,817,1612,2082,191,1715,2704,2139,1826,4213,4247,5761,4170,4978,1576,4540,4574,4499,3107,6382,3621,4166,2598,7023,4659,5037,5441,5129,3714,4223,5095,6616,5327,7214,3309,4076,2870,3627,2806,3335,2495,2867,3055,2722,2690,3540
"Czech Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8039,7732,8785,8070,8288,8245,8739,8735,9338,7557,5393,11012,9124,9190,9665,9436,10002,8981,9683,9762,11955,13438
Czechoslovakia,3513,2788,2489,2395,3379,3805,4180,3530,3439,4193,5391,5525,5437,4910,5298,5311,5817,5810,4175,6363,6193,5756,7868,7662,7395,7906,8262,8907,8956,8236,8585,8119,,,,,,,,,,,,,,,,,,,,,,
"North Korea",1002,999,996,1019,1041,1394,1475,1549,1559,1599,1644,1610,1393,1670,1709,1745,1802,1859,1916,1973,2034,2022,2103,2395,2257,2277,2317,2337,2199,2225,2223,2303,2153,2237,2238,2299,2100,2031,2014,2028,2062,2063,2062,2095,2068,2065,2081,2107,2087,2080,2081,2107,2104,2101
"Congo (Kinshasa)",5437,5264,5266,5429,4800,4828,5267,5109,4938,4428,4358,4253,4028,3956,3934,3886,3836,3731,3862,3773,3687,3227,3107,3174,3315,3347,3577,3856,3737,3731,3650,3647,3556,3448,3856,3879,3727,3748,3800,3790,3818,3885,3971,3955,3923,3963,4033,4018,4111,4184,5411,5503,5506,5511
Denmark,6753,6313,5430,7340,6471,5320,6425,6431,5593,5641,6408,5888,7122,8193,6780,6702,7263,7184,8772,7308,7829,8343,7167,9351,9501,10367,8436,9610,10809,11111,9814,9057,9645,8263,7765,8775,10388,11300,9710,10791,10023,9825,12612,14588,11640,13159,12474,13848,14769,13163,12756,14157,14665,16121
Dominica,,,,,,,,,,,,,,,,,,,,,,,,,6017,5126,5200,5200,5200,4438,5081,4666,4575,4439,4500,4479,4286,4206,4333,4364,4319,4522,4289,4296,4288,4333,4457,4241,4193,4198,4255,3699,3711,3895
"Dominican Republic",2314,2656,2507,2649,2494,2795,2730,2797,2785,3125,3077,2894,2877,2642,2773,2292,2689,3501,3022,3094,2899,3029,3002,3244,3844,3232,3502,3295,4378,4836,5273,4970,5345,6371,7184,7334,7642,9759,10217,9729,10364,10134,10714,11163,9653,9793,10023,10726,11602,13947,11943,11015,13102,13919
Ecuador,6183,5862,5701,5499,5692,5817,6278,6101,6121,6913,7012,6353,5479,3434,4017,4046,5463,5692,6464,7038,7375,9111,12397,10098,10835,11865,9743,9745,11390,10562,10263,10479,11457,12212,10430,11810,20422,24634,11710,13406,12992,13904,11610,14982,17358,18443,17888,17732,15145,17658,13383,14558,13430,12226
Egypt,1410,2207,2248,2396,2150,1848,1931,2161,2365,2279,2440,2423,2273,2235,2177,2380,2194,2716,2943,2977,3024,3179,2992,3077,2993,3046,2923,2804,2587,2787,3254,3619,4054,4051,4411,4180,4256,4006,5016,5641,5164,4948,4930,5134,5023,6642,6461,7969,7529,6477,5939,8163,8047,7428
"El Salvador",2543,2484,2508,1987,2217,2178,2793,3014,2898,2795,3117,3091,2756,2731,2831,2771,3006,2791,2498,2822,2924,2997,3373,3795,3840,3263,4020,4434,4329,3980,4249,5558,5582,5286,5913,6470,6098,6085,6820,6617,6878,5332,8148,7239,6231,7466,8267,7340,6839,6994,7098,7050,7245,7356
"Equatorial Guinea",19870,20067,19200,17743,18720,18387,18540,19000,19000,19000,19043,19152,19474,19839,19558,18517,18934,19389,19389,18770,18770,19200,19630,20489,11777,11947,11968,11968,11968,12176,9206,9385,9121,9025,8687,8869,8371,8943,8498,8683,8825,9098,9208,9368,9987,9990,10439,10757,9641,9313,8425,10080,9903,10023
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970,1371,1718,1269,1170,1407,1335,1231,1197,1127,1123,885,1346,1210,1460,907,936,874,930,792,882,891
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,2558,2974,4397,4390,4482,3872,4666,5105,5690,7373,5670,5170,6759,5136,6855,5431,6287,5067,6153,6876,7676,7892
Ethiopia,1850,1823,1854,1848,1851,1861,1919,1959,2011,2082,2151,2047,1945,2176,1882,2045,2242,2311,2350,2443,2286,2286,2116,2123,2098,2237,2417,2514,2469,2401,2327,2417,,,,,,,,,,,,,,,,,,,,,,
Fiji,6914992,13567503,13268319,8511320,6763600,5774352,1017066,407051,467395,542074,653300,1100812,937356,943143,842429,950971,1202733,1063767,1130320,1464300,1366500,1933486,1788676,1372068,4646,5598,4923,4761,4826,4941,4699,4871,4004,3826,3896,4297,4362,4184,4121,4121,3391,3391,2816,3395,4055,3967,4055,4055,5077,4458,4320,4473,3992,4163
Finland,3866,4691,4606,3757,4804,3547,7135,4982,5596,5873,5581,5667,5866,4928,5801,6141,5791,5778,5378,6020,4731,5745,6315,5253,5881,6294,4208,5345,6452,6809,5912,6950,6976,6111,5698,5506,5825,3747,5369,5132,5240,5787,4768,4192,5245,5219,4819,5295,6571,4301,4806,4846,5783,5488
France,4201,4867,4492,5172,5543,5362,6301,6276,6262,6264,7070,7521,7247,6875,6369,6325,5462,7806,7354,9588,8365,8986,7752,9295,9859,8613,11185,9868,9386,9030,10255,8943,8849,8591,9632,10274,10827,10341,10727,10203,9044,10600,9929,11357,11726,10056,10363,11420,12272,11022,11949,11656,10242,12303
"French Guiana",,,,,,,,,,,,,,,,,,,,,,,,,,4140,4390.625,4641.25,4891.875,5142.5,5393.125,5643.75,5894.375,6145,4746,4746,4746,4746,4746,4628,4553,4566,4526,4511,4495,4480,4464,4449,4434,4418,4403,4387,4372,4357
"French Polynesia",6825,6827,7005,6993,6985,6955,7020,6955,6948,6961,7107,6732,6677,6500,6017,6197,6677,6695,6618,6500,6500,6283,6572,5893,7085,7150,7868,6045,5850,6769,5478,5483,5488,5493,5498,5558,5558,5460,5566,5522,5467,5655,5510,5458,5318,6149,5469,5399,5316,5208,4964,4954,4845,4951
Gabon,5071,5071,5504,5558,7071,6730,6904,7852,6827,6449,6788,8706,7242,6278,5164,4938,4447,4284,4310,4505,3925,3824,4746,4627,4127,4910,4951,4715,3795,4405,5799,5787,6191,5973,5856,5553,5586,5591,5425,5301,5077,4973,5338,5546,5574,5630,5140,4997,4066,3573,3644,3708,3697,3693
Gambia,3669,3693,3453,3504,4001,4425,4652,4814,4619,4469,4471,4358,4517,4334,4455,4254,3114,3943,3263,2908,4232,4845,3692,3584,3964,4259,3960,3279,4559,2662,3259,2777,3740,3332,3053,2478,3411,3379,3848,3574,3394,2213,2759,3585,3189,3256,2024,2566,2600,3160,2444,3192,3047,3303
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137,874,1697,805,536,3663,1958,2471,1279,3891,2377,2427,2839,2867,2451,3049,2194,1229,1506,2388,2481,2575,2442
Germany,5036,5651,4785,5770,6627,6465,8197,8410,6355,7090,7628,8019,7516,9544,9401,8929,9511,9790,8101,9698,8619,10127,8978,9246,10765,11525,10645,11641,12133,10849,11759,9420,10486,9650,11432,8255,11089,11988,11932,11704,13481,11132,10731,15312,14047,13891,12936,14075,16055,14555,10908,13797,14745,16696
Ghana,5002,5053,5049,4484,5197,4766,5112,4636,3764,4459,4451,4217,4689,4288,3985,3686,3123,3335,3172,4011,4118,3806,3811,4249,5270,5176,5355,6233,5630,5569,5661,5532,5157,5223,5223,4534,4683,5113,5164,4881,4750,5130,3940,3599,3614,3830,3816,4307,4424,4271,4244,4227,4452,4792
Greece,14619,4476,11540,10811,15562,15759,16780,13073,11333,15321,14684,16132,16179,18776,22590,16995,16955,19352,20435,27019,25555,28708,19086,14187,5037,4138,4087,4645,4717,3064,5409,4713,4201,4872,5332,4914,4898,4884,5397,5583,5436,5942,4835,5048,5898,5290,5105,6097,5557,4595,4364,5790,4565,4323
Grenada,4538,4440,4632,5181,5240,5393,5255,5392,5357,5409,5470,5710,5769,5615,6878,6020,6118,5639,5182,5158,5109,5383,4619,3980,4041,3933,4309,4238,4185,3929,4182,4194,4207,4213,4208,4198,4203,4195,4215,4226,4235,4243,4243,4241,4242,4242,4426,4231,4165,4188,4300,4367,4377,4350
Guadeloupe,8035,5922,9820,9820,13747,5489,3503,3746,3786,3788,8529,9240,11046,12827,19242,34679,31221.5556,27764.1111,24306.6667,20849.2222,17391.7778,13934.3333,10476.8889,7019.4444,3562,3562,3562,3562,3328,1625,2039,2177,2310,2445,2581,2903,2817,2864,2768,2866,2965,3063,3150,3226,3302,3377,3453,3529,3605,3680,3756,3832,3908,3983
Guam,,,,,,,,,,,,,,,,,,,,,,,,,4753,4753,5032,5172,5312,5380,7463,7451,7438,7426,7414,7402,7390,7378,7365,7353,7341,7442,7331,7253,7251,7204,7167,7215,7313,7614,7303,6009,5778,5632
Guatemala,1361,1293,1672,1808,1981,2534,1799,2207,2527,2588,2311,3362,3147,3190,2784,3336,3064,3303,3484,3306,3101,2559,2956,3176,3154,3122,3844,3745,3955,4040,4246,4482,5160,6349,6664,7374,8955,8787,9229,9527,10573,12028,11840,12864,13288,14297,14492,21465,20965,21019,24941,25326,29533,30899
Guinea,1686,1758,1921,1844,1931,2101,2222,2348,2404,2445,2448,2046,2331,2245,2329,2186,2264,2341,2323,2394,2388,2382,2314,2347,2277,2288,2298,2262,2339,2387,2496,2369,2476,2534,2564,2612,2629,2545,2564,2698,2774,2844,2894,2943,2990,3036,3027,3163,3027,3105,3141,2891,2905,2978
"Guinea Bissau",2901,2937,2817,2608,2162,2140,2192,2173,2299,2203,2197,2317,2026,2269,2035,2289,2348,2492,2364,2179,1993,2181,1824,2160,2859,3218,4035,5141,5019,4745,4599,5158,4880,5441,5249,5230,5290,5214,5159,5264,5088,5144,5319,5477,5162,5267,5056,5427,4831,4510,4843,4577,4645,4761
Guyana,22925333,21398267,14919750,11773120,9248860,11439960,9430420,5984150,3440587,2170067,275690,818557,489009,244459,149153,112016,48257,38625,32394,50728,51712,54366,71076,66844,5047,4906,4335,4349,4664,4440,5646,5580,5183,5252,5751,6885,5931,4975,5973,5954,5634,5630,5724,5694,5667,5587,5477,5490,5492,5459,5478,5394,5396,5443
Haiti,2257,2414,2702,2911,2864,2929,3461,3732,3708,3588,3087,2992,2644,2503,2378,2330,2158,2086,2251,2391,2349,2427,2459,2486,2218,2298,2371,2397,2379,2317,2238,2230,2219,2236,2247,2254,2300,2231,2256,2268,2228,2099,2170,2285,2233,2358,2328,2267,2271,2343,2351,2376,2403,2375
Honduras,7945,6478,5540,5522,4962,4875,5016,5835,6324,8974,8560,8692,8282,6635,6682,7359,5374,4879,5103,5214,8246,10810,13138,18063,20193,25710,28666,25131,25042,28217,25908,25402,33747,20601,21237,21158,22951,27276,27222,27729,26748,24715,27674,26658,34110,34566,33257,32244,30143,35904,36467,36538,36615,37969
Hungary,3191,4018,3943,3885,3150,3947,3694,4178,4989,4334,5121,4341,5134,4269,4280,4281,5148,5357,6303,6480,7358,7103,7430,6779,7035,8155,7833,7016,7244,7183,7679,6672,6670,6442,6477,7001,5152,6473,6231,6152,7495,6986,7205,9561,8391,8658,7980,10252,8809,7488,8935,8459,9693,10791
India,1321,1332,1351,1345,1217,1221,1370,1346,1395,1560,1615,1280,1611,1481,1753,1561,1573,1559,1505,1407,1753,1600,1766,1899,1748,1714,1800,2206,2220,2204,2119,2441,2274,2431,2384,2511,2446,2310,2200,2242,2265,2069,2606,2451,2692,2626,3062,2623,2581,3050,2993,2799,3059,2788
Indonesia,4849,4855,4960,5008,4963,4936,5249,5006,5181,5025,5335,5281,5074,5271,5421,5955,5994,6011,6375,6577,6728,6799,7117,7377,7793,7373,8152,8540,9059,9650,10025,10468,11042,11712,12071,12923,13704,14254,14576,16491,18143,19448,20066,20049,20841,26831,25984,24455,25288,27002,27521,29400,29245,30473
Iran,1199,992,1191,1166,1380,1231,1359,1589,1561,1874,1677,1851,1866,1978,1752,1888,1889,1798,1912,2048,1669,2157,2251,2073,2291,2373,2277,2506,2157,2343,1965,2494,2600,2688,1962,2116,2172,2384,2359,2339,2402,2888,3328,3989,4194,4477,4757,4689,4994,5068,4851,4759,5134,5130
Iraq,1555,1633,1799,1808,2171,2218,2222,2307,2367,2672,2504,2254,2009,2478,2483,2480,2368,2130,2443,2549,2310,2675,2300,2526,2419,2464,2406,2964,2864,3365,3245,3717,4134,3872,4212,4355,3072,2548,2591,3203,3444,3840,3828,4411,3731,3932,4266,5081,4262,4096,4811,4816,4696,5538
Ireland,,,,,,,,,,,,,,,3800,3800,3455,3455,3040,4750,5846,8550,7600,14250,13300,11400,10133,11400,12667,14074,14097,11593,10059,10094,12049,10857,10364,11536,7308,12104,11558,11573,11896,11573,14584,13337,14783,13272,14476,13300,17161,12811,13591,13745
Israel,3667,3297,3676,3932,3509,3415,3751,3122,3929,3253,3695,4325,3178,4336,3521,4219,3562,4012,3365,4507,4694,4996,5226,4124,5265,5225,4606,4749,4781,5997,5709,7215,5684,5490,6442,6614,5605,5607,4891,6784,4926,6159,4836,6783,5456,7573,6721,7335,6674,6485,7560,5735,6771,6371
Italy,4301,3472,5398,3770,4355,3569,5144,3618,4510,3950,5311,3250,4789,3941,5472,3082,5791,4063,4665,6571,5776,4237,7744,3927,6780,4711,6776,5385,6520,3942,7844,5404,6346,6183,7200,5407,7180,5775,7469,6104,6329,6658,6662,8543,7423,6830,6495,6863,6527,6310,6623,6094,6227,4925
Jamaica,3930,3843,3476,4010,4236,4120,4296,4118,3556,3685,4405,3605,3033,3151,2755,2642,3602,3642,4229,4953,4168,3038,2927,3208,3397,4581,4894,5259,3232,2890,3554,4237,4252,4282,4232,4303,4300,4284,4303,5347,6422,6594,6634,6660,6631,6961,7075,7056,7035,7076,7471,7380,7454,7552
