Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Albania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.86999893,55.51,54.15000153,58.43999863,53.50999832,50.18999863,47.65999985,
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47999954,11.75,11.02000046,22.32999992,20.3389,18.3478,16.3567,14.3656,12.3744,10.3833,8.3922,6.4011,4.409999847,3.079999924,,
"American Samoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.319999993,,,,,,,,,,,,,,,,,,,,,,,,,,
"Antigua and Barbuda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,1.190000057,,,,,,,,
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129999995,0.310000002,0.289999992,0.230000004,0.360000014,0.209999993,0.239999995,0.219999999,0.230000004,0.230000004,0.289999992,0.469999999,0.99000001,0.879999995,0.649999976,0.340000004,0.35,0.360000014,0.379999995,0.479999989,0.689999998,0.680000007,0.230000004,0.389999986,,
Armenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.63000107,43.36000061,44.63999939,46.41999817,46.08000183,43.93999863,49.13000107,45.72999954,47.18999863,45.54000092,43.95999908,44.54999924,42.29,40.02999878,
Aruba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.1367,0.2033,0.270000011,0.2433,0.2167,0.189999998,0.2186,0.2471,0.2757,0.3043,0.3329,0.3614,0.389999986,0.3667,0.3433,0.319999993,0.379999995,,,,,
Australia,,,,,,,,,,4.03000021,4.389999866,3.930000067,4.050000191,4.150000095,3.529999971,3.789999962,4.019999981,4.190000057,3.799999952,3.880000114,4.119999886,4.480000019,4.289999962,4.329999924,4.03000021,4.329999924,4.400000095,4.059999943,4.230000019,3.880000114,3.950000048,3.849999905,3.609999895,3.619999886,3.50999999,3.480000019,3.390000105,3.470000029,3.440000057,3.49000001,3.430000067,3.450000048,3.039999962,2.630000114,2.680000067,2.460000038,2.359999895,2.269999981,2.180000067,2.220000029,2.279999971,1.889999986,1.919999957,1.669999957,1.830000043,1.870000005,1.700000048
Austria,,,,,,,,,,,,,,,,,,,,,,,,12.46000004,10.77000046,10.46000004,10.17000008,10.05000019,9.300000191,9.18999958,9.369999886,8.470000267,8.029999733,7.829999924,7.989999771,8.18999958,8.579999924,7.730000019,7.230000019,6.960000038,6.380000114,6.289999962,6.090000153,5.78000021,4.860000134,5.289999962,5.289999962,5.619999886,5.239999771,5.210000038,5,4.659999847,4.25,4.190000057,4.570000172,4.210000038,
Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.59999847,46.08000183,42.75999832,39.36999893,41.75999832,38.04000092,37.36000061,43.31999969,41.99000168,40.70999908,44.13000107,44.47999954,43.93000031,43.93000031,43.54999924,42.66999817,42.06999969,
